draft_year,Rk,Pk,Tm,Player,College,Yrs,G,MP_total,PTS_total,TRB_total,AST_total,FG_pct,3P_pct,FT_pct,MP_per_game,PTS_per_game,TRB_per_game,AST_per_game,WS,WS_per48,BPM,VORP
1969,166.0,166.0,LAL,Jack Gillespie,Montana State,,,,,,,,,,,,,,,,,
1969,167.0,167.0,PHI,Fatty Taylor,La Salle,1.0,79.0,1548.0,301.0,211.0,288.0,0.42,,0.569,19.6,3.8,2.7,3.6,2.1,0.066,0.5,1.0
1969,168.0,168.0,BAL,Rob Washington,Tulsa,,,,,,,,,,,,,,,,,
1969,169.0,169.0,PHO,Andy White,Texas-El Paso,,,,,,,,,,,,,,,,,
1969,170.0,170.0,MIL,Leo Osgood,Northeastern University,,,,,,,,,,,,,,,,,
1969,171.0,171.0,SEA,Bob Burrows,Seattle Pacific University,,,,,,,,,,,,,,,,,
1969,172.0,172.0,CHI,Rich Kirkland,Norfolk State,,,,,,,,,,,,,,,,,
1969,173.0,173.0,SDR,Joe McBride,Augusta State University,,,,,,,,,,,,,,,,,
1969,174.0,174.0,CIN,Ted Johnson,Baldwin-Wallace College,,,,,,,,,,,,,,,,,
1969,175.0,175.0,BOS,Billy Evans,Boston College,,,,,,,,,,,,,,,,,
1969,176.0,176.0,ATL,Dick Barton,University of California Riverside,,,,,,,,,,,,,,,,,
1969,177.0,177.0,NYK,James Wyatt,Northwestern State University,,,,,,,,,,,,,,,,,
1969,178.0,178.0,LAL,Mallory Chestnut,Tuskegee University,,,,,,,,,,,,,,,,,
1969,179.0,179.0,BAL,Bill Thompson,Shepherd College,,,,,,,,,,,,,,,,,
1969,180.0,180.0,PHO,Marv Schmitt,Western New Mexico University,,,,,,,,,,,,,,,,,
1969,181.0,181.0,MIL,Waymon Stewart,Lakeland College,,,,,,,,,,,,,,,,,
1969,182.0,182.0,SEA,Jerry Conley,Morehead State University,,,,,,,,,,,,,,,,,
1969,183.0,183.0,CHI,Bill Voight,SMU,,,,,,,,,,,,,,,,,
1969,184.0,184.0,SDR,Mike Heckman,University of California Irvine,,,,,,,,,,,,,,,,,
1969,185.0,185.0,ATL,Mike Dahl,Oglethorpe University,,,,,,,,,,,,,,,,,
1969,186.0,186.0,NYK,Rich Travis,Oklahoma City University,,,,,,,,,,,,,,,,,
1969,187.0,187.0,LAL,Mack Calvin,USC,4.0,222.0,3326.0,1552.0,276.0,550.0,0.42,,0.848,15.0,7.0,1.2,2.5,5.9,0.086,-1.8,0.1
1969,188.0,188.0,BAL,Perry Johnson,Robert Morris University (PA),,,,,,,,,,,,,,,,,
1969,189.0,189.0,PHO,Bob Beamon,Texas-El Paso,,,,,,,,,,,,,,,,,
1969,190.0,190.0,MIL,Stan Wlodarczyk,La Salle,,,,,,,,,,,,,,,,,
1969,191.0,191.0,SEA,Ernie Powell,USC,,,,,,,,,,,,,,,,,
1969,192.0,192.0,SDR,Jerry Nickens,Tougaloo College,,,,,,,,,,,,,,,,,
1969,193.0,193.0,ATL,Norm Carmichael,Virginia,,,,,,,,,,,,,,,,,
1969,194.0,194.0,BAL,Jodie Harrison,Illinois,,,,,,,,,,,,,,,,,
1969,195.0,195.0,PHO,Wayne Huckel,Davidson,,,,,,,,,,,,,,,,,
1969,196.0,196.0,MIL,Bill Voight,SMU,,,,,,,,,,,,,,,,,
1969,197.0,197.0,SEA,Danny Cornett,Morehead State University,,,,,,,,,,,,,,,,,
1969,198.0,198.0,SDR,Dick Groves,San Jose State,,,,,,,,,,,,,,,,,
1969,199.0,199.0,ATL,Buddy Cornelius,Jacksonville State University,,,,,,,,,,,,,,,,,
1969,200.0,200.0,BAL,Phil Harris,Texas A&M,,,,,,,,,,,,,,,,,
1969,201.0,201.0,PHO,Howie Dickenman,Central Connecticut State University,,,,,,,,,,,,,,,,,
1969,202.0,202.0,MIL,Lynn Phillips,SMU,,,,,,,,,,,,,,,,,
1969,203.0,203.0,SEA,Steve Honeycutt,Kansas State,,,,,,,,,,,,,,,,,
1969,204.0,204.0,SDR,Steve Howell,Ohio State,,,,,,,,,,,,,,,,,
1969,205.0,205.0,ATL,John Tolmie,United States Naval Academy,,,,,,,,,,,,,,,,,
1969,206.0,206.0,BAL,Tom Haggerty,Brandeis University,,,,,,,,,,,,,,,,,
1969,207.0,207.0,PHO,Al Nuness,Minnesota,,,,,,,,,,,,,,,,,
1969,208.0,208.0,MIL,Ken Hall,Westminster College of Pennsylvania,,,,,,,,,,,,,,,,,
1969,209.0,209.0,SDR,Joe Pridgen,NC Central,,,,,,,,,,,,,,,,,
1969,210.0,210.0,ATL,Cliff Parsons,Air Force,,,,,,,,,,,,,,,,,
1969,211.0,211.0,BAL,Chip Case,Virginia,,,,,,,,,,,,,,,,,
1969,212.0,212.0,PHO,Solomon Davis,Kentucky State University,,,,,,,,,,,,,,,,,
1969,213.0,213.0,SDR,Blaine Royer,Illinois State,,,,,,,,,,,,,,,,,
1969,214.0,214.0,ATL,Grady O'Malley,Manhattan University,1.0,24.0,113.0,50.0,26.0,10.0,0.35,,0.421,4.7,2.1,1.1,0.4,-0.3,-0.136,,
1969,215.0,215.0,BAL,Brian Heaney,Acadia University,1.0,14.0,70.0,28.0,4.0,6.0,0.542,,0.5,5.0,2.0,0.3,0.4,0.2,0.106,,
1969,216.0,216.0,PHO,Jim Plump,Northern Arizona University,,,,,,,,,,,,,,,,,
1969,217.0,217.0,ATL,Carl Rodwell,University of California Riverside,,,,,,,,,,,,,,,,,
1969,218.0,218.0,BAL,Stan McKain,Southern University and A&M College,,,,,,,,,,,,,,,,,
1970,1.0,1.0,DET,Bob Lanier,St. Bonaventure,14.0,959.0,32103.0,19248.0,9698.0,3007.0,0.514,,0.767,33.5,20.1,10.1,3.1,117.1,0.175,4.5,39.4
1970,2.0,2.0,SDR,Rudy Tomjanovich,Michigan,11.0,768.0,25714.0,13383.0,6198.0,1573.0,0.501,,0.784,33.5,17.4,8.1,2.0,70.4,0.131,0.8,13.3
1970,3.0,3.0,ATL,Pete Maravich,LSU,10.0,658.0,24316.0,15948.0,2747.0,3563.0,0.441,,0.82,37.0,24.2,4.2,5.4,46.7,0.092,0.2,8.9
1970,4.0,4.0,BOS,Dave Cowens,Florida State,11.0,766.0,29565.0,13516.0,10444.0,2910.0,0.46,,0.783,38.6,17.6,13.6,3.8,86.3,0.14,2.3,21.5
1970,5.0,5.0,CIN,Sam Lacey,New Mexico State,13.0,1002.0,31873.0,10303.0,9687.0,3754.0,0.441,,0.738,31.8,10.3,9.7,3.7,50.9,0.077,2.4,25.9
1970,6.0,6.0,SEA,Jim Ard,Cincinnati,4.0,218.0,2666.0,771.0,820.0,149.0,0.361,,0.695,12.2,3.5,3.8,0.7,2.0,0.036,-3.3,-0.9
1970,7.0,7.0,CLE,John Johnson,Iowa,12.0,869.0,25681.0,11200.0,4778.0,3285.0,0.446,,0.779,29.6,12.9,5.5,3.8,37.1,0.069,-0.8,5.4
1970,8.0,8.0,POR,Geoff Petrie,Princeton,6.0,446.0,16787.0,9732.0,1271.0,2057.0,0.455,,0.805,37.6,21.8,2.8,4.6,26.1,0.075,-1.4,1.3
1970,9.0,9.0,BAL,George Johnson,Stephen F. Austin,3.0,69.0,744.0,190.0,220.0,22.0,0.442,,0.431,10.8,2.8,3.2,0.3,0.6,0.036,-3.9,-0.1
1970,10.0,10.0,PHO,Greg Howard,New Mexico,2.0,92.0,852.0,312.0,227.0,53.0,0.388,,0.697,9.3,3.4,2.5,0.6,0.6,0.034,,
1970,11.0,11.0,CHI,Jimmy Collins,New Mexico State,2.0,74.0,612.0,281.0,66.0,70.0,0.414,,0.804,8.3,3.8,0.9,0.9,0.6,0.044,,
1970,12.0,12.0,PHI,Al Henry,Wisconsin,2.0,49.0,447.0,194.0,148.0,8.0,0.426,,0.7,9.1,4.0,3.0,0.2,0.7,0.074,,
1970,13.0,13.0,LAL,Jim McMillian,Columbia University,9.0,631.0,20227.0,8736.0,3319.0,1557.0,0.482,,0.832,32.1,13.8,5.3,2.5,46.0,0.109,0.4,7.7
1970,14.0,14.0,ATL,John Vallely,UCLA,2.0,100.0,796.0,359.0,66.0,84.0,0.379,,0.721,8.0,3.6,0.7,0.8,-0.3,-0.02,,
1970,15.0,15.0,BUF,John Hummer,Princeton,6.0,327.0,7420.0,2248.0,1733.0,543.0,0.438,,0.524,22.7,6.9,5.3,1.7,4.8,0.031,-2.4,-0.2
1970,16.0,16.0,MIL,Gary Freeman,Oregon State,1.0,52.0,382.0,167.0,106.0,35.0,0.515,,0.725,7.3,3.2,2.0,0.7,1.2,0.155,,
1970,17.0,17.0,NYK,Mike Price,Illinois,2.0,119.0,1042.0,391.0,152.0,89.0,0.404,,0.772,8.8,3.3,1.3,0.7,0.5,0.021,,
1970,18.0,18.0,SDR,Calvin Murphy,Niagara University,13.0,1002.0,30607.0,17949.0,2103.0,4402.0,0.482,,0.892,30.5,17.9,2.1,4.4,84.1,0.132,0.6,15.8
1970,19.0,19.0,CIN,Tiny Archibald,Texas-El Paso,13.0,876.0,31159.0,16481.0,2046.0,6476.0,0.467,,0.81,35.6,18.8,2.3,7.4,83.4,0.128,0.4,12.9
1970,20.0,20.0,SEA,Jake Ford,University of Maryland Eastern Shore,2.0,31.0,249.0,126.0,20.0,35.0,0.462,,0.764,8.0,4.1,0.6,1.1,0.7,0.133,,
1970,21.0,21.0,BOS,Rex Morgan,Jacksonville University,2.0,62.0,416.0,172.0,91.0,39.0,0.375,,0.682,6.7,2.8,1.5,0.6,0.5,0.063,,
1970,22.0,22.0,CIN,Doug Cook,Davidson,,,,,,,,,,,,,,,,,
1970,23.0,23.0,SEA,Pete Cross,San Francisco,3.0,182.0,3775.0,1057.0,1519.0,187.0,0.431,,0.695,20.7,5.8,8.3,1.0,4.2,0.053,,
1970,24.0,24.0,BUF,Cornell Warner,Jackson State University,7.0,445.0,10508.0,2860.0,3353.0,494.0,0.452,,0.672,23.6,6.4,7.5,1.1,15.8,0.072,-1.4,1.0
1970,25.0,25.0,POR,Walt Gilmore,Fort Valley State University,1.0,27.0,261.0,58.0,73.0,12.0,0.426,,0.462,9.7,2.1,2.7,0.4,0.2,0.033,,
1970,26.0,26.0,CLE,Dave Sorenson,Ohio State,3.0,213.0,3857.0,1734.0,997.0,280.0,0.442,,0.778,18.1,8.1,4.7,1.3,5.4,0.067,,
1970,27.0,27.0,PHO,Fred Taylor,University of Texas Rio Grande Valley,2.0,88.0,835.0,385.0,140.0,69.0,0.364,,0.592,9.5,4.4,1.6,0.8,-0.6,-0.035,,
1970,28.0,28.0,CHI,Paul Ruffner,BYU,3.0,52.0,214.0,109.0,49.0,9.0,0.44,,0.5,4.1,2.1,0.9,0.2,0.1,0.017,-4.7,-0.2
1970,29.0,29.0,PHO,Joe DePre,St. John's,,,,,,,,,,,,,,,,,
1970,30.0,30.0,LAL,Earnie Killum,Stetson University,1.0,4.0,12.0,1.0,2.0,0.0,0.0,,1.0,3.0,0.3,0.5,0.0,-0.1,-0.314,,
1970,31.0,31.0,ATL,Dan Hester,LSU,,,,,,,,,,,,,,,,,
1970,32.0,32.0,DET,Ken Warzynski,DePaul,,,,,,,,,,,,,,,,,
1970,33.0,33.0,MIL,Bill Zopf,Duquesne,1.0,53.0,398.0,118.0,46.0,73.0,0.363,,0.556,7.5,2.2,0.9,1.4,-0.1,-0.011,,
1970,34.0,34.0,NYK,Howie Wright,Austin Peay State University,,,,,,,,,,,,,,,,,
1970,35.0,35.0,SDR,Curtis Perry,Missouri State,8.0,480.0,13656.0,4578.0,4239.0,906.0,0.455,,0.699,28.5,9.5,8.8,1.9,29.6,0.104,0.3,5.5
1970,36.0,36.0,SFW,Earle Higgins,Eastern Michigan,,,,,,,,,,,,,,,,,
1970,37.0,37.0,DET,Bob St. Pierre,Hanover College,,,,,,,,,,,,,,,,,
1970,38.0,38.0,BOS,Willie Williams,Florida State,1.0,25.0,105.0,23.0,23.0,8.0,0.238,,0.6,4.2,0.9,0.9,0.3,-0.4,-0.17,,
1970,39.0,39.0,CIN,Greg Hyder,Eastern New Mexico University,1.0,77.0,1359.0,417.0,332.0,48.0,0.447,,0.718,17.6,5.4,4.3,0.6,1.1,0.04,,
1970,40.0,40.0,SEA,Gar Heard,Oklahoma,11.0,787.0,19571.0,6828.0,5876.0,1220.0,0.414,,0.654,24.9,8.7,7.5,1.6,27.0,0.066,-0.4,6.3
1970,41.0,41.0,CLE,Surry Oliver,Stephen F. Austin,,,,,,,,,,,,,,,,,
1970,42.0,42.0,POR,Bill Cain,Iowa State,,,,,,,,,,,,,,,,,
1970,43.0,43.0,BUF,Chip Case,Virginia,,,,,,,,,,,,,,,,,
1970,44.0,44.0,PHO,Greg McDivitt,Ohio University,,,,,,,,,,,,,,,,,
1970,45.0,45.0,CHI,Lou Herndon,Jackson State University,,,,,,,,,,,,,,,,,
1970,46.0,46.0,PHI,Dennis Awtrey,Santa Clara,12.0,733.0,14159.0,3516.0,3342.0,1467.0,0.459,,0.652,19.3,4.8,4.6,2.0,22.4,0.076,-1.1,2.2
1970,47.0,47.0,DET,Jim Hayes,Boston University,,,,,,,,,,,,,,,,,
1970,48.0,48.0,PHO,Vann Williford,NC State,,,,,,,,,,,,,,,,,
1970,49.0,49.0,BAL,Seabern Hill,Arizona State,,,,,,,,,,,,,,,,,
1970,50.0,50.0,MIL,Marv Winkler,Louisiana,1.0,3.0,14.0,8.0,4.0,2.0,0.3,,1.0,4.7,2.7,1.3,0.7,0.0,-0.121,,
1970,51.0,51.0,NYK,Al Williams,Drake University,,,,,,,,,,,,,,,,,
1970,52.0,52.0,SDR,Jody Finney,Ohio State,,,,,,,,,,,,,,,,,
1970,53.0,53.0,SFW,Ralph Ogden,Santa Clara,1.0,32.0,162.0,42.0,32.0,9.0,0.239,,0.667,5.1,1.3,1.0,0.3,-0.7,-0.208,,
1970,54.0,54.0,BAL,Bill Stricker,University of the Pacific,1.0,1.0,2.0,4.0,0.0,0.0,0.667,,,2.0,4.0,0.0,0.0,0.0,0.77,,
1970,55.0,55.0,BOS,Jon McKinney,Norfolk State,,,,,,,,,,,,,,,,,
1970,56.0,56.0,CIN,Wade Fuller,Loyola Chicago,,,,,,,,,,,,,,,,,
1970,57.0,57.0,CHI,John Davis,Alabama State University,,,,,,,,,,,,,,,,,
1970,58.0,58.0,BUF,Erwin Polnick,Stephen F. Austin,,,,,,,,,,,,,,,,,
1970,59.0,59.0,POR,Jim Penix,Bowling Green,,,,,,,,,,,,,,,,,
1970,60.0,60.0,CLE,Glenn Vidnovic,Iowa,,,,,,,,,,,,,,,,,
1970,61.0,61.0,PHO,Bob Lienhard,Georgia,,,,,,,,,,,,,,,,,
1970,62.0,62.0,CHI,Jimmy Wilson,Cheyney (PA),,,,,,,,,,,,,,,,,
1970,63.0,63.0,PHI,Dan Crenshaw,Alabama State University,,,,,,,,,,,,,,,,,
1970,64.0,64.0,LAL,Larry Mikan,Minnesota,1.0,53.0,536.0,158.0,139.0,41.0,0.333,,0.618,10.1,3.0,2.6,0.8,-0.8,-0.073,,
1970,65.0,65.0,ATL,Fred Davis,Howard Payne University,,,,,,,,,,,,,,,,,
1970,66.0,66.0,BAL,Billy Jones,Louisiana College,,,,,,,,,,,,,,,,,
1970,67.0,67.0,MIL,Virgle Fredrick,Drury University,,,,,,,,,,,,,,,,,
1970,68.0,68.0,NYK,John Marren,Manhattan University,,,,,,,,,,,,,,,,,
1970,69.0,69.0,SDR,James Gilbert,Adams State College,,,,,,,,,,,,,,,,,
1970,70.0,70.0,SFW,Levi Fontaine,University of Maryland Eastern Shore,1.0,35.0,210.0,134.0,15.0,22.0,0.366,,0.757,6.0,3.8,0.4,0.6,-0.3,-0.069,,
1970,71.0,71.0,DET,Bill Jankans,Cal State Long Beach,,,,,,,,,,,,,,,,,
1970,72.0,72.0,BOS,Tom Carter,Paul Quinn College,,,,,,,,,,,,,,,,,
1970,73.0,73.0,CIN,Uluss Thompson,Wiley College,,,,,,,,,,,,,,,,,
1970,74.0,74.0,SEA,Boyd Lynch,Eastern Kentucky University,,,,,,,,,,,,,,,,,
1970,75.0,75.0,CLE,Wayne Sokolowski,Ashland University,,,,,,,,,,,,,,,,,
1970,76.0,76.0,POR,Ron Knight,California State University Los Angeles,2.0,101.0,1145.0,472.0,283.0,83.0,0.433,,0.5,11.3,4.7,2.8,0.8,0.2,0.007,,
1970,77.0,77.0,BUF,Robert Moore,Central State University,,,,,,,,,,,,,,,,,
1970,78.0,78.0,PHO,John Canine,Ohio University,,,,,,,,,,,,,,,,,
1970,79.0,79.0,CHI,George Johnson,Dillard University,13.0,904.0,18102.0,4369.0,5887.0,929.0,0.451,,0.694,20.0,4.8,6.5,1.0,33.0,0.087,0.1,9.4
1970,80.0,80.0,PHI,Perry Wallace,Vanderbilt,,,,,,,,,,,,,,,,,
1970,81.0,81.0,LAL,John Fultz,Rhode Island,,,,,,,,,,,,,,,,,
1970,82.0,82.0,ATL,Bob Riley,Mount St. Mary's University,1.0,7.0,39.0,13.0,12.0,1.0,0.444,,0.556,5.6,1.9,1.7,0.1,0.0,0.056,,
1970,83.0,83.0,BAL,Gary Zeller,Drake University,1.0,78.0,697.0,271.0,92.0,37.0,0.34,,0.587,8.9,3.5,1.2,0.5,-1.5,-0.107,,
1970,84.0,84.0,MIL,Mike Grosso,Louisville,,,,,,,,,,,,,,,,,
1970,85.0,85.0,NYK,Jim Oxley,United States Military Academy,,,,,,,,,,,,,,,,,
1970,86.0,86.0,SDR,Mike Kretzer,East Tennessee State University,,,,,,,,,,,,,,,,,
1970,87.0,87.0,SFW,Vic Bartolome,Oregon State,1.0,38.0,165.0,34.0,60.0,3.0,0.254,,0.8,4.3,0.9,1.6,0.1,-0.4,-0.114,,
1970,88.0,88.0,DET,Sevira Brown,DePaul,,,,,,,,,,,,,,,,,
1970,89.0,89.0,BOS,Rod McIntyre,Jacksonville University,,,,,,,,,,,,,,,,,
1970,90.0,90.0,CIN,Charles Bishop,Louisiana Tech,,,,,,,,,,,,,,,,,
1970,91.0,91.0,SEA,Sam Robinson,Cal State Long Beach,,,,,,,,,,,,,,,,,
1970,92.0,92.0,BUF,Doug Hess,Toledo,,,,,,,,,,,,,,,,,
1970,93.0,93.0,POR,George Janky,Dayton,,,,,,,,,,,,,,,,,
1970,94.0,94.0,CLE,Joe Cooke,Indiana,1.0,73.0,725.0,316.0,114.0,93.0,0.393,,0.814,9.9,4.3,1.6,1.3,-0.4,-0.025,,
1970,95.0,95.0,PHO,Joe Thomas,Marquette,1.0,39.0,204.0,55.0,43.0,17.0,0.267,,0.45,5.2,1.4,1.1,0.4,-0.6,-0.149,,
1970,96.0,96.0,CHI,Lonnie Kluttz,North Carolina A&T,,,,,,,,,,,,,,,,,
1970,97.0,97.0,PHI,Jerry Venable,Kansas State,,,,,,,,,,,,,,,,,
1970,98.0,98.0,LAL,Jerry Kroll,Davidson,,,,,,,,,,,,,,,,,
1970,99.0,99.0,ATL,Dave Parker,Windham College,,,,,,,,,,,,,,,,,
1970,100.0,100.0,BAL,Marvin Polnick,Stephen F. Austin,,,,,,,,,,,,,,,,,
1970,101.0,101.0,MIL,Willie Watson,Oklahoma City University,,,,,,,,,,,,,,,,,
1970,102.0,102.0,NYK,Jim Signorile,NYU,,,,,,,,,,,,,,,,,
1970,103.0,103.0,SDR,Billy Paultz,St. John's,9.0,637.0,13630.0,5432.0,3553.0,1043.0,0.491,,0.643,21.4,8.5,5.6,1.6,26.3,0.093,-0.2,6.3
1970,104.0,104.0,SFW,Joe Bergman,Creighton,,,,,,,,,,,,,,,,,
1970,105.0,105.0,DET,Marv Copeland,Shaw College (MI),,,,,,,,,,,,,,,,,
1970,106.0,106.0,BOS,Charlie Scott,UNC,8.0,560.0,19278.0,10037.0,2034.0,2696.0,0.444,,0.772,34.4,17.9,3.6,4.8,26.9,0.067,-1.5,2.1
1970,107.0,107.0,CIN,Mike Bernard,Kentucky State University,,,,,,,,,,,,,,,,,
1970,108.0,108.0,SEA,James Morgan,Maryland,,,,,,,,,,,,,,,,,
1970,109.0,109.0,CLE,Narvis Anderson,Stephen F. Austin,,,,,,,,,,,,,,,,,
1970,110.0,110.0,POR,Claude English,Rhode Island,1.0,18.0,70.0,27.0,20.0,6.0,0.262,,0.714,3.9,1.5,1.1,0.3,-0.3,-0.215,,
1970,111.0,111.0,BUF,Cliff Shegogg,Colorado State,,,,,,,,,,,,,,,,,
1970,112.0,112.0,PHO,Heyward Dotson,Columbia University,,,,,,,,,,,,,,,,,
1970,113.0,113.0,CHI,Lou West,Seattle University,,,,,,,,,,,,,,,,,
1970,114.0,114.0,PHI,Carlton Poole,Philadelphia University,,,,,,,,,,,,,,,,,
1970,115.0,115.0,LAL,Willie Woods,Eastern Kentucky University,,,,,,,,,,,,,,,,,
1970,116.0,116.0,ATL,John Shinall,Jackson State University,,,,,,,,,,,,,,,,,
1970,117.0,117.0,BAL,Charlie Wallace,Oklahoma City University,,,,,,,,,,,,,,,,,
1970,118.0,118.0,MIL,John Rinka,Kenyon College,,,,,,,,,,,,,,,,,
1970,119.0,119.0,NYK,Ray Hodge,Wagner College,,,,,,,,,,,,,,,,,
1970,120.0,120.0,SDR,Don Adams,Northwestern,5.0,487.0,12407.0,4236.0,2732.0,869.0,0.402,,0.739,25.5,8.7,5.6,1.8,10.6,0.041,-2.0,0.0
1970,121.0,121.0,SFW,Jeff Sewell,Marquette,,,,,,,,,,,,,,,,,
1970,122.0,122.0,DET,Dan Issel,Kentucky,9.0,718.0,22342.0,14659.0,5707.0,1804.0,0.506,,0.797,31.1,20.4,7.9,2.5,82.3,0.177,2.3,24.3
1970,123.0,123.0,BOS,Bobby Croft,Tennessee,,,,,,,,,,,,,,,,,
1970,124.0,124.0,CIN,Joe McBride,Augusta State University,,,,,,,,,,,,,,,,,
1970,125.0,125.0,SEA,George Irvine,Washington,,,,,,,,,,,,,,,,,
1970,126.0,126.0,BUF,Larry Woods,West Virginia,,,,,,,,,,,,,,,,,
1970,127.0,127.0,POR,Doug Boyd,TCU,,,,,,,,,,,,,,,,,
1970,128.0,128.0,CLE,Walter Robertson,Loyola Chicago,,,,,,,,,,,,,,,,,
1970,129.0,129.0,PHO,Steve Patterson,UCLA,5.0,350.0,5582.0,1552.0,1632.0,443.0,0.403,,0.594,15.9,4.4,4.7,1.3,4.8,0.041,-1.2,0.9
1970,130.0,130.0,CHI,Mike Casey,Kentucky,,,,,,,,,,,,,,,,,
1970,131.0,131.0,PHI,Fran O'Hanlon,Villanova,,,,,,,,,,,,,,,,,
1970,132.0,132.0,LAL,Rick Mount,Purdue,,,,,,,,,,,,,,,,,
1970,133.0,133.0,ATL,Herb White,Georgia,1.0,38.0,315.0,90.0,48.0,47.0,0.405,,0.564,8.3,2.4,1.3,1.2,0.1,0.013,,
1970,134.0,134.0,BAL,Tom Dykstra,Wheaton College,,,,,,,,,,,,,,,,,
1970,135.0,135.0,MIL,Jim Sarno,Northwestern,,,,,,,,,,,,,,,,,
1970,136.0,136.0,NYK,Greg Fillmore,Cheyney (PA),2.0,49.0,338.0,118.0,108.0,20.0,0.403,,0.467,6.9,2.4,2.2,0.4,0.3,0.044,,
1970,137.0,137.0,SDR,Jim Gottschall,Dayton,,,,,,,,,,,,,,,,,
1970,138.0,138.0,SFW,Lou Small,UNLV,,,,,,,,,,,,,,,,,
1970,139.0,139.0,DET,Alex Winn,Dartmouth College,,,,,,,,,,,,,,,,,
1970,140.0,140.0,BOS,Tom Little,Seattle University,,,,,,,,,,,,,,,,,
1970,141.0,141.0,CIN,Bob Mabry,University of Rio Grande,,,,,,,,,,,,,,,,,
1970,142.0,142.0,SEA,Claude Virden,Murray State,,,,,,,,,,,,,,,,,
1970,143.0,143.0,CLE,Tom Lagodich,Kent State University,,,,,,,,,,,,,,,,,
1970,144.0,144.0,POR,Billy Gaskins,Oregon,,,,,,,,,,,,,,,,,
1970,145.0,145.0,BUF,Larry Duckworth,Henderson State University,,,,,,,,,,,,,,,,,
1970,146.0,146.0,PHO,Carl Ashley,Wyoming,,,,,,,,,,,,,,,,,
1970,147.0,147.0,CHI,Glen Johnson,Jackson State University,,,,,,,,,,,,,,,,,
1970,148.0,148.0,PHI,Mike Hauer,Saint Joseph's,,,,,,,,,,,,,,,,,
1970,149.0,149.0,LAL,Bobby Sands,Pepperdine,,,,,,,,,,,,,,,,,
1970,150.0,150.0,ATL,Larry Jackson,Sul Ross State University,,,,,,,,,,,,,,,,,
1970,151.0,151.0,BAL,Will Hetzel,Maryland,,,,,,,,,,,,,,,,,
1970,152.0,152.0,MIL,Joe Hamilton,University of North Texas,,,,,,,,,,,,,,,,,
1970,153.0,153.0,NYK,Walker Banks,Western Kentucky,,,,,,,,,,,,,,,,,
1970,154.0,154.0,SDR,Toke Coleman,Eastern Kentucky University,,,,,,,,,,,,,,,,,
1970,155.0,155.0,SFW,Coby Dietrick,San Jose State,7.0,480.0,9241.0,2915.0,1869.0,990.0,0.468,,0.741,19.3,6.1,3.9,2.1,15.5,0.08,0.1,4.9
1970,156.0,156.0,DET,Bruce Chapman,UNLV,,,,,,,,,,,,,,,,,
1970,157.0,157.0,BOS,Mike Maloy,Davidson,,,,,,,,,,,,,,,,,
1970,158.0,158.0,CIN,Carl Johnson,Gustavus Adolphus,,,,,,,,,,,,,,,,,
1970,159.0,159.0,SEA,Chuck Lloyd,Yankton College,,,,,,,,,,,,,,,,,
1970,160.0,160.0,BUF,Joe Taylor,Dillard University,,,,,,,,,,,,,,,,,
1970,161.0,161.0,POR,Israel Oliver,Elizabeth City State University,,,,,,,,,,,,,,,,,
1970,162.0,162.0,CLE,Ken Johnson,Indiana,,,,,,,,,,,,,,,,,
1970,163.0,163.0,PHO,Gerhard Schreur,Arizona State,,,,,,,,,,,,,,,,,
1970,164.0,164.0,CHI,Dale Blaut,West Texas A&M University,,,,,,,,,,,,,,,,,
1970,165.0,165.0,PHI,Gordon Stiles,American University,,,,,,,,,,,,,,,,,
1970,166.0,166.0,LAL,Kindell Stephens,Fisk University,,,,,,,,,,,,,,,,,
1970,167.0,167.0,ATL,Manuel Raga,,,,,,,,,,,,,,,,,,
1970,168.0,168.0,BAL,Ron Becker,New Mexico,,,,,,,,,,,,,,,,,
1970,169.0,169.0,MIL,Bob Seemer,Georgia Tech,,,,,,,,,,,,,,,,,
1970,170.0,170.0,NYK,Don Curnutt,Miami (FL),,,,,,,,,,,,,,,,,
1970,171.0,171.0,SDR,Ron Belton,Bellarmine University,,,,,,,,,,,,,,,,,
1970,172.0,172.0,DET,Rick Anheuser,NC State,,,,,,,,,,,,,,,,,
1970,173.0,173.0,CIN,Ted Hillary,Saint Joseph's College,,,,,,,,,,,,,,,,,
1970,174.0,174.0,SEA,Andy Owens,Florida,,,,,,,,,,,,,,,,,
1970,175.0,175.0,CLE,Dave Schneider,Wayne State College,,,,,,,,,,,,,,,,,
1970,176.0,176.0,POR,Dan McLemore,Bowling Green,,,,,,,,,,,,,,,,,
1970,177.0,177.0,BUF,Dick Walker,Wake Forest,,,,,,,,,,,,,,,,,
1970,178.0,178.0,PHO,Jim Walls,Clark Atlanta University,,,,,,,,,,,,,,,,,
1970,179.0,179.0,CHI,Doug Howard,BYU,,,,,,,,,,,,,,,,,
1970,180.0,180.0,PHI,David Whitley,Tufts University,,,,,,,,,,,,,,,,,
1970,181.0,181.0,LAL,Bob Dukiet,Boston College,,,,,,,,,,,,,,,,,
1970,182.0,182.0,ATL,Dino Meneghin,,,,,,,,,,,,,,,,,,
1970,183.0,183.0,BAL,Mel Bell,Houston,,,,,,,,,,,,,,,,,
1970,184.0,184.0,SDR,Jim Brooks,Nebraska,,,,,,,,,,,,,,,,,
1970,185.0,185.0,DET,Don Ogletree,Cincinnati,,,,,,,,,,,,,,,,,
