draft_year,Rk,Pk,Tm,Player,College,Yrs,G,MP_total,PTS_total,TRB_total,AST_total,FG_pct,3P_pct,FT_pct,MP_per_game,PTS_per_game,TRB_per_game,AST_per_game,WS,WS_per48,BPM,VORP
1985,23.0,23.0,LAL,A.C. Green,Oregon State,16.0,1278.0,36552.0,12331.0,9473.0,1400.0,0.494,0.254,0.734,28.6,9.6,7.4,1.1,99.5,0.131,-0.2,16.6
1985,24.0,24.0,POR,Terry Porter,University of Wisconsin-Stevens Point,17.0,1274.0,35354.0,15586.0,3872.0,7160.0,0.463,0.386,0.836,27.8,12.2,3.0,5.6,110.4,0.15,2.9,43.3
1985,25.0,25.0,POR,Mike Smrek,Canisius,7.0,194.0,1890.0,554.0,422.0,49.0,0.431,0.0,0.617,9.7,2.9,2.2,0.3,0.7,0.018,-6.1,-1.9
1985,26.0,26.0,IND,Bill Martin,Georgetown,3.0,84.0,860.0,397.0,136.0,58.0,0.449,0.0,0.813,10.2,4.7,1.6,0.7,0.3,0.016,-4.4,-0.5
1985,27.0,27.0,IND,Dwayne McClain,Villanova,1.0,45.0,461.0,157.0,30.0,67.0,0.383,0.111,0.514,10.2,3.5,0.7,1.5,-0.3,-0.026,-3.8,-0.2
1985,28.0,28.0,CHI,Ken Johnson,Michigan State,1.0,64.0,815.0,263.0,243.0,19.0,0.528,,0.435,12.7,4.1,3.8,0.3,0.8,0.044,-4.9,-0.6
1985,29.0,29.0,SAS,Mike Brittain,South Carolina,2.0,38.0,248.0,63.0,53.0,7.0,0.5,,0.524,6.5,1.7,1.4,0.2,-0.1,-0.011,-7.6,-0.4
1985,30.0,30.0,CLE,Calvin Duncan,VCU,,,,,,,,,,,,,,,,,
1985,31.0,31.0,WSB,Manute Bol,University of Bridgeport,10.0,624.0,11698.0,1599.0,2647.0,171.0,0.407,0.21,0.561,18.7,2.6,4.2,0.3,12.3,0.051,-0.5,4.5
1985,32.0,32.0,PHO,Nick Vanos,Santa Clara,2.0,68.0,842.0,222.0,240.0,59.0,0.383,0.0,0.561,12.4,3.3,3.5,0.9,-0.1,-0.007,-5.5,-0.7
1985,33.0,33.0,PHI,Greg Stokes,Iowa,2.0,42.0,384.0,130.0,62.0,17.0,0.445,0.0,0.696,9.1,3.1,1.5,0.4,0.3,0.041,-4.1,-0.2
1985,34.0,34.0,CHI,Aubrey Sherrod,Wichita State,,,,,,,,,,,,,,,,,
1985,35.0,35.0,SAS,Tyrone Corbin,DePaul,16.0,1065.0,27657.0,9766.0,5046.0,1894.0,0.456,0.299,0.791,26.0,9.2,4.7,1.8,56.5,0.098,-0.3,12.0
1985,36.0,36.0,NJN,Yvon Joseph,Georgia Tech,1.0,1.0,5.0,2.0,0.0,0.0,,,1.0,5.0,2.0,0.0,0.0,0.0,0.309,0.7,0.0
1985,37.0,37.0,UTA,Carey Scurry,Long Island University,3.0,180.0,2376.0,847.0,524.0,192.0,0.48,0.25,0.666,13.2,4.7,2.9,1.1,5.3,0.107,1.7,2.2
1985,38.0,38.0,NJN,Fernando Martín,,1.0,24.0,146.0,22.0,28.0,9.0,0.29,0.0,0.364,6.1,0.9,1.2,0.4,-0.4,-0.144,-10.3,-0.3
1985,39.0,39.0,POR,George Montgomery,Illinois,,,,,,,,,,,,,,,,,
1985,40.0,40.0,DAL,Mark Acres,Oral Roberts,6.0,375.0,5982.0,1343.0,1525.0,180.0,0.506,0.538,0.665,16.0,3.6,4.1,0.5,9.3,0.075,-3.3,-1.9
1985,41.0,41.0,ATL,Lorenzo Charles,NC State,1.0,36.0,273.0,122.0,39.0,8.0,0.557,,0.667,7.6,3.4,1.1,0.2,0.5,0.086,-1.6,0.0
1985,42.0,42.0,GSW,Bobby Lee Hurt,Alabama,,,,,,,,,,,,,,,,,
1985,43.0,43.0,DEN,Barry Stevens,Iowa State,1.0,2.0,6.0,2.0,2.0,0.0,0.5,,,3.0,1.0,1.0,0.0,0.0,0.157,-0.8,0.0
1985,44.0,44.0,PHI,Voise Winters,Bradley,1.0,4.0,17.0,6.0,3.0,0.0,0.231,0.0,,4.3,1.5,0.8,0.0,-0.1,-0.355,-21.8,-0.1
1985,45.0,45.0,CLE,Hot Rod Williams,Tulane,13.0,887.0,26327.0,9784.0,5998.0,1592.0,0.48,0.105,0.726,29.7,11.0,6.8,1.8,70.5,0.129,1.0,19.9
1985,46.0,46.0,CHI,Adrian Branch,Maryland,4.0,130.0,1429.0,834.0,253.0,96.0,0.455,0.231,0.744,11.0,6.4,1.9,0.7,2.1,0.07,-1.9,0.0
1985,47.0,47.0,NYK,Gerald Wilkins,Chattanooga,13.0,900.0,26084.0,11736.0,2646.0,2697.0,0.45,0.316,0.745,29.0,13.0,2.9,3.0,33.9,0.062,-1.2,5.3
1985,48.0,48.0,IND,Kenny Patterson,DePaul,,,,,,,,,,,,,,,,,
1985,49.0,49.0,GSW,Brad Wright,UCLA,2.0,16.0,145.0,54.0,54.0,1.0,0.412,0.0,0.429,9.1,3.4,3.4,0.1,-0.1,-0.045,-8.0,-0.2
1985,50.0,50.0,DAL,Leonard Allen,San Diego State,,,,,,,,,,,,,,,,,
1985,51.0,51.0,SAC,Charles Bradley,South Florida,,,,,,,,,,,,,,,,,
1985,52.0,52.0,LAC,Anicet Lavodrama,Houston Baptist University,,,,,,,,,,,,,,,,,
1985,53.0,53.0,SEA,Rolando Lamb,VCU,,,,,,,,,,,,,,,,,
1985,54.0,54.0,HOU,Sam Mitchell,Mercer University,13.0,994.0,22257.0,8636.0,3711.0,1089.0,0.447,0.223,0.784,22.4,8.7,3.7,1.1,41.7,0.09,-2.5,-3.1
1985,55.0,55.0,CLE,Herb Johnson,Tulsa,,,,,,,,,,,,,,,,,
1985,56.0,56.0,PHO,Jerry Everett,Lamar,,,,,,,,,,,,,,,,,
1985,57.0,57.0,HOU,Michael Payne,Iowa,,,,,,,,,,,,,,,,,
1985,58.0,58.0,WSB,Vernon Moore,Creighton,,,,,,,,,,,,,,,,,
1985,59.0,59.0,ATL,Sedric Toney,Dayton,5.0,112.0,1410.0,409.0,98.0,235.0,0.365,0.341,0.781,12.6,3.7,0.9,2.1,0.0,0.0,-5.0,-1.1
1985,60.0,60.0,DET,Andre Goode,Northwestern,,,,,,,,,,,,,,,,,
1985,61.0,61.0,POR,Perry Young,Virginia Tech,1.0,9.0,72.0,13.0,8.0,7.0,0.286,,0.5,8.0,1.4,0.9,0.8,-0.1,-0.047,-7.3,-0.1
1985,62.0,62.0,NJN,Nigel Miguel,UCLA,,,,,,,,,,,,,,,,,
1985,63.0,63.0,DAL,Harold Keeling,Santa Clara,1.0,20.0,75.0,44.0,6.0,10.0,0.436,,0.714,3.8,2.2,0.3,0.5,0.1,0.041,-2.8,0.0
1985,64.0,64.0,DET,Richie Johnson,University of Evansville,,,,,,,,,,,,,,,,,
1985,65.0,65.0,WSB,Kenny Perry,Southern Illinois,,,,,,,,,,,,,,,,,
1985,66.0,66.0,SAC,Michael Adams,Boston College,11.0,653.0,20446.0,9621.0,1900.0,4209.0,0.415,0.332,0.849,31.3,14.7,2.9,6.4,46.9,0.11,1.9,19.9
1985,67.0,67.0,PHI,Steve Black,La Salle,,,,,,,,,,,,,,,,,
1985,68.0,68.0,MIL,Eugene McDowell,Florida,,,,,,,,,,,,,,,,,
1985,69.0,69.0,CHI,Mike Brown,George Washington,11.0,626.0,10961.0,3130.0,2762.0,424.0,0.455,0.125,0.69,17.5,5.0,4.4,0.7,15.9,0.069,-3.6,-4.4
1985,70.0,70.0,BOS,Andre Battle,Loyola Chicago,,,,,,,,,,,,,,,,,
1985,71.0,71.0,GSW,Luster Goodwin,Texas-El Paso,,,,,,,,,,,,,,,,,
1985,72.0,72.0,IND,Vince Hamilton,Clemson,,,,,,,,,,,,,,,,,
1985,73.0,73.0,NYK,Fred Cofield,Eastern Michigan,2.0,50.0,496.0,169.0,51.0,86.0,0.395,0.188,0.6,9.9,3.4,1.0,1.7,-0.5,-0.044,-4.7,-0.3
1985,74.0,74.0,LAC,Jim Deines,Arizona State,,,,,,,,,,,,,,,,,
1985,75.0,75.0,SEA,Alex Stivrins,Colorado,2.0,22.0,90.0,44.0,22.0,4.0,0.465,0.0,0.5,4.1,2.0,1.0,0.2,-0.1,-0.043,-7.4,-0.1
1985,76.0,76.0,SAC,Willie Simmons,Louisiana Tech,,,,,,,,,,,,,,,,,
1985,77.0,77.0,ATL,Arvydas Sabonis,,7.0,470.0,11375.0,5629.0,3436.0,964.0,0.5,0.328,0.786,24.2,12.0,7.3,2.1,47.3,0.2,4.4,18.4
1985,78.0,78.0,PHO,Granger Hall,Temple,,,,,,,,,,,,,,,,,
1985,79.0,79.0,CLE,Mark Davis,Old Dominion,1.0,33.0,258.0,127.0,37.0,14.0,0.48,0.1,0.824,7.8,3.8,1.1,0.4,0.7,0.134,-0.5,0.1
1985,80.0,80.0,CHI,Craig Beard,Samford University,,,,,,,,,,,,,,,,,
1985,81.0,81.0,WSB,Richie Adams,UNLV,,,,,,,,,,,,,,,,,
1985,82.0,82.0,SAS,Scott Roth,Wisconsin,3.0,160.0,1798.0,751.0,204.0,186.0,0.375,0.291,0.73,11.2,4.7,1.3,1.2,1.1,0.03,-3.3,-0.6
1985,83.0,83.0,UTA,Delaney Rudd,Wake Forest,4.0,239.0,2357.0,816.0,184.0,519.0,0.413,0.257,0.761,9.9,3.4,0.8,2.2,0.7,0.014,-3.9,-1.2
1985,84.0,84.0,ATL,John Battle,Rutgers University,10.0,612.0,10910.0,5338.0,824.0,1257.0,0.464,0.273,0.793,17.8,8.7,1.3,2.1,17.9,0.079,-2.0,0.1
1985,85.0,85.0,POR,Joe Atkinson,Oklahoma State,,,,,,,,,,,,,,,,,
1985,86.0,86.0,DAL,Bubba Jennings,Texas Tech,,,,,,,,,,,,,,,,,
1985,87.0,87.0,DET,Spud Webb,NC State,12.0,814.0,20288.0,8072.0,1742.0,4342.0,0.452,0.314,0.848,24.9,9.9,2.1,5.3,40.2,0.095,0.2,11.5
1985,88.0,88.0,HOU,Michael Brooks,Tennessee,,,,,,,,,,,,,,,,,
1985,89.0,89.0,DEN,Pete Williams,Arizona,2.0,58.0,583.0,153.0,147.0,15.0,0.602,,0.425,10.1,2.6,2.5,0.3,1.4,0.112,-1.1,0.1
1985,90.0,90.0,PHI,Derrick Gervin,Texas-San Antonio,2.0,77.0,1082.0,676.0,175.0,38.0,0.435,0.226,0.764,14.1,8.8,2.3,0.5,2.1,0.095,-1.0,0.3
1985,91.0,91.0,MIL,Cozell McQueen,NC State,1.0,3.0,7.0,6.0,8.0,0.0,1.0,,,2.3,2.0,2.7,0.0,0.1,0.627,26.1,0.0
1985,92.0,92.0,LAL,Dexter Shouse,University of South Alabama,1.0,3.0,18.0,0.0,0.0,2.0,0.0,0.0,,6.0,0.0,0.0,0.7,-0.1,-0.281,-12.0,0.0
1985,93.0,93.0,BOS,Cliff Webber,Liberty,,,,,,,,,,,,,,,,,
1985,94.0,94.0,IND,Kelvin Johnson,Richmond,,,,,,,,,,,,,,,,,
1985,95.0,95.0,GSW,Greg Cavener,Missouri,,,,,,,,,,,,,,,,,
1985,96.0,96.0,NYK,Mike Schlegel,VCU,,,,,,,,,,,,,,,,,
1985,97.0,97.0,SEA,Lou Stefanovic,Illinois State,,,,,,,,,,,,,,,,,
1985,98.0,98.0,SAC,Bob Lojewski,Saint Joseph's,,,,,,,,,,,,,,,,,
1985,99.0,99.0,LAC,Wayne Carlander,USC,,,,,,,,,,,,,,,,,
1985,100.0,100.0,ATL,Larry Hampton,Hampton,,,,,,,,,,,,,,,,,
1985,101.0,101.0,CLE,Gunther Behnke,,,,,,,,,,,,,,,,,,
1985,102.0,102.0,PHO,Shawn Campbell,Weber State,,,,,,,,,,,,,,,,,
1985,103.0,103.0,CHI,Reid Gettys,Houston,,,,,,,,,,,,,,,,,
1985,104.0,104.0,WSB,Dean Shaffer,Florida State,,,,,,,,,,,,,,,,,
1985,105.0,105.0,UTA,Ray Hall,Canisius,,,,,,,,,,,,,,,,,
1985,106.0,106.0,SAS,Clayton Olivier,USC,,,,,,,,,,,,,,,,,
1985,107.0,107.0,POR,James Anderson,Union College,,,,,,,,,,,,,,,,,
1985,108.0,108.0,NJN,Kelly Blaine,University of South Alabama,,,,,,,,,,,,,,,,,
1985,109.0,109.0,DAL,Tommy Davis,Minnesota,,,,,,,,,,,,,,,,,
1985,110.0,110.0,DET,Mike Lahm,Murray State,,,,,,,,,,,,,,,,,
1985,111.0,111.0,IND,Ivan Daniels,University of Illinois at Chicago,,,,,,,,,,,,,,,,,
1985,112.0,112.0,DEN,Kenny Brown,Texas A&M,,,,,,,,,,,,,,,,,
1985,113.0,113.0,PHI,Carl Wright,SMU,,,,,,,,,,,,,,,,,
1985,114.0,114.0,MIL,Ray Knight,Providence,,,,,,,,,,,,,,,,,
1985,115.0,115.0,LAL,Timo Saarelainen,BYU,,,,,,,,,,,,,,,,,
1985,116.0,116.0,BOS,Albert Butts,La Salle,,,,,,,,,,,,,,,,,
1985,117.0,117.0,GSW,Gerald Crosby,Georgia,,,,,,,,,,,,,,,,,
1985,118.0,118.0,IND,Stu Primus,Boston College,,,,,,,,,,,,,,,,,
1985,119.0,119.0,NYK,Kent Lockhart,Texas-El Paso,,,,,,,,,,,,,,,,,
1985,120.0,120.0,SAC,Charles Balentine,Arkansas,,,,,,,,,,,,,,,,,
1985,121.0,121.0,LAC,Malcolm Thomas,Missouri,,,,,,,,,,,,,,,,,
1985,122.0,122.0,SEA,Earl Walker,Mercer University,,,,,,,,,,,,,,,,,
1985,123.0,123.0,ATL,Tony Duckett,Lafayette College,,,,,,,,,,,,,,,,,
1985,124.0,124.0,PHO,Charles Rayne,Temple,,,,,,,,,,,,,,,,,
1985,125.0,125.0,CLE,Rickie Johnson,Illinois State,,,,,,,,,,,,,,,,,
1985,126.0,126.0,CHI,Dan Meagher,Duke,,,,,,,,,,,,,,,,,
1985,127.0,127.0,WSB,Matt England,Houston Baptist University,,,,,,,,,,,,,,,,,
1985,128.0,128.0,SAS,Chris Harper,Oregon,,,,,,,,,,,,,,,,,
1985,129.0,129.0,UTA,Jim Miller,Virginia,,,,,,,,,,,,,,,,,
1985,130.0,130.0,NJN,George Almones,Louisiana,,,,,,,,,,,,,,,,,
1985,131.0,131.0,POR,Curtis Moore,Nebraska,,,,,,,,,,,,,,,,,
1985,132.0,132.0,DAL,Carlton Cooper,Texas,,,,,,,,,,,,,,,,,
1985,133.0,133.0,DET,Vincent Giles,Eastern Michigan,,,,,,,,,,,,,,,,,
1985,134.0,134.0,HOU,Sam Potter,Oral Roberts,,,,,,,,,,,,,,,,,
1985,135.0,135.0,DEN,Joe Carrabino,Harvard University,,,,,,,,,,,,,,,,,
1985,136.0,136.0,PHI,Daryl Lloyd,Drake University,,,,,,,,,,,,,,,,,
1985,137.0,137.0,MIL,Quentin Anderson,Texas Tech,,,,,,,,,,,,,,,,,
1985,138.0,138.0,LAL,Tony Neal,Cal State Fullerton,,,,,,,,,,,,,,,,,
1985,139.0,139.0,BOS,Ralph Lewis,La Salle,3.0,99.0,672.0,229.0,118.0,29.0,0.414,0.25,0.562,6.8,2.3,1.2,0.3,0.0,-0.003,-4.0,-0.3
1985,140.0,140.0,IND,Jeff Acres,Oral Roberts,,,,,,,,,,,,,,,,,
1985,141.0,141.0,GSW,Eric Boyd,North Carolina A&T,,,,,,,,,,,,,,,,,
1985,142.0,142.0,NYK,Ken Bantum,Cornell,,,,,,,,,,,,,,,,,
1985,143.0,143.0,LAC,Gary Maloncon,UCLA,,,,,,,,,,,,,,,,,
1985,144.0,144.0,SEA,Michael Phelps,Alcorn State,3.0,132.0,1372.0,470.0,141.0,138.0,0.416,0.091,0.639,10.4,3.6,1.1,1.0,0.3,0.012,-3.8,-0.6
1985,145.0,145.0,SAC,Alton Lee Gipson,Florida State,,,,,,,,,,,,,,,,,
1985,146.0,146.0,ATL,Bob Ferry Jr.,Harvard University,,,,,,,,,,,,,,,,,
1985,147.0,147.0,CLE,Buzz Peterson,UNC,,,,,,,,,,,,,,,,,
1985,148.0,148.0,PHO,Georgi Glouchkov,,1.0,49.0,772.0,239.0,163.0,32.0,0.402,1.0,0.574,15.8,4.9,3.3,0.7,-0.5,-0.029,-6.3,-0.8
1985,149.0,149.0,CHI,Jeff Adkins,Maryland,,,,,,,,,,,,,,,,,
1985,150.0,150.0,WSB,Keith Gray,Detroit Mercy,,,,,,,,,,,,,,,,,
1985,151.0,151.0,UTA,Mike Wacker,Texas,,,,,,,,,,,,,,,,,
1985,152.0,152.0,SAS,Al Young,Virginia Tech,,,,,,,,,,,,,,,,,
1985,153.0,153.0,POR,Mark Owen,College of Idaho,,,,,,,,,,,,,,,,,
1985,154.0,154.0,NJN,Gary McLain,Villanova,,,,,,,,,,,,,,,,,
1985,155.0,155.0,DAL,Ed Catchings,UNLV,,,,,,,,,,,,,,,,,
1985,156.0,156.0,DET,Frank James,UNLV,,,,,,,,,,,,,,,,,
1985,157.0,157.0,IND,Don Turney,Marshall,,,,,,,,,,,,,,,,,
1985,158.0,158.0,DEN,Eddie Smith,Arizona,,,,,,,,,,,,,,,,,
1985,159.0,159.0,PHI,Jaye Andrews,Bucknell,,,,,,,,,,,,,,,,,
1985,160.0,160.0,MIL,Mario Elie,American International College,11.0,732.0,18654.0,6265.0,2017.0,1875.0,0.473,0.365,0.854,25.5,8.6,2.8,2.6,48.9,0.126,0.7,12.6
1985,161.0,161.0,LAL,Keith Cieplicki,William & Mary,,,,,,,,,,,,,,,,,
1985,162.0,162.0,BOS,Chris Remley,Rutgers University,,,,,,,,,,,,,,,,,
1986,1.0,1.0,CLE,Brad Daugherty,UNC,8.0,548.0,20029.0,10389.0,5227.0,2028.0,0.532,0.143,0.747,36.5,19.0,9.5,3.7,65.2,0.156,2.2,21.3
1986,2.0,2.0,BOS,Len Bias,Maryland,,,,,,,,,,,,,,,,,
1986,3.0,3.0,GSW,Chris Washburn,NC State,2.0,72.0,645.0,222.0,176.0,22.0,0.412,0.0,0.439,9.0,3.1,2.4,0.3,-0.6,-0.046,-7.4,-0.9
1986,4.0,4.0,IND,Chuck Person,Auburn,13.0,943.0,28941.0,13858.0,4763.0,2645.0,0.458,0.362,0.723,30.7,14.7,5.1,2.8,38.9,0.065,-0.7,9.2
1986,5.0,5.0,NYK,Kenny Walker,Kentucky,7.0,448.0,9050.0,3128.0,1793.0,299.0,0.485,0.206,0.749,20.2,7.0,4.0,0.7,17.9,0.095,-1.8,0.6
1986,6.0,6.0,PHO,William Bedford,Memphis,6.0,238.0,2514.0,964.0,573.0,109.0,0.416,0.318,0.605,10.6,4.1,2.4,0.5,0.9,0.017,-4.8,-1.8
1986,7.0,7.0,DAL,Roy Tarpley,Michigan,6.0,280.0,7476.0,3533.0,2803.0,292.0,0.483,0.176,0.744,26.7,12.6,10.0,1.0,19.8,0.127,-0.2,3.4
1986,8.0,8.0,CLE,Ron Harper,Miami University,15.0,1009.0,31199.0,13910.0,4309.0,3916.0,0.446,0.289,0.72,30.9,13.8,4.3,3.9,65.8,0.101,1.9,30.3
1986,9.0,9.0,CHI,Brad Sellers,Ohio State,6.0,398.0,7154.0,2509.0,1064.0,435.0,0.452,0.2,0.793,18.0,6.3,2.7,1.1,9.8,0.066,-2.2,-0.4
1986,10.0,10.0,SAS,Johnny Dawkins,Duke,9.0,541.0,14859.0,5984.0,1336.0,2997.0,0.456,0.33,0.857,27.5,11.1,2.5,5.5,21.8,0.07,-0.9,4.2
1986,11.0,11.0,DET,John Salley,Georgia Tech,11.0,748.0,16524.0,5228.0,3356.0,916.0,0.506,0.214,0.714,22.1,7.0,4.5,1.2,41.5,0.121,0.5,10.5
1986,12.0,12.0,WSB,John Williams,LSU,8.0,435.0,10952.0,4406.0,2201.0,1262.0,0.451,0.225,0.704,25.2,10.1,5.1,2.9,19.9,0.087,1.2,8.8
1986,13.0,13.0,NJN,Pearl Washington,Syracuse,3.0,194.0,4044.0,1660.0,370.0,733.0,0.452,0.184,0.746,20.8,8.6,1.9,3.8,1.9,0.023,-1.7,0.3
1986,14.0,14.0,POR,Walter Berry,St. John's,3.0,205.0,4863.0,2882.0,971.0,292.0,0.539,0.2,0.638,23.7,14.1,4.7,1.4,8.2,0.081,-1.0,1.2
1986,15.0,15.0,UTA,Dell Curry,Virginia Tech,16.0,1083.0,23549.0,12670.0,2617.0,1909.0,0.457,0.402,0.843,21.7,11.7,2.4,1.8,41.5,0.085,0.9,17.1
1986,16.0,16.0,DEN,Maurice Martin,Saint Joseph's,2.0,69.0,422.0,204.0,65.0,49.0,0.378,0.211,0.598,6.1,3.0,0.9,0.7,-0.3,-0.033,-6.0,-0.4
1986,17.0,17.0,SAC,Harold Pressley,Villanova,4.0,299.0,6802.0,2702.0,1339.0,628.0,0.437,0.358,0.778,22.7,9.0,4.5,2.1,10.0,0.07,0.3,4.0
1986,18.0,18.0,DEN,Mark Alarie,Duke,5.0,325.0,5500.0,2432.0,1120.0,363.0,0.475,0.252,0.775,16.9,7.5,3.4,1.1,8.4,0.073,-2.3,-0.5
1986,19.0,19.0,ATL,Billy Thompson,Louisville,6.0,300.0,6697.0,2566.0,1615.0,514.0,0.505,0.154,0.674,22.3,8.6,5.4,1.7,9.6,0.069,-1.3,1.2
1986,20.0,20.0,HOU,Buck Johnson,Alabama,7.0,505.0,11849.0,4617.0,1760.0,856.0,0.488,0.113,0.738,23.5,9.1,3.5,1.7,20.8,0.084,-1.4,1.7
1986,21.0,21.0,WSB,Anthony Jones,UNLV,3.0,164.0,1704.0,594.0,214.0,119.0,0.393,0.306,0.74,10.4,3.6,1.3,0.7,0.8,0.022,-2.8,-0.3
1986,22.0,22.0,MIL,Scott Skiles,Michigan State,10.0,600.0,16789.0,6652.0,1526.0,3881.0,0.435,0.379,0.889,28.0,11.1,2.5,6.5,30.4,0.087,-0.4,6.7
1986,23.0,23.0,LAL,Ken Barlow,Notre Dame,,,,,,,,,,,,,,,,,
1986,24.0,24.0,POR,Arvydas Sabonis,,7.0,470.0,11375.0,5629.0,3436.0,964.0,0.5,0.328,0.786,24.2,12.0,7.3,2.1,47.3,0.2,4.4,18.4
1986,25.0,25.0,DAL,Mark Price,Georgia Tech,12.0,722.0,21560.0,10989.0,1848.0,4863.0,0.472,0.402,0.904,29.9,15.2,2.6,6.7,71.1,0.158,3.7,31.1
1986,26.0,26.0,IND,Greg Dreiling,Kansas,10.0,474.0,4241.0,1014.0,1018.0,186.0,0.467,0.333,0.649,8.9,2.1,2.1,0.4,4.0,0.045,-5.3,-3.5
1986,27.0,27.0,DET,Dennis Rodman,Southeastern Oklahoma State University,14.0,911.0,28839.0,6683.0,11954.0,1600.0,0.521,0.231,0.584,31.7,7.3,13.1,1.8,89.8,0.15,0.9,21.0
1986,28.0,28.0,CHI,Larry Krystkowiak,Montana,9.0,420.0,9097.0,3425.0,2051.0,513.0,0.457,0.139,0.795,21.7,8.2,4.9,1.2,15.6,0.082,-2.7,-1.6
1986,29.0,29.0,CLE,Johnny Newman,Richmond,16.0,1159.0,28435.0,12740.0,2536.0,1688.0,0.461,0.336,0.81,24.5,11.0,2.2,1.5,50.3,0.085,-1.6,2.9
1986,30.0,30.0,SEA,Nate McMillan,NC State,12.0,796.0,20462.0,4733.0,3222.0,4893.0,0.443,0.343,0.65,25.7,5.9,4.0,6.1,50.2,0.118,3.3,27.2
1986,31.0,31.0,PHO,Joe Ward,Georgia,,,,,,,,,,,,,,,,,
1986,32.0,32.0,ATL,Cedric Henderson,Georgia,1.0,8.0,16.0,11.0,8.0,0.0,0.5,,1.0,2.0,1.4,1.0,0.0,0.0,-0.015,-8.6,0.0
1986,33.0,33.0,SAS,Kevin Duckworth,Eastern Illinois University,11.0,684.0,17462.0,8085.0,3945.0,598.0,0.468,0.208,0.736,25.5,11.8,5.8,0.9,24.7,0.068,-3.8,-7.6
1986,34.0,34.0,SAC,Johnny Rogers,University of California Irvine,2.0,69.0,636.0,251.0,104.0,29.0,0.472,0.0,0.679,9.2,3.6,1.5,0.4,0.4,0.032,-4.8,-0.4
1986,35.0,35.0,DAL,Milt Wagner,Louisville,2.0,53.0,496.0,215.0,35.0,76.0,0.422,0.296,0.875,9.4,4.1,0.7,1.4,0.4,0.039,-4.0,-0.2
1986,36.0,36.0,WSB,Steve Mitchell,UAB,,,,,,,,,,,,,,,,,
1986,37.0,37.0,POR,Panagiotis Fasoulas,NC State,,,,,,,,,,,,,,,,,
1986,38.0,38.0,SEA,Lemone Lampley,DePaul,,,,,,,,,,,,,,,,,
1986,39.0,39.0,PHO,Rafael Addison,Syracuse,6.0,379.0,5697.0,2186.0,780.0,339.0,0.449,0.282,0.772,15.0,5.8,2.1,0.9,4.9,0.041,-3.8,-2.5
1986,40.0,40.0,ATL,Augusto Binelli,,,,,,,,,,,,,,,,,,
1986,41.0,41.0,DEN,Otis Smith,Jacksonville University,6.0,375.0,7720.0,3951.0,1416.0,690.0,0.455,0.251,0.762,20.6,10.5,3.8,1.8,12.3,0.076,0.2,4.2
1986,42.0,42.0,ATL,Ron Kellogg,Kansas,,,,,,,,,,,,,,,,,
1986,43.0,43.0,HOU,Dave Feitl,Texas-El Paso,5.0,275.0,3001.0,1192.0,815.0,125.0,0.433,0.0,0.751,10.9,4.3,3.0,0.5,1.4,0.022,-5.8,-2.9
1986,44.0,44.0,PHI,David Wingate,Georgetown,15.0,740.0,13243.0,4166.0,1420.0,1376.0,0.445,0.272,0.738,17.9,5.6,1.9,1.9,11.7,0.042,-2.4,-1.2
1986,45.0,45.0,MIL,Keith Smith,Loyola Marymount,1.0,42.0,461.0,138.0,32.0,43.0,0.38,0.333,0.75,11.0,3.3,0.8,1.0,0.0,-0.003,-5.5,-0.4
1986,46.0,46.0,PHO,Jeff Hornacek,Iowa State,14.0,1077.0,33964.0,15659.0,3646.0,5281.0,0.496,0.403,0.877,31.5,14.5,3.4,4.9,108.9,0.154,2.9,42.1
1986,47.0,47.0,NYK,Michael Jackson,Georgetown,3.0,89.0,888.0,188.0,70.0,198.0,0.369,0.273,0.675,10.0,2.1,0.8,2.2,-0.2,-0.011,-4.8,-0.6
1986,48.0,48.0,SAS,Forrest McKenzie,Loyola Marymount,1.0,6.0,42.0,17.0,7.0,1.0,0.25,0.5,1.0,7.0,2.8,1.2,0.2,-0.2,-0.223,-16.8,-0.2
1986,49.0,49.0,POR,Juden Smith,Texas-El Paso,,,,,,,,,,,,,,,,,
1986,50.0,50.0,CLE,Kevin Henderson,Cal State Fullerton,2.0,22.0,235.0,65.0,24.0,34.0,0.393,0.0,0.607,10.7,3.0,1.1,1.5,-0.2,-0.038,-6.4,-0.3
1986,51.0,51.0,GSW,Mike Williams,Bradley,1.0,21.0,102.0,15.0,23.0,2.0,0.333,0.0,0.5,4.9,0.7,1.1,0.1,0.0,0.012,-7.4,-0.1
1986,52.0,52.0,CHI,Ricky Wilson,George Mason,1.0,24.0,420.0,125.0,27.0,69.0,0.391,0.385,0.725,17.5,5.2,1.1,2.9,0.3,0.032,-2.6,-0.1
1986,53.0,53.0,SEA,Tod Murphy,University of California Irvine,5.0,191.0,4071.0,1049.0,941.0,183.0,0.454,0.29,0.679,21.3,5.5,4.9,1.0,8.0,0.095,-1.5,0.6
1986,54.0,54.0,LAC,Dwayne Polee,Pepperdine,1.0,1.0,6.0,2.0,0.0,0.0,0.25,0.0,,6.0,2.0,0.0,0.0,0.0,-0.397,-22.3,0.0
1986,55.0,55.0,PHO,Kenny Gattison,Old Dominion,9.0,494.0,9927.0,3923.0,2327.0,444.0,0.52,0.083,0.649,20.1,7.9,4.7,0.9,16.9,0.082,-2.4,-1.1
1986,56.0,56.0,PHI,Keith Colbert,Virginia Tech,,,,,,,,,,,,,,,,,
