draft_year,Rk,Pk,Tm,Player,College,Yrs,G,MP_total,PTS_total,TRB_total,AST_total,FG_pct,3P_pct,FT_pct,MP_per_game,PTS_per_game,TRB_per_game,AST_per_game,WS,WS_per48,BPM,VORP,reason
1960,74.0,74.0,STL,Americus John-Lewis,Iowa,,,,,,,,,,,,,,,,,,no career
1960,75.0,75.0,CIN,Dennis Boone,Regis University,,,,,,,,,,,,,,,,,,no career
1960,76.0,76.0,LAL,Sterling Forbes,Pepperdine,,,,,,,,,,,,,,,,,,no career
1960,77.0,77.0,NYK,Howard Willis,Grambling State University,,,,,,,,,,,,,,,,,,no career
1960,79.0,79.0,STL,Dick Davies,LSU,,,,,,,,,,,,,,,,,,no career
1960,80.0,80.0,CIN,Ron Altenberg,Cornell College,,,,,,,,,,,,,,,,,,no career
1960,81.0,81.0,LAL,Wil Jones,American University,,,,,,,,,,,,,,,,,,no career
1960,82.0,82.0,NYK,Henry Hart,Auburn,,,,,,,,,,,,,,,,,,no career
1960,83.0,83.0,DET,John Dobbert,Wheaton College,,,,,,,,,,,,,,,,,,no career
1960,84.0,84.0,STL,Bob Wilkinson,Indiana,,,,,,,,,,,,,,,,,,no career
1960,85.0,85.0,CIN,John Milhoan,Marshall,,,,,,,,,,,,,,,,,,no career
1960,86.0,86.0,NYK,Dick Furry,Ohio State,,,,,,,,,,,,,,,,,,no career
1960,87.0,88.0,DET,Lee Hopfenspirger,Hamline University,,,,,,,,,,,,,,,,,,no career
1960,88.0,87.0,STL,Ed Smallwood,University of Evansville,,,,,,,,,,,,,,,,,,no career
1960,89.0,89.0,CIN,Larry Chanay,Montana State,,,,,,,,,,,,,,,,,,no career
1960,90.0,90.0,NYK,Jim Hanna,USC,,,,,,,,,,,,,,,,,,no career
1960,91.0,91.0,CIN,Ducky Potter,Moravian College,,,,,,,,,,,,,,,,,,no career
1960,92.0,92.0,NYK,Jerry Bechtle,Maryland,,,,,,,,,,,,,,,,,,no career
1960,93.0,93.0,CIN,Gene Jordan,Northwest Missouri State University,,,,,,,,,,,,,,,,,,no career
1960,94.0,94.0,NYK,Jerry Schofield,Utah State University,,,,,,,,,,,,,,,,,,no career
1960,95.0,95.0,CIN,Ernie McCray,Arizona,,,,,,,,,,,,,,,,,,no career
1960,96.0,96.0,NYK,Tandy Gillis,California,,,,,,,,,,,,,,,,,,no career
1960,97.0,97.0,CIN,Don Mills,Kentucky,,,,,,,,,,,,,,,,,,no career
1960,98.0,98.0,NYK,George Krajack,Clemson,,,,,,,,,,,,,,,,,,no career
1960,99.0,99.0,CIN,Larry Willey,Cincinnati,,,,,,,,,,,,,,,,,,no career
1960,100.0,100.0,CIN,Tony Wilcox,Wittenberg University,,,,,,,,,,,,,,,,,,no career
1960,101.0,101.0,CIN,Jim McDonald,West Virginia Wesleyan College,,,,,,,,,,,,,,,,,,no career
1961,10.0,10.0,CHP,Jack Turner,Louisville,1.0,42.0,567.0,200.0,85.0,44.0,0.38,,0.762,13.5,4.8,2.0,1.0,0.0,-0.002,,,ambiguous candidates
1961,11.0,11.0,CHP,Jerry Graves,Mississippi State,,,,,,,,,,,,,,,,,,no career
1961,14.0,14.0,CHP,Doug Moe,UNC,,,,,,,,,,,,,,,,,,no career
1961,18.0,18.0,LAL,Fred Sawyer,Louisville,,,,,,,,,,,,,,,,,,no career
1961,19.0,19.0,SYR,Chris Smith,Virginia Tech,,,,,,,,,,,,,,,,,,no career
1961,23.0,23.0,CHP,Jeff Cohen,William & Mary,,,,,,,,,,,,,,,,,,no career
1961,24.0,24.0,NYK,Tony Jackson,St. John's,,,,,,,,,,,,,,,,,,no career
1961,27.0,27.0,LAL,Frank Burgess,Gonzaga,,,,,,,,,,,,,,,,,,no career
1961,29.0,29.0,PHW,Jack Egan,Saint Joseph's,,,,,,,,,,,,,,,,,,no career
1961,30.0,30.0,STL,Tom Chilton,East Tennessee State University,,,,,,,,,,,,,,,,,,no career
1961,31.0,31.0,BOS,Bill Depp,Vanderbilt,,,,,,,,,,,,,,,,,,no career
1961,34.0,34.0,CIN,Lowery Kirk,Memphis,,,,,,,,,,,,,,,,,,no career
1961,35.0,35.0,DET,George Finley,Tennessee State,,,,,,,,,,,,,,,,,,no career
1961,36.0,36.0,LAL,Charles Henke,Missouri,,,,,,,,,,,,,,,,,,no career
1961,37.0,37.0,SYR,Hank Whitney,Iowa State,,,,,,,,,,,,,,,,,,no career
1961,38.0,38.0,PHW,John Tidwell,Michigan,,,,,,,,,,,,,,,,,,no career
1961,39.0,39.0,STL,Gus Guydon,Drake University,,,,,,,,,,,,,,,,,,no career
1961,40.0,40.0,BOS,Carl Cole,Eastern Kentucky University,,,,,,,,,,,,,,,,,,no career
1961,41.0,41.0,CHP,Roger Kaiser,Georgia Tech,,,,,,,,,,,,,,,,,,no career
1961,43.0,43.0,CIN,Rossie Johnson,Tennessee State,,,,,,,,,,,,,,,,,,no career
1961,45.0,45.0,LAL,Bill Lickert,Kentucky,,,,,,,,,,,,,,,,,,no career
1961,46.0,46.0,SYR,Don Jacobsen,South Dakota State,,,,,,,,,,,,,,,,,,no career
1961,47.0,47.0,PHW,Bruce Spraggins,Virginia Union University,,,,,,,,,,,,,,,,,,no career
1961,48.0,48.0,STL,John Berberich,UCLA,,,,,,,,,,,,,,,,,,no career
1961,49.0,49.0,BOS,Bob DiStefano,NC State,,,,,,,,,,,,,,,,,,no career
1961,52.0,52.0,CIN,Bob Slobodnik,Duquesne,,,,,,,,,,,,,,,,,,no career
1961,53.0,53.0,DET,Lee Patrone,West Virginia,,,,,,,,,,,,,,,,,,no career
1961,54.0,54.0,LAL,Bill McClintock,California,,,,,,,,,,,,,,,,,,no career
1961,55.0,55.0,SYR,Billy Joe Price,New Mexico State,,,,,,,,,,,,,,,,,,no career
1961,56.0,56.0,PHW,Dick Goldberg,Southern Miss,,,,,,,,,,,,,,,,,,no career
1961,57.0,57.0,STL,Bob McDonald,Maryland,,,,,,,,,,,,,,,,,,no career
1961,58.0,58.0,BOS,Ned Twyman,Duquesne,,,,,,,,,,,,,,,,,,no career
1961,59.0,59.0,CHP,Dave Voss,Tulsa,,,,,,,,,,,,,,,,,,no career
1961,62.0,62.0,DET,Bert Price,Wittenberg University,,,,,,,,,,,,,,,,,,no career
1961,63.0,63.0,LAL,Albert Almanza,Texas,,,,,,,,,,,,,,,,,,no career
1961,64.0,64.0,SYR,Roger Newman,Kentucky,,,,,,,,,,,,,,,,,,no career
1961,65.0,65.0,PHW,Charley McNeil,Maryland,,,,,,,,,,,,,,,,,,no career
1961,66.0,66.0,STL,Charles Riley,Winston-Salem State,,,,,,,,,,,,,,,,,,no career
1961,67.0,67.0,BOS,Mel Klein,Northern State University,,,,,,,,,,,,,,,,,,no career
1961,68.0,68.0,CHP,Ron Heller,Wichita State,,,,,,,,,,,,,,,,,,no career
1961,69.0,69.0,NYK,Cedric Price,Kansas State,,,,,,,,,,,,,,,,,,no career
1961,70.0,70.0,CIN,Gerry Thelen,Thomas More College,,,,,,,,,,,,,,,,,,no career
1961,71.0,71.0,DET,Walter Ward,Hampton,,,,,,,,,,,,,,,,,,no career
1961,72.0,72.0,LAL,Bill Ellis,UCLA,,,,,,,,,,,,,,,,,,no career
1961,73.0,73.0,SYR,Dave Mills,Seattle University,,,,,,,,,,,,,,,,,,no career
1961,74.0,74.0,PHW,Larry Swift,Truman State University,,,,,,,,,,,,,,,,,,no career
1961,75.0,75.0,STL,Gene Velloff,Doane University,,,,,,,,,,,,,,,,,,no career
1961,76.0,76.0,CHP,John Wessels,Illinois,,,,,,,,,,,,,,,,,,no career
1961,77.0,77.0,NYK,Charlie Bowerman,Wabash College,,,,,,,,,,,,,,,,,,no career
1961,78.0,78.0,CIN,Larry Kruger,Ohio University,,,,,,,,,,,,,,,,,,no career
1961,79.0,79.0,DET,Peter Baltic,Penn State,,,,,,,,,,,,,,,,,,no career
1961,80.0,80.0,LAL,Karl Anderson,Oregon State,,,,,,,,,,,,,,,,,,no career
1961,81.0,81.0,SYR,Rex Tippitt,Grambling State University,,,,,,,,,,,,,,,,,,no career
1961,82.0,82.0,STL,Herbert Gray,North Carolina A&T,,,,,,,,,,,,,,,,,,no career
1961,83.0,83.0,CHP,Steve Strange,SMU,,,,,,,,,,,,,,,,,,no career
1961,84.0,84.0,NYK,Ron Dibelius,UW-Milwaukee,,,,,,,,,,,,,,,,,,no career
1961,85.0,85.0,CIN,Jack Waters,Ole Miss,,,,,,,,,,,,,,,,,,no career
1961,86.0,86.0,DET,Wayne Monson,Northern Michigan University,,,,,,,,,,,,,,,,,,no career
1961,87.0,87.0,LAL,Fred Williams,Allan Hancock College,,,,,,,,,,,,,,,,,,no career
1961,88.0,88.0,SYR,Pete Chudy,Syracuse,,,,,,,,,,,,,,,,,,no career
1961,89.0,89.0,PHW,Leo Hill,UCLA,,,,,,,,,,,,,,,,,,no career
1961,90.0,90.0,STL,Tom Faszholz,Concordia Seminary,,,,,,,,,,,,,,,,,,no career
1961,93.0,93.0,CIN,Carl Short,Newberry College,,,,,,,,,,,,,,,,,,no career
1961,94.0,94.0,DET,Richard Kraft,State University of New York at Brockport,,,,,,,,,,,,,,,,,,no career
1961,95.0,95.0,LAL,Howard Hurt,Duke,,,,,,,,,,,,,,,,,,no career
1961,96.0,96.0,SYR,Charles Sammons,LeMoyne College,,,,,,,,,,,,,,,,,,no career
1961,97.0,97.0,PHW,Corky Withrow,Georgetown College,,,,,,,,,,,,,,,,,,no career
1961,98.0,98.0,STL,Dick Kepley,UNC,,,,,,,,,,,,,,,,,,no career
1961,99.0,99.0,NYK,Earl Shultz,California,,,,,,,,,,,,,,,,,,no career
1961,101.0,101.0,STL,Jackie Crawford,Centenary (LA),,,,,,,,,,,,,,,,,,no career
1961,102.0,102.0,NYK,Ned Jennings,Kentucky,,,,,,,,,,,,,,,,,,no career
1961,103.0,103.0,CIN,Clair McRoberts,Monmouth University,,,,,,,,,,,,,,,,,,no career
1961,104.0,104.0,STL,Howard Stacey,Louisville,,,,,,,,,,,,,,,,,,no career
1961,105.0,105.0,NYK,Bill Engesser,USC,,,,,,,,,,,,,,,,,,no career
1961,106.0,106.0,CIN,Carl Bouldin,Cincinnati,,,,,,,,,,,,,,,,,,no career
1961,107.0,107.0,NYK,Vince Kempton,Saint Joseph's,,,,,,,,,,,,,,,,,,no career
1962,3.0,1.0,CHZ,Billy McGill,Utah,3.0,158.0,2507.0,1613.0,611.0,168.0,0.486,,0.711,15.9,10.2,3.9,1.1,6.7,0.128,,,no name match
1962,20.0,20.0,NYK,Bobby Rascoe,Western Kentucky,,,,,,,,,,,,,,,,,,no career
1962,22.0,22.0,DET,Harold Hudgens,Texas Tech,,,,,,,,,,,,,,,,,,no career
1962,24.0,24.0,CIN,Chris Appel,USC,,,,,,,,,,,,,,,,,,no career
1962,26.0,26.0,LAL,John Green,UCLA,,,,,,,,,,,,,,,,,,no career
1962,27.0,27.0,BOS,Jim Hadnot,Providence,,,,,,,,,,,,,,,,,,no career
1962,29.0,29.0,NYK,Cliff Luyk,Florida,,,,,,,,,,,,,,,,,,no career
1962,32.0,32.0,SYR,Bob McCully,St. Bonaventure,,,,,,,,,,,,,,,,,,no career
1962,33.0,33.0,CIN,Jack Thobe,Xavier,,,,,,,,,,,,,,,,,,no career
1962,34.0,34.0,SFW,Garry Roggenburk,Dayton,,,,,,,,,,,,,,,,,,no career
1962,35.0,35.0,LAL,Jan Loudermilk,SMU,,,,,,,,,,,,,,,,,,no career
1962,37.0,37.0,CHZ,Cornell Green,Utah State University,,,,,,,,,,,,,,,,,,no career
1962,38.0,38.0,NYK,Bob Burgess,Marshall,,,,,,,,,,,,,,,,,,no career
1962,39.0,39.0,STL,Tom Hatton,Dayton,,,,,,,,,,,,,,,,,,no career
1962,40.0,40.0,DET,Lindberg Moody,South Carolina,,,,,,,,,,,,,,,,,,no career
1962,42.0,42.0,CIN,Mike Wroblewski,Kansas State,,,,,,,,,,,,,,,,,,no career
1962,43.0,43.0,SFW,Jack Jackson,Virginia Union University,,,,,,,,,,,,,,,,,,no career
1962,44.0,44.0,LAL,Art Whisnant,South Carolina,,,,,,,,,,,,,,,,,,no career
1962,45.0,45.0,BOS,Gary Daniels,The Citadel,,,,,,,,,,,,,,,,,,no career
1962,46.0,46.0,CHZ,Bill Hanson,Washington,,,,,,,,,,,,,,,,,,no career
1962,47.0,47.0,NYK,Ken Stanley,University of the Pacific,,,,,,,,,,,,,,,,,,no career
1962,49.0,49.0,DET,Ed Noe,Morehead State University,,,,,,,,,,,,,,,,,,no career
1962,50.0,50.0,SYR,Lanny Van Eman,Wichita State,,,,,,,,,,,,,,,,,,no career
1962,51.0,51.0,CIN,Jerry Foster,Drake University,,,,,,,,,,,,,,,,,,no career
1962,52.0,52.0,SFW,Jim Hudock,UNC,,,,,,,,,,,,,,,,,,no career
1962,53.0,53.0,LAL,Bucky Keller,Virginia Tech,,,,,,,,,,,,,,,,,,no career
1962,54.0,54.0,BOS,Jim Hooley,Boston College,,,,,,,,,,,,,,,,,,no career
1962,55.0,55.0,CHZ,Jack Ardon,Tulane,,,,,,,,,,,,,,,,,,no career
1962,56.0,56.0,NYK,Richie Swartz,Hofstra,,,,,,,,,,,,,,,,,,no career
1962,57.0,57.0,STL,Bob McAteer,La Salle,,,,,,,,,,,,,,,,,,no career
1962,58.0,58.0,DET,John Bradley,Lawrence University,,,,,,,,,,,,,,,,,,no career
1962,59.0,59.0,SYR,Bob Sharpenter,Georgetown,,,,,,,,,,,,,,,,,,no career
1962,60.0,60.0,CIN,Gary Cunningham,UCLA,,,,,,,,,,,,,,,,,,no career
1962,62.0,62.0,BOS,Clyde Arnold,Duquesne,,,,,,,,,,,,,,,,,,no career
1962,63.0,63.0,CHZ,Larry Pursiful,Kentucky,,,,,,,,,,,,,,,,,,no career
1962,64.0,64.0,NYK,Warren Fouts,Oklahoma,,,,,,,,,,,,,,,,,,no career
1962,65.0,65.0,STL,Terry Ball,Washington State,,,,,,,,,,,,,,,,,,no career
1962,66.0,66.0,DET,Mike Rice,Duquesne,,,,,,,,,,,,,,,,,,no career
1962,68.0,68.0,CIN,Ed Bento,Loyola Marymount,,,,,,,,,,,,,,,,,,no career
1962,69.0,69.0,SFW,Bill Kirvin,Xavier,,,,,,,,,,,,,,,,,,no career
1962,70.0,70.0,LAL,Bill Garner,University of Portland,,,,,,,,,,,,,,,,,,no career
1962,71.0,71.0,BOS,Chuck Chevalier,Boston College,,,,,,,,,,,,,,,,,,no career
1962,72.0,72.0,CHZ,Carroll Broussard,Texas A&M,,,,,,,,,,,,,,,,,,no career
1962,73.0,73.0,NYK,Paul Benec,Duquesne,,,,,,,,,,,,,,,,,,no career
1962,74.0,74.0,STL,Marvin Trotman,Elizabeth City State University,,,,,,,,,,,,,,,,,,no career
1962,75.0,75.0,DET,Bill Nelson,Hamline University,,,,,,,,,,,,,,,,,,no career
1962,76.0,76.0,SYR,Vince Brewer,Iowa State,,,,,,,,,,,,,,,,,,no career
1962,77.0,77.0,CIN,Chris Jones,Carson-Newman College,,,,,,,,,,,,,,,,,,no career
1962,78.0,78.0,SFW,Tom Kieffer,Saint Louis,,,,,,,,,,,,,,,,,,no career
1962,79.0,79.0,LAL,Bill Mattson,Minnesota,,,,,,,,,,,,,,,,,,no career
1962,80.0,80.0,BOS,Mike Cingiser,Brown University,,,,,,,,,,,,,,,,,,no career
1962,81.0,81.0,CHZ,Pete Campbell,Princeton,,,,,,,,,,,,,,,,,,no career
1962,82.0,82.0,NYK,Ralph Richardson,Eastern Kentucky University,,,,,,,,,,,,,,,,,,no career
1962,83.0,83.0,STL,Charlie Sells,Washington State,,,,,,,,,,,,,,,,,,no career
1962,84.0,84.0,DET,Glenn Moore,Oregon,,,,,,,,,,,,,,,,,,no career
1962,85.0,85.0,CIN,George Knighton,New Mexico State,,,,,,,,,,,,,,,,,,no career
1962,86.0,86.0,SFW,Ken McComb,UNC,,,,,,,,,,,,,,,,,,no career
1962,88.0,88.0,NYK,Ed Mazria,Pratt Institute,,,,,,,,,,,,,,,,,,no career
1962,89.0,89.0,STL,Tom Chappelle,University of Maine,,,,,,,,,,,,,,,,,,no career
1962,90.0,90.0,CIN,Frank Pinchback,Xavier,,,,,,,,,,,,,,,,,,no career
1962,91.0,91.0,SFW,Donnie Walsh,UNC,,,,,,,,,,,,,,,,,,no career
1962,93.0,93.0,STL,John Caveny,LeMoyne College,,,,,,,,,,,,,,,,,,no career
1962,94.0,94.0,SFW,Charles Warren,Oregon,,,,,,,,,,,,,,,,,,no career
1962,95.0,95.0,CHZ,Tom Kennedy,Lewis (IL),,,,,,,,,,,,,,,,,,no career
1962,96.0,96.0,STL,Jerry Carlton,Arkansas,,,,,,,,,,,,,,,,,,no career
1962,97.0,97.0,CHZ,Bob Mahland,Williams,,,,,,,,,,,,,,,,,,no career
1962,98.0,98.0,STL,Wilky Gilmore,Colorado,,,,,,,,,,,,,,,,,,no career
1962,99.0,99.0,CHZ,Pat McKenzie,Kansas State,,,,,,,,,,,,,,,,,,no career
1962,100.0,100.0,STL,Dave Ricereto,Rhode Island,,,,,,,,,,,,,,,,,,no career
1962,101.0,101.0,CHZ,Norman Majors,Rockhurst University,,,,,,,,,,,,,,,,,,no career
1962,102.0,102.0,STL,Rally Rounsaville,California Institute of Technology,,,,,,,,,,,,,,,,,,no career
1963,9.0,9.0,BOS,Bill Green,Colorado State,,,,,,,,,,,,,,,,,,no career
1963,13.0,13.0,DET,Jerry Smith,Furman University,,,,,,,,,,,,,,,,,,no career
1963,15.0,15.0,STL,Leland Mitchell,Mississippi State,,,,,,,,,,,,,,,,,,no career
1963,16.0,16.0,PHI,Hershell West,Grambling State University,,,,,,,,,,,,,,,,,,no career
1963,18.0,18.0,STL,Ken Saylors,Arkansas Tech University,,,,,,,,,,,,,,,,,,no career
1963,19.0,19.0,NYK,Bill O'Connor,Canisius,,,,,,,,,,,,,,,,,,no career
1963,20.0,20.0,BAL,Tom Bolyard,Indiana,,,,,,,,,,,,,,,,,,no career
1963,21.0,21.0,SFW,Steve Gray,Saint Mary's,,,,,,,,,,,,,,,,,,no career
1963,22.0,22.0,DET,Mike McCoy,Miami (FL),,,,,,,,,,,,,,,,,,no career
1963,23.0,23.0,CIN,Jimmy Rayl,Indiana,,,,,,,,,,,,,,,,,,no career
1963,24.0,24.0,STL,Bill Burwell,Illinois,,,,,,,,,,,,,,,,,,no career
1963,26.0,26.0,LAL,Lyle Harger,Houston,,,,,,,,,,,,,,,,,,no career
1963,27.0,27.0,BOS,Chuck Kriston,Valparaiso,,,,,,,,,,,,,,,,,,no career
1963,28.0,28.0,NYK,Nate Cloud,University of Delaware,,,,,,,,,,,,,,,,,,no career
1963,29.0,29.0,BAL,Nolen Ellison,Kansas,,,,,,,,,,,,,,,,,,no career
1963,30.0,30.0,SFW,Dave Downey,Illinois,,,,,,,,,,,,,,,,,,no career
1963,31.0,31.0,DET,Dave Erickson,Marquette,,,,,,,,,,,,,,,,,,no career
1963,32.0,32.0,CIN,Ken Charlton,Colorado,,,,,,,,,,,,,,,,,,no career
1963,33.0,33.0,STL,Waite Bellamy,Florida A&M,,,,,,,,,,,,,,,,,,no career
1963,34.0,34.0,PHI,Ray Flynn,Providence,,,,,,,,,,,,,,,,,,no career
1963,35.0,35.0,LAL,Layton Johns,Auburn,,,,,,,,,,,,,,,,,,no career
1963,36.0,36.0,BOS,Connie McGuire,Southeastern Oklahoma State University,,,,,,,,,,,,,,,,,,no career
1963,37.0,37.0,NYK,Joe McDermott,Belmont Abbey College,,,,,,,,,,,,,,,,,,no career
1963,38.0,38.0,BAL,Ron Glaser,Marquette,,,,,,,,,,,,,,,,,,no career
1963,39.0,39.0,SFW,Don Turner,Southwestern College,,,,,,,,,,,,,,,,,,no career
1963,40.0,40.0,DET,Bill Small,Illinois,,,,,,,,,,,,,,,,,,no career
1963,41.0,41.0,CIN,Mack Herndon,Bradley,,,,,,,,,,,,,,,,,,no career
1963,42.0,42.0,STL,Tony Yates,Cincinnati,,,,,,,,,,,,,,,,,,no career
1963,43.0,43.0,PHI,Tony Cerkvenik,Arizona State,,,,,,,,,,,,,,,,,,no career
1963,45.0,45.0,BOS,Red Stroud,Mississippi State,,,,,,,,,,,,,,,,,,no career
1963,46.0,46.0,NYK,Jim Kerwin,Tulane,,,,,,,,,,,,,,,,,,no career
1963,47.0,47.0,BAL,Ken Siebel,Wisconsin,,,,,,,,,,,,,,,,,,no career
1963,48.0,48.0,SFW,Gene Shields,Santa Clara,,,,,,,,,,,,,,,,,,no career
1963,50.0,50.0,CIN,Jim McCormick,West Virginia,,,,,,,,,,,,,,,,,,no career
1963,51.0,51.0,STL,Al Santio,Maryland,,,,,,,,,,,,,,,,,,no career
1963,52.0,52.0,PHI,Vince Brewer,Iowa State,,,,,,,,,,,,,,,,,,no career
1963,53.0,53.0,LAL,Warren Sallade,Westminster College of Pennsylvania,,,,,,,,,,,,,,,,,,no career
1963,54.0,54.0,BOS,Vinnie Ernst,Providence,,,,,,,,,,,,,,,,,,no career
1963,55.0,55.0,NYK,Bob Woollard,Wake Forest,,,,,,,,,,,,,,,,,,no career
1963,56.0,56.0,BAL,Larry Brown,UNC,,,,,,,,,,,,,,,,,,no career
1963,57.0,57.0,SFW,Don Clemetson,Stanford,,,,,,,,,,,,,,,,,,no career
1963,58.0,58.0,DET,Ira Harge,New Mexico,,,,,,,,,,,,,,,,,,no career
1963,59.0,59.0,CIN,Hunter Beckman,Memphis,,,,,,,,,,,,,,,,,,no career
1963,61.0,61.0,PHI,Bill Brown,Howard Payne University,,,,,,,,,,,,,,,,,,no career
1963,62.0,62.0,LAL,Gordie Martin,USC,,,,,,,,,,,,,,,,,,no career
1963,63.0,63.0,BOS,Herb Magee,Philadelphia University,,,,,,,,,,,,,,,,,,no career
1963,65.0,65.0,BAL,Rich Froistad,Iowa State,,,,,,,,,,,,,,,,,,no career
1963,66.0,66.0,SFW,Harry Dinnel,Pepperdine,,,,,,,,,,,,,,,,,,no career
1963,67.0,67.0,DET,Gary Silc,Northern Michigan University,,,,,,,,,,,,,,,,,,no career
1963,68.0,68.0,STL,Harold Ray Strother,Texas A&M,,,,,,,,,,,,,,,,,,no career
1963,69.0,69.0,NYK,Ray Cronk,Lakeland College,,,,,,,,,,,,,,,,,,no career
1963,70.0,70.0,BAL,Ron Jackson,Wisconsin,,,,,,,,,,,,,,,,,,no career
1963,71.0,71.0,SFW,Chuck White,Idaho,,,,,,,,,,,,,,,,,,no career
1963,72.0,72.0,DET,Ernie Dunston,Seattle University,,,,,,,,,,,,,,,,,,no career
1963,73.0,73.0,STL,Frank Davis,Oklahoma Christian University,,,,,,,,,,,,,,,,,,no career
1963,74.0,74.0,NYK,Gerald Glur,Furman University,,,,,,,,,,,,,,,,,,no career
1963,75.0,75.0,BAL,M. C. Thompson,DePaul,,,,,,,,,,,,,,,,,,no career
1963,76.0,76.0,STL,Carl Ritter,SE Missouri State,,,,,,,,,,,,,,,,,,no career
1963,77.0,77.0,NYK,Orb Bowling,Tennessee,,,,,,,,,,,,,,,,,,no career
1963,78.0,78.0,STL,Marv Straw,Iowa State,,,,,,,,,,,,,,,,,,no career
1963,79.0,79.0,NYK,Bob Walters,Baldwin-Wallace College,,,,,,,,,,,,,,,,,,no career
1963,80.0,80.0,STL,Hugh Evans,North Carolina A&T,,,,,,,,,,,,,,,,,,no career
1963,81.0,81.0,NYK,Jerry Szachara,Cornell,,,,,,,,,,,,,,,,,,no career
1963,82.0,82.0,STL,Gary McFarland,Central Missouri State University,,,,,,,,,,,,,,,,,,no career
1963,83.0,83.0,NYK,Bill Raftery,La Salle,,,,,,,,,,,,,,,,,,no career
1963,84.0,84.0,NYK,Ron Pickett,Eastern Kentucky University,,,,,,,,,,,,,,,,,,no career
1964,13.0,13.0,PHI,Ira Harge,New Mexico,,,,,,,,,,,,,,,,,,no career
1964,17.0,17.0,CIN,Bill Chmielewski,Dayton,,,,,,,,,,,,,,,,,,no career
1964,19.0,19.0,NYK,Brian Generalovich,Pitt,,,,,,,,,,,,,,,,,,no career
1964,23.0,23.0,LAL,Tom Dose,Stanford,,,,,,,,,,,,,,,,,,no career
1964,24.0,24.0,STL,Art Becker,Arizona State,,,,,,,,,,,,,,,,,,no career
1964,30.0,30.0,BAL,Pete Spoden,University of Northern Iowa,,,,,,,,,,,,,,,,,,no career
1964,31.0,31.0,PHI,Frank Corace,La Salle,,,,,,,,,,,,,,,,,,no career
1964,33.0,33.0,STL,Willie Murrell,Kansas State,,,,,,,,,,,,,,,,,,no career
1964,34.0,34.0,SFW,Gene Elmore,SMU,,,,,,,,,,,,,,,,,,no career
1964,37.0,37.0,NYK,Tony Gennari,Canisius,,,,,,,,,,,,,,,,,,no career
1964,38.0,38.0,DET,Ray Wolford,Toledo,,,,,,,,,,,,,,,,,,no career
1964,39.0,39.0,BAL,Bennie Lenox,Texas A&M,,,,,,,,,,,,,,,,,,no career
1964,40.0,40.0,PHI,Lou Skurcenski,Westminster College of Pennsylvania,,,,,,,,,,,,,,,,,,no career
1964,41.0,41.0,LAL,John Savage,University of North Texas,,,,,,,,,,,,,,,,,,no career
1964,43.0,43.0,SFW,Roger Suttner,Kansas State,,,,,,,,,,,,,,,,,,no career
1964,44.0,44.0,CIN,George Kirk,Memphis,,,,,,,,,,,,,,,,,,no career
1964,45.0,45.0,BOS,Nick Werkman,Seton Hall,,,,,,,,,,,,,,,,,,no career
1964,46.0,46.0,NYK,Tom Lavelle,Western Carolina University,,,,,,,,,,,,,,,,,,no career
1964,47.0,47.0,DET,Larry Phillips,Rice University,,,,,,,,,,,,,,,,,,no career
1964,48.0,48.0,BAL,Bobby Edmonds,Tennessee State,,,,,,,,,,,,,,,,,,no career
1964,49.0,49.0,PHI,Ricky Kaminsky,Yale,,,,,,,,,,,,,,,,,,no career
1964,50.0,50.0,LAL,Troy Collier,Utah State University,,,,,,,,,,,,,,,,,,no career
1964,51.0,51.0,STL,Ernest Brock,Virginia State University,,,,,,,,,,,,,,,,,,no career
1964,52.0,52.0,SFW,Ray Carey,Missouri,,,,,,,,,,,,,,,,,,no career
1964,53.0,53.0,CIN,Al Thrasher,Wittenberg University,,,,,,,,,,,,,,,,,,no career
1964,54.0,54.0,BOS,Levern Tart,Bradley,,,,,,,,,,,,,,,,,,no career
1964,56.0,56.0,DET,Jerry Jackson,Ohio University,,,,,,,,,,,,,,,,,,no career
1964,57.0,57.0,BAL,Ron Miller,Loyola Chicago,,,,,,,,,,,,,,,,,,no career
1964,58.0,58.0,PHI,Gordon Hatton,Dayton,,,,,,,,,,,,,,,,,,no career
1964,59.0,59.0,LAL,Steve Anstett,University of Portland,,,,,,,,,,,,,,,,,,no career
1964,60.0,60.0,STL,Maurice McHartley,North Carolina A&T,,,,,,,,,,,,,,,,,,no career
1964,61.0,61.0,SFW,Dave Lee,San Francisco,,,,,,,,,,,,,,,,,,no career
1964,62.0,62.0,CIN,Vic Rouse,Loyola Chicago,,,,,,,,,,,,,,,,,,no career
1964,63.0,63.0,BOS,Rich Falk,Northwestern,,,,,,,,,,,,,,,,,,no career
1964,64.0,64.0,NYK,Jim Boutin,Lewis and Clark College,,,,,,,,,,,,,,,,,,no career
1964,65.0,65.0,DET,Ralph Telken,Rockhurst University,,,,,,,,,,,,,,,,,,no career
1964,66.0,66.0,BAL,Danny Schultz,Tennessee,,,,,,,,,,,,,,,,,,no career
1964,67.0,67.0,PHI,Bob Pelkington,Xavier,,,,,,,,,,,,,,,,,,no career
1964,68.0,68.0,LAL,Jay Buckley,Duke,,,,,,,,,,,,,,,,,,no career
1964,69.0,69.0,STL,Kendall Rhine,Rice University,,,,,,,,,,,,,,,,,,no career
