draft_year,Rk,Pk,Tm,Player,College,Yrs,G,MP_total,PTS_total,TRB_total,AST_total,FG_pct,3P_pct,FT_pct,MP_per_game,PTS_per_game,TRB_per_game,AST_per_game,WS,WS_per48,BPM,VORP,reason
1984,96.0,96.0,CLE,Vince Hinchen,Boise State,,,,,,,,,,,,,,,,,,no career
1984,97.0,97.0,HOU,Al McClain,University of New Hampshire,,,,,,,,,,,,,,,,,,no career
1984,98.0,98.0,LAC,Alonza Allen,Louisiana,,,,,,,,,,,,,,,,,,no career
1984,99.0,99.0,WSB,Colin Irish,Bowling Green,,,,,,,,,,,,,,,,,,no career
1984,100.0,100.0,SAS,Eric Richardson,Alabama,,,,,,,,,,,,,,,,,,no career
1984,101.0,101.0,GSW,Steve Bartek,Doane University,,,,,,,,,,,,,,,,,,no career
1984,102.0,102.0,KCK,Jim Foster,South Carolina,,,,,,,,,,,,,,,,,,no career
1984,103.0,103.0,DEN,Prince Bridges,Missouri,,,,,,,,,,,,,,,,,,no career
1984,104.0,104.0,ATL,Terry Martin,Louisiana-Monroe,,,,,,,,,,,,,,,,,,no career
1984,105.0,105.0,PHO,Bill Flye,Richmond,,,,,,,,,,,,,,,,,,no career
1984,106.0,106.0,SEA,Eli Pasquale,,,,,,,,,,,,,,,,,,,no career
1984,107.0,107.0,DAL,Dave Williams,University of Illinois at Chicago,,,,,,,,,,,,,,,,,,no career
1984,108.0,108.0,UTA,Marcus Gaither,Fairleigh Dickinson University,,,,,,,,,,,,,,,,,,no career
1984,109.0,109.0,NJN,Michael Gerren,University of South Alabama,,,,,,,,,,,,,,,,,,no career
1984,110.0,110.0,GSW,Scott McCollum,Pepperdine,,,,,,,,,,,,,,,,,,no career
1984,111.0,111.0,POR,Mike Whitmarsh,University of San Diego,,,,,,,,,,,,,,,,,,no career
1984,112.0,112.0,DET,Rick Doyle,Texas-San Antonio,,,,,,,,,,,,,,,,,,no career
1984,113.0,113.0,MIL,Ernie Floyd,Holy Cross,,,,,,,,,,,,,,,,,,no career
1984,114.0,114.0,PHI,Dan Federman,Tennessee,,,,,,,,,,,,,,,,,,no career
1984,115.0,115.0,LAL,Lance Berwald,North Dakota State University,,,,,,,,,,,,,,,,,,no career
1984,116.0,116.0,BOS,Todd Orlando,Bentley College,,,,,,,,,,,,,,,,,,no career
1984,117.0,117.0,IND,Clyde Vaughan,Pitt,,,,,,,,,,,,,,,,,,no career
1984,118.0,118.0,CHI,Jeff Tipton,Morehead State University,,,,,,,,,,,,,,,,,,no career
1984,119.0,119.0,CLE,Matt Doherty,UNC,,,,,,,,,,,,,,,,,,no career
1984,121.0,121.0,LAC,Phillip Haynes,Memphis,,,,,,,,,,,,,,,,,,no career
1984,122.0,122.0,WSB,Blaise Bugajski,Illinois Wesleyan University,,,,,,,,,,,,,,,,,,no career
1984,123.0,123.0,GSW,Tony Martin,Wyoming,,,,,,,,,,,,,,,,,,no career
1984,124.0,124.0,SAS,Dion Brown,Louisiana,,,,,,,,,,,,,,,,,,no career
1984,126.0,126.0,KCK,Bruce Vanley,Tulsa,,,,,,,,,,,,,,,,,,no career
1984,127.0,127.0,ATL,Jim Master,Kentucky,,,,,,,,,,,,,,,,,,no career
1984,128.0,128.0,PHO,Herman Veal,Maryland,,,,,,,,,,,,,,,,,,no career
1984,129.0,129.0,SEA,Graylin Warner,Louisiana,,,,,,,,,,,,,,,,,,no career
1984,130.0,130.0,DAL,LaVerne Evans,Marshall,,,,,,,,,,,,,,,,,,no career
1984,131.0,131.0,NJN,Oscar Schmidt,,,,,,,,,,,,,,,,,,,no career
1984,132.0,132.0,UTA,Chris Harrison,West Virginia Wesleyan College,,,,,,,,,,,,,,,,,,no career
1984,134.0,134.0,POR,Lance Ball,Western Oregon University,,,,,,,,,,,,,,,,,,no career
1984,135.0,135.0,DET,Rennie Bailey,Louisiana Tech,,,,,,,,,,,,,,,,,,no career
1984,136.0,136.0,MIL,Mike Reddick,Stetson University,,,,,,,,,,,,,,,,,,no career
1984,137.0,137.0,PHI,Gary Springer,Iona College,,,,,,,,,,,,,,,,,,no career
1984,138.0,138.0,LAL,Keith Jones,Stanford,,,,,,,,,,,,,,,,,,no career
1984,139.0,139.0,BOS,Steve Carfino,Iowa,,,,,,,,,,,,,,,,,,no career
1984,141.0,141.0,CHI,Butch Hays,California,,,,,,,,,,,,,,,,,,no career
1984,142.0,142.0,CLE,Joe Jakubick,University of Akron,,,,,,,,,,,,,,,,,,no career
1984,143.0,143.0,HOU,Joedy Gardner,Cal State Long Beach,,,,,,,,,,,,,,,,,,no career
1984,144.0,144.0,LAC,David Brantley,Oregon,,,,,,,,,,,,,,,,,,no career
1984,145.0,145.0,WSB,Tim Garrett,New Mexico,,,,,,,,,,,,,,,,,,no career
1984,146.0,146.0,SAS,Michael Pitts,California,,,,,,,,,,,,,,,,,,no career
1984,147.0,147.0,GSW,Cliff Higgins,Cal State Northridge,,,,,,,,,,,,,,,,,,no career
1984,148.0,148.0,KCK,Chipper Harris,Robert Morris University (PA),,,,,,,,,,,,,,,,,,no career
1984,149.0,149.0,DEN,Mark Simpson,Catawba College,,,,,,,,,,,,,,,,,,no career
1984,150.0,150.0,ATL,Vince Martello,Florida State,,,,,,,,,,,,,,,,,,no career
1984,151.0,151.0,PHO,Raymond Crenshaw,Oklahoma State,,,,,,,,,,,,,,,,,,no career
1984,152.0,152.0,SEA,Gary Gatewood,Oregon,,,,,,,,,,,,,,,,,,no career
1984,153.0,153.0,DAL,George Turner,University of California Irvine,,,,,,,,,,,,,,,,,,no career
1984,154.0,154.0,UTA,Bob Evans,Southern Utah University,,,,,,,,,,,,,,,,,,no career
1984,155.0,155.0,NJN,Sean Kerins,Syracuse,,,,,,,,,,,,,,,,,,no career
1984,157.0,157.0,POR,Victor Anger,Pepperdine,,,,,,,,,,,,,,,,,,no career
1984,158.0,158.0,DET,Barry Francisco,Bloomsburg University of Pennsylvania,,,,,,,,,,,,,,,,,,no career
1984,159.0,159.0,MIL,Tony William,Florida State,,,,,,,,,,,,,,,,,,no career
1984,160.0,160.0,PHI,Rich Congo,Drexel,,,,,,,,,,,,,,,,,,no career
1984,161.0,161.0,LAL,Richard Haenisch,Chaminade University of Honolulu,,,,,,,,,,,,,,,,,,no career
1984,162.0,162.0,BOS,Mark Van Valkenburg,Framingham State College,,,,,,,,,,,,,,,,,,no career
1984,163.0,163.0,IND,Tom Heitz,Kentucky,,,,,,,,,,,,,,,,,,no career
1984,164.0,164.0,CHI,Brett Crawford,Alliant International University,,,,,,,,,,,,,,,,,,no career
1984,165.0,165.0,CLE,Elliot Beard,Oberlin College,,,,,,,,,,,,,,,,,,no career
1984,166.0,166.0,HOU,Greg Wolff,Angelo State University,,,,,,,,,,,,,,,,,,no career
1984,167.0,167.0,LAC,Jim McLoughlin,Temple,,,,,,,,,,,,,,,,,,no career
1984,168.0,168.0,WSB,Darryl Odom,West Virginia Wesleyan College,,,,,,,,,,,,,,,,,,no career
1984,169.0,169.0,GSW,Paul Brozovich,UNLV,,,,,,,,,,,,,,,,,,no career
1984,170.0,170.0,SAS,Dan Tarkanian,UNLV,,,,,,,,,,,,,,,,,,no career
1984,171.0,171.0,DEN,Bill Wendlandt,Texas,,,,,,,,,,,,,,,,,,no career
1984,172.0,172.0,KCK,Nate Rollins,Fort Hays State University,,,,,,,,,,,,,,,,,,no career
1984,173.0,173.0,ATL,Robert Brown,Long Island University,,,,,,,,,,,,,,,,,,no career
1984,174.0,174.0,PHO,Mark Fothergill,Maryland,,,,,,,,,,,,,,,,,,no career
1984,175.0,175.0,SEA,Jerry McMillan,DePaul,,,,,,,,,,,,,,,,,,no career
1984,176.0,176.0,DAL,Leroy Sutton,Arkansas,,,,,,,,,,,,,,,,,,no career
1984,177.0,177.0,NJN,Chris Winans,Utah,,,,,,,,,,,,,,,,,,no career
1984,178.0,178.0,UTA,Eric Booker,UNLV,,,,,,,,,,,,,,,,,,no career
1984,179.0,179.0,NYK,Ricky Tunstall,Youngstown State University,,,,,,,,,,,,,,,,,,no career
1984,180.0,180.0,POR,Steve Flint,UC San Diego,,,,,,,,,,,,,,,,,,no career
1984,181.0,181.0,DET,Dale Roberts,Appalachian State University,,,,,,,,,,,,,,,,,,no career
1984,182.0,182.0,MIL,Brad Jergenson,South Carolina,,,,,,,,,,,,,,,,,,no career
1984,183.0,183.0,PHI,Frank Dobbs,Villanova,,,,,,,,,,,,,,,,,,no career
1984,184.0,184.0,BOS,Champ Godbolt,Holy Cross,,,,,,,,,,,,,,,,,,no career
1984,186.0,186.0,CHI,Calvin Pierce,Oklahoma,,,,,,,,,,,,,,,,,,no career
1984,187.0,187.0,CLE,John Shimko,Xavier,,,,,,,,,,,,,,,,,,no career
1984,188.0,188.0,HOU,Bill Coon,Presbyterian College,,,,,,,,,,,,,,,,,,no career
1984,189.0,189.0,LAC,Dave Schultz,Westmont College,,,,,,,,,,,,,,,,,,no career
1984,190.0,190.0,WSB,Mike Emanuel,University of North Carolina at Pembroke,,,,,,,,,,,,,,,,,,no career
1984,191.0,191.0,SAS,Melvin Roseboro,St. Mary's University,,,,,,,,,,,,,,,,,,no career
1984,192.0,192.0,GSW,Mitch Arnold,Fresno State,,,,,,,,,,,,,,,,,,no career
1984,193.0,193.0,KCK,Greg Turner,Auburn,,,,,,,,,,,,,,,,,,no career
1984,194.0,194.0,DEN,Cecil Exum,UNC,,,,,,,,,,,,,,,,,,no career
1984,195.0,195.0,ATL,Fred Brown,Georgetown,,,,,,,,,,,,,,,,,,no career
1984,196.0,196.0,PHO,Buddy Cox,Bellarmine University,,,,,,,,,,,,,,,,,,no career
1984,198.0,198.0,DAL,John Tudor,LSU,,,,,,,,,,,,,,,,,,no career
1984,199.0,199.0,UTA,Kelly Knight,Kansas,,,,,,,,,,,,,,,,,,no career
1984,200.0,200.0,NJN,Bill Ryan,Princeton,,,,,,,,,,,,,,,,,,no career
1984,201.0,201.0,NYK,Marc Marotta,Marquette,,,,,,,,,,,,,,,,,,no career
1984,202.0,202.0,POR,Dennis Black,University of Portland,,,,,,,,,,,,,,,,,,no career
1984,203.0,203.0,DET,Ben Tower,Michigan State,,,,,,,,,,,,,,,,,,no career
1984,204.0,204.0,MIL,Edwin Green,UMass,,,,,,,,,,,,,,,,,,no career
1984,205.0,205.0,PHI,Michael Mitchell,Drexel,,,,,,,,,,,,,,,,,,no career
1984,206.0,206.0,BOS,Joe Dickson,Merrimack College,,,,,,,,,,,,,,,,,,no career
1984,207.0,207.0,IND,Gary Carver,Western Kentucky,,,,,,,,,,,,,,,,,,no career
1984,208.0,208.0,CHI,Carl Lewis,Houston,,,,,,,,,,,,,,,,,,no career
1984,209.0,209.0,CLE,Darrell Space,Northeastern Illinois University,,,,,,,,,,,,,,,,,,no career
1984,210.0,210.0,HOU,Robert Turner,Canisius,,,,,,,,,,,,,,,,,,no career
1984,211.0,211.0,LAC,Dick Mumma,Penn State,,,,,,,,,,,,,,,,,,no career
1984,212.0,212.0,WSB,Glynn Myrick,Stetson University,,,,,,,,,,,,,,,,,,no career
1984,213.0,213.0,GSW,Tim Bell,University of California Riverside,,,,,,,,,,,,,,,,,,no career
1984,214.0,214.0,SAS,Frank Rodriguez,New Mexico State,,,,,,,,,,,,,,,,,,no career
1984,215.0,215.0,DEN,Dexter Bailey,Xavier,,,,,,,,,,,,,,,,,,no career
1984,216.0,216.0,KCK,Victor Coleman,Northwest Missouri State University,,,,,,,,,,,,,,,,,,no career
1984,217.0,217.0,ATL,Doug Mills,Hofstra,,,,,,,,,,,,,,,,,,no career
1984,218.0,218.0,PHO,Ezra Hill,Liberty,,,,,,,,,,,,,,,,,,no career
1984,219.0,219.0,SEA,Greg Brandon,Creighton,,,,,,,,,,,,,,,,,,no career
1984,220.0,220.0,DAL,Napoleon Johnson,Grambling State University,,,,,,,,,,,,,,,,,,no career
1984,221.0,221.0,NJN,Phil Jamison,Saint Peter's College,,,,,,,,,,,,,,,,,,no career
1984,222.0,222.0,UTA,Mike Curran,Niagara University,,,,,,,,,,,,,,,,,,no career
1984,223.0,223.0,NYK,Mike Henderson,LIU Post,,,,,,,,,,,,,,,,,,no career
1984,224.0,224.0,POR,Randy Dunn,George Fox University,,,,,,,,,,,,,,,,,,no career
1984,225.0,225.0,DET,Dan Pelekoudas,Michigan,,,,,,,,,,,,,,,,,,no career
1984,226.0,226.0,MIL,Mike Toomer,Florida A&M,,,,,,,,,,,,,,,,,,no career
1984,227.0,227.0,PHI,Martin Clark,Boston College,,,,,,,,,,,,,,,,,,no career
1984,228.0,228.0,BOS,Dan Trant,Clark University,,,,,,,,,,,,,,,,,,no career
1985,30.0,30.0,CLE,Calvin Duncan,VCU,,,,,,,,,,,,,,,,,,no career
1985,34.0,34.0,CHI,Aubrey Sherrod,Wichita State,,,,,,,,,,,,,,,,,,no career
1985,39.0,39.0,POR,George Montgomery,Illinois,,,,,,,,,,,,,,,,,,no career
1985,42.0,42.0,GSW,Bobby Lee Hurt,Alabama,,,,,,,,,,,,,,,,,,no career
1985,48.0,48.0,IND,Kenny Patterson,DePaul,,,,,,,,,,,,,,,,,,no career
1985,50.0,50.0,DAL,Leonard Allen,San Diego State,,,,,,,,,,,,,,,,,,no career
1985,52.0,52.0,LAC,Anicet Lavodrama,Houston Baptist University,,,,,,,,,,,,,,,,,,no career
1985,53.0,53.0,SEA,Rolando Lamb,VCU,,,,,,,,,,,,,,,,,,no career
1985,55.0,55.0,CLE,Herb Johnson,Tulsa,,,,,,,,,,,,,,,,,,no career
1985,56.0,56.0,PHO,Jerry Everett,Lamar,,,,,,,,,,,,,,,,,,no career
1985,57.0,57.0,HOU,Michael Payne,Iowa,,,,,,,,,,,,,,,,,,no career
1985,58.0,58.0,WSB,Vernon Moore,Creighton,,,,,,,,,,,,,,,,,,no career
1985,60.0,60.0,DET,Andre Goode,Northwestern,,,,,,,,,,,,,,,,,,no career
1985,62.0,62.0,NJN,Nigel Miguel,UCLA,,,,,,,,,,,,,,,,,,no career
1985,64.0,64.0,DET,Richie Johnson,University of Evansville,,,,,,,,,,,,,,,,,,no career
1985,65.0,65.0,WSB,Kenny Perry,Southern Illinois,,,,,,,,,,,,,,,,,,no career
1985,67.0,67.0,PHI,Steve Black,La Salle,,,,,,,,,,,,,,,,,,no career
1985,68.0,68.0,MIL,Eugene McDowell,Florida,,,,,,,,,,,,,,,,,,no career
1985,70.0,70.0,BOS,Andre Battle,Loyola Chicago,,,,,,,,,,,,,,,,,,no career
1985,71.0,71.0,GSW,Luster Goodwin,Texas-El Paso,,,,,,,,,,,,,,,,,,no career
1985,72.0,72.0,IND,Vince Hamilton,Clemson,,,,,,,,,,,,,,,,,,no career
1985,74.0,74.0,LAC,Jim Deines,Arizona State,,,,,,,,,,,,,,,,,,no career
1985,76.0,76.0,SAC,Willie Simmons,Louisiana Tech,,,,,,,,,,,,,,,,,,no career
1985,77.0,77.0,ATL,Arvydas Sabonis,,7.0,470.0,11375.0,5629.0,3436.0,964.0,0.5,0.328,0.786,24.2,12.0,7.3,2.1,47.3,0.2,4.4,18.4,gap exceeds threshold
1985,78.0,78.0,PHO,Granger Hall,Temple,,,,,,,,,,,,,,,,,,no career
1985,80.0,80.0,CHI,Craig Beard,Samford University,,,,,,,,,,,,,,,,,,no career
1985,81.0,81.0,WSB,Richie Adams,UNLV,,,,,,,,,,,,,,,,,,no career
1985,85.0,85.0,POR,Joe Atkinson,Oklahoma State,,,,,,,,,,,,,,,,,,no career
1985,86.0,86.0,DAL,Bubba Jennings,Texas Tech,,,,,,,,,,,,,,,,,,no career
1985,93.0,93.0,BOS,Cliff Webber,Liberty,,,,,,,,,,,,,,,,,,no career
1985,94.0,94.0,IND,Kelvin Johnson,Richmond,,,,,,,,,,,,,,,,,,no career
1985,95.0,95.0,GSW,Greg Cavener,Missouri,,,,,,,,,,,,,,,,,,no career
1985,96.0,96.0,NYK,Mike Schlegel,VCU,,,,,,,,,,,,,,,,,,no career
1985,97.0,97.0,SEA,Lou Stefanovic,Illinois State,,,,,,,,,,,,,,,,,,no career
1985,98.0,98.0,SAC,Bob Lojewski,Saint Joseph's,,,,,,,,,,,,,,,,,,no career
1985,99.0,99.0,LAC,Wayne Carlander,USC,,,,,,,,,,,,,,,,,,no career
1985,100.0,100.0,ATL,Larry Hampton,Hampton,,,,,,,,,,,,,,,,,,no career
1985,101.0,101.0,CLE,Gunther Behnke,,,,,,,,,,,,,,,,,,,no career
1985,102.0,102.0,PHO,Shawn Campbell,Weber State,,,,,,,,,,,,,,,,,,no career
1985,103.0,103.0,CHI,Reid Gettys,Houston,,,,,,,,,,,,,,,,,,no career
1985,104.0,104.0,WSB,Dean Shaffer,Florida State,,,,,,,,,,,,,,,,,,no career
1985,105.0,105.0,UTA,Ray Hall,Canisius,,,,,,,,,,,,,,,,,,no career
1985,106.0,106.0,SAS,Clayton Olivier,USC,,,,,,,,,,,,,,,,,,no career
1985,107.0,107.0,POR,James Anderson,Union College,,,,,,,,,,,,,,,,,,no career
1985,108.0,108.0,NJN,Kelly Blaine,University of South Alabama,,,,,,,,,,,,,,,,,,no career
1985,109.0,109.0,DAL,Tommy Davis,Minnesota,,,,,,,,,,,,,,,,,,no career
1985,110.0,110.0,DET,Mike Lahm,Murray State,,,,,,,,,,,,,,,,,,no career
1985,111.0,111.0,IND,Ivan Daniels,University of Illinois at Chicago,,,,,,,,,,,,,,,,,,no career
1985,112.0,112.0,DEN,Kenny Brown,Texas A&M,,,,,,,,,,,,,,,,,,no career
1985,113.0,113.0,PHI,Carl Wright,SMU,,,,,,,,,,,,,,,,,,no career
1985,114.0,114.0,MIL,Ray Knight,Providence,,,,,,,,,,,,,,,,,,no career
1985,115.0,115.0,LAL,Timo Saarelainen,BYU,,,,,,,,,,,,,,,,,,no career
1985,116.0,116.0,BOS,Albert Butts,La Salle,,,,,,,,,,,,,,,,,,no career
1985,117.0,117.0,GSW,Gerald Crosby,Georgia,,,,,,,,,,,,,,,,,,no career
1985,118.0,118.0,IND,Stu Primus,Boston College,,,,,,,,,,,,,,,,,,no career
1985,119.0,119.0,NYK,Kent Lockhart,Texas-El Paso,,,,,,,,,,,,,,,,,,no career
1985,120.0,120.0,SAC,Charles Balentine,Arkansas,,,,,,,,,,,,,,,,,,no career
1985,121.0,121.0,LAC,Malcolm Thomas,Missouri,,,,,,,,,,,,,,,,,,no career
1985,122.0,122.0,SEA,Earl Walker,Mercer University,,,,,,,,,,,,,,,,,,no career
1985,123.0,123.0,ATL,Tony Duckett,Lafayette College,,,,,,,,,,,,,,,,,,no career
1985,124.0,124.0,PHO,Charles Rayne,Temple,,,,,,,,,,,,,,,,,,no career
1985,125.0,125.0,CLE,Rickie Johnson,Illinois State,,,,,,,,,,,,,,,,,,no career
1985,126.0,126.0,CHI,Dan Meagher,Duke,,,,,,,,,,,,,,,,,,no career
1985,127.0,127.0,WSB,Matt England,Houston Baptist University,,,,,,,,,,,,,,,,,,no career
1985,128.0,128.0,SAS,Chris Harper,Oregon,,,,,,,,,,,,,,,,,,no career
1985,129.0,129.0,UTA,Jim Miller,Virginia,,,,,,,,,,,,,,,,,,no career
1985,130.0,130.0,NJN,George Almones,Louisiana,,,,,,,,,,,,,,,,,,no career
1985,131.0,131.0,POR,Curtis Moore,Nebraska,,,,,,,,,,,,,,,,,,no career
1985,132.0,132.0,DAL,Carlton Cooper,Texas,,,,,,,,,,,,,,,,,,no career
1985,133.0,133.0,DET,Vincent Giles,Eastern Michigan,,,,,,,,,,,,,,,,,,no career
1985,134.0,134.0,HOU,Sam Potter,Oral Roberts,,,,,,,,,,,,,,,,,,no career
1985,135.0,135.0,DEN,Joe Carrabino,Harvard University,,,,,,,,,,,,,,,,,,no career
1985,136.0,136.0,PHI,Daryl Lloyd,Drake University,,,,,,,,,,,,,,,,,,no career
1985,137.0,137.0,MIL,Quentin Anderson,Texas Tech,,,,,,,,,,,,,,,,,,no career
1985,138.0,138.0,LAL,Tony Neal,Cal State Fullerton,,,,,,,,,,,,,,,,,,no career
1985,140.0,140.0,IND,Jeff Acres,Oral Roberts,,,,,,,,,,,,,,,,,,no career
1985,141.0,141.0,GSW,Eric Boyd,North Carolina A&T,,,,,,,,,,,,,,,,,,no career
1985,142.0,142.0,NYK,Ken Bantum,Cornell,,,,,,,,,,,,,,,,,,no career
1985,143.0,143.0,LAC,Gary Maloncon,UCLA,,,,,,,,,,,,,,,,,,no career
1985,145.0,145.0,SAC,Alton Lee Gipson,Florida State,,,,,,,,,,,,,,,,,,no career
1985,146.0,146.0,ATL,Bob Ferry Jr.,Harvard University,,,,,,,,,,,,,,,,,,no career
1985,147.0,147.0,CLE,Buzz Peterson,UNC,,,,,,,,,,,,,,,,,,no career
1985,149.0,149.0,CHI,Jeff Adkins,Maryland,,,,,,,,,,,,,,,,,,no career
1985,150.0,150.0,WSB,Keith Gray,Detroit Mercy,,,,,,,,,,,,,,,,,,no career
1985,151.0,151.0,UTA,Mike Wacker,Texas,,,,,,,,,,,,,,,,,,no career
1985,152.0,152.0,SAS,Al Young,Virginia Tech,,,,,,,,,,,,,,,,,,no career
1985,153.0,153.0,POR,Mark Owen,College of Idaho,,,,,,,,,,,,,,,,,,no career
1985,154.0,154.0,NJN,Gary McLain,Villanova,,,,,,,,,,,,,,,,,,no career
1985,155.0,155.0,DAL,Ed Catchings,UNLV,,,,,,,,,,,,,,,,,,no career
1985,156.0,156.0,DET,Frank James,UNLV,,,,,,,,,,,,,,,,,,no career
1985,157.0,157.0,IND,Don Turney,Marshall,,,,,,,,,,,,,,,,,,no career
1985,158.0,158.0,DEN,Eddie Smith,Arizona,,,,,,,,,,,,,,,,,,no career
1985,159.0,159.0,PHI,Jaye Andrews,Bucknell,,,,,,,,,,,,,,,,,,no career
1985,161.0,161.0,LAL,Keith Cieplicki,William & Mary,,,,,,,,,,,,,,,,,,no career
1985,162.0,162.0,BOS,Chris Remley,Rutgers University,,,,,,,,,,,,,,,,,,no career
1986,2.0,2.0,BOS,Len Bias,Maryland,,,,,,,,,,,,,,,,,,no career
1986,23.0,23.0,LAL,Ken Barlow,Notre Dame,,,,,,,,,,,,,,,,,,no career
1986,24.0,24.0,POR,Arvydas Sabonis,,7.0,470.0,11375.0,5629.0,3436.0,964.0,0.5,0.328,0.786,24.2,12.0,7.3,2.1,47.3,0.2,4.4,18.4,gap exceeds threshold
1986,31.0,31.0,PHO,Joe Ward,Georgia,,,,,,,,,,,,,,,,,,no career
1986,36.0,36.0,WSB,Steve Mitchell,UAB,,,,,,,,,,,,,,,,,,no career
1986,37.0,37.0,POR,Panagiotis Fasoulas,NC State,,,,,,,,,,,,,,,,,,no career
1986,38.0,38.0,SEA,Lemone Lampley,DePaul,,,,,,,,,,,,,,,,,,no career
1986,40.0,40.0,ATL,Augusto Binelli,,,,,,,,,,,,,,,,,,,no career
1986,42.0,42.0,ATL,Ron Kellogg,Kansas,,,,,,,,,,,,,,,,,,no career
1986,49.0,49.0,POR,Juden Smith,Texas-El Paso,,,,,,,,,,,,,,,,,,no career
1986,56.0,56.0,PHI,Keith Colbert,Virginia Tech,,,,,,,,,,,,,,,,,,no career
1986,59.0,59.0,GSW,Wendell Alexis,Syracuse,,,,,,,,,,,,,,,,,,no career
1986,62.0,62.0,DAL,Anthony Welch,Illinois,,,,,,,,,,,,,,,,,,no career
1986,63.0,63.0,UTA,Bill Breeding,Rocky Mountain College,,,,,,,,,,,,,,,,,,no career
1986,64.0,64.0,DEN,Don Redden,LSU,,,,,,,,,,,,,,,,,,no career
1986,68.0,68.0,MIL,Baskerville Holmes,Memphis,,,,,,,,,,,,,,,,,,no career
1986,71.0,71.0,NYK,Calvin Thompson,Kansas,,,,,,,,,,,,,,,,,,no career
1986,72.0,72.0,IND,Derrick Taylor,LSU,,,,,,,,,,,,,,,,,,no career
1986,73.0,73.0,CLE,Warren Martin,UNC,,,,,,,,,,,,,,,,,,no career
1986,75.0,75.0,GSW,Dan Bingenheimer,Missouri,,,,,,,,,,,,,,,,,,no career
1986,76.0,76.0,SEA,Michael Graham,Georgetown,,,,,,,,,,,,,,,,,,no career
1986,78.0,78.0,LAC,John Brownlee,Texas,,,,,,,,,,,,,,,,,,no career
1986,79.0,79.0,SAS,Carlos Briggs,Baylor,,,,,,,,,,,,,,,,,,no career
1986,80.0,80.0,SAC,Alvin Franklin,Houston,,,,,,,,,,,,,,,,,,no career
1986,81.0,81.0,NJN,Steve Hale,UNC,,,,,,,,,,,,,,,,,,no career
1986,82.0,82.0,WSB,Barry Mungar,St. Bonaventure,,,,,,,,,,,,,,,,,,no career
1986,83.0,83.0,POR,David Shaffer,Florida State,,,,,,,,,,,,,,,,,,no career
1986,84.0,84.0,UTA,Marty Embry,DePaul,,,,,,,,,,,,,,,,,,no career
1986,86.0,86.0,DET,Chauncey Robinson,Mississippi State,,,,,,,,,,,,,,,,,,no career
1986,87.0,87.0,DEN,Anthony Watson,San Diego State,,,,,,,,,,,,,,,,,,no career
1986,88.0,88.0,ATL,Efrem Winters,Illinois,,,,,,,,,,,,,,,,,,no career
1986,90.0,90.0,PHI,Wes Stallings,East Tennessee State University,,,,,,,,,,,,,,,,,,no career
1986,91.0,91.0,SAC,Bob Beecher,Virginia Tech,,,,,,,,,,,,,,,,,,no career
1986,92.0,92.0,LAL,Dale Blaney,West Virginia,,,,,,,,,,,,,,,,,,no career
1986,93.0,93.0,BOS,Tony Benford,Texas Tech,,,,,,,,,,,,,,,,,,no career
1986,94.0,94.0,NYK,Jerome Mincey,UAB,,,,,,,,,,,,,,,,,,no career
1986,96.0,96.0,CLE,Ben Davis,Gardner-Webb University,,,,,,,,,,,,,,,,,,no career
1986,98.0,98.0,CHI,Jimmy Gilbert,Texas A&M,,,,,,,,,,,,,,,,,,no career
1986,101.0,101.0,PHO,Greg Spurling,Carson-Newman College,,,,,,,,,,,,,,,,,,no career
1986,102.0,102.0,SAS,Earl Kelley,UConn,,,,,,,,,,,,,,,,,,no career
1986,103.0,103.0,SAC,Keith Morrison,Washington State,,,,,,,,,,,,,,,,,,no career
1986,104.0,104.0,WSB,Paul Fortier,Washington,,,,,,,,,,,,,,,,,,no career
1986,105.0,105.0,NJN,Archie Johnson,UAB,,,,,,,,,,,,,,,,,,no career
1986,106.0,106.0,POR,Jerry Adams,Oregon,,,,,,,,,,,,,,,,,,no career
1986,107.0,107.0,UTA,Kerry Boagni,Cal State Fullerton,,,,,,,,,,,,,,,,,,no career
1986,108.0,108.0,DAL,Jay Bilas,Duke,,,,,,,,,,,,,,,,,,no career
1986,109.0,109.0,DET,Clarence Hanley,Old Dominion,,,,,,,,,,,,,,,,,,no career
1986,110.0,110.0,DEN,Jon Collins,Eastern Illinois University,,,,,,,,,,,,,,,,,,no career
1986,111.0,111.0,ATL,Nicky Jones,VCU,,,,,,,,,,,,,,,,,,no career
1986,112.0,112.0,HOU,Andre Banks,Iowa,,,,,,,,,,,,,,,,,,no career
1986,113.0,113.0,PHI,Kevin Holmes,DePaul,,,,,,,,,,,,,,,,,,no career
1986,114.0,114.0,MIL,Bobby Deaton,Southwstern University,,,,,,,,,,,,,,,,,,no career
1986,115.0,115.0,LAL,Roger Harden,Kentucky,,,,,,,,,,,,,,,,,,no career
1986,116.0,116.0,BOS,Dave Colbert,Dayton,,,,,,,,,,,,,,,,,,no career
1986,117.0,117.0,NYK,Butch Wade,Michigan,,,,,,,,,,,,,,,,,,no career
1986,118.0,118.0,IND,Jeff Hall,Louisville,,,,,,,,,,,,,,,,,,no career
1986,119.0,119.0,CLE,Gilbert Wilburn,New Mexico State,,,,,,,,,,,,,,,,,,no career
1986,121.0,121.0,GSW,Bobby Lee Hurt,Alabama,,,,,,,,,,,,,,,,,,no career
