player_id,display_name,age,team,year
brighal47,Al Brightman,23,Boston Celtics,1947
lujacal47,Al Lujack,26,Washington Capitols,1947
negraal47,Al Negratti,25,Washington Capitols,1947
musian47,Angelo Musi,28,Philadelphia Warriors,1947
musian47,Angelo Musi,29,Philadelphia Warriors,1948
musian47,Angelo Musi,30,Philadelphia Warriors,1949
maughar47,Ariel Maughan,23,Detroit Falcons,1947
maughar47,Ariel Maughan,24,St. Louis Bombers,1948
maughar47,Ariel Maughan,24,Providence Steamrollers,1948
maughar47,Ariel Maughan,25,St. Louis Bombers,1949
maughar47,Ariel Maughan,26,St. Louis Bombers,1950
maughar47,Ariel Maughan,27,Washington Capitols,1951
curear47,Armand Cure,27,Providence Steamrollers,1947
hillhar47,Art Hillhouse,30,Philadelphia Warriors,1947
hillhar47,Art Hillhouse,31,Philadelphia Warriors,1948
spectar47,Art Spector,26,Boston Celtics,1947
spectar47,Art Spector,27,Boston Celtics,1948
spectar47,Art Spector,28,Boston Celtics,1949
spectar47,Art Spector,29,Boston Celtics,1950
stolkar47,Art Stolkey,26,Detroit Falcons,1947
davisau47,Aubrey Davis,25,St. Louis Bombers,1947
brindau47,Aud Brindley,23,New York Knicks,1947
smawlbe47,Belus Smawley,28,St. Louis Bombers,1947
smawlbe47,Belus Smawley,29,St. Louis Bombers,1948
smawlbe47,Belus Smawley,30,St. Louis Bombers,1949
smawlbe47,Belus Smawley,31,St. Louis Bombers,1950
smawlbe47,Belus Smawley,32,Baltimore Bullets (O),1951
smawlbe47,Belus Smawley,32,Syracuse Nationals,1951
smawlbe47,Belus Smawley,33,Baltimore Bullets (O),1952
goldfbe47,Ben Goldfaden,33,Washington Capitols,1947
scharbe47,Ben Scharnus,29,Cleveland Rebels,1947
scharbe47,Ben Scharnus,31,Providence Steamrollers,1949
davisbi47,Bill Davis,26,Chicago Stags,1947
cluggbo47,Bob Cluggish,29,New York Knicks,1947
dillebo47,Bob Dille,29,Detroit Falcons,1947
dollbo47,Bob Doll,27,St. Louis Bombers,1947
dollbo47,Bob Doll,28,St. Louis Bombers,1948
dollbo47,Bob Doll,29,Boston Celtics,1949
dollbo47,Bob Doll,30,Boston Celtics,1950
duffybo47,Bob Duffy,24,Chicago Stags,1947
duffybo47,Bob Duffy,24,Boston Celtics,1947
faughbo47,Bob Faught,25,Cleveland Rebels,1947
feeribo47,Bob Feerick,27,Washington Capitols,1947
feeribo47,Bob Feerick,28,Washington Capitols,1948
feeribo47,Bob Feerick,29,Washington Capitols,1949
feeribo47,Bob Feerick,30,Washington Capitols,1950
fitzgbo47,Bob Fitzgerald,23,Toronto Huskies,1947
fitzgbo47,Bob Fitzgerald,23,New York Knicks,1947
fitzgbo47,Bob Fitzgerald,25,Rochester Royals,1949
ganttbo47,Bob Gantt,24,Washington Capitols,1947
mullebo47,Bob Mullens,24,Toronto Huskies,1947
mullebo47,Bob Mullens,24,New York Knicks,1947
rensbbo47,Bob Rensberger,25,Chicago Stags,1947
sheabo47,Bob Shea,22,Providence Steamrollers,1947
mckinbo47,Bones McKinney,28,Washington Capitols,1947
mckinbo47,Bones McKinney,29,Washington Capitols,1948
mckinbo47,Bones McKinney,30,Washington Capitols,1949
mckinbo47,Bones McKinney,31,Washington Capitols,1950
mckinbo47,Bones McKinney,32,Boston Celtics,1951
mckinbo47,Bones McKinney,32,Washington Capitols,1951
mckinbo47,Bones McKinney,33,Boston Celtics,1952
sydnobu47,Buck Sydnor,25,Chicago Stags,1947
palmebu47,Bud Palmer,25,New York Knicks,1947
palmebu47,Bud Palmer,26,New York Knicks,1948
palmebu47,Bud Palmer,27,New York Knicks,1949
ogradbu47,Buddy O'Grady,27,Washington Capitols,1947
ogradbu47,Buddy O'Grady,28,St. Louis Bombers,1948
ogradbu47,Buddy O'Grady,29,St. Louis Bombers,1949
ogradbu47,Buddy O'Grady,29,Providence Steamrollers,1949
kolffbu47,Butch van Breda Kolff,24,New York Knicks,1947
kolffbu47,Butch van Breda Kolff,25,New York Knicks,1948
kolffbu47,Butch van Breda Kolff,26,New York Knicks,1949
kolffbu47,Butch van Breda Kolff,27,New York Knicks,1950
hankice47,Cecil Hankins,25,St. Louis Bombers,1947
hankice47,Cecil Hankins,26,Boston Celtics,1948
hoefech47,Charlie Hoefer,25,Boston Celtics,1947
hoefech47,Charlie Hoefer,25,Toronto Huskies,1947
hoefech47,Charlie Hoefer,26,Boston Celtics,1948
aubucch47,Chet Aubuchon,30,Detroit Falcons,1947
carlich47,Chet Carlisle,30,Chicago Stags,1947
halbech47,Chick Halbert,27,Chicago Stags,1947
halbech47,Chick Halbert,28,Philadelphia Warriors,1948
halbech47,Chick Halbert,28,Chicago Stags,1948
halbech47,Chick Halbert,29,Boston Celtics,1949
halbech47,Chick Halbert,29,Providence Steamrollers,1949
halbech47,Chick Halbert,30,Washington Capitols,1950
halbech47,Chick Halbert,31,Baltimore Bullets (O),1951
halbech47,Chick Halbert,31,Washington Capitols,1951
connoch47,Chuck Connors,25,Boston Celtics,1947
connoch47,Chuck Connors,26,Boston Celtics,1948
gilmuch47,Chuck Gilmur,24,Chicago Stags,1947
gilmuch47,Chuck Gilmur,25,Chicago Stags,1948
gilmuch47,Chuck Gilmur,26,Chicago Stags,1949
gilmuch47,Chuck Gilmur,27,Washington Capitols,1950
gilmuch47,Chuck Gilmur,28,Washington Capitols,1951
simmoco47,Connie Simmons,21,Boston Celtics,1947
simmoco47,Connie Simmons,22,Boston Celtics,1948
simmoco47,Connie Simmons,22,Baltimore Bullets (O),1948
simmoco47,Connie Simmons,23,Baltimore Bullets (O),1949
simmoco47,Connie Simmons,24,New York Knicks,1950
simmoco47,Connie Simmons,25,New York Knicks,1951
simmoco47,Connie Simmons,26,New York Knicks,1952
simmoco47,Connie Simmons,27,New York Knicks,1953
simmoco47,Connie Simmons,28,New York Knicks,1954
simmoco47,Connie Simmons,29,Syracuse Nationals,1955
simmoco47,Connie Simmons,29,Baltimore Bullets (O),1955
simmoco47,Connie Simmons,30,Rochester Royals,1956
gunthco47,Coulby Gunther,23,Pittsburgh Ironmen,1947
gunthco47,Coulby Gunther,25,St. Louis Bombers,1949
smithde47,Deb Smith,27,St. Louis Bombers,1947
fitzgdi47,Dick Fitzgerald,26,Toronto Huskies,1947
fitzgdi47,Dick Fitzgerald,27,Providence Steamrollers,1948
murphdi47,Dick Murphy,25,New York Knicks,1947
murphdi47,Dick Murphy,25,Boston Celtics,1947
schuldi47,Dick Schulz,30,Toronto Huskies,1947
schuldi47,Dick Schulz,30,Cleveland Rebels,1947
schuldi47,Dick Schulz,31,Baltimore Bullets (O),1948
schuldi47,Dick Schulz,32,Washington Capitols,1949
schuldi47,Dick Schulz,33,Sheboygan Red Skins,1950
schuldi47,Dick Schulz,33,Washington Capitols,1950
schuldi47,Dick Schulz,33,Tri-Cities Blackhawks,1950
martidi47,Dino Martin,26,Providence Steamrollers,1947
martidi47,Dino Martin,27,Providence Steamrollers,1948
carlsdo47,Don Carlson,27,Chicago Stags,1947
carlsdo47,Don Carlson,29,Minneapolis Lakers,1949
carlsdo47,Don Carlson,30,Minneapolis Lakers,1950
carlsdo47,Don Carlson,31,Baltimore Bullets (O),1951
eliasdo47,Don Eliason,28,Boston Celtics,1947
martido47,Don Martin,26,St. Louis Bombers,1947
martido47,Don Martin,27,St. Louis Bombers,1948
martido47,Don Martin,28,St. Louis Bombers,1949
martido47,Don Martin,28,Baltimore Bullets (O),1949
putmado47,Don Putman,24,St. Louis Bombers,1947
putmado47,Don Putman,25,St. Louis Bombers,1948
putmado47,Don Putman,26,St. Louis Bombers,1949
putmado47,Don Putman,27,St. Louis Bombers,1950
parrado47,Doyle Parrack,25,Chicago Stags,1947
shannea47,Earl Shannon,25,Providence Steamrollers,1947
shannea47,Earl Shannon,26,Providence Steamrollers,1948
shannea47,Earl Shannon,27,Providence Steamrollers,1949
shannea47,Earl Shannon,27,Boston Celtics,1949
kasided47,Ed Kasid,23,Toronto Huskies,1947
melvied47,Ed Melvin,30,Pittsburgh Ironmen,1947
sadowed47,Ed Sadowski,31,Cleveland Rebels,1947
sadowed47,Ed Sadowski,31,Toronto Huskies,1947
sadowed47,Ed Sadowski,32,Boston Celtics,1948
sadowed47,Ed Sadowski,33,Philadelphia Warriors,1949
sadowed47,Ed Sadowski,34,Baltimore Bullets (O),1950
sadowed47,Ed Sadowski,34,Philadelphia Warriors,1950
morgeel47,Elmore Morgenthaler,24,Providence Steamrollers,1947
morgeel47,Elmore Morgenthaler,26,Philadelphia Warriors,1949
calveer47,Ernie Calverley,23,Providence Steamrollers,1947
calveer47,Ernie Calverley,24,Providence Steamrollers,1948
calveer47,Ernie Calverley,25,Providence Steamrollers,1949
fucarfr47,Frank Fucarino,26,Toronto Huskies,1947
mangifr47,Frank Mangiapane,21,New York Knicks,1947
baumhfr47,Frankie Baumholtz,28,Cleveland Rebels,1947
jacobfr47,Fred Jacobs,24,St. Louis Bombers,1947
scolafr47,Fred Scolari,24,Washington Capitols,1947
scolafr47,Fred Scolari,25,Washington Capitols,1948
scolafr47,Fred Scolari,26,Washington Capitols,1949
scolafr47,Fred Scolari,27,Washington Capitols,1950
scolafr47,Fred Scolari,28,Washington Capitols,1951
scolafr47,Fred Scolari,28,Syracuse Nationals,1951
scolafr47,Fred Scolari,29,Baltimore Bullets (O),1952
scolafr47,Fred Scolari,30,Baltimore Bullets (O),1953
scolafr47,Fred Scolari,30,Fort Wayne Pistons,1953
scolafr47,Fred Scolari,31,Fort Wayne Pistons,1954
scolafr47,Fred Scolari,32,Boston Celtics,1955
shefffr47,Fred Sheffield,23,Philadelphia Warriors,1947
freyfr47,Frido Frey,25,New York Knicks,1947
oshiega47,Garland O'Shields,25,Chicago Stags,1947
gallege47,Gene Gallette,27,Washington Capitols,1947
mearnge47,George Mearns,24,Providence Steamrollers,1947
mearnge47,George Mearns,25,Providence Steamrollers,1948
munroge47,George Munroe,25,St. Louis Bombers,1947
munroge47,George Munroe,26,Boston Celtics,1948
nostrge47,George Nostrand,23,Cleveland Rebels,1947
nostrge47,George Nostrand,23,Toronto Huskies,1947
nostrge47,George Nostrand,24,Providence Steamrollers,1948
nostrge47,George Nostrand,25,Providence Steamrollers,1949
nostrge47,George Nostrand,25,Boston Celtics,1949
nostrge47,George Nostrand,26,Boston Celtics,1950
nostrge47,George Nostrand,26,Chicago Stags,1950
nostrge47,George Nostrand,26,Tri-Cities Blackhawks,1950
pastuge47,George Pastushok,24,Providence Steamrollers,1947
pearcge47,George Pearcy,27,Detroit Falcons,1947
senesge47,George Senesky,24,Philadelphia Warriors,1947
senesge47,George Senesky,25,Philadelphia Warriors,1948
senesge47,George Senesky,26,Philadelphia Warriors,1949
senesge47,George Senesky,27,Philadelphia Warriors,1950
senesge47,George Senesky,28,Philadelphia Warriors,1951
senesge47,George Senesky,29,Philadelphia Warriors,1952
senesge47,George Senesky,30,Philadelphia Warriors,1953
senesge47,George Senesky,31,Philadelphia Warriors,1954
rouxgi47,Giff Roux,23,St. Louis Bombers,1947
rouxgi47,Giff Roux,24,St. Louis Bombers,1948
rouxgi47,Giff Roux,25,Providence Steamrollers,1949
rouxgi47,Giff Roux,25,St. Louis Bombers,1949
sovragi47,Gino Sovran,22,Toronto Huskies,1947
getchgo47,Gorham Getchell,26,Pittsburgh Ironmen,1947
lewisgr47,Grady Lewis,29,Detroit Falcons,1947
lewisgr47,Grady Lewis,30,St. Louis Bombers,1948
lewisgr47,Grady Lewis,30,Baltimore Bullets (O),1948
lewisgr47,Grady Lewis,31,St. Louis Bombers,1949
crislha47,Hal Crisler,23,Boston Celtics,1947
beendha47,Hank Beenders,30,Providence Steamrollers,1947
beendha47,Hank Beenders,31,Providence Steamrollers,1948
beendha47,Hank Beenders,31,Philadelphia Warriors,1948
beendha47,Hank Beenders,32,Boston Celtics,1949
biasaha47,Hank Biasatti,25,Toronto Huskies,1947
lefkoha47,Hank Lefkowitz,23,Cleveland Rebels,1947
rosenha47,Hank Rosenstein,26,Providence Steamrollers,1947
rosenha47,Hank Rosenstein,26,New York Knicks,1947
brownha47,Harold Brown,23,Detroit Falcons,1947
johnsha47,Harold Johnson,27,Detroit Falcons,1947
kottmha47,Harold Kottman,24,Boston Celtics,1947
milleha47,Harry Miller,23,Toronto Huskies,1947
zelleha47,Harry Zeller,27,Pittsburgh Ironmen,1947
pearche47,Henry Pearcy,24,Detroit Falcons,1947
baltihe47,Herschel Baltimore,25,St. Louis Bombers,1947
dallmho47,Howie Dallmar,24,Philadelphia Warriors,1947
dallmho47,Howie Dallmar,25,Philadelphia Warriors,1948
dallmho47,Howie Dallmar,26,Philadelphia Warriors,1949
mccarho47,Howie McCarty,27,Detroit Falcons,1947
rotheir47,Irv Rothenberg,25,Cleveland Rebels,1947
rotheir47,Irv Rothenberg,26,St. Louis Bombers,1948
rotheir47,Irv Rothenberg,26,Baltimore Bullets (O),1948
rotheir47,Irv Rothenberg,26,Washington Capitols,1948
rotheir47,Irv Rothenberg,27,New York Knicks,1949
torgoir47,Irv Torgoff,29,Washington Capitols,1947
torgoir47,Irv Torgoff,30,Washington Capitols,1948
torgoir47,Irv Torgoff,31,Baltimore Bullets (O),1949
torgoir47,Irv Torgoff,31,Philadelphia Warriors,1949
garfija47,Jack Garfinkel,28,Boston Celtics,1947
garfija47,Jack Garfinkel,29,Boston Celtics,1948
garfija47,Jack Garfinkel,30,Boston Celtics,1949
weberja47,Jake Weber,28,Providence Steamrollers,1947
weberja47,Jake Weber,28,New York Knicks,1947
fleisje47,Jerry Fleishman,24,Philadelphia Warriors,1947
fleisje47,Jerry Fleishman,25,Philadelphia Warriors,1948
fleisje47,Jerry Fleishman,26,Philadelphia Warriors,1949
fleisje47,Jerry Fleishman,27,Philadelphia Warriors,1950
fleisje47,Jerry Fleishman,30,Philadelphia Warriors,1953
kellyje47,Jerry Kelly,28,Boston Celtics,1947
kellyje47,Jerry Kelly,29,Providence Steamrollers,1948
rulloje47,Jerry Rullo,23,Philadelphia Warriors,1947
rulloje47,Jerry Rullo,24,Baltimore Bullets (O),1948
rulloje47,Jerry Rullo,25,Philadelphia Warriors,1949
rulloje47,Jerry Rullo,26,Philadelphia Warriors,1950
seminji47,Jim Seminoff,24,Chicago Stags,1947
seminji47,Jim Seminoff,25,Chicago Stags,1948
seminji47,Jim Seminoff,26,Boston Celtics,1949
seminji47,Jim Seminoff,27,Boston Celtics,1950
fabeljo47,Joe Fabel,29,Pittsburgh Ironmen,1947
fulksjo47,Joe Fulks,25,Philadelphia Warriors,1947
fulksjo47,Joe Fulks,26,Philadelphia Warriors,1948
fulksjo47,Joe Fulks,27,Philadelphia Warriors,1949
fulksjo47,Joe Fulks,28,Philadelphia Warriors,1950
fulksjo47,Joe Fulks,29,Philadelphia Warriors,1951
fulksjo47,Joe Fulks,30,Philadelphia Warriors,1952
fulksjo47,Joe Fulks,31,Philadelphia Warriors,1953
fulksjo47,Joe Fulks,32,Philadelphia Warriors,1954
abramjo47,John Abramovic,27,Pittsburgh Ironmen,1947
abramjo47,John Abramovic,28,St. Louis Bombers,1948
abramjo47,John Abramovic,28,Baltimore Bullets (O),1948
barrjo47,John Barr,28,St. Louis Bombers,1947
janisjo47,John Janisch,26,Detroit Falcons,1947
janisjo47,John Janisch,27,Providence Steamrollers,1948
janisjo47,John Janisch,27,Boston Celtics,1948
loganjo47,John Logan,26,St. Louis Bombers,1947
loganjo47,John Logan,27,St. Louis Bombers,1948
loganjo47,John Logan,28,St. Louis Bombers,1949
loganjo47,John Logan,29,St. Louis Bombers,1950
loganjo47,John Logan,30,Tri-Cities Blackhawks,1951
mahnkjo47,John Mahnken,24,Washington Capitols,1947
mahnkjo47,John Mahnken,25,Washington Capitols,1948
mahnkjo47,John Mahnken,26,Fort Wayne Pistons,1949
mahnkjo47,John Mahnken,26,Indianapolis Jets,1949
mahnkjo47,John Mahnken,26,Baltimore Bullets (O),1949
mahnkjo47,John Mahnken,27,Tri-Cities Blackhawks,1950
mahnkjo47,John Mahnken,27,Boston Celtics,1950
mahnkjo47,John Mahnken,27,Fort Wayne Pistons,1950
mahnkjo47,John Mahnken,28,Boston Celtics,1951
mahnkjo47,John Mahnken,28,Indianapolis Olympians,1951
mahnkjo47,John Mahnken,29,Boston Celtics,1952
mahnkjo47,John Mahnken,30,Boston Celtics,1953
millsjo47,John Mills,27,Pittsburgh Ironmen,1947
murphjo47,John Murphy,22,New York Knicks,1947
murphjo47,John Murphy,22,Philadelphia Warriors,1947
norlajo47,Johnny Norlander,25,Washington Capitols,1947
norlajo47,Johnny Norlander,26,Washington Capitols,1948
norlajo47,Johnny Norlander,27,Washington Capitols,1949
norlajo47,Johnny Norlander,28,Washington Capitols,1950
norlajo47,Johnny Norlander,29,Washington Capitols,1951
simmojo47,Johnny Simmons,22,Boston Celtics,1947
corleke47,Ken Corley,26,Cleveland Rebels,1947
kelleke47,Ken Keller,24,Washington Capitols,1947
kelleke47,Ken Keller,24,Providence Steamrollers,1947
sailoke47,Kenny Sailors,26,Cleveland Rebels,1947
sailoke47,Kenny Sailors,27,Providence Steamrollers,1948
sailoke47,Kenny Sailors,27,Philadelphia Warriors,1948
sailoke47,Kenny Sailors,27,Chicago Stags,1948
sailoke47,Kenny Sailors,28,Providence Steamrollers,1949
sailoke47,Kenny Sailors,29,Denver Nuggets (O),1950
sailoke47,Kenny Sailors,30,Baltimore Bullets (O),1951
sailoke47,Kenny Sailors,30,Boston Celtics,1951
hermskl47,Kleggie Hermsen,23,Toronto Huskies,1947
hermskl47,Kleggie Hermsen,23,Cleveland Rebels,1947
hermskl47,Kleggie Hermsen,24,Baltimore Bullets (O),1948
hermskl47,Kleggie Hermsen,25,Washington Capitols,1949
hermskl47,Kleggie Hermsen,26,Chicago Stags,1950
hermskl47,Kleggie Hermsen,27,Tri-Cities Blackhawks,1951
hermskl47,Kleggie Hermsen,27,Boston Celtics,1951
hermskl47,Kleggie Hermsen,29,Indianapolis Olympians,1953
hermskl47,Kleggie Hermsen,29,Boston Celtics,1953
knorele47,Lee Knorek,25,New York Knicks,1947
knorele47,Lee Knorek,26,New York Knicks,1948
knorele47,Lee Knorek,27,New York Knicks,1949
knorele47,Lee Knorek,28,Baltimore Bullets (O),1950
gottlle47,Leo Gottlieb,26,New York Knicks,1947
gottlle47,Leo Gottlieb,27,New York Knicks,1948
mogusle47,Leo Mogus,25,Toronto Huskies,1947
mogusle47,Leo Mogus,25,Cleveland Rebels,1947
mogusle47,Leo Mogus,27,Indianapolis Jets,1949
mogusle47,Leo Mogus,27,Fort Wayne Pistons,1949
mogusle47,Leo Mogus,27,Baltimore Bullets (O),1949
mogusle47,Leo Mogus,28,Philadelphia Warriors,1950
mogusle47,Leo Mogus,29,Philadelphia Warriors,1951
brownle47,Leon Brown,27,Cleveland Rebels,1947
spicelo47,Lou Spicer,24,Providence Steamrollers,1947
passama47,Marty Passaglia,27,Washington Capitols,1947
passama47,Marty Passaglia,29,Indianapolis Jets,1949
guokama47,Matt Guokas Sr.,31,Philadelphia Warriors,1947
zasloma47,Max Zaslofsky,21,Chicago Stags,1947
zasloma47,Max Zaslofsky,22,Chicago Stags,1948
zasloma47,Max Zaslofsky,23,Chicago Stags,1949
zasloma47,Max Zaslofsky,24,Chicago Stags,1950
zasloma47,Max Zaslofsky,25,New York Knicks,1951
zasloma47,Max Zaslofsky,26,New York Knicks,1952
zasloma47,Max Zaslofsky,27,New York Knicks,1953
zasloma47,Max Zaslofsky,28,Fort Wayne Pistons,1954
zasloma47,Max Zaslofsky,28,Baltimore Bullets (O),1954
zasloma47,Max Zaslofsky,28,Milwaukee Hawks,1954
zasloma47,Max Zaslofsky,29,Fort Wayne Pistons,1955
zasloma47,Max Zaslofsky,30,Fort Wayne Pistons,1956
hirscme47,Mel Hirsch,25,Boston Celtics,1947
riebeme47,Mel Riebe,30,Cleveland Rebels,1947
riebeme47,Mel Riebe,31,Boston Celtics,1948
riebeme47,Mel Riebe,32,Boston Celtics,1949
riebeme47,Mel Riebe,32,Providence Steamrollers,1949
bytzumi47,Michael Bytzura,24,Pittsburgh Ironmen,1947
rottnmi47,Mickey Rottner,27,Chicago Stags,1947
rottnmi47,Mickey Rottner,28,Chicago Stags,1948
mccarmi47,Mike McCarron,24,Toronto Huskies,1947
mccarmi47,Mike McCarron,27,St. Louis Bombers,1950
mccarmi47,Mike McCarron,27,Baltimore Bullets (O),1950
schoomi47,Milt Schoon,24,Detroit Falcons,1947
schoomi47,Milt Schoon,27,Sheboygan Red Skins,1950
beckemo47,Moe Becker,29,Pittsburgh Ironmen,1947
beckemo47,Moe Becker,29,Detroit Falcons,1947
beckemo47,Moe Becker,29,Boston Celtics,1947
frankna47,Nat Frankel,33,Pittsburgh Ironmen,1947
militna47,Nat Militzok,23,New York Knicks,1947
militna47,Nat Militzok,23,Toronto Huskies,1947
endrene47,Ned Endress,28,Cleveland Rebels,1947
shabani47,Nick Shaback,28,Cleveland Rebels,1947
jorgeno47,Noble Jorgensen,21,Pittsburgh Ironmen,1947
jorgeno47,Noble Jorgensen,24,Sheboygan Red Skins,1950
jorgeno47,Noble Jorgensen,25,Syracuse Nationals,1951
jorgeno47,Noble Jorgensen,25,Tri-Cities Blackhawks,1951
jorgeno47,Noble Jorgensen,26,Syracuse Nationals,1952
jorgeno47,Noble Jorgensen,27,Syracuse Nationals,1953
bakerno47,Norm Baker,23,Chicago Stags,1947
schecos47,Ossie Schectman,27,New York Knicks,1947
lalicpe47,Pete Lalich,26,Cleveland Rebels,1947
rosenpe47,Petey Rosenberg,28,Philadelphia Warriors,1947
goodwpo47,Pop Goodwin,26,Providence Steamrollers,1947
goodwpo47,Pop Goodwin,27,Providence Steamrollers,1948
maravpr47,Press Maravich,31,Pittsburgh Ironmen,1947
kaplora47,Ralph Kaplowitz,27,Philadelphia Warriors,1947
kaplora47,Ralph Kaplowitz,27,New York Knicks,1947
kaplora47,Ralph Kaplowitz,28,Philadelphia Warriors,1948
siewera47,Ralph Siewert,23,Toronto Huskies,1947
siewera47,Ralph Siewert,23,St. Louis Bombers,1947
wertira47,Ray Wertis,23,Cleveland Rebels,1947
wertira47,Ray Wertis,23,Toronto Huskies,1947
wertira47,Ray Wertis,24,Providence Steamrollers,1948
dehnere47,Red Dehnert,23,Providence Steamrollers,1947
mihalre47,Red Mihalik,30,Pittsburgh Ironmen,1947
wallare47,Red Wallace,28,Toronto Huskies,1947
wallare47,Red Wallace,28,Boston Celtics,1947
jorgero47,Roger Jorgensen,26,Pittsburgh Ironmen,1947
hurlero47,Roy Hurley,24,Toronto Huskies,1947
hertzso47,Sonny Hertzberg,24,New York Knicks,1947
hertzso47,Sonny Hertzberg,25,Washington Capitols,1948
hertzso47,Sonny Hertzberg,25,New York Knicks,1948
hertzso47,Sonny Hertzberg,26,Washington Capitols,1949
hertzso47,Sonny Hertzberg,27,Boston Celtics,1950
hertzso47,Sonny Hertzberg,28,Boston Celtics,1951
miasest47,Stan Miasek,23,Detroit Falcons,1947
miasest47,Stan Miasek,24,Chicago Stags,1948
miasest47,Stan Miasek,25,Chicago Stags,1949
miasest47,Stan Miasek,26,Chicago Stags,1950
miasest47,Stan Miasek,28,Baltimore Bullets (O),1952
miasest47,Stan Miasek,29,Baltimore Bullets (O),1953
miasest47,Stan Miasek,29,Milwaukee Hawks,1953
noszkst47,Stan Noszka,26,Pittsburgh Ironmen,1947
noszkst47,Stan Noszka,27,Boston Celtics,1948
noszkst47,Stan Noszka,28,Boston Celtics,1949
stutzst47,Stan Stutz,26,New York Knicks,1947
stutzst47,Stan Stutz,27,New York Knicks,1948
stutzst47,Stan Stutz,28,Baltimore Bullets (O),1949
callato47,Tom Callahan,25,Providence Steamrollers,1947
kingto47,Tom King,22,Detroit Falcons,1947
byrneto47,Tommy Byrnes,23,New York Knicks,1947
byrneto47,Tommy Byrnes,24,New York Knicks,1948
byrneto47,Tommy Byrnes,25,Indianapolis Jets,1949
byrneto47,Tommy Byrnes,25,New York Knicks,1949
byrneto47,Tommy Byrnes,26,Baltimore Bullets (O),1950
byrneto47,Tommy Byrnes,27,Tri-Cities Blackhawks,1951
byrneto47,Tommy Byrnes,27,Baltimore Bullets (O),1951
byrneto47,Tommy Byrnes,27,Washington Capitols,1951
jarosto47,Tony Jaros,26,Chicago Stags,1947
jarosto47,Tony Jaros,28,Minneapolis Lakers,1949
jarosto47,Tony Jaros,29,Minneapolis Lakers,1950
jarosto47,Tony Jaros,30,Minneapolis Lakers,1951
kappeto47,Tony Kappen,27,Pittsburgh Ironmen,1947
kappeto47,Tony Kappen,27,Boston Celtics,1947
vaughvi47,Virgil Vaughn,28,Boston Celtics,1947
millewa47,Walt Miller,31,Pittsburgh Ironmen,1947
fenlewa47,Warren Fenley,24,Boston Celtics,1947
kautzwi47,Wilbert Kautz,31,Chicago Stags,1947
grimswo47,Woody Grimshaw,27,Providence Steamrollers,1947
graywy47,Wyndol Gray,24,Boston Celtics,1947
graywy47,Wyndol Gray,25,St. Louis Bombers,1948
graywy47,Wyndol Gray,25,Providence Steamrollers,1948
phillan48,Andy Phillip,25,Chicago Stags,1948
phillan48,Andy Phillip,26,Chicago Stags,1949
phillan48,Andy Phillip,27,Chicago Stags,1950
phillan48,Andy Phillip,28,Philadelphia Warriors,1951
phillan48,Andy Phillip,29,Philadelphia Warriors,1952
phillan48,Andy Phillip,30,Fort Wayne Pistons,1953
phillan48,Andy Phillip,30,Philadelphia Warriors,1953
phillan48,Andy Phillip,31,Fort Wayne Pistons,1954
phillan48,Andy Phillip,32,Fort Wayne Pistons,1955
phillan48,Andy Phillip,33,Fort Wayne Pistons,1956
phillan48,Andy Phillip,34,Boston Celtics,1957
phillan48,Andy Phillip,35,Boston Celtics,1958
schadbe48,Ben Schadler,23,Chicago Stags,1948
downebi48,Bill Downey,24,Providence Steamrollers,1948
hubbabo48,Bob Hubbard,25,Providence Steamrollers,1948
hubbabo48,Bob Hubbard,26,Providence Steamrollers,1949
obriebo48,Bob O'Brien,21,Philadelphia Warriors,1948
obriebo48,Bob O'Brien,22,Philadelphia Warriors,1949
obriebo48,Bob O'Brien,22,St. Louis Bombers,1949
jeannbu48,Buddy Jeannette,30,Baltimore Bullets (O),1948
jeannbu48,Buddy Jeannette,31,Baltimore Bullets (O),1949
jeannbu48,Buddy Jeannette,32,Baltimore Bullets (O),1950
ehlerbu48,Bulbs Ehlers,24,Boston Celtics,1948
ehlerbu48,Bulbs Ehlers,25,Boston Celtics,1949
braunca48,Carl Braun,20,New York Knicks,1948
braunca48,Carl Braun,21,New York Knicks,1949
braunca48,Carl Braun,22,New York Knicks,1950
braunca48,Carl Braun,25,New York Knicks,1953
braunca48,Carl Braun,26,New York Knicks,1954
braunca48,Carl Braun,27,New York Knicks,1955
braunca48,Carl Braun,28,New York Knicks,1956
braunca48,Carl Braun,29,New York Knicks,1957
braunca48,Carl Braun,30,New York Knicks,1958
braunca48,Carl Braun,31,New York Knicks,1959
braunca48,Carl Braun,32,New York Knicks,1960
braunca48,Carl Braun,33,New York Knicks,1961
braunca48,Carl Braun,34,Boston Celtics,1962
meinhca48,Carl Meinhold,21,Baltimore Bullets (O),1948
meinhca48,Carl Meinhold,22,Providence Steamrollers,1949
meinhca48,Carl Meinhold,22,Chicago Stags,1949
mcnabch48,Chet McNabb,27,Baltimore Bullets (O),1948
reisech48,Chick Reiser,33,Baltimore Bullets (O),1948
reisech48,Chick Reiser,34,Baltimore Bullets (O),1949
reisech48,Chick Reiser,35,Washington Capitols,1950
crossch48,Chink Crossin,24,Philadelphia Warriors,1948
crossch48,Chink Crossin,25,Philadelphia Warriors,1949
crossch48,Chink Crossin,26,Philadelphia Warriors,1950
holubdi48,Dick Holub,26,New York Knicks,1948
