draft_year,Rk,Pk,Tm,Player,College,Yrs,G,MP_total,PTS_total,TRB_total,AST_total,FG_pct,3P_pct,FT_pct,MP_per_game,PTS_per_game,TRB_per_game,AST_per_game,WS,WS_per48,BPM,VORP,player_id,rookie_season,rookie_age,Age,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTS_per36,TRB_per36,ORB_per36,DRB_per36,AST_per36,STL_per36,BLK_per36,TOV_per36,PF_per36,FG_per36,FGA_per36,3P_per36,3PA_per36,FT_per36,FTA_per36,TS_pct,PTS_per36_league_mean,PTS_per36_league_std,PTS_per36_z,PTS_per36_ratio,TRB_per36_league_mean,TRB_per36_league_std,TRB_per36_z,TRB_per36_ratio,AST_per36_league_mean,AST_per36_league_std,AST_per36_z,AST_per36_ratio,STL_per36_league_mean,STL_per36_league_std,STL_per36_z,STL_per36_ratio,BLK_per36_league_mean,BLK_per36_league_std,BLK_per36_z,BLK_per36_ratio,TOV_per36_league_mean,TOV_per36_league_std,TOV_per36_z,TOV_per36_ratio,PF_per36_league_mean,PF_per36_league_std,PF_per36_z,PF_per36_ratio,TS_pct_league_mean,TS_pct_league_std,TS_pct_z,TS_pct_ratio
1950,12.0,12.0,SYR,Don Lofgran,San Francisco,4.0,61.0,3422.0,1265.0,817.0,216.0,0.329,,0.692,23.1,6.1,3.9,1.0,3.0,0.044,,,lofgrdo51,1951.0,21.0,21.0,1254.0,79.0,270.0,,,79.0,127.0,,,157.0,36.0,,,,132.0,237.0,13.033492822966508,7.37799043062201,,,1.3779904306220094,,,,4.220095693779904,4.277511961722488,11.971291866028707,,,4.478468899521531,6.287081339712919,0.363630784337793,12.414397542979138,3.1267596765416115,0.1979989970550366,1.0498691360449863,7.156897262069741,2.9513162153149377,0.0749134123293785,1.0308923211353085,3.24911045357504,1.1491084993852176,-1.6283231948541803,0.4241131381377903,,,,,,,,,,,,,3.988463987415259,1.1334820598483784,0.2043541001395555,1.0580754162744128,0.4383228975937374,0.0507908058274427,0.0760358870283321,1.0088106827071417
1950,13.0,13.0,BOS,Chuck Cooper,Duquesne,6.0,66.0,7964.0,2725.0,2431.0,734.0,0.339,,0.743,23.2,6.7,5.9,1.8,11.6,0.05,,,coopech51,1951.0,24.0,24.0,1976.0,207.0,601.0,,,201.0,267.0,,,562.0,174.0,,,,219.0,615.0,9.892712550607287,9.145748987854253,,,2.4412955465587043,,,,3.9898785425101218,3.589068825910931,9.929149797570853,,,2.714574898785425,3.661943319838057,0.4279868611513194,12.414397542979138,3.1267596765416115,-0.8064850686449263,0.7968741548962263,7.156897262069741,2.9513162153149377,0.6738863546589764,1.277893010470482,3.24911045357504,1.1491084993852176,-0.7029927177882014,0.7513735163643064,,,,,,,,,,,,,3.988463987415259,1.1334820598483784,0.0012479730778021,1.0003546616189405,0.4383228975937374,0.0507908058274427,-0.1911935476774634,0.977845386565804
1950,14.0,14.0,BLB,John Pilch,Wyoming,1.0,9.0,41.0,5.0,9.0,2.0,0.1,,0.5,4.6,0.6,1.0,0.2,-0.1,-0.118,,,pilchjo52,1952.0,26.0,26.0,41.0,1.0,10.0,,,3.0,6.0,,,9.0,2.0,,,,10.0,5.0,4.390243902439025,7.902439024390244,,,1.7560975609756098,,,,8.78048780487805,0.8780487804878049,8.78048780487805,,,2.6341463414634143,5.268292682926829,0.1977848101265822,12.414397542979138,3.1267596765416115,-2.566284099395615,0.3536413174493426,7.156897262069741,2.9513162153149377,0.2526133114614238,1.10417108629905,3.24911045357504,1.1491084993852176,-1.299279305129328,0.5404856455536474,,,,,,,,,,,,,3.988463987415259,1.1334820598483784,4.227701511309143,2.2014710005112224,0.4383228975937374,0.0507908058274427,-4.735858853753214,0.4512308419486232
1950,15.0,15.0,PHW,Ed Dahler,Duquesne,1.0,14.0,112.0,35.0,22.0,5.0,0.368,,1.0,8.0,2.5,1.6,0.4,0.1,0.036,,,dahleed52,1952.0,26.0,26.0,112.0,14.0,38.0,,,7.0,7.0,,,22.0,5.0,,,,16.0,35.0,11.25,7.071428571428571,,,1.6071428571428572,,,,5.142857142857142,4.5,12.214285714285715,,,2.25,2.25,0.4259980525803311,12.414397542979138,3.1267596765416115,-0.3723975180168095,0.9062058759639404,7.156897262069741,2.9513162153149377,-0.0289595165023851,0.9880578569858564,3.24911045357504,1.1491084993852176,-1.4289056231945452,0.4946408809754363,,,,,,,,,,,,,3.988463987415259,1.1334820598483784,1.018448545710818,1.2894330145851445,0.4383228975937374,0.0507908058274427,-0.2426589775968286,0.971881813427804
1950,16.0,16.0,TRI,Ed Gayda,Washington State,1.0,15.0,,56.0,39.0,13.0,0.413,,0.75,,3.7,2.6,0.9,0.6,,,,gaydaed51,1951.0,23.0,23.0,,19.0,46.0,,,18.0,24.0,,,39.0,13.0,,,,34.0,56.0,,,,,,,,,,,,,,,,0.495049504950495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,17.0,17.0,WSC,Bill Sharman,USC,11.0,31.0,21793.0,12665.0,2793.0,2101.0,0.426,,0.883,32.0,17.8,3.9,3.0,82.8,0.178,,,sharmbi51,1951.0,24.0,24.0,1389.0,141.0,381.0,,,96.0,108.0,,,110.0,39.0,,,,86.0,378.0,17.390928725701944,5.727861771058316,,,3.9136069114470846,,,,4.691144708423327,6.323974082073434,16.276457883369332,,,4.742980561555076,5.520518358531317,0.4410529263511621,12.414397542979138,3.1267596765416115,1.5915937576076058,1.400867715528994,7.156897262069741,2.9513162153149377,-0.4842027714942539,0.8003275108355887,3.24911045357504,1.1491084993852176,0.578271293117713,1.2045164260700618,,,,,,,,,,,,,3.988463987415259,1.1334820598483784,0.6199310477856724,1.1761782789628352,0.4383228975937374,0.0507908058274427,0.5225123169480441,1.060546281698368
1950,18.0,18.0,CHS,Wally Osterkorn,Illinois,4.0,66.0,5187.0,1436.0,1218.0,346.0,0.334,,0.592,25.4,7.0,6.0,1.7,8.9,0.082,,,osterwa52,1952.0,23.0,23.0,1721.0,145.0,413.0,,,199.0,335.0,,,444.0,117.0,,,,226.0,489.0,10.228936664729808,9.287623474724,,,2.447414294015107,,,,4.727484020918071,3.033120278907612,8.639163277164439,,,4.162696106914584,7.007553747821034,0.4362955032119914,12.414397542979138,3.1267596765416115,-0.6989539025482714,0.8239575564836572,7.156897262069741,2.9513162153149377,0.721957952725471,1.2977164733028543,3.24911045357504,1.1491084993852176,-0.6976679399628903,0.7532567233355161,,,,,,,,,,,,,3.988463987415259,1.1334820598483784,0.6519909398492536,1.1852893835407894,0.4383228975937374,0.0507908058274427,-0.0399165626281618,0.9953746555498796
1950,19.0,19.0,NYK,Herb Scherer,Long Island University,2.0,20.0,167.0,115.0,76.0,23.0,0.289,,0.592,13.9,3.6,2.4,0.7,-0.4,-0.092,,,scherhe51,1951.0,22.0,22.0,167.0,24.0,84.0,,,20.0,35.0,,,50.0,17.0,,,,56.0,68.0,10.131736526946108,5.604790419161677,,,1.2934131736526946,,,,5.389221556886227,4.095808383233533,14.011976047904191,,,1.9401197604790417,3.0179640718562872,0.3420523138832997,12.414397542979138,3.1267596765416115,-0.7300404419177471,0.8161279266166266,7.156897262069741,2.9513162153149377,-0.5259032681262306,0.7831313226844895,3.24911045357504,1.1491084993852176,-1.7019256936735383,0.3980822419347223,,,,,,,,,,,,,3.988463987415259,1.1334820598483784,1.235800388105253,1.3512022607928158,0.4383228975937374,0.0507908058274427,-2.127967591925021,0.7534210752806018
1950,20.0,20.0,FTW,Jim Riffey,Tulane,1.0,35.0,,150.0,61.0,16.0,0.351,,0.769,,4.3,1.7,0.5,0.2,,,,riffeji51,1951.0,27.0,27.0,,65.0,185.0,,,20.0,26.0,,,61.0,16.0,,,,54.0,150.0,,,,,,,,,,,,,,,,0.3817959682345754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,24.0,24.0,SYR,Gerry Calabrese,St. John's,2.0,46.0,937.0,492.0,149.0,148.0,0.348,,0.702,16.2,4.7,1.4,1.4,1.9,0.046,,,calabge51,1951.0,25.0,25.0,937.0,70.0,197.0,,,61.0,88.0,,,65.0,65.0,,,,80.0,201.0,11.180362860192105,3.2273212379935963,,,3.1889007470651016,,,,4.110992529348986,4.187833511205977,12.179295624332978,,,2.8046958377801494,3.957310565635005,0.4263533005260478,12.414397542979138,3.1267596765416115,-0.3946688618397284,0.900596490605786,7.156897262069741,2.9513162153149377,-1.3314656029349996,0.4509386008791567,3.24911045357504,1.1491084993852176,-0.0523968855353094,0.9814688643644944,,,,,,,,,,,,,3.988463987415259,1.1334820598483784,0.1080992335689171,1.0307207341774527,0.4383228975937374,0.0507908058274427,-0.7234416159975947,0.9161709715660764
1950,25.0,25.0,BOS,Bob Donham,Ohio State,4.0,68.0,4866.0,1818.0,1071.0,706.0,0.48,,0.507,23.7,6.7,3.9,2.6,18.0,0.132,,,donhabo51,1951.0,24.0,24.0,1980.0,151.0,298.0,,,114.0,229.0,,,235.0,139.0,,,,179.0,416.0,10.01818181818182,6.0,,,4.1454545454545455,,,,4.054545454545455,3.654545454545455,7.50909090909091,,,2.709090909090909,5.327272727272728,0.5216170127394925,12.414397542979138,3.1267596765416115,-0.7663574987149895,0.8069809093432424,7.156897262069741,2.9513162153149377,-0.3919936657638996,0.8383521210789084,3.24911045357504,1.1491084993852176,0.7800343417171283,1.2758736905645192,,,,,,,,,,,,,3.988463987415259,1.1334820598483784,0.0582995262748445,1.01656814937748,0.4383228975937374,0.0507908058274427,1.379279607361,1.159824465260208
1950,26.0,26.0,BLB,Dick Dickey,NC State,1.0,45.0,440.0,127.0,81.0,50.0,0.294,,0.681,9.8,2.8,1.8,1.1,0.3,0.028,,,dickedi52,1952.0,25.0,25.0,440.0,40.0,136.0,,,47.0,69.0,,,81.0,50.0,,,,79.0,127.0,10.39090909090909,6.627272727272727,,,4.090909090909091,,,,6.463636363636363,3.272727272727273,11.127272727272729,,,3.845454545454545,5.6454545454545455,0.3817023322914162,12.414397542979138,3.1267596765416115,-0.6471518956993043,0.8370046999812395,7.156897262069741,2.9513162153149377,-0.179453672923522,0.9259980246462488,3.24911045357504,1.1491084993852176,0.7325667139216356,1.259085878846565,,,,,,,,,,,,,3.988463987415259,1.1334820598483784,2.183689062138485,1.620582856967238,0.4383228975937374,0.0507908058274427,-1.1147798185105493,0.8708245322953665
1950,29.0,29.0,WSC,Alan Sawyer,UCLA,1.0,33.0,,217.0,121.0,25.0,0.37,,0.86,,6.6,3.7,0.8,0.9,,,,sawyeal51,1951.0,23.0,23.0,,87.0,235.0,,,43.0,50.0,,,121.0,25.0,,,,75.0,217.0,,,,,,,,,,,,,,,,0.4221789883268482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,32.0,32.0,FTW,Art Burris,Tennessee,2.0,33.0,514.0,187.0,205.0,54.0,0.26,,0.627,12.5,2.5,2.8,0.7,-1.0,-0.073,,,burriar51,1951.0,26.0,26.0,514.0,28.0,113.0,,,21.0,36.0,,,106.0,27.0,,,,51.0,77.0,7.704280155642023,6.933852140077821,,,1.8910505836575875,,,,4.832684824902723,2.9416342412451364,10.926070038910504,,,1.821011673151751,2.731517509727626,0.2988202421608196,12.414397542979138,3.1267596765416115,-1.5063893214034263,0.6205923508546829,7.156897262069741,2.9513162153149377,-0.0755747963686494,0.968834941480295,3.24911045357504,1.1491084993852176,-1.18183780786934,0.5820210210388013,,,,,,,,,,,,,3.988463987415259,1.1334820598483784,0.7448029989997306,1.2116656537833166,0.4383228975937374,0.0507908058274427,-2.3763667065743954,0.724637748493146
1950,33.0,33.0,INO,Chuck Mrazovich,Eastern Kentucky University,1.0,25.0,,85.0,40.0,13.0,0.35,,0.604,,3.4,1.6,0.5,0.4,,,,mrazoch51,1951.0,26.0,26.0,,28.0,80.0,,,29.0,48.0,,,40.0,13.0,,,,52.0,85.0,,,,,,,,,,,,,,,,0.4202927215189873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,41.0,41.0,WSC,Tommy O'Keefe,Georgetown,1.0,6.0,,23.0,7.0,10.0,0.357,,0.75,,3.8,1.2,1.7,0.1,,,,okeefto51,1951.0,22.0,22.0,,10.0,28.0,,,3.0,4.0,,,7.0,10.0,,,,5.0,23.0,,,,,,,,,,,,,,,,0.3864247311827957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,42.0,42.0,CHS,Ken Murray,St. Bonaventure,3.0,66.0,2118.0,1471.0,599.0,482.0,0.335,,0.747,18.4,8.1,3.3,2.7,3.6,0.0,,,murrake51,1951.0,22.0,22.0,528.0,301.0,887.0,,,248.0,332.0,,,355.0,202.0,,,,164.0,850.0,10.15909090909091,4.431818181818182,,,3.8181818181818175,,,,4.090909090909091,3.6136363636363633,13.295454545454543,,,2.9318181818181817,4.090909090909091,0.4113911797731057,11.904375108270935,3.126984680947815,-0.55813647243421,0.8533913638215721,7.037437684060594,3.225746795254231,-0.8077569839256572,0.6297488348431141,3.0447519873732025,1.1819112519702963,0.6543890918368662,1.254020634198149,,,,,,,,,,,,,3.795661463245626,1.0932284872182614,0.2700694604242592,1.0777855534595022,0.4390537933778117,0.0491132426888932,-2.0882099439144155,0.7664095759842903
1950,47.0,47.0,MNL,Bud Grant,Minnesota,2.0,35.0,,249.0,115.0,90.0,0.318,,0.59,,2.6,1.9,0.9,1.1,,,,grantbu50,1950.0,22.0,22.0,,42.0,115.0,,,7.0,17.0,,,115.0,19.0,,,,36.0,91.0,,,,,,,,,,,,,,,,0.3714892227302416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,50.0,50.0,BLB,Norm Mager,City College of New York,1.0,24.0,,124.0,47.0,23.0,0.282,,0.786,,5.2,2.0,1.0,0.0,,,,magerno51,1951.0,24.0,24.0,,40.0,142.0,,,44.0,56.0,,,47.0,23.0,,,,68.0,124.0,,,,,,,,,,,,,,,,0.372059529524724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,51.0,51.0,PHW,Ike Borsavage,Temple,1.0,24.0,,64.0,24.0,4.0,0.351,,0.667,,2.7,1.0,0.2,0.1,,,,borsaik51,1951.0,26.0,26.0,,26.0,74.0,,,12.0,18.0,,,24.0,4.0,,,,34.0,64.0,,,,,,,,,,,,,,,,0.390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,52.0,52.0,TRI,Cal Christensen,Toledo,5.0,67.0,4009.0,1507.0,1587.0,460.0,0.33,,0.606,17.9,5.2,5.5,1.6,8.2,0.06,,,chrisca51,1951.0,23.0,23.0,374.0,134.0,445.0,,,175.0,245.0,,,523.0,161.0,,,,266.0,443.0,8.470588235294118,7.893048128342246,,,3.272727272727273,,,,4.524064171122995,2.79144385026738,9.240641711229948,,,2.8877005347593583,5.4866310160427805,0.4006874095513748,12.414397542979138,3.1267596765416115,-1.2613087399307632,0.6823197183728493,7.156897262069741,2.9513162153149377,0.2494313765676747,1.1028589400289384,3.24911045357504,1.1491084993852176,0.0205522969892468,1.007268703077252,,,,,,,,,,,,,3.988463987415259,1.1334820598483784,0.4725263880924423,1.1342873310120656,0.4383228975937374,0.0507908058274427,-1.4752039197288196,0.8290602743909689
1950,53.0,53.0,WSC,Claude Overton,East Central University,1.0,15.0,182.0,58.0,25.0,15.0,0.253,,0.667,12.1,3.9,1.7,1.0,-0.4,-0.115,,,overtcl53,1953.0,25.0,25.0,182.0,19.0,75.0,,,20.0,30.0,,,25.0,15.0,,,,25.0,58.0,11.47252747252747,4.945054945054945,,,2.967032967032967,,,,4.945054945054945,3.758241758241758,14.835164835164834,,,3.956043956043956,5.934065934065934,0.3287981859410431,12.165622833439173,2.9127271610191947,-0.2379540968297148,0.9430283701540856,6.853807029707008,2.954507118528809,-0.64604754975257,0.7215048401014494,3.0888064179721866,1.0566089334301805,-0.1152493103989699,0.9605758877504652,,,,,,,,,,,,,4.236071380714622,1.2264948024324622,0.5780567214261502,1.1673681816524817,0.4445714767017495,0.0455482213657593,-2.541774130564372,0.7395845284100953
1950,59.0,59.0,MNL,Ed Beach,West Virginia,1.0,12.0,,22.0,25.0,3.0,0.211,,0.667,,1.8,2.1,0.3,-0.3,,,,beached51,1951.0,22.0,22.0,,8.0,38.0,,,6.0,9.0,,,25.0,3.0,,,,14.0,22.0,,,,,,,,,,,,,,,,0.2621544327931363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,61.0,61.0,BOS,Mo Mahoney,Brown University,2.0,6.0,45.0,12.0,9.0,2.0,0.333,,0.8,5.6,1.5,1.1,0.3,0.0,0.034,,,mahonmo53,1953.0,25.0,25.0,34.0,4.0,10.0,,,4.0,5.0,,,7.0,1.0,,,,7.0,12.0,12.705882352941178,7.411764705882352,,,1.0588235294117647,,,,7.411764705882352,4.235294117647059,10.588235294117649,,,4.235294117647059,5.294117647058823,0.4918032786885246,12.165622833439173,2.9127271610191947,0.185482363996277,1.0444087020367765,6.853807029707008,2.954507118528809,0.1888496638495757,1.0814084309285252,3.0888064179721866,1.0566089334301805,-1.9212244230893225,0.3427937481776169,,,,,,,,,,,,,4.236071380714622,1.2264948024324622,2.5892431984787003,1.749678898147366,0.4445714767017495,0.0455482213657593,1.0369625985501458,1.1062411883398031
1950,69.0,69.0,INO,Ralph O'Brien,Butler,2.0,64.0,2335.0,848.0,192.0,180.0,0.36,,0.83,19.6,7.1,1.6,1.5,3.1,0.064,,,obriera52,1952.0,23.0,23.0,1577.0,228.0,613.0,,,122.0,149.0,,,122.0,124.0,,,,115.0,578.0,13.194673430564364,2.785034876347495,,,2.830691185795815,,,,2.6252377932783766,5.204819277108434,13.993658845909955,,,2.785034876347495,3.40139505389981,0.4259019099269041,12.414397542979138,3.1267596765416115,0.2495477645561355,1.0628524972624631,7.156897262069741,2.9513162153149377,-1.481326319096485,0.3891399826441096,3.24911045357504,1.1491084993852176,-0.3641251178657914,0.871220362078232,,,,,,,,,,,,,3.988463987415259,1.1334820598483784,-1.2026888139008007,0.6582077214591256,0.4383228975937374,0.0507908058274427,-0.2445518921088298,0.9716624713538332
