--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1,ATL,David Thompson,NC State,8,509,16305,11264,1921,1631,.504,,.778,32.0,22.1,3.8,3.2,50.8,.150,2.1,16.8
2,2,LAL,Dave Meyers,UCLA,4,281,7471,3149,1771,652,.461,,.676,26.6,11.2,6.3,2.3,13.4,.086,-0.7,2.4
3,3,ATL,Marvin Webster,Morgan State University,9,579,12966,4137,4044,722,.489,,.617,22.4,7.1,7.0,1.2,28.1,.104,-0.1,6.2
4,4,PHO,Alvan Adams,Oklahoma,13,988,27203,13910,6937,4012,.498,,.788,27.5,14.1,7.0,4.1,73.5,.130,2.8,33.0
5,5,PHI,Darryl Dawkins,,14,726,17235,8733,4432,917,.572,,.685,23.7,12.0,6.1,1.3,46.4,.129,-0.2,7.8
6,6,POR,Lionel Hollins,Arizona State,10,673,18453,7809,1601,3006,.444,,.741,27.4,11.6,2.4,4.5,22.9,.059,-1.4,3.1
7,7,NOJ,Rich Kelley,Stanford,11,814,17711,6199,5678,2092,.488,,.783,21.8,7.6,7.0,2.6,42.5,.115,0.8,12.6
8,8,LAL,Junior Bridgeman,Louisville,12,849,21257,11517,2995,2066,.475,,.846,25.0,13.6,3.5,2.4,45.0,.102,-0.4,8.3
9,9,NYK,Gene Short,Jackson State University,1,34,222,84,48,10,.352,,.625,6.5,2.5,1.4,0.3,-0.1,-.025,-5.0,-0.2
10,10,KCK,Bill Robinzine,DePaul,7,529,11432,5541,3209,560,.482,,.749,21.6,10.5,6.1,1.1,23.3,.098,-1.8,0.5
11,11,HOU,Joe Meriweather,Southern Illinois,10,670,14807,5439,3764,603,.511,,.687,22.1,8.1,5.6,0.9,27.6,.090,-1.7,1.2
12,12,SEA,Frank Oleynick,Seattle University,2,102,1166,508,90,113,.386,,.708,11.4,5.0,0.9,1.1,-0.1,-.005,-4.8,-0.8
13,13,KCK,Bob Bigelow,Penn,4,94,762,234,111,42,.414,,.732,8.1,2.5,1.2,0.4,0.5,.029,-3.3,-0.2
14,14,GSW,Joe Bryant,La Salle,8,606,12845,5252,2441,1049,.450,,.743,21.2,8.7,4.0,1.7,12.9,.048,-2.2,-0.7
15,15,CLE,John Lambert,USC,7,446,5564,1688,1493,248,.428,,.693,12.5,3.8,3.3,0.6,6.9,.060,-3.1,-1.5
16,16,PHO,Ricky Sobers,UNLV,11,821,22992,10902,2132,3525,.459,,.843,28.0,13.3,2.6,4.3,32.0,.067,-1.3,4.1
17,17,BOS,Tom Boswell,South Carolina,6,366,7046,2821,1709,591,.533,,.724,19.3,7.7,4.7,1.6,15.2,.104,-1.1,1.6
18,18,WSB,Kevin Grevey,Kentucky,10,672,15246,7364,1594,1247,.437,,.817,22.7,11.0,2.4,1.9,26.5,.083,-1.2,2.9
19,19,ATL,Bill Willoughby,,8,488,8647,2930,1891,413,.470,,.750,17.7,6.0,3.9,0.8,13.3,.074,-1.5,1.2
20,20,GSW,Gus Williams,USC,11,825,25645,14093,2222,4597,.461,,.756,31.1,17.1,2.7,5.6,67.9,.127,2.9,31.8
21,21,SEA,Bruce Seals,Xavier University of Louisiana,3,235,5734,2422,1087,293,.435,,.675,24.4,10.3,4.6,1.2,7.0,.058,-2.8,-1.2
22,22,MIL,Clyde Mayes,Furman University,2,74,1000,297,279,40,.446,,.567,13.5,4.0,3.8,0.5,0.9,.044,-3.7,-0.5
23,23,PHI,World B. Free,Guilford College,13,886,26893,17955,2430,3319,.456,,.753,30.4,20.3,2.7,3.7,67.7,.121,1.2,22.0
24,24,MIL,Cornelius Cash,Bowling Green,1,6,49,21,16,1,.391,,.500,8.2,3.5,2.7,0.2,0.0,-.010,-4.6,-0.1
25,25,POR,Bob Gross,Cal State Long Beach,8,513,12575,4567,2253,1481,.512,,.798,24.5,8.9,4.4,2.9,30.7,.117,1.8,12.2
26,26,NYK,Ticky Burden,Utah,2,63,623,349,66,63,.421,,.600,9.9,5.5,1.0,1.0,0.0,-.002,-3.1,-0.2
27,27,DET,Walter Luckett,Ohio University,,,,,,,,,,,,,,,,,
28,28,CLE,Dan Roundfield,Central Michigan University,11,746,23443,11318,7243,1620,.485,,.738,31.4,15.2,9.7,2.2,65.2,.134,1.4,20.0
29,29,HOU,Jim Blanks,Gardner-Webb University,,,,,,,,,,,,,,,,,
30,30,CHI,Steve Green,Indiana,3,153,1632,705,300,97,.438,,.704,10.7,4.6,2.0,0.6,2.2,.065,-2.8,-0.3
31,31,KCK,Glenn Hansen,LSU,3,112,1447,588,247,93,.412,,.725,12.9,5.3,2.2,0.8,1.0,.034,-2.9,-0.4
32,32,CHI,John Laskowski,Indiana,2,118,2132,832,282,99,.398,,.760,18.1,7.1,2.4,0.8,2.0,.046,-1.9,0.0
33,33,CLE,Mel Utley,St. John's,,,,,,,,,,,,,,,,,
34,34,NYK,Larry Fogle,Canisius,1,2,14,2,3,0,.200,,,7.0,1.0,1.5,0.0,0.0,-.163,-5.1,0.0
35,35,PHO,Allen Murphy,Louisville,1,2,18,5,4,0,.200,,.429,9.0,2.5,2.0,0.0,-0.1,-.229,-5.7,-0.1
36,36,PHO,Jimmy Conner,Kentucky,,,,,,,,,,,,,,,,,
37,37,NOJ,Rudy Hackett,Syracuse,1,6,46,14,13,3,.300,,.571,7.7,2.3,2.2,0.5,0.0,-.024,-4.4,-0.1
38,38,NOJ,Jim McElroy,Central Michigan University,7,418,10178,4120,820,1462,.468,,.764,24.3,9.9,2.0,3.5,14.0,.066,-1.1,2.2
39,39,PHI,Jimmie Baker,Hawaii,,,,,,,,,,,,,,,,,
40,40,GSW,Otis Johnson,Stetson University,,,,,,,,,,,,,,,,,
41,41,PHI,Charles Cleveland,Alabama,,,,,,,,,,,,,,,,,
42,42,POR,Tom Roy,Maryland,,,,,,,,,,,,,,,,,
43,43,MIL,Brian Hammel,Bentley College,,,,,,,,,,,,,,,,,
44,44,DET,Pete Trgovich,UCLA,,,,,,,,,,,,,,,,,
45,45,CLE,Ted Hathaway,Cleveland State University,,,,,,,,,,,,,,,,,
46,46,NYK,John Ramsay,Seton Hall,,,,,,,,,,,,,,,,,
47,47,HOU,Rudy White,Arizona State,5,124,1185,384,120,112,.408,,.742,9.6,3.1,1.0,0.9,0.2,.008,-3.3,-0.4
48,48,WSB,Tom Kropp,University of Nebraska at Kearney,2,78,552,193,62,47,.440,,.702,7.1,2.5,0.8,0.6,0.5,.042,-3.5,-0.3
49,49,KCK,Bob Guyette,Kentucky,,,,,,,,,,,,,,,,,
50,50,POR,Gus Gerard,Virginia,5,280,3524,1607,719,224,.436,,.649,12.6,5.7,2.6,0.8,5.3,.072,-1.4,0.6
51,51,GSW,Bubbles Hawkins,Illinois State,4,103,2005,1313,240,150,.453,,.704,19.5,12.7,2.3,1.5,3.0,.072,0.4,1.4
52,52,BUF,George Bucci,Manhattan University,,,,,,,,,,,,,,,,,
53,53,BOS,Jerome Anderson,West Virginia,2,49,290,127,25,16,.490,,.694,5.9,2.6,0.5,0.3,0.4,.068,-3.4,-0.1
54,54,PHO,Bayard Forrest,Grand Canyon University,2,139,2130,569,565,296,.449,,.509,15.3,4.1,4.1,2.1,2.7,.060,-0.7,0.7
55,55,NOJ,Mack Coleman,Houston Baptist University,,,,,,,,,,,,,,,,,
56,56,LAL,C.J. Kupec,Michigan,3,147,1589,606,313,108,.427,,.772,10.8,4.1,2.1,0.7,1.8,.053,-3.1,-0.5
57,57,ATL,Monte Towe,NC State,1,51,409,130,34,87,.406,,.720,8.0,2.5,0.7,1.7,0.1,.013,-4.5,-0.3
58,58,PHO,Sam McCants,Oral Roberts,,,,,,,,,,,,,,,,,
59,59,PHI,Louis Dunbar,Houston,,,,,,,,,,,,,,,,,
60,60,MIL,Bill Campion,Manhattan University,,,,,,,,,,,,,,,,,
61,61,POR,Phil Hicks,Tulane,2,57,390,132,94,32,.447,,.778,6.8,2.3,1.6,0.6,0.5,.058,-2.7,-0.1
62,62,CLE,Eric Fernsten,San Francisco,6,218,1643,517,372,82,.445,,.675,7.5,2.4,1.7,0.4,3.3,.098,-0.7,0.6
63,63,NYK,David Vaughn,Oral Roberts,,,,,,,,,,,,,,,,,
64,64,DET,Lindsay Hairston,Michigan State,1,47,651,273,179,21,.456,,.580,13.9,5.8,3.8,0.4,1.0,.075,-1.7,0.1
65,65,HOU,Ken Smith,Tulsa,,,,,,,,,,,,,,,,,
66,66,SEA,Jim Moore,Utah State University,,,,,,,,,,,,,,,,,
67,67,KCK,Kevin Cluess,St. John's,,,,,,,,,,,,,,,,,
68,68,CHI,Ron Haigler,Penn,,,,,,,,,,,,,,,,,
69,69,GSW,Billy Taylor,La Salle,,,,,,,,,,,,,,,,,
70,70,BUF,Bob Fleischer,Duke,,,,,,,,,,,,,,,,,
71,71,WSB,Fessor Leonard,Furman University,,,,,,,,,,,,,,,,,
72,72,BOS,Cyrus Mann,Illinois State,,,,,,,,,,,,,,,,,
