--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
65,65,ATL,Dave Hoppen,Nebraska,6,169,2401,837,647,100,.518,.200,.751,14.2,5.0,3.8,0.6,3.6,.072,-4.2,-1.4
66,66,HOU,Anthony Bowie,Oklahoma,8,461,8349,2945,1021,840,.475,.318,.824,18.1,6.4,2.2,1.8,12.3,.070,-1.3,1.4
67,67,PHI,Ron Rowan,St. John's,1,7,16,12,1,1,.444,1.000,.750,2.3,1.7,0.1,0.1,0.0,.084,8.5,0.0
68,68,MIL,Baskerville Holmes,Memphis,,,,,,,,,,,,,,,,,
69,69,LAL,Andre Turner,Memphis,6,170,2523,767,263,535,.422,.237,.764,14.8,4.5,1.5,3.1,1.8,.034,-2.3,-0.2
70,70,ATL,Jim Les,Bradley,7,321,4222,1210,396,930,.397,.396,.818,13.2,3.8,1.2,2.9,8.1,.092,-0.7,1.4
71,71,NYK,Calvin Thompson,Kansas,,,,,,,,,,,,,,,,,
72,72,IND,Derrick Taylor,LSU,,,,,,,,,,,,,,,,,
73,73,CLE,Warren Martin,UNC,,,,,,,,,,,,,,,,,
74,74,CHI,Scott Meents,Illinois,2,39,201,72,40,15,.361,1.000,.704,5.2,1.8,1.0,0.4,0.1,.017,-1.6,0.0
75,75,GSW,Dan Bingenheimer,Missouri,,,,,,,,,,,,,,,,,
76,76,SEA,Michael Graham,Georgetown,,,,,,,,,,,,,,,,,
77,77,PHO,Grant Gondrezick,Pepperdine,2,91,1080,454,146,115,.438,.250,.687,11.9,5.0,1.6,1.3,0.8,.036,-3.0,-0.3
78,78,LAC,John Brownlee,Texas,,,,,,,,,,,,,,,,,
79,79,SAS,Carlos Briggs,Baylor,,,,,,,,,,,,,,,,,
80,80,SAC,Alvin Franklin,Houston,,,,,,,,,,,,,,,,,
81,81,NJN,Steve Hale,UNC,,,,,,,,,,,,,,,,,
82,82,WSB,Barry Mungar,St. Bonaventure,,,,,,,,,,,,,,,,,
83,83,POR,David Shaffer,Florida State,,,,,,,,,,,,,,,,,
84,84,UTA,Marty Embry,DePaul,,,,,,,,,,,,,,,,,
85,85,DAL,Myron Jackson,Little Rock,1,8,22,11,3,6,.222,,.875,2.8,1.4,0.4,0.8,0.0,-.104,-5.6,0.0
86,86,DET,Chauncey Robinson,Mississippi State,,,,,,,,,,,,,,,,,
87,87,DEN,Anthony Watson,San Diego State,,,,,,,,,,,,,,,,,
88,88,ATL,Efrem Winters,Illinois,,,,,,,,,,,,,,,,,
89,89,HOU,Conner Henry,UC Santa Barbara,2,93,756,305,83,102,.378,.379,.757,8.1,3.3,0.9,1.1,0.1,.007,-3.8,-0.3
90,90,PHI,Wes Stallings,East Tennessee State University,,,,,,,,,,,,,,,,,
91,91,SAC,Bob Beecher,Virginia Tech,,,,,,,,,,,,,,,,,
92,92,LAL,Dale Blaney,West Virginia,,,,,,,,,,,,,,,,,
93,93,BOS,Tony Benford,Texas Tech,,,,,,,,,,,,,,,,,
94,94,NYK,Jerome Mincey,UAB,,,,,,,,,,,,,,,,,
95,95,IND,Richard Rellford,Michigan,1,4,42,16,7,1,.625,,.750,10.5,4.0,1.8,0.3,0.0,.048,-1.8,0.0
96,96,CLE,Ben Davis,Gardner-Webb University,,,,,,,,,,,,,,,,,
97,97,GSW,Clinton Smith,Cleveland State University,2,46,386,134,60,49,.430,.000,.714,8.4,2.9,1.3,1.1,0.3,.035,-2.4,0.0
98,98,CHI,Jimmy Gilbert,Texas A&M,,,,,,,,,,,,,,,,,
99,99,SEA,Dominic Pressley,Boston College,1,13,124,23,15,26,.290,.000,.556,9.5,1.8,1.2,2.0,-0.2,-.069,-6.7,-0.1
100,100,LAC,Steffond Johnson,San Diego State,1,29,234,74,43,5,.422,.000,.526,8.1,2.6,1.5,0.2,-0.2,-.037,-9.8,-0.5
101,101,PHO,Greg Spurling,Carson-Newman College,,,,,,,,,,,,,,,,,
102,102,SAS,Earl Kelley,UConn,,,,,,,,,,,,,,,,,
103,103,SAC,Keith Morrison,Washington State,,,,,,,,,,,,,,,,,
104,104,WSB,Paul Fortier,Washington,,,,,,,,,,,,,,,,,
105,105,NJN,Archie Johnson,UAB,,,,,,,,,,,,,,,,,
106,106,POR,Jerry Adams,Oregon,,,,,,,,,,,,,,,,,
107,107,UTA,Kerry Boagni,Cal State Fullerton,,,,,,,,,,,,,,,,,
108,108,DAL,Jay Bilas,Duke,,,,,,,,,,,,,,,,,
109,109,DET,Clarence Hanley,Old Dominion,,,,,,,,,,,,,,,,,
110,110,DEN,Jon Collins,Eastern Illinois University,,,,,,,,,,,,,,,,,
111,111,ATL,Nicky Jones,VCU,,,,,,,,,,,,,,,,,
112,112,HOU,Andre Banks,Iowa,,,,,,,,,,,,,,,,,
113,113,PHI,Kevin Holmes,DePaul,,,,,,,,,,,,,,,,,
114,114,MIL,Bobby Deaton,Southwstern University,,,,,,,,,,,,,,,,,
115,115,LAL,Roger Harden,Kentucky,,,,,,,,,,,,,,,,,
116,116,BOS,Dave Colbert,Dayton,,,,,,,,,,,,,,,,,
117,117,NYK,Butch Wade,Michigan,,,,,,,,,,,,,,,,,
118,118,IND,Jeff Hall,Louisville,,,,,,,,,,,,,,,,,
119,119,CLE,Gilbert Wilburn,New Mexico State,,,,,,,,,,,,,,,,,
120,120,CHI,Pete Myers,Little Rock,9,377,6039,1804,671,807,.421,.219,.668,16.0,4.8,1.8,2.1,5.8,.046,-2.5,-0.8
121,121,GSW,Bobby Lee Hurt,Alabama,,,,,,,,,,,,,,,,,
122,122,SEA,Curtis Kitchen,South Florida,1,6,31,9,9,1,.500,.000,.750,5.2,1.5,1.5,0.2,0.1,.217,4.8,0.1
123,123,PHO,Jim McCaffrey,Holy Cross,,,,,,,,,,,,,,,,,
124,124,LAC,Tim Kempton,Notre Dame,8,280,3758,1259,795,307,.481,.000,.677,13.4,4.5,2.8,1.1,3.3,.042,-3.8,-1.7
125,125,SAS,Kevin Lewis,SMU,,,,,,,,,,,,,,,,,
126,126,SAC,John Flowers,UNLV,,,,,,,,,,,,,,,,,
127,127,NJN,Troy Webster,George Washington,,,,,,,,,,,,,,,,,
128,128,WSB,Lorenzo Duncan,Sam Houston State University,,,,,,,,,,,,,,,,,
129,129,POR,Tony Hampton,Montana State,,,,,,,,,,,,,,,,,
130,130,UTA,Chuck Everson,Villanova,,,,,,,,,,,,,,,,,
131,131,DAL,Greg Anderson,Lamar,,,,,,,,,,,,,,,,,
132,132,DET,Greg Grant,Utah State University,,,,,,,,,,,,,,,,,
133,133,DEN,Anthony Frederick,Pepperdine,3,147,1640,718,280,135,.439,.273,.699,11.2,4.9,1.9,0.9,0.7,.019,-2.5,-0.2
134,134,ATL,Alexander Volkov,,2,149,2453,1019,384,333,.455,.333,.613,16.5,6.8,2.6,2.2,4.5,.087,0.5,1.5
135,135,HOU,Robert Worthy,Chancellor University,,,,,,,,,,,,,,,,,
136,136,PHI,Andre McCloud,Seton Hall,,,,,,,,,,,,,,,,,
137,137,MIL,John Kimbrell,Lipscomb,,,,,,,,,,,,,,,,,
138,138,LAL,Walter Downing,Marquette,,,,,,,,,,,,,,,,,
139,139,BOS,Greg Wendt,Detroit Mercy,,,,,,,,,,,,,,,,,
140,140,NYK,Duane Kendall,South Carolina,,,,,,,,,,,,,,,,,
141,141,IND,Steve Woodside,Oregon State,,,,,,,,,,,,,,,,,
142,142,CLE,Ralph Dalton,Georgetown,,,,,,,,,,,,,,,,,
143,143,GSW,Steve Kenilvort,Santa Clara,,,,,,,,,,,,,,,,,
144,144,CHI,Robert Henderson,Michigan,,,,,,,,,,,,,,,,,
145,145,SEA,Glen McCants,Clemson,,,,,,,,,,,,,,,,,
146,146,LAC,Johnny Brown,New Mexico,,,,,,,,,,,,,,,,,
147,147,PHO,Damon Goodwin,Dayton,,,,,,,,,,,,,,,,,
148,148,SAS,Michael Anderson,University of Texas Rio Grande Valley,,,,,,,,,,,,,,,,,
149,149,SAC,Ron Rankin,SE Missouri State,,,,,,,,,,,,,,,,,
150,150,WSB,Joe Price,Notre Dame,,,,,,,,,,,,,,,,,
151,151,NJN,Jim Dolan,Notre Dame,,,,,,,,,,,,,,,,,
152,152,POR,Randy Schiff,Linfield College,,,,,,,,,,,,,,,,,
153,153,UTA,Mark Mitchell,University of Hartford,,,,,,,,,,,,,,,,,
154,154,DAL,Kim Cooksey,Middle Tennessee,,,,,,,,,,,,,,,,,
155,155,DET,Larry Polec,Michigan State,,,,,,,,,,,,,,,,,
156,156,DEN,Mike Marshall,McNeese State University,,,,,,,,,,,,,,,,,
157,157,ATL,Valeri Tikhonenko,,,,,,,,,,,,,,,,,,
158,158,HOU,Rick Olson,Wisconsin,,,,,,,,,,,,,,,,,
159,159,PHI,Dan Palombizio,Ball State University,,,,,,,,,,,,,,,,,
160,160,MIL,Jeff Strong,Missouri,,,,,,,,,,,,,,,,,
161,161,LAL,Mark Coleman,Mississippi Valley State University,,,,,,,,,,,,,,,,,
162,162,BOS,Tom Ivey,Boston University,,,,,,,,,,,,,,,,,
