--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
133,133,NJN,Oscar Taylor,New Orleans,,,,,,,,,,,,,,,,,
134,134,MIL,Charles Hurt,Kentucky,,,,,,,,,,,,,,,,,
135,135,PHO,Edward Bona,Fordham,,,,,,,,,,,,,,,,,
136,136,SAS,Ricky Hooker,St. Mary's University,,,,,,,,,,,,,,,,,
137,137,BOS,Paul Atkins,Dallas Baptist University,,,,,,,,,,,,,,,,,
138,138,LAL,Mark Steele,Colorado State,,,,,,,,,,,,,,,,,
139,139,PHI,Sedale Threatt,West Virginia Tech,14,951,22436,9327,1709,3613,.485,.293,.815,23.6,9.8,1.8,3.8,48.0,.103,-0.1,10.7
140,140,HOU,Brian Kellerman,Idaho,,,,,,,,,,,,,,,,,
141,141,IND,Tony Brown,Indiana,,,,,,,,,,,,,,,,,
142,142,CLE,John Colombo,John Carroll University,,,,,,,,,,,,,,,,,
143,143,SDC,Dan Evans,Oregon State,,,,,,,,,,,,,,,,,
144,144,CHI,Jacque Hill,USC,,,,,,,,,,,,,,,,,
145,145,GSW,Peter Williams,Utah,,,,,,,,,,,,,,,,,
146,146,UTA,Gerald Kazanowski,,,,,,,,,,,,,,,,,,
147,147,DET,Rob Gonzalez,Colorado,,,,,,,,,,,,,,,,,
148,148,DAL,Terrell Schlundt,Marquette,,,,,,,,,,,,,,,,,
149,149,WSB,Danny Womack,Winston-Salem State,,,,,,,,,,,,,,,,,
150,150,ATL,Lex Drum,UAB,,,,,,,,,,,,,,,,,
151,151,NYK,Desi Barmore,Fresno State,,,,,,,,,,,,,,,,,
152,152,KCK,Dane Suttle,Pepperdine,2,46,493,272,49,48,.507,.000,.857,10.7,5.9,1.1,1.0,1.0,.093,-0.5,0.2
153,153,DEN,Maurice McDaniel,Catawba College,,,,,,,,,,,,,,,,,
154,154,POR,Paul Little,Penn,,,,,,,,,,,,,,,,,
155,155,SEA,Tony Gattis,Mercer University,,,,,,,,,,,,,,,,,
156,156,NJN,Keith Bennett,Sacred Heart University,,,,,,,,,,,,,,,,,
157,157,MIL,Anthony Hicks,Xavier,,,,,,,,,,,,,,,,,
158,158,SAS,Keith Williams,Oklahoma Panhandle State University,,,,,,,,,,,,,,,,,
159,159,PHO,Fred Brown,VCU,,,,,,,,,,,,,,,,,
160,160,BOS,Ron Jackson,Providence,,,,,,,,,,,,,,,,,
161,161,LAL,Ricky Mixon,Cal State Fullerton,,,,,,,,,,,,,,,,,
162,162,PHI,Tony Bruin,Syracuse,,,,,,,,,,,,,,,,,
163,163,HOU,Jeff Bolding,Arkansas State University,,,,,,,,,,,,,,,,,
164,164,IND,Ray McCallum,Ball State University,,,,,,,,,,,,,,,,,
165,165,CLE,Larry Tucker,Lewis (IL),,,,,,,,,,,,,,,,,
166,166,SDC,Mark Gannon,Iowa,,,,,,,,,,,,,,,,,
167,167,CHI,Terry Bradley,Chicago State,,,,,,,,,,,,,,,,,
168,168,UTA,Michael McCombs,College of Santa Fe,,,,,,,,,,,,,,,,,
169,169,GSW,Doug Harris,Central Washington University,,,,,,,,,,,,,,,,,
170,170,DET,George Wenzel,Augustana College (IL),,,,,,,,,,,,,,,,,
171,171,DAL,Bill Sadler,Pepperdine,,,,,,,,,,,,,,,,,
172,172,WSB,Bernard Perry,Howard University,,,,,,,,,,,,,,,,,
173,173,ATL,George Thomas,Georgia Tech,,,,,,,,,,,,,,,,,
174,174,NYK,Mike Lang,Penn State,,,,,,,,,,,,,,,,,
175,175,DEN,Cliff Tribus,Davidson,,,,,,,,,,,,,,,,,
176,176,KCK,Preston Neumayr,UC-Davis,,,,,,,,,,,,,,,,,
177,177,POR,Frank Smith,Arizona,,,,,,,,,,,,,,,,,
178,178,SEA,Ray Smith,Armstrong Atlantic State University,,,,,,,,,,,,,,,,,
179,179,NJN,Joey Myers,Duquesne,,,,,,,,,,,,,,,,,
180,180,MIL,Brett Burkholder,DePaul,,,,,,,,,,,,,,,,,
181,181,PHO,Mike Mulquin,Villanova,,,,,,,,,,,,,,,,,
182,182,SAS,Norvell Brown,Oklahoma Christian University,,,,,,,,,,,,,,,,,
183,183,BOS,Trent Johnson,Pitt,,,,,,,,,,,,,,,,,
184,184,PHI,Gordon Austin,American University,,,,,,,,,,,,,,,,,
185,185,HOU,James Campbell,Oklahoma City University,,,,,,,,,,,,,,,,,
186,186,IND,Lynn Mitchem,Butler,,,,,,,,,,,,,,,,,
187,187,CLE,Joe Brown,Georgia State University,,,,,,,,,,,,,,,,,
188,188,SDC,David Maxwell,Fordham,,,,,,,,,,,,,,,,,
189,189,CHI,Kenneth Orange,Oklahoma Christian University,,,,,,,,,,,,,,,,,
190,190,GSW,Greg Goorjian,Loyola Marymount,,,,,,,,,,,,,,,,,
191,191,UTA,Ron Webb,Oklahoma Christian University,,,,,,,,,,,,,,,,,
192,192,DET,Marlow McLain,Eastern Michigan,,,,,,,,,,,,,,,,,
193,193,DAL,Sherrod Arnold,Chicago State,,,,,,,,,,,,,,,,,
194,194,WSB,Ricky Moreland,UMBC,,,,,,,,,,,,,,,,,
195,195,ATL,Will Cotchery,University of West Alabama,,,,,,,,,,,,,,,,,
196,196,NYK,Charles Jones,Marshall,,,,,,,,,,,,,,,,,
197,197,KCK,Bernard Hill,Oklahoma Panhandle State University,,,,,,,,,,,,,,,,,
198,198,DEN,Bobby Van Noy,Catawba College,,,,,,,,,,,,,,,,,
199,199,POR,Phil Hopson,Idaho,,,,,,,,,,,,,,,,,
200,200,SEA,Tony Washington,Hampton,,,,,,,,,,,,,,,,,
201,201,NJN,Kevin Black,Rutgers University,,,,,,,,,,,,,,,,,
202,202,MIL,Bill Varner,Notre Dame,,,,,,,,,,,,,,,,,
203,203,SAS,Gary Gaspard,St. Mary's University,,,,,,,,,,,,,,,,,
204,204,PHO,Joe Dykstra,Western Illinois University,,,,,,,,,,,,,,,,,
205,205,BOS,John Rice,University of Massachusetts Boston,,,,,,,,,,,,,,,,,
206,206,PHI,Charles Fisher,James Madison University,,,,,,,,,,,,,,,,,
207,207,IND,Mark Smed,Augustana College (SD),,,,,,,,,,,,,,,,,
208,208,CLE,Jon Hanley,Xavier,,,,,,,,,,,,,,,,,
209,209,SDC,Keith Smith,San Diego State,,,,,,,,,,,,,,,,,
210,210,CHI,Tom Emma,Duke,,,,,,,,,,,,,,,,,
211,211,UTA,Odell Mosteller,Auburn,,,,,,,,,,,,,,,,,
212,212,GSW,Michael Zeno,Cal State Long Beach,,,,,,,,,,,,,,,,,
213,213,DET,Ike Person,Michigan,,,,,,,,,,,,,,,,,
214,214,DAL,Clyde Corley,Florida International University,,,,,,,,,,,,,,,,,
215,215,WSB,Isaiah Singletary,Saint Louis,,,,,,,,,,,,,,,,,
216,216,ATL,Ronnie Carr,Western Carolina University,,,,,,,,,,,,,,,,,
217,217,NYK,Bernard Randolph,DePaul,,,,,,,,,,,,,,,,,
218,218,DEN,Cleveland McCrae,Catawba College,,,,,,,,,,,,,,,,,
219,219,KCK,Aaron Haskins,Washington State,,,,,,,,,,,,,,,,,
220,220,POR,Russ Christianson,East Oregon University,,,,,,,,,,,,,,,,,
221,221,SEA,David Binion,NC Central,,,,,,,,,,,,,,,,,
222,222,NJN,Rich Simkus,Princeton,,,,,,,,,,,,,,,,,
223,223,MIL,Bob Kelly,St. John's,,,,,,,,,,,,,,,,,
224,224,PHO,Bo Overton,Oklahoma,,,,,,,,,,,,,,,,,
225,225,SAS,Lamar Heard,Georgia,,,,,,,,,,,,,,,,,
226,226,BOS,Andy Kupec,Bentley College,,,,,,,,,,,,,,,,,
