--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
63,63,CIN,Al Nealey,Arizona State,,,,,,,,,,,,,,,,,
64,64,LAL,Jean-Claude Lefebvre,Gonzaga,,,,,,,,,,,,,,,,,
65,65,NYK,Tony Davis,Hawaii,,,,,,,,,,,,,,,,,
66,66,DET,Martin Holland,Kentucky Wesleyan College,,,,,,,,,,,,,,,,,
67,67,SYR,Bernie Finlay,San Diego State,,,,,,,,,,,,,,,,,
68,68,STL,Bob Castaneda,Rockhurst University,,,,,,,,,,,,,,,,,
69,69,PHW,Joe Gallo,Saint Joseph's,,,,,,,,,,,,,,,,,
70,70,CIN,Lon Sizemore,West Virginia Tech,,,,,,,,,,,,,,,,,
71,71,LAL,Dick Harvey,Creighton,,,,,,,,,,,,,,,,,
72,72,NYK,Walter Mangham,Marquette,,,,,,,,,,,,,,,,,
73,73,DET,Joe Kennelly,Dayton,,,,,,,,,,,,,,,,,
74,74,STL,Americus John-Lewis,Iowa,,,,,,,,,,,,,,,,,
75,75,CIN,Dennis Boone,Regis University,,,,,,,,,,,,,,,,,
76,76,LAL,Sterling Forbes,Pepperdine,,,,,,,,,,,,,,,,,
77,77,NYK,Howard Willis,Grambling State University,,,,,,,,,,,,,,,,,
78,78,DET,Mel Peterson,Wheaton College,1,2,3,2,1,0,1.000,,,1.5,1.0,0.5,0.0,0.0,.514,,
79,79,STL,Dick Davies,LSU,,,,,,,,,,,,,,,,,
80,80,CIN,Ron Altenberg,Cornell College,,,,,,,,,,,,,,,,,
81,81,LAL,Wil Jones,American University,,,,,,,,,,,,,,,,,
82,82,NYK,Henry Hart,Auburn,,,,,,,,,,,,,,,,,
83,83,DET,John Dobbert,Wheaton College,,,,,,,,,,,,,,,,,
84,84,STL,Bob Wilkinson,Indiana,,,,,,,,,,,,,,,,,
85,85,CIN,John Milhoan,Marshall,,,,,,,,,,,,,,,,,
86,86,NYK,Dick Furry,Ohio State,,,,,,,,,,,,,,,,,
87,88,DET,Lee Hopfenspirger,Hamline University,,,,,,,,,,,,,,,,,
88,87,STL,Ed Smallwood,University of Evansville,,,,,,,,,,,,,,,,,
89,89,CIN,Larry Chanay,Montana State,,,,,,,,,,,,,,,,,
90,90,NYK,Jim Hanna,USC,,,,,,,,,,,,,,,,,
91,91,CIN,Ducky Potter,Moravian College,,,,,,,,,,,,,,,,,
92,92,NYK,Jerry Bechtle,Maryland,,,,,,,,,,,,,,,,,
93,93,CIN,Gene Jordan,Northwest Missouri State University,,,,,,,,,,,,,,,,,
94,94,NYK,Jerry Schofield,Utah State University,,,,,,,,,,,,,,,,,
95,95,CIN,Ernie McCray,Arizona,,,,,,,,,,,,,,,,,
96,96,NYK,Tandy Gillis,California,,,,,,,,,,,,,,,,,
97,97,CIN,Don Mills,Kentucky,,,,,,,,,,,,,,,,,
98,98,NYK,George Krajack,Clemson,,,,,,,,,,,,,,,,,
99,99,CIN,Larry Willey,Cincinnati,,,,,,,,,,,,,,,,,
100,100,CIN,Tony Wilcox,Wittenberg University,,,,,,,,,,,,,,,,,
101,101,CIN,Jim McDonald,West Virginia Wesleyan College,,,,,,,,,,,,,,,,,
