--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
22,22,DET,Ollie Darden,Michigan,,,,,,,,,,,,,,,,,
23,23,SFW,Steve Chubin,Rhode Island,,,,,,,,,,,,,,,,,
24,24,STL,Tommy Kron,Kentucky,3,184,3139,1193,603,518,.389,,.753,17.1,6.5,3.3,2.8,1.8,.028,,
25,25,BAL,Dave Wagnon,Idaho State University,,,,,,,,,,,,,,,,,
26,26,CIN,Jim Ware,Oklahoma City University,2,63,429,143,146,13,.284,,.647,6.8,2.3,2.3,0.2,-1.1,-.125,,
27,27,LAL,John Block,USC,10,597,14316,7106,3965,805,.433,,.778,24.0,11.9,6.6,1.3,32.7,.110,-0.8,0.8
28,28,BOS,Gary Turner,TCU,,,,,,,,,,,,,,,,,
29,29,PHI,Donnie Freeman,Illinois,1,64,1480,689,180,171,.434,,.819,23.1,10.8,2.8,2.7,2.4,.078,-1.5,0.2
30,30,CHI,Ed Bodkin,Eastern Kentucky University,,,,,,,,,,,,,,,,,
31,31,NYK,Lee DeFore,Auburn,,,,,,,,,,,,,,,,,
32,32,DET,Jeff Congdon,BYU,,,,,,,,,,,,,,,,,
33,33,SFW,Steve Vacendak,Duke,,,,,,,,,,,,,,,,,
34,34,STL,Bob McIntyre,St. John's,,,,,,,,,,,,,,,,,
35,35,BAL,George Peeples,Iowa,,,,,,,,,,,,,,,,,
36,36,CIN,Charles Schmaus,Virginia Military Institute,,,,,,,,,,,,,,,,,
37,37,LAL,Archie Clark,Minnesota,10,725,23581,11819,2427,3498,.480,,.769,32.5,16.3,3.3,4.8,64.7,.132,-0.4,2.4
38,38,BOS,Johnny Austin,Boston College,1,4,61,23,7,4,.227,,.813,15.3,5.8,1.8,1.0,-0.1,-.043,,
39,39,PHI,Ken Wilburn,Central State University,1,7,40,18,13,3,.471,,.250,5.7,2.6,1.9,0.4,0.0,.038,,
40,40,CHI,Jim Williams,Temple,,,,,,,,,,,,,,,,,
41,41,NYK,Ron Jackson,Clark Atlanta University,,,,,,,,,,,,,,,,,
42,42,DET,William Pickens,Georgia Southern University,,,,,,,,,,,,,,,,,
43,43,SFW,Tom Kerwin,Centenary (LA),,,,,,,,,,,,,,,,,
44,44,STL,Dick Nemelka,BYU,,,,,,,,,,,,,,,,,
45,45,BAL,John Beasley,Texas A&M,,,,,,,,,,,,,,,,,
46,46,BAL,Johnny Jones,California State University Los Angeles,1,51,475,214,114,26,.340,,.618,9.3,4.2,2.2,0.5,-0.5,-.055,,
47,47,CIN,Rich Parks,Saint Louis,,,,,,,,,,,,,,,,,
48,48,LAL,Stan Washington,Michigan State,,,,,,,,,,,,,,,,,
49,49,PHI,Tom Duff,Saint Joseph's,,,,,,,,,,,,,,,,,
50,50,CHI,Larry Humes,University of Evansville,,,,,,,,,,,,,,,,,
51,51,NYK,George Fisher,Utah,,,,,,,,,,,,,,,,,
52,52,DET,Carroll Hooser,SMU,,,,,,,,,,,,,,,,,
53,53,SFW,Jim Pitts,Northwestern,,,,,,,,,,,,,,,,,
54,54,STL,Lonnie Wright,Colorado State,,,,,,,,,,,,,,,,,
55,55,BAL,Jeff Neuman,Penn,,,,,,,,,,,,,,,,,
56,56,CIN,Steve Cunningham,Western Kentucky,,,,,,,,,,,,,,,,,
57,57,LAL,Keith Thomas,Vanderbilt,,,,,,,,,,,,,,,,,
58,58,BOS,Charlie Hunter,Oklahoma City University,,,,,,,,,,,,,,,,,
59,59,PHI,Red Robbins,Tennessee,,,,,,,,,,,,,,,,,
60,60,NYK,Mike Dabich,New Mexico State,,,,,,,,,,,,,,,,,
61,61,DET,Ted Manning,NC Central,,,,,,,,,,,,,,,,,
62,62,SFW,Lon Hughey,Fresno State,,,,,,,,,,,,,,,,,
63,63,STL,Jay Neary,UNC Wilmington,,,,,,,,,,,,,,,,,
64,64,BAL,Dave Mills,DePaul,,,,,,,,,,,,,,,,,
65,65,CIN,Gary Schull,Florida State,,,,,,,,,,,,,,,,,
66,66,LAL,Taft Jackson,College of Idaho,,,,,,,,,,,,,,,,,
67,67,BOS,Gary Ward,Maryland,,,,,,,,,,,,,,,,,
68,68,CHI,John Comeaux,Grambling State University,,,,,,,,,,,,,,,,,
69,69,NYK,Mike Silliman,United States Military Academy,1,36,366,91,62,23,.456,,.487,10.2,2.5,1.7,0.6,0.3,.037,,
70,70,DET,George McNeil,Southern Illinois,,,,,,,,,,,,,,,,,
71,71,SFW,Ken Washington,UCLA,,,,,,,,,,,,,,,,,
72,72,STL,Bryan Williams,Xavier,,,,,,,,,,,,,,,,,
73,73,BAL,Roland West,Cincinnati,1,4,14,4,5,0,.400,,,3.5,1.0,1.3,0.0,0.0,-.003,,
74,74,CIN,Ron Krick,Cincinnati,,,,,,,,,,,,,,,,,
75,75,LAL,John Wetzel,Virginia Tech,7,357,4714,1215,682,494,.429,,.810,13.2,3.4,1.9,1.4,6.6,.068,-0.8,0.7
76,76,BOS,Russ Gumina,San Francisco,,,,,,,,,,,,,,,,,
77,77,CHI,Stan Curtis,Michigan State,,,,,,,,,,,,,,,,,
78,78,NYK,Bill Turner,University of Akron,6,294,4060,1597,1039,167,.407,,.728,13.8,5.4,3.5,0.6,4.8,.057,,
79,79,STL,Al Grant,Long Island University,,,,,,,,,,,,,,,,,
80,80,BAL,Chuck Gardner,Colorado,,,,,,,,,,,,,,,,,
81,81,CIN,Billy Smith,Loyola Chicago,,,,,,,,,,,,,,,,,
82,82,LAL,Julian Hammond,Tulsa,,,,,,,,,,,,,,,,,
83,83,PHI,Pat Caldwell,Rockhurst University,,,,,,,,,,,,,,,,,
84,84,CHI,Gene Summers,Northern Michigan University,,,,,,,,,,,,,,,,,
85,85,NYK,Richie Moore,Hiram Scott College,,,,,,,,,,,,,,,,,
86,86,STL,Don Yates,Minnesota,,,,,,,,,,,,,,,,,
87,87,BAL,Guy Manning,Prairie View A&M University,,,,,,,,,,,,,,,,,
88,88,CIN,Freddie Lewis,Arizona State,2,64,886,373,91,96,.401,,.771,13.8,5.8,1.4,1.5,0.6,.031,-3.7,-0.2
89,89,LAL,Mike Rooney,Oklahoma,,,,,,,,,,,,,,,,,
90,90,PHI,Bob Bedell,Stanford,,,,,,,,,,,,,,,,,
91,91,CHI,Don Swanson,DePaul,,,,,,,,,,,,,,,,,
92,92,NYK,Rich Dyer,NYU,,,,,,,,,,,,,,,,,
93,93,STL,Curt Gammell,Pacific Lutheran University,,,,,,,,,,,,,,,,,
94,94,BAL,Stan McKenzie,NYU,7,396,7479,3579,1117,611,.444,,.802,18.9,9.0,2.8,1.5,14.5,.093,-5.2,-0.1
95,95,CIN,R.B. Lynam,Oklahoma Baptist University,,,,,,,,,,,,,,,,,
96,96,LAL,George Grams,Purdue,,,,,,,,,,,,,,,,,
97,97,CHI,Carver Clinton,Penn State,,,,,,,,,,,,,,,,,
98,98,NYK,Dave Deutsch,University of Rochester,1,19,93,21,21,15,.167,,.450,4.9,1.1,1.1,0.8,-0.5,-.240,,
99,99,STL,Lonnie Lynn,Wilberforce University,,,,,,,,,,,,,,,,,
100,100,BAL,Grant Simmons,Nebraska,,,,,,,,,,,,,,,,,
101,101,NYK,Bob Bennett,UNC,,,,,,,,,,,,,,,,,
102,102,STL,Nick Aloi,Bowling Green,,,,,,,,,,,,,,,,,
103,103,BAL,Al Lopes,Kansas,,,,,,,,,,,,,,,,,
104,104,STL,Ollie Carter,San Francisco,,,,,,,,,,,,,,,,,
105,105,BAL,Jim Harter,University of Texas Rio Grande Valley,,,,,,,,,,,,,,,,,
106,106,STL,Paul Long,Wake Forest,3,71,436,274,57,54,.464,,.753,6.1,3.9,0.8,0.8,1.0,.111,,
107,107,BAL,Howard Bayne,Tennessee,,,,,,,,,,,,,,,,,
108,108,STL,Eddie Jackson,Bradley,,,,,,,,,,,,,,,,,
109,109,BAL,Ken Barnes,Wisconsin,,,,,,,,,,,,,,,,,
110,110,BAL,Chris Pervall,Iowa,,,,,,,,,,,,,,,,,
111,111,BAL,Jerry Trice,Weber State,,,,,,,,,,,,,,,,,
112,112,BAL,Gene Visscher,Weber State,,,,,,,,,,,,,,,,,
