--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,2,NYK,Bill Bradley,Princeton,10,742,22799,9217,2354,2533,.448,,.840,30.7,12.4,3.2,3.4,38.8,.082,-2.2,-0.5
2,3,DET,Bill Buntin,Michigan,1,42,713,324,252,36,.395,,.615,17.0,7.7,6.0,0.9,0.9,.062,,
3,10,LAL,Gail Goodrich,UCLA,14,1031,33527,19181,3279,4805,.456,,.807,32.5,18.6,3.2,4.7,76.3,.109,-0.3,6.0
4,1,SFW,Fred Hetzel,Davidson,6,416,8885,4658,2444,462,.421,,.817,21.4,11.2,5.9,1.1,15.9,.086,,
5,4,SFW,Rick Barry,Miami (FL),10,794,28825,18395,5168,4017,.449,,.900,36.3,23.2,6.5,5.1,93.4,.156,3.0,24.8
6,5,NYK,Dave Stallworth,Wichita State,8,522,10494,4860,2453,872,.438,,.732,20.1,9.3,4.7,1.7,20.3,.093,-0.4,0.2
7,6,BAL,Jerry Sloan,University of Evansville,11,755,25750,10571,5615,1925,.427,,.722,34.1,14.0,7.4,2.5,49.5,.092,0.7,4.1
8,7,PHI,Billy Cunningham,UNC,9,654,22406,13626,6638,2625,.446,,.720,34.3,20.8,10.1,4.0,63.2,.135,2.1,3.6
9,8,STL,Jim Washington,Villanova,11,774,22668,8168,6637,1105,.449,,.705,29.3,10.6,8.6,1.4,39.3,.083,-0.8,1.3
10,9,CIN,Nate Bowman,Wichita State,5,243,2171,702,791,162,.390,,.527,8.9,2.9,3.3,0.7,1.3,.030,,
11,11,BOS,Ollie Johnson,San Francisco,,,,,,,,,,,,,,,,,
12,12,SFW,Will Frazier,Grambling State University,1,2,9,1,5,1,.000,,.500,4.5,0.5,2.5,0.5,-0.1,-.385,,
13,13,NYK,Dick Van Arsdale,Indiana,12,921,31771,15079,3807,3060,.464,,.790,34.5,16.4,4.1,3.3,75.2,.114,-0.8,2.6
14,14,DET,Tom Van Arsdale,Indiana,12,929,28682,14232,3942,2085,.431,,.762,30.9,15.3,4.2,2.2,36.6,.061,-2.9,-2.2
15,15,BAL,Tal Brody,Illinois,,,,,,,,,,,,,,,,,
16,16,PHI,Jesse Branson,Elon University,1,5,14,5,9,1,.167,,.750,2.8,1.0,1.8,0.2,0.0,-.060,,
17,17,NYK,Hal Blevins,University of Arkansas at Pine Bluff,,,,,,,,,,,,,,,,,
18,18,CIN,Flynn Robinson,Wyoming,7,494,11569,7147,1294,1516,.456,,.849,23.4,14.5,2.6,3.1,31.3,.130,,
19,19,LAL,John Fairchild,BYU,1,30,171,60,45,11,.258,,.700,5.7,2.0,1.5,0.4,-0.6,-.166,,
20,20,BOS,Ron Watts,Wake Forest,2,28,92,40,39,2,.261,,.696,3.3,1.4,1.4,0.1,-0.1,-.062,,
21,21,SFW,Keith Erickson,UCLA,12,766,18841,7251,3449,1991,.435,,.769,24.6,9.5,4.5,2.6,25.2,.064,-0.6,2.3
