--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1,SDR,Elvin Hayes,Houston,16,1303,50000,27313,16279,2398,.452,,.670,38.4,21.0,12.5,1.8,120.8,.116,0.6,21.4
2,2,BAL,Wes Unseld,Louisville,13,984,35832,10624,13769,3822,.509,,.633,36.4,10.8,14.0,3.9,110.1,.147,2.9,25.3
3,3,SEA,Bob Kauffman,Guilford College,7,525,13568,6049,3682,1429,.477,,.749,25.8,11.5,7.0,2.7,31.5,.111,-1.1,0.5
4,4,CHI,Tom Boerwinkle,Tennessee,10,635,14387,4596,5745,2007,.453,,.675,22.7,7.2,9.0,3.2,38.0,.127,2.8,6.2
5,5,CIN,Zaid Abdul-Aziz,Iowa State,10,505,11023,4557,4065,601,.428,,.728,21.8,9.0,8.0,1.2,17.5,.076,0.4,2.7
6,6,DET,Otto Moore,University of Texas Rio Grande Valley,9,682,16893,5616,5575,1060,.453,,.609,24.8,8.2,8.2,1.6,24.7,.070,0.4,3.9
7,7,MIL,Charlie Paulk,Northeastern State University,3,120,1641,741,462,41,.392,,.611,13.7,6.2,3.9,0.3,-0.9,-.026,,
8,8,PHO,Gary Gregor,South Carolina,4,296,7397,2905,2065,436,.431,,.715,25.0,9.8,7.0,1.5,2.6,.017,,
9,9,SFW,Ron Williams,West Virginia,8,516,11478,4797,971,1818,.441,,.833,22.2,9.3,1.9,3.5,23.5,.098,-2.2,-0.1
10,10,NYK,Bill Hosket,Ohio State,4,143,1395,573,355,94,.485,,.715,9.8,4.0,2.5,0.7,3.2,.109,,
11,11,LAL,Bill Hewitt,USC,6,361,7461,2062,1994,469,.439,,.561,20.7,5.7,5.5,1.3,5.2,.033,-1.4,0.1
12,12,BOS,Don Chaney,Houston,11,742,17406,6216,2913,1593,.438,,.776,23.5,8.4,3.9,2.1,35.5,.098,-0.2,4.2
13,13,ATL,Skip Harlicka,South Carolina,1,26,218,106,16,37,.456,,.774,8.4,4.1,0.6,1.4,0.5,.119,,
14,14,PHI,Shaler Halimon,Utah State University,3,170,2523,1136,571,302,.397,,.622,14.8,6.7,3.4,1.8,-0.1,-.001,,
15,15,SDR,John Trapp,UNLV,4,279,4895,2066,1248,283,.420,,.725,17.5,7.4,4.5,1.0,6.2,.061,,
16,16,SEA,Art Harris,Stanford,4,238,5206,2171,575,639,.396,,.626,21.9,9.1,2.4,2.7,-1.7,-.016,,
17,17,CHI,Loy Petersen,Oregon State,2,69,530,199,67,48,.387,,.682,7.7,2.9,1.0,0.7,0.2,.021,,
18,18,BAL,Bob Quick,Xavier,3,136,1868,822,381,93,.452,,.738,13.7,6.0,2.8,0.7,4.0,.103,,
19,19,CHI,Ron Dunlap,Illinois,,,,,,,,,,,,,,,,,
20,20,DET,Manny Leaks,Niagara University,2,135,3375,1114,921,120,.391,,.714,25.0,8.3,6.8,0.9,1.0,.014,-3.4,-0.3
21,21,PHO,Dick Cunningham,Murray State,7,358,3792,1012,1324,221,.406,,.636,10.6,2.8,3.7,0.6,4.2,.054,-4.0,0.0
22,22,MIL,Gene Moore,Saint Louis,,,,,,,,,,,,,,,,,
23,23,SDR,Stu Lantz,Nebraska,8,547,15267,6782,1820,1566,.435,,.814,27.9,12.4,3.3,2.9,32.5,.102,-2.1,-0.1
24,24,SEA,Jeff Ockel,Utah,,,,,,,,,,,,,,,,,
25,25,DET,Don Dee,Saint Mary of the Plains College,,,,,,,,,,,,,,,,,
26,26,BAL,Ron Nelson,New Mexico,,,,,,,,,,,,,,,,,
27,27,CIN,Pat Frink,Colorado,1,48,363,123,41,55,.340,,.793,7.6,2.6,0.9,1.1,-0.5,-.064,,
28,28,CIN,Fred Foster,Miami University,8,524,9116,4093,1275,601,.414,,.727,17.4,7.8,2.4,1.1,2.9,.016,-4.3,-1.4
29,29,SFW,Don Sidle,Oklahoma,,,,,,,,,,,,,,,,,
30,30,NYK,Don May,Dayton,7,379,6619,3339,1309,389,.453,,.798,17.5,8.8,3.5,1.0,11.4,.082,-3.4,-0.3
