--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1,MIL,Kareem Abdul-Jabbar,UCLA,20,1560,57446,38387,17440,5660,.559,,.721,36.8,24.6,11.2,3.6,273.4,.228,5.7,85.7
2,2,PHO,Neal Walk,Florida,8,568,13832,7157,4392,1214,.459,,.758,24.4,12.6,7.7,2.1,30.3,.105,0.2,2.9
3,3,SEA,Lucius Allen,UCLA,10,702,20159,9407,2205,3174,.463,,.760,28.7,13.4,3.1,4.5,42.0,.100,0.1,6.3
4,4,DET,Terry Driscoll,Boston College,4,244,3281,1015,1026,189,.425,,.690,13.4,4.2,4.2,0.8,5.0,.074,-1.6,0.0
5,5,CHI,Larry Cannon,La Salle,,19,335,117,36,52,.386,,.679,17.6,6.2,1.9,2.7,-0.2,-.029,-4.1,-0.2
6,6,SDR,Bingo Smith,Tulsa,11,865,22407,10882,3630,1734,.449,,.798,25.9,12.6,4.2,2.0,33.3,.071,-1.1,3.5
7,7,SFW,Bob Portman,Creighton,4,221,2937,1254,729,128,.443,,.780,13.3,5.7,3.3,0.6,4.4,.071,,
8,8,CIN,Herm Gilliam,Purdue,8,578,15026,6252,2175,2225,.441,,.792,26.0,10.8,3.8,3.8,20.8,.066,-0.1,3.2
9,9,BOS,Jo Jo White,Kansas,12,837,29941,14399,3345,4095,.444,,.834,35.8,17.2,4.0,4.9,54.0,.087,-0.6,6.9
10,10,ATL,Butch Beard,Louisville,9,605,14283,5622,2042,2189,.487,,.771,23.6,9.3,3.4,3.6,32.8,.110,0.6,6.2
11,11,NYK,John Warren,St. John's,5,303,4931,1814,687,564,.430,,.827,16.3,6.0,2.3,1.9,4.3,.042,-2.6,-0.1
12,12,LAL,Willie McCarter,Drake University,3,155,2842,1090,248,304,.402,,.656,18.3,7.0,1.6,2.0,-1.0,-.018,,
13,13,PHI,Bud Ogden,Santa Clara,2,74,490,257,106,48,.445,,.692,6.6,3.5,1.4,0.6,0.7,.072,,
14,14,BAL,Mike Davis,Virginia Union University,3,204,4298,2189,470,365,.424,,.772,21.1,10.7,2.3,1.8,4.8,.054,,
15,15,LAL,Rick Roberson,Cincinnati,7,423,10356,3826,3522,591,.440,,.585,24.5,9.0,8.3,1.4,14.6,.068,-2.5,-0.4
16,16,CHI,Simmie Hill,West Texas A&M University,,,,,,,,,,,,,,,,,
17,17,MIL,Bob Greacen,Rutgers University,2,43,335,111,65,40,.372,,.600,7.8,2.6,1.5,0.9,-0.1,-.015,,
18,18,SEA,Ron Taylor,USC,,,,,,,,,,,,,,,,,
19,19,DET,Willie Norwood,Alcorn State,7,430,7341,3209,1597,364,.488,,.697,17.1,7.5,3.7,0.8,17.6,.115,-0.8,1.5
20,20,CHI,Ken Spain,Houston,,,,,,,,,,,,,,,,,
21,21,SDR,Bernie Williams,La Salle,2,128,1936,890,240,278,.371,,.808,15.1,7.0,1.9,2.2,-0.2,-.005,,
22,22,SFW,Ed Siudut,Holy Cross,,,,,,,,,,,,,,,,,
23,23,CHI,Johnny Baum,Temple,2,65,556,292,129,31,.414,,.690,8.6,4.5,2.0,0.5,0.3,.026,,
24,24,PHO,Gene Williams,Kansas State,,,,,,,,,,,,,,,,,
25,25,ATL,Wally Anderzunas,Creighton,1,44,370,159,82,9,.392,,.630,8.4,3.6,1.9,0.2,-0.2,-.023,,
26,26,NYK,Bill Bunting,UNC,,,,,,,,,,,,,,,,,
27,27,LAL,Dick Garrett,Southern Illinois,5,339,8729,3475,1004,849,.423,,.863,25.7,10.3,3.0,2.5,6.0,.033,-5.8,-0.4
28,28,PHI,Willie Taylor,LeMoyne College,,,,,,,,,,,,,,,,,
29,29,BAL,Willie Scott,Alabama State University,,,,,,,,,,,,,,,,,
30,30,PHO,Floyd Kerr,Colorado State,,,,,,,,,,,,,,,,,
31,31,MIL,Skeeter Swift,East Tennessee State University,,,,,,,,,,,,,,,,,
32,32,SEA,Lee Winfield,University of North Texas,7,403,7383,2959,828,1003,.474,,.668,18.3,7.3,2.1,2.5,12.1,.079,-0.6,0.7
33,33,PHO,Lamar Green,Morehead State University,5,360,6448,1863,2295,263,.430,,.650,17.9,5.2,6.4,0.7,6.9,.052,-3.5,-0.6
34,34,CHI,Norm Van Lier,Saint Francis University,10,746,26171,8770,3596,5217,.414,,.780,35.1,11.8,4.8,7.0,47.8,.088,-0.3,6.2
35,35,SDR,Charles Bonaparte,Norfolk State,,,,,,,,,,,,,,,,,
36,36,SFW,Tom Hagan,Vanderbilt,,,,,,,,,,,,,,,,,
37,37,CIN,Luther Rackley,Xavier,4,221,3443,1337,1003,143,.451,,.626,15.6,6.0,4.5,0.6,4.7,.065,-3.4,0.0
38,38,BOS,Julius Keye,Alcorn State,,,,,,,,,,,,,,,,,
39,39,PHO,Lloyd Kerr,Colorado State,,,,,,,,,,,,,,,,,
40,40,NYK,Eddie Mast,Temple,3,112,881,283,265,51,.385,,.604,7.9,2.5,2.4,0.5,0.4,.019,,
41,41,CIN,Luther Green,Long Island University,1,5,32,3,3,0,.000,,.333,6.4,0.6,0.6,0.0,-0.3,-.444,,
42,42,PHI,Mike Grosso,Louisville,,,,,,,,,,,,,,,,,
43,43,BAL,Fred Carter,Mount St. Mary's University,8,611,18328,9271,2381,2122,.425,,.693,30.0,15.2,3.9,3.5,14.8,.039,-1.3,1.8
44,44,PHO,Dennis Stewart,Michigan,,2,6,4,3,1,.250,,1.000,3.0,2.0,1.5,0.5,0.0,.015,,
45,45,MIL,Bob Dandridge,Norfolk State,13,839,29502,15530,5715,2846,.484,,.780,35.2,18.5,6.8,3.4,80.3,.131,1.3,15.1
46,46,SEA,Butch Booker,Cheyney (PA),,,,,,,,,,,,,,,,,
47,47,DET,Ted Wierman,Washington State,,,,,,,,,,,,,,,,,
48,48,CHI,Dave Nash,Kansas,,,,,,,,,,,,,,,,,
49,49,SDR,Johnnie Allen,Bethune-Cookman College,,,,,,,,,,,,,,,,,
50,50,SFW,Lee Lafayette,Michigan State,,,,,,,,,,,,,,,,,
51,51,CIN,Ron Sanford,New Mexico,,,,,,,,,,,,,,,,,
52,52,BOS,Steve Kuberski,Bradley,9,568,7897,3114,2146,338,.417,,.767,13.9,5.5,3.8,0.6,11.4,.069,-2.6,-0.5
53,53,ATL,Billy Hann,Tennessee,,,,,,,,,,,,,,,,,
54,54,NYK,Elnardo Webster,Saint Peter's College,,,,,,,,,,,,,,,,,
55,55,ATL,Don Griffin,Stanford,,,,,,,,,,,,,,,,,
56,56,PHI,Dave Scholz,Illinois,1,1,1,2,0,0,1.000,,,1.0,2.0,0.0,0.0,0.0,1.316,,
57,57,BAL,Gene Ford,Western Michigan,,,,,,,,,,,,,,,,,
58,58,PHO,Rich Jones,Memphis,1,34,877,360,194,46,.385,,.760,25.8,10.6,5.7,1.4,0.6,.033,-3.1,-0.2
59,59,MIL,Ken Heitz,UCLA,,,,,,,,,,,,,,,,,
60,60,SEA,Jerry King,Louisville,,,,,,,,,,,,,,,,,
61,61,DET,Steve Mix,Toledo,12,787,18827,8355,4159,1393,.498,,.803,23.9,10.6,5.3,1.8,57.6,.147,1.8,17.1
62,62,CHI,Chris Ellis,Virginia Tech,,,,,,,,,,,,,,,,,
63,63,SDR,Charlie Hentz,University of Arkansas at Pine Bluff,,,,,,,,,,,,,,,,,
