--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
64,64,SFW,Willie Wise,Drake University,2,77,1413,617,256,142,.459,,.644,18.4,8.0,3.3,1.8,2.5,.085,-1.2,0.3
65,65,CIN,Jake Ford,University of Maryland Eastern Shore,2,31,249,126,20,35,.462,,.764,8.0,4.1,0.6,1.1,0.7,.133,,
66,66,BOS,George Thompson,Marquette,1,73,1983,780,181,225,.443,,.785,27.2,10.7,2.5,3.1,2.7,.064,-2.3,-0.1
67,67,ATL,Mike Mitchell,West Texas A&M University,,,,,,,,,,,,,,,,,
68,68,NYK,Gene Littles,High Point University,,,,,,,,,,,,,,,,,
69,69,LAL,Wil Jones,Albany State University,2,159,4420,1578,938,305,.433,,.731,27.8,9.9,5.9,1.9,4.6,.050,-1.9,0.1
70,70,PHI,Joe Cromer,Temple,,,,,,,,,,,,,,,,,
71,71,BAL,Willie Jackson,Morehead State University,,,,,,,,,,,,,,,,,
72,72,PHO,Dan Sadlier,Dayton,,,,,,,,,,,,,,,,,
73,73,MIL,John Arthurs,Tulane,1,11,86,35,14,17,.343,,.733,7.8,3.2,1.3,1.5,0.0,-.004,,
74,74,SEA,Ben McGilmer,Iowa,,,,,,,,,,,,,,,,,
75,75,DET,Larry Jeffries,Trinity University,,,,,,,,,,,,,,,,,
76,76,CHI,George Tinsley,Kentucky Wesleyan College,,,,,,,,,,,,,,,,,
77,77,SDR,Bob Tallent,George Washington,,,,,,,,,,,,,,,,,
78,78,SFW,Dan Obrovac,Dayton,,,,,,,,,,,,,,,,,
79,79,CIN,Mel Coleman,University of Wisconsin-Stout,,,,,,,,,,,,,,,,,
80,80,BOS,Dolph Pulliam,Drake University,,,,,,,,,,,,,,,,,
81,81,ATL,Guy Mackner,South Dakota State,,,,,,,,,,,,,,,,,
82,82,NYK,Dwight Durante,Catawba College,,,,,,,,,,,,,,,,,
83,83,LAL,Dick Grubar,UNC,,,,,,,,,,,,,,,,,
84,84,PHI,John Jones,Villanova,,,,,,,,,,,,,,,,,
85,85,BAL,Paul Loveday,California,,,,,,,,,,,,,,,,,
86,86,PHO,Bill Sweek,UCLA,,,,,,,,,,,,,,,,,
87,87,MIL,Bill Keller,Purdue,,,,,,,,,,,,,,,,,
88,88,SEA,Greg Wittman,Western Carolina University,,,,,,,,,,,,,,,,,
89,89,DET,Steve Vandenberg,Duke,,,,,,,,,,,,,,,,,
90,90,CHI,Frank Judge,Huston-Tillotson University,,,,,,,,,,,,,,,,,
91,91,SDR,Lynn Shackelford,UCLA,,,,,,,,,,,,,,,,,
92,92,SFW,Pat Foley,University of the Pacific,,,,,,,,,,,,,,,,,
93,93,CIN,L.C. Bowen,Bradley,,,,,,,,,,,,,,,,,
94,94,BOS,Jim Johnson,Wisconsin,,,,,,,,,,,,,,,,,
95,95,ATL,Bob Bundy,Vanderbilt,,,,,,,,,,,,,,,,,
96,96,NYK,Chris Thomforde,Princeton,,,,,,,,,,,,,,,,,
97,97,LAL,Kari Liimo,BYU,,,,,,,,,,,,,,,,,
98,98,PHI,Dave Hamilton,West Virginia State University,,,,,,,,,,,,,,,,,
99,99,BAL,Jeff Claypool,Grove City College,,,,,,,,,,,,,,,,,
100,100,PHO,Bob Edwards,Arizona State,,,,,,,,,,,,,,,,,
101,101,MIL,John Schell,Wisconsin,,,,,,,,,,,,,,,,,
102,102,SEA,Theartis Wallace,Central Washington University,,,,,,,,,,,,,,,,,
103,103,DET,Bob Arnzen,Notre Dame,1,55,594,301,152,24,.462,,.865,10.8,5.5,2.8,0.4,1.0,.082,,
104,104,CHI,Roger Moller,Westmar University,,,,,,,,,,,,,,,,,
105,105,SDR,Bill DeHeer,Indiana,,,,,,,,,,,,,,,,,
106,106,SFW,Steve Rippe,UC Santa Barbara,,,,,,,,,,,,,,,,,
107,107,CIN,Merton Bancroft,Missouri State,,,,,,,,,,,,,,,,,
108,108,BOS,Bob Whitmore,Notre Dame,,,,,,,,,,,,,,,,,
109,109,ATL,Bob Christian,Grambling State University,4,246,3012,942,1002,203,.486,,.704,12.2,3.8,4.1,0.8,5.7,.091,-1.9,0.0
110,110,NYK,Jim Healey,Rockhurst University,,,,,,,,,,,,,,,,,
111,111,LAL,Joe Smith,Oklahoma State,,,,,,,,,,,,,,,,,
112,112,PHI,Jim Bowles,Trinity University,,,,,,,,,,,,,,,,,
113,113,BAL,Barry White,Hofstra,,,,,,,,,,,,,,,,,
114,114,PHO,Steve Jennings,USC,,,,,,,,,,,,,,,,,
115,115,MIL,Jim Satalin,St. Bonaventure,,,,,,,,,,,,,,,,,
116,116,SEA,Vince Fritz,Oregon State,,,,,,,,,,,,,,,,,
117,117,DET,George Reynolds,Houston,1,10,44,21,14,12,.421,,.714,4.4,2.1,1.4,1.2,0.1,.055,,
118,118,CHI,Sterling Burke,Northwestern,,,,,,,,,,,,,,,,,
119,119,SDR,Larry Cheatham,Tulsa,,,,,,,,,,,,,,,,,
120,120,SFW,Greg Reed,Sacramento State,,,,,,,,,,,,,,,,,
121,121,CIN,James Hurley,Transylvania University,,,,,,,,,,,,,,,,,
122,122,BOS,Gordon Smith,Cincinnati,,,,,,,,,,,,,,,,,
123,123,ATL,Pete Gayeska,UMass,,,,,,,,,,,,,,,,,
124,124,NYK,Roger Walaszek,Columbia University,,,,,,,,,,,,,,,,,
125,125,LAL,Jim Smith,Northern Illinois,,,,,,,,,,,,,,,,,
126,126,PHI,Larry Lewis,Saint Francis University,,,,,,,,,,,,,,,,,
127,127,BAL,Gary Major,Duquesne,,,,,,,,,,,,,,,,,
128,128,PHO,Rick Abrahamson,Oregon,,,,,,,,,,,,,,,,,
129,129,MIL,Willie Brown,Middle Tennessee,,,,,,,,,,,,,,,,,
130,130,SEA,Al Cueto,Tulsa,,,,,,,,,,,,,,,,,
131,131,DET,Bill English,Winston-Salem State,,,,,,,,,,,,,,,,,
132,132,CHI,Al Smith,Bradley,,,,,,,,,,,,,,,,,
133,133,SDR,Lee Sims,Ashland University,,,,,,,,,,,,,,,,,
134,134,SFW,Girard Chatman,San Francisco State University,,,,,,,,,,,,,,,,,
135,135,CIN,Bill Bowes,Elon University,,,,,,,,,,,,,,,,,
136,136,BOS,Jim Picka,High Point University,,,,,,,,,,,,,,,,,
137,137,ATL,Dick Stewart,Rutgers University,,,,,,,,,,,,,,,,,
138,138,NYK,Frank McLaughlin,Fordham,,,,,,,,,,,,,,,,,
139,139,LAL,Phil Argento,Kentucky,,,,,,,,,,,,,,,,,
140,140,PHI,Bill Justus,Tennessee,,,,,,,,,,,,,,,,,
141,141,BAL,Frank Bartleson,Tennessee Technological University,,,,,,,,,,,,,,,,,
142,142,PHO,Fred Lind,Duke,,,,,,,,,,,,,,,,,
143,143,MIL,Bob Presley,California,,,,,,,,,,,,,,,,,
144,144,SEA,Jim Connolly,Bowling Green,,,,,,,,,,,,,,,,,
145,145,DET,Rusty Clark,UNC,,,,,,,,,,,,,,,,,
146,146,CHI,Larry Bergh,Weber State,,,,,,,,,,,,,,,,,
147,147,SDR,Justus Thigpen,Weber State,2,19,101,48,10,8,.400,,,5.3,2.5,0.5,0.4,-0.1,-.061,-4.8,0.0
148,148,SFW,Rich Holmberg,Saint Mary's,,,,,,,,,,,,,,,,,
149,149,CIN,Jim Supple,Georgetown,,,,,,,,,,,,,,,,,
150,150,BOS,Larry Finstrom,Kenyon College,,,,,,,,,,,,,,,,,
151,151,ATL,Loran Bracci,Cal State Northridge,,,,,,,,,,,,,,,,,
152,152,NYK,Marvin Lewis,LIU Southampton,,,,,,,,,,,,,,,,,
153,153,LAL,Ron Peret,Texas A&M,,,,,,,,,,,,,,,,,
154,154,PHI,Bruce Sloan,Kansas,,,,,,,,,,,,,,,,,
155,155,BAL,Jerry McKee,Ohio University,,,,,,,,,,,,,,,,,
156,156,PHO,Bob Miller,Toledo,,,,,,,,,,,,,,,,,
157,157,MIL,Jack Lutz,Carthage College,,,,,,,,,,,,,,,,,
158,158,SEA,John Smith,University of Puget Sound,,,,,,,,,,,,,,,,,
159,159,CHI,Harry Hall,Wyoming,,,,,,,,,,,,,,,,,
160,160,SDR,Raul Duarte,South Dakota State,,,,,,,,,,,,,,,,,
161,161,SFW,Joe Callaghan,San Francisco State University,,,,,,,,,,,,,,,,,
162,162,CIN,Mike Davis,Colorado State,,,,,,,,,,,,,,,,,
163,163,BOS,Rod Forbes,Boston State University,,,,,,,,,,,,,,,,,
164,164,ATL,Dave Jones,University of La Verne,,,,,,,,,,,,,,,,,
165,165,NYK,Bill O'Rourke,St. John Fisher College,,,,,,,,,,,,,,,,,
166,166,LAL,Jack Gillespie,Montana State,,,,,,,,,,,,,,,,,
167,167,PHI,Fatty Taylor,La Salle,1,79,1548,301,211,288,.420,,.569,19.6,3.8,2.7,3.6,2.1,.066,0.5,1.0
168,168,BAL,Rob Washington,Tulsa,,,,,,,,,,,,,,,,,
169,169,PHO,Andy White,Texas-El Paso,,,,,,,,,,,,,,,,,
170,170,MIL,Leo Osgood,Northeastern University,,,,,,,,,,,,,,,,,
171,171,SEA,Bob Burrows,Seattle Pacific University,,,,,,,,,,,,,,,,,
172,172,CHI,Rich Kirkland,Norfolk State,,,,,,,,,,,,,,,,,
173,173,SDR,Joe McBride,Augusta State University,,,,,,,,,,,,,,,,,
174,174,CIN,Ted Johnson,Baldwin-Wallace College,,,,,,,,,,,,,,,,,
175,175,BOS,Billy Evans,Boston College,,,,,,,,,,,,,,,,,
176,176,ATL,Dick Barton,University of California Riverside,,,,,,,,,,,,,,,,,
177,177,NYK,James Wyatt,Northwestern State University,,,,,,,,,,,,,,,,,
178,178,LAL,Mallory Chestnut,Tuskegee University,,,,,,,,,,,,,,,,,
179,179,BAL,Bill Thompson,Shepherd College,,,,,,,,,,,,,,,,,
180,180,PHO,Marv Schmitt,Western New Mexico University,,,,,,,,,,,,,,,,,
181,181,MIL,Waymon Stewart,Lakeland College,,,,,,,,,,,,,,,,,
182,182,SEA,Jerry Conley,Morehead State University,,,,,,,,,,,,,,,,,
183,183,CHI,Bill Voight,SMU,,,,,,,,,,,,,,,,,
184,184,SDR,Mike Heckman,University of California Irvine,,,,,,,,,,,,,,,,,
185,185,ATL,Mike Dahl,Oglethorpe University,,,,,,,,,,,,,,,,,
186,186,NYK,Rich Travis,Oklahoma City University,,,,,,,,,,,,,,,,,
187,187,LAL,Mack Calvin,USC,4,222,3326,1552,276,550,.420,,.848,15.0,7.0,1.2,2.5,5.9,.086,-1.8,0.1
188,188,BAL,Perry Johnson,Robert Morris University (PA),,,,,,,,,,,,,,,,,
189,189,PHO,Bob Beamon,Texas-El Paso,,,,,,,,,,,,,,,,,
190,190,MIL,Stan Wlodarczyk,La Salle,,,,,,,,,,,,,,,,,
191,191,SEA,Ernie Powell,USC,,,,,,,,,,,,,,,,,
192,192,SDR,Jerry Nickens,Tougaloo College,,,,,,,,,,,,,,,,,
193,193,ATL,Norm Carmichael,Virginia,,,,,,,,,,,,,,,,,
194,194,BAL,Jodie Harrison,Illinois,,,,,,,,,,,,,,,,,
195,195,PHO,Wayne Huckel,Davidson,,,,,,,,,,,,,,,,,
196,196,MIL,Bill Voight,SMU,,,,,,,,,,,,,,,,,
197,197,SEA,Danny Cornett,Morehead State University,,,,,,,,,,,,,,,,,
198,198,SDR,Dick Groves,San Jose State,,,,,,,,,,,,,,,,,
199,199,ATL,Buddy Cornelius,Jacksonville State University,,,,,,,,,,,,,,,,,
200,200,BAL,Phil Harris,Texas A&M,,,,,,,,,,,,,,,,,
201,201,PHO,Howie Dickenman,Central Connecticut State University,,,,,,,,,,,,,,,,,
202,202,MIL,Lynn Phillips,SMU,,,,,,,,,,,,,,,,,
203,203,SEA,Steve Honeycutt,Kansas State,,,,,,,,,,,,,,,,,
204,204,SDR,Steve Howell,Ohio State,,,,,,,,,,,,,,,,,
205,205,ATL,John Tolmie,United States Naval Academy,,,,,,,,,,,,,,,,,
206,206,BAL,Tom Haggerty,Brandeis University,,,,,,,,,,,,,,,,,
207,207,PHO,Al Nuness,Minnesota,,,,,,,,,,,,,,,,,
208,208,MIL,Ken Hall,Westminster College of Pennsylvania,,,,,,,,,,,,,,,,,
209,209,SDR,Joe Pridgen,NC Central,,,,,,,,,,,,,,,,,
210,210,ATL,Cliff Parsons,Air Force,,,,,,,,,,,,,,,,,
211,211,BAL,Chip Case,Virginia,,,,,,,,,,,,,,,,,
212,212,PHO,Solomon Davis,Kentucky State University,,,,,,,,,,,,,,,,,
213,213,SDR,Blaine Royer,Illinois State,,,,,,,,,,,,,,,,,
214,214,ATL,Grady O'Malley,Manhattan University,1,24,113,50,26,10,.350,,.421,4.7,2.1,1.1,0.4,-0.3,-.136,,
215,215,BAL,Brian Heaney,Acadia University,1,14,70,28,4,6,.542,,.500,5.0,2.0,0.3,0.4,0.2,.106,,
216,216,PHO,Jim Plump,Northern Arizona University,,,,,,,,,,,,,,,,,
217,217,ATL,Carl Rodwell,University of California Riverside,,,,,,,,,,,,,,,,,
218,218,BAL,Stan McKain,Southern University and A&M College,,,,,,,,,,,,,,,,,
