--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
44,44,SAS,Sidy Cissoko,,3,109,1690,460,209,135,.408,.283,.652,15.5,4.2,1.9,1.2,1.6,.044,-4.0,-0.8
45,45,MEM,GG Jackson II,South Carolina,3,132,2870,1594,523,169,.447,.345,.744,21.7,12.1,4.0,1.3,2.6,.043,-2.2,-0.2
46,46,ATL,Seth Lundy,Penn State,1,9,52,14,7,0,.235,.231,.750,5.8,1.6,0.8,0.0,-0.1,-.092,-12.7,-0.1
47,47,LAL,Mojave King,,,,,,,,,,,,,,,,,,
48,48,LAC,Jordan Miller,Miami (FL),3,105,1773,763,245,170,.507,.313,.783,16.9,7.3,2.3,1.6,4.0,.107,-0.5,0.7
49,49,CLE,Emoni Bates,Eastern Michigan,2,25,208,78,21,18,.322,.333,.250,8.3,3.1,0.8,0.7,-0.2,-.045,-6.4,-0.2
50,50,OKC,Keyontae Johnson,Kansas State,1,9,66,11,10,4,.313,.333,,7.3,1.2,1.1,0.4,-0.1,-.068,-9.8,-0.1
51,51,BRK,Jalen Wilson,Kansas,3,176,3554,1306,515,240,.401,.340,.788,20.2,7.4,2.9,1.4,3.2,.043,-4.2,-1.9
52,52,PHO,Toumani Camara,Dayton,3,230,7018,2509,1214,463,.448,.367,.727,30.5,10.9,5.3,2.0,11.9,.082,-1.2,1.4
53,53,MIN,Jaylen Clark,UCLA,2,108,1410,438,173,69,.445,.362,.702,13.1,4.1,1.6,0.6,3.3,.111,-1.6,0.1
54,54,SAC,Jalen Slawson,Furman University,2,25,348,103,64,38,.458,.357,.706,13.9,4.1,2.6,1.5,0.5,.069,-1.0,0.1
55,55,IND,Isaiah Wong,Miami (FL),2,21,269,122,32,28,.389,.382,.735,12.8,5.8,1.5,1.3,0.0,.006,-4.2,-0.1
56,56,MEM,Tarik Biberovic,,,,,,,,,,,,,,,,,,
57,57,WAS,Trayce Jackson-Davis,Indiana,3,183,2593,1128,797,225,.631,.200,.555,14.2,6.2,4.4,1.2,9.6,.178,1.6,2.3
58,58,MIL,Chris Livingston,Kentucky,3,45,213,65,59,11,.429,.063,.762,4.7,1.4,1.3,0.2,0.2,.042,-6.6,-0.3
,,,,,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.
,,,,,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.
