--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
40,40,NOP,Jared Butler,Baylor,4,148,2047,990,217,417,.450,.341,.818,13.8,6.7,1.5,2.8,2.5,.059,-1.5,0.3
41,41,SAS,Joe Wieskamp,Iowa,2,38,255,70,18,12,.329,.309,.538,6.7,1.8,0.5,0.3,0.1,.013,-5.3,-0.2
42,42,DET,Isaiah Livers,Michigan,4,130,2398,646,309,108,.400,.352,.783,18.4,5.0,2.4,0.8,2.0,.039,-3.1,-0.7
43,43,NOP,Greg Brown III,Texas,3,70,773,268,163,42,.424,.296,.616,11.0,3.8,2.3,0.6,0.2,.015,-5.1,-0.6
44,44,BRK,Kessler Edwards,Pepperdine,4,178,2255,645,390,111,.428,.360,.786,12.7,3.6,2.2,0.6,2.7,.058,-2.9,-0.5
45,45,BOS,Juhann Begarin,,,,,,,,,,,,,,,,,,
46,46,TOR,Dalano Banton,Nebraska,5,222,3204,1475,487,433,.401,.303,.732,14.4,6.6,2.2,2.0,2.0,.030,-1.5,0.4
47,47,TOR,David Johnson,Louisville,1,2,2,0,0,0,.000,.000,,1.0,0.0,0.0,0.0,0.0,-.495,-27.7,0.0
48,48,ATL,Sharife Cooper,Auburn,2,54,739,340,91,129,.498,.366,.833,13.7,6.3,1.7,2.4,0.4,.023,-4.6,-0.5
49,49,BRK,Marcus Zegarowski,Creighton,,,,,,,,,,,,,,,,,
50,50,PHI,Filip Petrušev,Gonzaga,1,3,10,3,1,0,.500,,.500,3.3,1.0,0.3,0.0,0.0,.029,-8.0,0.0
51,51,MEM,Brandon Boston Jr.,Kentucky,4,147,2346,1101,327,176,.412,.328,.781,16.0,7.5,2.2,1.2,1.0,.021,-3.7,-1.0
52,52,DET,Luka Garza,Iowa,5,193,2091,1161,529,119,.529,.367,.728,10.8,6.0,2.7,0.6,8.2,.187,0.4,1.3
53,53,PHI,Charles Bassey,Western Kentucky,5,126,1410,564,540,100,.635,.231,.657,11.2,4.5,4.3,0.8,4.5,.152,0.6,0.9
54,54,IND,Sandro Mamukelashvili,Seton Hall,5,271,3950,1885,996,332,.494,.366,.739,14.6,7.0,3.7,1.2,11.4,.138,1.1,3.2
55,55,OKC,Aaron Wiggins,Maryland,5,339,6892,2962,1068,477,.487,.380,.784,20.3,8.7,3.2,1.4,15.0,.105,-0.9,1.9
56,56,CHO,Scottie Lewis,Florida,1,2,7,1,0,1,,,.500,3.5,0.5,0.0,0.5,0.0,.164,6.0,0.0
57,57,CHO,Balša Koprivica,Florida State,,,,,,,,,,,,,,,,,
58,58,NYK,Jericho Sims,Texas,5,258,3902,792,1125,208,.742,.000,.601,15.1,3.1,4.4,0.8,10.1,.124,-2.1,-0.1
59,59,BRK,RaiQuan Gray,Florida State,2,4,74,39,16,13,.552,.417,1.000,18.5,9.8,4.0,3.3,0.2,.149,2.9,0.1
60,60,IND,Georgios Kalaitzakis,,1,13,213,86,21,12,.463,.385,.467,16.4,6.6,1.6,0.9,-0.1,-.024,-7.0,-0.3
