--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
30,30,DAL,Ansu Sesay,Ole Miss,4,127,1301,401,223,62,.434,.276,.640,10.2,3.2,1.8,0.5,1.4,.051,-3.3,-0.4
31,31,LAL,Ruben Patterson,Cincinnati,10,649,15955,6953,2697,1150,.517,.179,.641,24.6,10.7,4.2,1.8,35.1,.106,0.7,10.8
32,32,SEA,Rashard Lewis,,16,1049,33541,15579,5433,1765,.452,.386,.805,32.0,14.9,5.2,1.7,90.9,.130,1.9,33.1
33,33,SEA,Jelani McCoy,UCLA,8,260,3824,1200,921,135,.539,,.490,14.7,4.6,3.5,0.5,5.1,.064,-2.9,-0.9
34,34,CHI,Shammond Williams,UNC,7,325,5351,1892,518,765,.401,.366,.798,16.5,5.8,1.6,2.4,8.8,.079,-0.7,1.7
35,35,DAL,Bruno Šundov,,7,102,524,173,107,18,.356,.208,.526,5.1,1.7,1.0,0.2,-0.7,-.062,-8.9,-0.9
36,36,SAC,Jerome James,Florida A&M,9,358,4771,1540,1099,118,.485,.000,.617,13.3,4.3,3.1,0.3,2.9,.029,-4.9,-3.5
37,37,PHI,Casey Shaw,Toledo,1,9,14,2,3,0,.125,,,1.6,0.2,0.3,0.0,-0.1,-.498,-29.8,-0.1
38,38,NYK,DeMarco Johnson,UNC Charlotte,1,5,37,6,7,0,.333,,,7.4,1.2,1.4,0.0,-0.1,-.091,-10.3,-0.1
39,39,MIL,Rafer Alston,Fresno State,11,671,19392,6799,1891,3202,.383,.354,.729,28.9,10.1,2.8,4.8,32.9,.081,0.0,9.6
40,40,DET,Korleone Young,,1,3,15,13,4,1,.500,.250,1.000,5.0,4.3,1.3,0.3,0.1,.280,9.4,0.0
41,41,HOU,Cuttino Mobley,Rhode Island,11,747,27618,11964,2902,2015,.433,.378,.835,37.0,16.0,3.9,2.7,52.2,.091,-0.1,12.9
42,42,ORL,Miles Simon,Arizona,1,5,19,2,2,0,.200,.000,,3.8,0.4,0.4,0.0,-0.1,-.289,-17.4,-0.1
43,43,WAS,Jahidi White,Georgetown,7,334,5913,1954,1944,63,.510,.000,.534,17.7,5.9,5.8,0.2,10.4,.085,-3.2,-1.8
44,44,NYK,Sean Marks,California,11,230,2275,638,501,50,.448,.200,.665,9.9,2.8,2.2,0.2,2.6,.055,-5.0,-1.7
45,45,LAL,Toby Bailey,UCLA,2,73,698,241,126,43,.407,.200,.692,9.6,3.3,1.7,0.6,1.0,.072,-3.5,-0.3
46,46,MIN,Andrae Patterson,Indiana,2,40,304,120,67,16,.455,.000,.778,7.6,3.0,1.7,0.4,0.7,.114,-1.9,0.0
47,47,TOR,Tyson Wheeler,Rhode Island,1,1,3,4,0,2,1.000,1.000,.500,3.0,4.0,0.0,2.0,0.1,1.367,51.1,0.0
48,48,CLE,Ryan Stack,South Carolina,2,43,397,99,79,10,.352,.000,.787,9.2,2.3,1.8,0.2,0.2,.028,-6.7,-0.5
49,49,ATL,Cory Carr,Texas Tech,1,42,624,171,49,66,.329,.167,.750,14.9,4.1,1.2,1.6,-1.2,-.089,-8.2,-1.0
50,50,CHH,Andrew Betts,Cal State Long Beach,,,,,,,,,,,,,,,,,
51,51,MIA,Corey Brewer,Oklahoma,,,,,,,,,,,,,,,,,
52,52,SAS,Derrick Dial,Eastern Michigan,4,82,687,253,133,63,.372,.190,.672,8.4,3.1,1.6,0.8,0.6,.045,-2.2,0.0
53,53,DAL,Greg Buckner,Clemson,10,570,10895,2878,1593,719,.450,.334,.757,19.1,5.0,2.8,1.3,20.9,.092,-0.9,3.0
54,54,DEN,Tremaine Fowlkes,Fresno State,4,103,1233,301,228,54,.409,.200,.791,12.0,2.9,2.2,0.5,2.1,.080,-2.0,0.0
55,55,DEN,Ryan Bowen,Iowa,10,507,6502,1319,1060,250,.456,.206,.693,12.8,2.6,2.1,0.5,12.4,.092,-0.8,2.0
56,56,VAN,J.R. Henderson,UCLA,1,30,331,97,47,22,.365,.400,.556,11.0,3.2,1.6,0.7,-0.2,-.025,-4.8,-0.2
57,57,UTA,Torraye Braggs,Xavier,2,22,178,46,51,7,.475,,.667,8.1,2.1,2.3,0.3,0.3,.071,-4.9,-0.1
58,58,CHI,Maceo Baston,Michigan,4,105,831,286,175,26,.616,.375,.740,7.9,2.7,1.7,0.2,2.3,.134,-1.2,0.2
