--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
43,43,DEN,Todd Mitchell,Purdue,1,24,353,123,50,21,.443,,.578,14.7,5.1,2.1,0.9,-0.1,-.008,-5.6,-0.3
44,44,ATL,Anthony Taylor,Oregon,1,21,368,144,34,43,.397,.000,.750,17.5,6.9,1.6,2.0,0.2,.029,-2.1,0.0
45,45,LAC,Tom Garrick,Rhode Island,4,251,4718,1359,501,853,.469,.083,.775,18.8,5.4,2.0,3.4,5.9,.060,-1.4,0.7
46,46,DAL,Morlon Wiley,Cal State Long Beach,7,295,3843,1078,341,722,.412,.354,.707,13.0,3.7,1.2,2.4,2.7,.034,-1.8,0.2
47,47,DEN,Vernon Maxwell,Florida,13,855,24309,10912,2200,2912,.398,.320,.733,28.4,12.8,2.6,3.4,27.4,.054,-1.2,5.1
48,48,DET,Micheal Williams,Baylor,10,413,10403,4533,1050,2385,.464,.227,.868,25.2,11.0,2.5,5.8,28.5,.132,2.3,11.2
49,49,DAL,José Vargas,LSU,,,,,,,,,,,,,,,,,
50,50,PHO,Steve Kerr,Arizona,15,910,16207,5437,1060,1658,.479,.454,.864,17.8,6.0,1.2,1.8,47.2,.140,0.8,11.6
51,51,LAC,Rob Lock,Kentucky,1,20,110,30,32,4,.281,,.800,5.5,1.5,1.6,0.2,-0.2,-.083,-9.3,-0.2
52,52,NJN,Derrek Hamilton,Southern Miss,,,,,,,,,,,,,,,,,
53,53,POR,Anthony Mason,Tennessee State,13,882,30605,9656,7279,2963,.509,.167,.709,34.7,10.9,8.3,3.4,88.3,.138,1.0,23.2
54,54,ATL,Jorge Gonzalez,,,,,,,,,,,,,,,,,,
55,55,PHO,Rodney Johns,Grand Canyon University,,,,,,,,,,,,,,,,,
56,56,SAS,Barry Sumpter,Austin Peay State University,1,1,1,0,0,0,.000,,,1.0,0.0,0.0,0.0,0.0,-.894,-49.2,0.0
57,57,PHI,Hernán Montenegro,LSU,,,,,,,,,,,,,,,,,
58,58,CHH,Jeff Moore,Auburn,,,,,,,,,,,,,,,,,
59,59,MIA,Nate Johnston,University of Tampa,1,21,87,46,23,1,.375,.250,.692,4.1,2.2,1.1,0.0,0.1,.050,-4.5,-0.1
60,60,WSB,Ed Davender,Kentucky,,,,,,,,,,,,,,,,,
61,61,IND,Herbert Crook,Louisville,,,,,,,,,,,,,,,,,
62,62,CHI,Derrick Lewis,Maryland,,,,,,,,,,,,,,,,,
63,63,MIL,Mike Jones,Auburn,,,,,,,,,,,,,,,,,
64,64,CLE,Winston Bennett,Kentucky,3,136,2157,648,414,120,.425,.000,.694,15.9,4.8,3.0,0.9,1.7,.037,-5.3,-1.8
65,65,SEA,Corey Gaines,Loyola Marymount,5,80,1002,248,69,247,.424,.229,.736,12.5,3.1,0.9,3.1,1.1,.052,-2.3,-0.1
66,66,DEN,Dwight Boyd,Memphis,,,,,,,,,,,,,,,,,
67,67,UTA,Ricky Grace,Oklahoma,1,3,8,4,1,1,.667,,.000,2.7,1.3,0.3,0.3,0.0,.103,-3.9,0.0
68,68,ATL,Darryl Middleton,Baylor,,,,,,,,,,,,,,,,,
69,69,NYK,Phil Stinnie,VCU,,,,,,,,,,,,,,,,,
70,70,DAL,Jerry Johnson,Florida Southern College,,,,,,,,,,,,,,,,,
71,71,POR,Craig Neal,Georgia Tech,2,63,625,158,45,155,.373,.302,.600,9.9,2.5,0.7,2.5,-0.4,-.030,-5.8,-0.6
72,72,DET,Lee Johnson,Norfolk State,,,,,,,,,,,,,,,,,
73,73,IND,Michael Anderson,Drexel,1,36,730,204,89,153,.417,.143,.695,20.3,5.7,2.5,4.3,0.2,.010,-2.4,-0.1
74,74,BOS,Gerald Paddio,UNLV,3,129,1625,715,184,134,.421,.242,.746,12.6,5.5,1.4,1.0,0.1,.002,-5.3,-1.3
75,75,SAS,Archie Marshall,Kansas,,,,,,,,,,,,,,,,,
