--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1,POR,LaRue Martin,Loyola Chicago,4,271,3795,1430,1258,203,.416,,.685,14.0,5.3,4.6,0.7,1.9,.024,-4.0,-1.4
2,2,BUF,Bob McAdoo,UNC,14,852,28327,18787,8048,1951,.503,,.754,33.2,22.1,9.4,2.3,89.1,.151,2.2,27.2
3,3,CLE,Dwight Davis,Houston,5,340,8010,2936,1991,529,.423,,.730,23.6,8.6,5.9,1.6,11.4,.068,-1.7,0.4
4,4,PHO,Corky Calhoun,Penn,8,542,10901,2896,1962,601,.460,,.782,20.1,5.3,3.6,1.1,14.4,.064,-1.7,0.6
5,5,PHI,Freddie Boyd,Oregon State,6,327,7723,2784,533,986,.414,,.667,23.6,8.5,1.6,3.0,1.4,.009,-3.3,-1.8
6,6,MIL,Russ Lee,Marshall,3,97,582,282,114,65,.391,,.685,6.0,2.9,1.2,0.7,0.5,.038,-3.0,0.0
7,7,SEA,Bud Stallworth,Kansas,5,313,5489,2403,861,213,.414,,.686,17.5,7.7,2.8,0.7,0.7,.006,-4.3,-2.4
8,8,NYK,Tom Riker,South Carolina,3,82,605,225,138,24,.380,,.593,7.4,2.7,1.7,0.3,0.4,.033,-4.3,-0.3
9,9,DET,Bob Nash,Hawaii,4,219,2557,1036,483,147,.435,,.730,11.7,4.7,2.2,0.7,2.6,.048,-1.9,0.0
10,10,BOS,Paul Westphal,USC,12,823,20947,12809,1580,3591,.504,,.820,25.5,15.6,1.9,4.4,67.7,.155,2.8,24.8
11,11,CHI,Ralph Simpson,Michigan State,4,218,3980,1832,445,479,.404,,.724,18.3,8.4,2.0,2.2,0.7,.008,-3.0,-1.0
12,12,MIL,Julius Erving,UMass,11,836,28677,18364,5601,3224,.507,,.777,34.3,22.0,6.7,3.9,106.2,.178,5.2,51.8
13,13,LAL,Travis Grant,Kentucky State University,1,36,159,128,53,7,.433,,.828,4.4,3.6,1.5,0.2,0.4,.124,-5.3,0.0
14,14,POR,Bob Davis,Weber State,1,9,41,16,5,2,.214,,.667,4.6,1.8,0.6,0.2,-0.3,-.396,,
15,15,BUF,Harold Fox,Jacksonville University,1,10,84,31,8,10,.375,,.875,8.4,3.1,0.8,1.0,0.0,-.014,,
16,16,LAL,Jim Price,Louisville,7,510,12815,5088,1566,1886,.444,,.815,25.1,10.0,3.1,3.7,19.7,.074,-0.5,4.7
17,17,DET,Chris Ford,Villanova,10,794,22043,7314,2394,2719,.460,,.731,27.8,9.2,3.0,3.4,35.6,.077,0.3,11.6
18,18,SEA,Joby Wright,Indiana,1,77,931,303,218,36,.478,,.416,12.1,3.9,2.8,0.5,0.6,.033,,
19,19,KCO,Sam Sibert,Kentucky State University,1,5,26,12,4,0,.308,,.800,5.2,2.4,0.8,0.0,-0.1,-.105,,
20,20,HOU,John Gianelli,University of the Pacific,8,541,13650,4210,3188,832,.470,,.702,25.2,7.8,5.9,1.5,23.0,.081,-0.7,4.4
21,21,ATL,Steve Bracey,Tulsa,3,187,2853,1141,291,408,.466,,.684,15.3,6.1,1.6,2.2,3.9,.066,-2.5,-0.2
22,22,LAL,Paul Stovall,Arizona State,1,25,211,76,61,13,.342,,.632,8.4,3.0,2.4,0.5,-0.1,-.024,,
23,23,SEA,Brian Taylor,Princeton,6,330,10262,4064,797,1476,.487,,.803,31.1,12.3,2.4,4.5,24.7,.116,1.1,8.1
24,24,CLE,Steve Hawes,Washington,10,688,15831,5768,4272,1288,.483,,.790,23.0,8.4,6.2,1.9,37.1,.112,0.5,9.9
