--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
97,97,PHI,Jake Jones,Assumption College,1,17,202,76,26,12,.389,,.645,11.9,4.5,1.5,0.7,0.0,-.009,,
98,98,LAL,Bill Brickhouse,Montana State,,,,,,,,,,,,,,,,,
99,99,PHO,William Graham,Kentucky State University,,,,,,,,,,,,,,,,,
100,100,CHI,Jim England,Tennessee,,,,,,,,,,,,,,,,,
101,101,NYK,Bill Mainor,Fordham,,,,,,,,,,,,,,,,,
102,102,MIL,Ed Kemp,Adams State College,,,,,,,,,,,,,,,,,
103,103,CLE,Tom Bush,Drake University,,,,,,,,,,,,,,,,,
104,104,BUF,Randy Smith,Buffalo State,12,976,31444,16262,3597,4487,.470,,.781,32.2,16.7,3.7,4.6,60.1,.092,0.4,16.0
105,105,POR,Gene Knolle,Texas Tech,,,,,,,,,,,,,,,,,
106,106,CIN,Ollie Shannon,Minnesota,,,,,,,,,,,,,,,,,
107,107,ATL,Mike Jordan,Savannah State University,,,,,,,,,,,,,,,,,
108,108,SEA,John Duncan,Kentucky Wesleyan College,,,,,,,,,,,,,,,,,
109,109,HOU,Eric Hill,Minnesota,,,,,,,,,,,,,,,,,
110,110,GSW,Ken May,Dayton,,,,,,,,,,,,,,,,,
111,111,BAL,Dennis Hogg,Washington State,,,,,,,,,,,,,,,,,
112,112,BOS,Ahmad Aliyy,Florida State,,,,,,,,,,,,,,,,,
113,113,DET,Steve Kelly,BYU,,,,,,,,,,,,,,,,,
114,114,PHI,Curtis Ford,Northeastern State University,,,,,,,,,,,,,,,,,
115,115,LAL,Gene Gathers,Bradley,,,,,,,,,,,,,,,,,
116,116,PHO,Ralph Brateris,Trenton State University,,,,,,,,,,,,,,,,,
117,117,CHI,Artis Gilmore,Jacksonville University,12,909,29685,15579,9161,1777,.599,,.713,32.7,17.1,10.1,2.0,107.4,.174,2.6,34.7
118,118,NYK,Danny Davis,Henderson State University,,,,,,,,,,,,,,,,,
119,119,MIL,Gene Phillips,SMU,,,,,,,,,,,,,,,,,
120,120,CLE,Charlie Davis,Wake Forest,3,144,2653,1287,219,319,.408,,.806,18.4,8.9,1.5,2.2,1.4,.026,-5.0,-0.1
121,121,BUF,Craig Love,Ohio University,,,,,,,,,,,,,,,,,
122,122,POR,John Sutter,Tulane,,,,,,,,,,,,,,,,,
123,123,CIN,Frank Fitzgerald,Boston College,,,,,,,,,,,,,,,,,
124,124,ATL,Jim Smith,Kentucky Wesleyan College,,,,,,,,,,,,,,,,,
125,125,SEA,Charlie Lowery,University of Puget Sound,1,20,134,45,19,14,.447,,.611,6.7,2.3,1.0,0.7,0.2,.083,,
126,126,HOU,Rick Katherman,Duke,,,,,,,,,,,,,,,,,
127,127,GSW,Jim Haderlein,Loyola Marymount,,,,,,,,,,,,,,,,,
128,128,BAL,Russell Golden,Jackson State University,,,,,,,,,,,,,,,,,
129,129,BOS,John Ribock,South Carolina,,,,,,,,,,,,,,,,,
130,130,DET,Wayne Jones,Niagara University,,,,,,,,,,,,,,,,,
131,131,PHI,Barry Yates,Maryland,1,24,144,69,40,7,.373,,.636,6.0,2.9,1.7,0.3,-0.2,-.075,,
132,132,LAL,Luke Adams,Lamar,,,,,,,,,,,,,,,,,
133,133,PHO,Vernell Ellzy,Florida State,,,,,,,,,,,,,,,,,
134,134,CHI,Clarence Sherrod,Wisconsin,,,,,,,,,,,,,,,,,
135,135,NYK,Leroy Eldridge,Cheyney (PA),,,,,,,,,,,,,,,,,
136,136,MIL,Felix Thurston,Trinity University,,,,,,,,,,,,,,,,,
137,137,CLE,Rich Walker,Bowling Green,,,,,,,,,,,,,,,,,
138,138,BUF,Gary Stewart,Canisius,,,,,,,,,,,,,,,,,
139,139,POR,Goo Kennedy,TCU,1,32,277,65,51,6,.534,,.375,8.7,2.0,1.6,0.2,0.3,.045,-2.7,0.0
140,140,ATL,Ernie Fleming,Jacksonville University,,,,,,,,,,,,,,,,,
141,141,SEA,Larry Holliday,Oregon,,,,,,,,,,,,,,,,,
142,142,HOU,Willie Cherry,Denver,,,,,,,,,,,,,,,,,
143,143,GSW,Clarence Smith,Villanova,,,,,,,,,,,,,,,,,
144,144,BAL,Ron Johnson,Murray State,,,,,,,,,,,,,,,,,
145,145,BOS,Ray Greene,California University of Pennslyvania,,,,,,,,,,,,,,,,,
146,146,DET,Paul Botts,Central Michigan University,,,,,,,,,,,,,,,,,
147,147,PHI,Tom Lee,Arizona,,,,,,,,,,,,,,,,,
148,148,LAL,Bob Cheeks,Whittier College,,,,,,,,,,,,,,,,,
149,149,PHO,Mike Johnson,Kansas State,,,,,,,,,,,,,,,,,
150,150,CHI,Jackie Dinkins,Voorhees College,1,18,89,45,20,7,.415,,.550,4.9,2.5,1.1,0.4,0.1,.073,,
151,151,NYK,Mike O'Brien,Saint Leo University,,,,,,,,,,,,,,,,,
152,152,MIL,Rick Howat,Illinois,,,,,,,,,,,,,,,,,
153,153,CLE,Jim Meredith,Washington State,,,,,,,,,,,,,,,,,
154,154,BUF,Don Ward,Colgate,,,,,,,,,,,,,,,,,
155,155,POR,Greg Starrick,Southern Illinois,,,,,,,,,,,,,,,,,
156,156,ATL,Ron Rippetoe,Lipscomb,,,,,,,,,,,,,,,,,
157,157,SEA,Ed Huston,University of Puget Sound,,,,,,,,,,,,,,,,,
158,158,HOU,Calvin Oliver,University of Texas Rio Grande Valley,,,,,,,,,,,,,,,,,
159,159,GSW,Bill Drozdiak,Oregon,,,,,,,,,,,,,,,,,
160,160,BAL,Eddie Myers,Arizona,,,,,,,,,,,,,,,,,
161,161,BOS,Dale Dover,Harvard University,,,,,,,,,,,,,,,,,
162,162,DET,Steve Butcher,Pikeville College,,,,,,,,,,,,,,,,,
163,163,PHI,Jim Dinwiddie,Kentucky,,,,,,,,,,,,,,,,,
164,164,LAL,Cliff Mosley,Quinnipiac University,,,,,,,,,,,,,,,,,
165,165,PHO,Tom Newell,Hawaii,,,,,,,,,,,,,,,,,
166,166,CHI,David Withers,University of Delaware,,,,,,,,,,,,,,,,,
167,167,NYK,Andy Toth,Cheyney (PA),,,,,,,,,,,,,,,,,
168,168,MIL,Dan Fife,Michigan,,,,,,,,,,,,,,,,,
169,169,CLE,Mike Casey,Kentucky,,,,,,,,,,,,,,,,,
170,170,BUF,Bill Warner,Arizona,,,,,,,,,,,,,,,,,
171,171,POR,Howard Burford,Gonzaga,,,,,,,,,,,,,,,,,
172,172,ATL,Levi Wyatt,Alcorn State,,,,,,,,,,,,,,,,,
173,173,SEA,Jerome Perry,Western Kentucky,,,,,,,,,,,,,,,,,
174,174,HOU,Doug Rex,UC Santa Barbara,,,,,,,,,,,,,,,,,
175,175,BAL,Chuck Olkowski,University of Baltimore,,,,,,,,,,,,,,,,,
176,176,BOS,Reggie Brooks,Southern New Hampshire University,,,,,,,,,,,,,,,,,
177,177,DET,Larry Saunders,Duke,,,,,,,,,,,,,,,,,
178,178,PHI,Dana Pagett,USC,,,,,,,,,,,,,,,,,
179,179,PHO,Paul Litz,Western Carolina University,,,,,,,,,,,,,,,,,
180,180,CHI,Al Smith,Bradley,,,,,,,,,,,,,,,,,
181,181,NYK,Ken Davis,Georgetown College,,,,,,,,,,,,,,,,,
182,182,MIL,Blaine Henry,Marshall,,,,,,,,,,,,,,,,,
183,183,CLE,Doug Hess,Toledo,,,,,,,,,,,,,,,,,
184,184,BUF,Butch Webster,LSU,,,,,,,,,,,,,,,,,
185,185,POR,Don Sechler,Delaware Valley College,,,,,,,,,,,,,,,,,
186,186,ATL,Roger Moore,Columbus State University,,,,,,,,,,,,,,,,,
187,187,HOU,Chris Schrobilgen,USC,,,,,,,,,,,,,,,,,
188,188,BAL,Bob Connor,Loyola (MD),,,,,,,,,,,,,,,,,
189,189,BOS,John Dalton,Suffolk University,,,,,,,,,,,,,,,,,
190,190,DET,Bob Horn,Drake University,,,,,,,,,,,,,,,,,
191,191,PHI,Ken Kowall,Ohio University,,,,,,,,,,,,,,,,,
192,192,PHO,Floyd Mason,Alcorn State,,,,,,,,,,,,,,,,,
193,193,CHI,Ken Riley,Middle Tennessee,,,,,,,,,,,,,,,,,
194,194,NYK,Carl Greenfield,Eastern Kentucky University,,,,,,,,,,,,,,,,,
195,195,MIL,Gene Mumford,University of Scranton,,,,,,,,,,,,,,,,,
196,196,CLE,Bobby Jones,Drake University,,,,,,,,,,,,,,,,,
197,197,BUF,Pete Smith,Valdosta State University,,,,,,,,,,,,,,,,,
198,198,ATL,Ed Jenkins,Shaw College (MI),,,,,,,,,,,,,,,,,
199,199,HOU,Lee McCullough,Indiana,,,,,,,,,,,,,,,,,
200,200,BAL,Tom Crosswhite,Dayton,,,,,,,,,,,,,,,,,
201,201,BOS,Leroy Chalk,Nebraska,,,,,,,,,,,,,,,,,
202,202,DET,Willie Roberson,Wyoming,,,,,,,,,,,,,,,,,
203,203,PHI,Hank Commodore,Northwestern Oklahoma State University,,,,,,,,,,,,,,,,,
204,204,PHO,Ron Dorsey,Tennessee State,,,,,,,,,,,,,,,,,
205,205,CHI,Ed Goode,DePaul,,,,,,,,,,,,,,,,,
206,206,NYK,Larry Duckworth,Henderson State University,,,,,,,,,,,,,,,,,
207,207,MIL,Pierre Russell,Kansas,,,,,,,,,,,,,,,,,
208,208,CLE,Bubbles Harris,Indiana,,,,,,,,,,,,,,,,,
209,209,BUF,Ray Lavender,Drury University,,,,,,,,,,,,,,,,,
210,210,HOU,Gene Roberson,Canisius,,,,,,,,,,,,,,,,,
211,211,BAL,Rudolph Peele,Norfolk State,,,,,,,,,,,,,,,,,
212,212,DET,Art Davis,Johnson C. Smith University,,,,,,,,,,,,,,,,,
213,213,PHO,Ken Booker,UCLA,,,,,,,,,,,,,,,,,
214,214,CHI,Richard Dixon,Loyola Marymount,,,,,,,,,,,,,,,,,
215,215,NYK,Jack O'Connor,University of Great Falls,,,,,,,,,,,,,,,,,
216,216,MIL,George Jackson,Dayton,,,,,,,,,,,,,,,,,
217,217,CLE,Larry Baker,Wittenberg University,,,,,,,,,,,,,,,,,
218,218,BUF,William Chatmon,Baylor,,,,,,,,,,,,,,,,,
219,219,HOU,Bill Quigg,Gonzaga,,,,,,,,,,,,,,,,,
220,220,BAL,Morrell James,Norfolk State,,,,,,,,,,,,,,,,,
221,221,DET,James Fleming,Alcorn State,,,,,,,,,,,,,,,,,
222,222,PHO,Curtis Carter,Bishop College,,,,,,,,,,,,,,,,,
223,223,CHI,Lisco Thomas,Furman University,,,,,,,,,,,,,,,,,
224,224,MIL,Loyd King,Virginia Tech,,,,,,,,,,,,,,,,,
225,225,CLE,Tyree Vance,University of Wisconsin-LaCrosse,,,,,,,,,,,,,,,,,
226,226,BUF,James Douglas,Memphis,,,,,,,,,,,,,,,,,
227,227,HOU,Leonard Jackson,Oregon,,,,,,,,,,,,,,,,,
228,228,DET,Fred Smiley,Davenport University,,,,,,,,,,,,,,,,,
229,229,CHI,Bob Bissant,Loyola New Orleans,,,,,,,,,,,,,,,,,
230,230,BUF,Nelson Isley,LSU,,,,,,,,,,,,,,,,,
231,231,HOU,Steve Sims,Pepperdine,,,,,,,,,,,,,,,,,
232,232,DET,Leroy Jenkins,Davenport University,,,,,,,,,,,,,,,,,
233,233,BUF,Joey Meyer,DePaul,,,,,,,,,,,,,,,,,
234,234,HOU,Carlos Quintanar,,,,,,,,,,,,,,,,,,
235,235,DET,Ike Bundy,Detroit Institute of Technology,,,,,,,,,,,,,,,,,
236,236,HOU,Gary Schneider,San Diego State,,,,,,,,,,,,,,,,,
237,237,DET,Ed Jenkins,Shaw,,,,,,,,,,,,,,,,,
