--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
20,,SYR,Jim Brasco,NYU,1,20,248,77,24,21,.266,,.794,12.4,3.9,1.2,1.1,-0.2,-.036,,
21,,BLB,Jim Walsh,Stanford,1,10,72,20,15,8,.185,,.588,7.2,2.0,1.5,0.8,-0.2,-.106,,
22,,BOS,J. C. Maze,Texas State University,,,,,,,,,,,,,,,,,
23,,FTW,Bill Carlson,Fordham,,,,,,,,,,,,,,,,,
24,,INO,Skippy Whitaker,Kentucky,1,3,15,2,1,1,.167,,,5.0,0.7,0.3,0.3,-0.1,-.283,,
25,,MLH,Bobby Watson,Kentucky,1,63,702,175,87,79,.323,,.689,11.1,2.8,1.4,1.3,-0.1,-.007,,
26,,MNL,Carl McNulty,Purdue,1,1,14,2,0,0,.167,,,14.0,2.0,0.0,0.0,-0.1,-.357,,
27,,NYK,Dick Bunt,NYU,1,26,271,92,28,17,.276,,.708,10.4,3.5,1.1,0.7,-0.3,-.050,,
28,,PHW,Moe Radovich,Wyoming,1,4,33,14,1,8,.385,,1.000,8.3,3.5,0.3,2.0,0.1,.153,,
29,,ROC,Ronnie MacGilvray,St. John's,1,6,57,8,9,11,.167,,.571,9.5,1.3,1.5,1.8,-0.1,-.046,,
30,,SYR,Ken McBride,University of Maryland Eastern Shore,1,12,249,117,31,14,.327,,.724,20.8,9.8,2.6,1.2,-0.4,-.084,,
31,,BLB,Blaine Denning,Lawrence Technological University,1,1,9,5,4,0,.400,,1.000,9.0,5.0,4.0,0.0,0.0,.095,,
32,,BOS,Herm Hedderick,Canisius,1,5,23,4,4,2,.222,,.000,4.6,0.8,0.8,0.4,-0.1,-.232,,
33,,FTW,Hal Cerra,Duquesne,,,,,,,,,,,,,,,,,
34,,INO,Gene Rhodes,Western Kentucky,1,65,1162,337,98,91,.319,,.704,17.9,5.2,1.5,1.4,0.9,.037,,
35,,MLH,George McLeod,TCU,1,10,85,12,21,4,.125,,.533,8.5,1.2,2.1,0.4,-0.2,-.115,,
36,,MNL,Tom Ackerman,West Liberty State College,,,,,,,,,,,,,,,,,
37,,NYK,Roy Belliveau,Seton Hall,,,,,,,,,,,,,,,,,
38,,PHW,Bob Brown,Louisville,,,,,,,,,,,,,,,,,
39,,ROC,Bryant Ivey,Alabama,,,,,,,,,,,,,,,,,
40,,SYR,Bud Donnelly,La Salle,,,,,,,,,,,,,,,,,
41,,BLB,Frank Guisness,Washington,,,,,,,,,,,,,,,,,
42,,BOS,Don Johnson,Oklahoma State,,,,,,,,,,,,,,,,,
43,,FTW,Bob Clifton,Iowa,,,,,,,,,,,,,,,,,
44,,INO,Jay Handlan,Washington & Lee University,,,,,,,,,,,,,,,,,
45,,MLH,Pete Brewster,Purdue,,,,,,,,,,,,,,,,,
46,,MNL,Thomas Bishop,Southern Miss,,,,,,,,,,,,,,,,,
47,,NYK,Ben Gibson,Saint Mary's,,,,,,,,,,,,,,,,,
48,,PHW,Burr Carlson,UConn,,,,,,,,,,,,,,,,,
49,,ROC,Leroy Leslie,Notre Dame,,,,,,,,,,,,,,,,,
50,,SYR,Jim Kennedy,Duquesne,,,,,,,,,,,,,,,,,
51,,BLB,Bob Priddy,New Mexico State,1,16,149,36,36,7,.368,,.571,9.3,2.3,2.3,0.4,0.0,.006,,
52,,BOS,Jim Buchanan,Nebraska,,,,,,,,,,,,,,,,,
53,,FTW,Leo Corkery,St. Bonaventure,,,,,,,,,,,,,,,,,
54,,INO,Bill Harrell,Siena College,,,,,,,,,,,,,,,,,
55,,MLH,Roger Johnson,Arizona,,,,,,,,,,,,,,,,,
56,,MNL,Rod Fletcher,Illinois,,,,,,,,,,,,,,,,,
57,,NYK,Dick Surhoff,Long Island University,2,58,545,178,94,32,.295,,.717,9.4,3.1,1.6,0.6,0.1,.013,,
58,,PHW,Newt Jones,La Salle,,,,,,,,,,,,,,,,,
59,,ROC,Jewell McDowell,Texas A&M,,,,,,,,,,,,,,,,,
60,,SYR,Harry Moore,West Virginia,,,,,,,,,,,,,,,,,
61,,BLB,Bill Lea,Missouri State,,,,,,,,,,,,,,,,,
62,,BOS,Fred Eydt,Cornell,,,,,,,,,,,,,,,,,
63,,FTW,Lee Terrill,NC State,,,,,,,,,,,,,,,,,
64,,INO,Jim Hoverder,Central Missouri State University,,,,,,,,,,,,,,,,,
65,,MLH,Ab Nicholas,Wisconsin,,,,,,,,,,,,,,,,,
66,,MNL,Dick Haag,Wyoming,,,,,,,,,,,,,,,,,
67,,NYK,Jim Julian,Missouri State,,,,,,,,,,,,,,,,,
68,,PHW,Nick Kladis,Loyola Chicago,,,,,,,,,,,,,,,,,
69,,ROC,Sam Miranda,Indiana,,,,,,,,,,,,,,,,,
70,,SYR,Bob Roche,Syracuse,,,,,,,,,,,,,,,,,
71,,BLB,Mike Magula,Youngstown State University,,,,,,,,,,,,,,,,,
72,,BOS,Jules Mugnier,Spring Hill College,,,,,,,,,,,,,,,,,
73,,FTW,Jim Ramstead,Stanford,,,,,,,,,,,,,,,,,
74,,INO,Gordon Stauffer,Michigan State,,,,,,,,,,,,,,,,,
75,,MLH,Dick Retherford,Baldwin-Wallace College,,,,,,,,,,,,,,,,,
76,,MNL,Don Holt,Tulane,,,,,,,,,,,,,,,,,
77,,NYK,Paul Sullivan,Alabama,,,,,,,,,,,,,,,,,
78,,PHW,Tom Brennan,Villanova,1,11,52,10,5,2,.455,,,4.7,0.9,0.5,0.2,0.1,.048,,
79,,ROC,Jerry Romney,BYU,,,,,,,,,,,,,,,,,
80,,BLB,Don Penwell,Oklahoma City University,,,,,,,,,,,,,,,,,
81,,BOS,Jim Dilling,Holy Cross,,,,,,,,,,,,,,,,,
82,,INO,Dale Toft,Denver,,,,,,,,,,,,,,,,,
83,,MLH,John Snee,Clemson,,,,,,,,,,,,,,,,,
84,,MNL,Tom Katsimpalis,Eastern Illinois University,,,,,,,,,,,,,,,,,
85,,PHW,Don Scanlon,Penn,,,,,,,,,,,,,,,,,
86,,ROC,Royce Ray,Houston,,,,,,,,,,,,,,,,,
87,,BLB,Art Press,McDaniel College,,,,,,,,,,,,,,,,,
88,,BOS,Gene Conley,Washington State,6,351,5791,2069,2212,201,.371,,.657,16.5,5.9,6.3,0.6,5.1,.042,,
89,,MLH,Jim Tackett,New Mexico,,,,,,,,,,,,,,,,,
90,,MNL,Dick Means,Minnesota,,,,,,,,,,,,,,,,,
91,,PHW,Glen Smith,Utah,,,,,,,,,,,,,,,,,
92,,ROC,Arnold Smith,City College of New York,,,,,,,,,,,,,,,,,
93,,BLB,Bob Peterson,Oregon,3,103,1342,479,389,78,.386,,.669,13.0,4.7,3.8,0.8,1.5,.052,,
94,,MLH,Coyte Vance,Mississippi State,,,,,,,,,,,,,,,,,
95,,MNL,Dwane Morrison,South Carolina,,,,,,,,,,,,,,,,,
96,,PHW,Ben Stewart,Villanova,,,,,,,,,,,,,,,,,
97,,ROC,Ray Sonnenberg,Saint Louis,,,,,,,,,,,,,,,,,
98,,BLB,Bennie Purcell,Murray State,,,,,,,,,,,,,,,,,
99,,MNL,Ed Ramirez,Centenary (LA),,,,,,,,,,,,,,,,,
100,,ROC,Ray Steiner,Saint Louis,,,,,,,,,,,,,,,,,
101,,MNL,Bob Schneider,Arizona,,,,,,,,,,,,,,,,,
102,,ROC,Bob Whitmer,Florida State,,,,,,,,,,,,,,,,,
103,,MNL,Gene Smith,Huron University,,,,,,,,,,,,,,,,,
104,,MNL,Gene Smith,Xavier,,,,,,,,,,,,,,,,,
105,,MNL,Homer Spain,Union University,,,,,,,,,,,,,,,,,
106,,MNL,John Wallisa,Memphis,,,,,,,,,,,,,,,,,
