--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,4,DET,Dave DeBusschere,Detroit Mercy,12,875,31202,14053,9618,2497,.432,,.699,35.7,16.1,11.0,2.9,60.8,.093,1.7,2.5
2,6,CIN,Jerry Lucas,Ohio State,11,829,32131,14053,12942,2732,.499,,.783,38.8,17.0,15.6,3.3,98.4,.147,1.3,1.4
3,1,CHZ,Billy McGill,Utah,3,158,2507,1613,611,168,.486,,.711,15.9,10.2,3.9,1.1,6.7,.128,,
4,2,NYK,Paul Hogue,Cincinnati,2,65,1487,409,461,48,.365,,.448,22.9,6.3,7.1,0.7,-1.1,-.036,,
5,3,STL,Zelmo Beaty,Prairie View A&M University,8,570,18348,9107,5949,839,.469,,.750,32.2,16.0,10.4,1.5,58.2,.152,-0.9,0.3
6,5,SYR,Len Chappell,Wake Forest,9,591,10596,5621,3113,434,.452,,.691,17.9,9.5,5.3,0.7,19.0,.086,,
7,7,SFW,Wayne Hightower,Kansas,5,316,7240,2848,1876,337,.359,,.749,22.9,9.0,5.9,1.1,3.8,.025,,
8,8,LAL,Leroy Ellis,St. John's,14,1048,27520,10176,8709,1405,.442,,.728,26.3,9.7,8.3,1.3,46.3,.081,0.0,2.8
9,9,BOS,John Havlicek,Ohio State,16,1270,46471,26395,8007,6114,.439,,.815,36.6,20.8,6.3,4.8,131.7,.136,1.1,11.5
10,10,CHZ,Terry Dischinger,Purdue,9,652,17841,9012,3646,1151,.506,,.758,27.4,13.8,5.6,1.8,56.3,.152,,
11,11,NYK,John Rudometkin,USC,3,131,1644,822,412,72,.399,,.743,12.5,6.3,3.1,0.5,1.0,.030,,
12,12,STL,Bob Duffy,Colgate,3,94,1123,400,104,167,.396,,.649,11.9,4.3,1.1,1.8,0.5,.022,,
13,13,DET,Kevin Loughery,St. John's,11,755,22208,11575,2254,2803,.413,,.803,29.4,15.3,3.0,3.7,29.8,.064,,
14,14,SYR,Chet Walker,Bradley,13,1032,33433,18831,7314,2126,.470,,.796,32.4,18.2,7.1,2.1,117.4,.168,2.5,5.8
15,15,CIN,Bud Olsen,Louisville,7,369,4218,1592,1111,293,.423,,.553,11.4,4.3,3.0,0.8,3.4,.038,,
16,16,SFW,Hubie White,Villanova,2,52,467,171,77,40,.329,,.630,9.0,3.3,1.5,0.8,-0.8,-.082,,
17,17,LAL,Gene Wiley,Wichita State,4,300,6386,1273,2194,252,.471,,.506,21.3,4.2,7.3,0.8,8.4,.063,,
18,18,BOS,Jack Foley,Holy Cross,1,11,83,53,16,5,.392,,.867,7.5,4.8,1.5,0.5,0.1,.057,,
19,19,CHZ,Don Nelson,Iowa,14,1053,21685,10898,5192,1526,.480,,.765,20.6,10.3,4.9,1.4,74.6,.165,1.3,4.0
20,20,NYK,Bobby Rascoe,Western Kentucky,,,,,,,,,,,,,,,,,
21,21,STL,Charlie Hardnett,Grambling State University,3,164,2474,1198,930,103,.423,,.647,15.1,7.3,5.7,0.6,3.0,.058,,
22,22,DET,Harold Hudgens,Texas Tech,,,,,,,,,,,,,,,,,
23,23,SYR,Porter Meriwether,Tennessee State,1,31,268,119,29,43,.393,,.697,8.6,3.8,0.9,1.4,0.2,.030,,
24,24,CIN,Chris Appel,USC,,,,,,,,,,,,,,,,,
25,25,SFW,Dave Fedor,Florida State,1,7,27,6,6,1,.300,,.000,3.9,0.9,0.9,0.1,-0.1,-.128,,
26,26,LAL,John Green,UCLA,,,,,,,,,,,,,,,,,
27,27,BOS,Jim Hadnot,Providence,,,,,,,,,,,,,,,,,
28,28,STL,Chico Vaughn,Southern Illinois,5,327,7049,2921,733,753,.415,,.728,21.6,8.9,2.2,2.3,10.4,.071,,
29,29,NYK,Cliff Luyk,Florida,,,,,,,,,,,,,,,,,
30,30,STL,Jerry Grote,Loyola Marymount,1,11,33,14,4,4,.545,,1.000,3.0,1.3,0.4,0.4,0.1,.175,,
31,31,DET,Reggie Harding,,3,205,5529,1839,1865,343,.413,,.607,27.0,9.0,9.1,1.7,5.7,.049,,
32,32,SYR,Bob McCully,St. Bonaventure,,,,,,,,,,,,,,,,,
33,33,CIN,Jack Thobe,Xavier,,,,,,,,,,,,,,,,,
34,34,SFW,Garry Roggenburk,Dayton,,,,,,,,,,,,,,,,,
