--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
42,42,HOU,Randy Livingston,LSU,11,203,2684,773,282,415,.406,.351,.771,13.2,3.8,1.4,2.0,2.3,.041,-2.5,-0.3
43,43,PHO,Ben Davis,Arizona,4,40,154,54,53,5,.356,,.462,3.9,1.4,1.3,0.1,0.1,.040,-5.5,-0.1
44,44,CHH,Malik Rose,Drexel,13,813,13404,5003,3371,684,.437,.177,.743,16.5,6.2,4.1,0.8,26.5,.095,-2.1,-0.4
45,45,SEA,Joe Vogel,Colorado State,,,,,,,,,,,,,,,,,
46,46,POR,Marcus Brown,Murray State,2,27,229,92,22,23,.381,.333,.714,8.5,3.4,0.8,0.9,0.3,.066,-2.6,0.0
47,47,SEA,Ron Riley,Arizona State,,,,,,,,,,,,,,,,,
48,48,PHI,Jamie Feick,Michigan State,5,201,4316,911,1437,139,.424,.400,.629,21.5,4.5,7.1,0.7,8.2,.091,-2.7,-0.7
49,49,ORL,Amal McCaskill,Marquette,4,114,968,204,213,36,.377,.000,.609,8.5,1.8,1.9,0.3,0.5,.024,-4.7,-0.7
50,50,HOU,Terrell Bell,Georgia,,,,,,,,,,,,,,,,,
51,51,VAN,Chris Robinson,Western Kentucky,2,76,1095,350,117,104,.376,.374,.571,14.4,4.6,1.5,1.4,-0.1,-.003,-4.0,-0.6
52,52,IND,Mark Pope,Kentucky,6,153,1634,285,261,63,.401,.179,.573,10.7,1.9,1.7,0.4,1.3,.038,-4.3,-0.9
53,53,MIL,Jeff Nordgaard,Green Bay,1,13,48,18,14,3,.278,,.889,3.7,1.4,1.1,0.2,0.0,.043,-3.7,0.0
54,54,UTA,Shandon Anderson,Georgia,10,719,15946,5327,2252,1007,.457,.316,.739,22.2,7.4,3.1,1.4,23.6,.071,-1.3,3.0
55,55,WSB,Ronnie Henderson,LSU,,,,,,,,,,,,,,,,,
56,56,CLE,Reggie Geary,Arizona,2,101,931,209,82,110,.344,.328,.493,9.2,2.1,0.8,1.1,0.6,.032,-2.5,-0.1
57,57,SEA,Drew Barry,Georgia Tech,3,60,598,134,67,111,.417,.381,.774,10.0,2.2,1.1,1.9,0.6,.051,-3.5,-0.2
58,58,DAL,Darnell Robinson,Arkansas,,,,,,,,,,,,,,,,,
