--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
16,16,SYR,Don Schlundt,Indiana,,,,,,,,,,,,,,,,,
17,17,STL,Al Ferrari,Michigan State,6,371,7582,2525,830,943,.368,,.760,20.4,6.8,2.2,2.5,8.9,.056,,
18,18,ROC,Ed Fleming,Niagara University,5,292,6186,2511,1532,544,.359,,.731,21.2,8.6,5.2,1.9,9.8,.076,,
19,19,PHW,Bob Schafer,Villanova,2,65,745,273,82,68,.298,,.777,11.5,4.2,1.3,1.0,-0.7,-.048,,
20,20,BOS,Buzz Wilkinson,Virginia,,,,,,,,,,,,,,,,,
21,21,NYK,Guy Sparrow,Detroit Mercy,3,150,2583,1167,728,142,.358,,.608,17.2,7.8,4.9,0.9,0.1,.003,,
22,22,MNL,Dick Boushka,Saint Louis,,,,,,,,,,,,,,,,,
23,23,SYR,Jack Sallee,Dayton,,,,,,,,,,,,,,,,,
24,24,FTW,Ron Bennink,Washington State,,,,,,,,,,,,,,,,,
25,25,STL,Burdette Haldorson,Colorado,,,,,,,,,,,,,,,,,
26,26,ROC,Bob McKeen,California,,,,,,,,,,,,,,,,,
27,27,PHW,Ed Wiener,Tennessee,,,,,,,,,,,,,,,,,
28,28,BOS,Bart Leach,Penn,,,,,,,,,,,,,,,,,
29,29,NYK,Ed Cole,Creighton,,,,,,,,,,,,,,,,,
30,30,MNL,John Miller,Ohio State,,,,,,,,,,,,,,,,,
31,31,FTW,Dick Howard,Case Western Reserve University,,,,,,,,,,,,,,,,,
32,32,SYR,Frank Ehmann,Northwestern,,,,,,,,,,,,,,,,,
33,33,STL,Bill Bagley,Saint Mary's,,,,,,,,,,,,,,,,,
34,34,ROC,Bill Evans,Kentucky,,,,,,,,,,,,,,,,,
35,35,PHW,Jack Devine,Villanova,,,,,,,,,,,,,,,,,
36,36,BOS,Bob Patterson,Tulsa,,,,,,,,,,,,,,,,,
37,37,NYK,Denver Brackeen,Ole Miss,,,,,,,,,,,,,,,,,
38,38,MNL,Bill Banks,Texas State University,,,,,,,,,,,,,,,,,
39,39,SYR,Mal Duffy,St. Bonaventure,,,,,,,,,,,,,,,,,
40,40,FTW,Cleo Littleton,Wichita State,,,,,,,,,,,,,,,,,
41,41,STL,Harvey Babetch,Bradley,,,,,,,,,,,,,,,,,
42,42,ROC,Bob Armstrong,Michigan State,1,19,110,28,39,3,.297,,.500,5.8,1.5,2.1,0.2,-0.1,-.063,,
43,43,PHW,George Swyers,West Virginia Tech,,,,,,,,,,,,,,,,,
44,44,BOS,John Mahoney,William & Mary,,,,,,,,,,,,,,,,,
45,45,NYK,Howard Sessums,Mississippi College,,,,,,,,,,,,,,,,,
46,46,MNL,O'Neal Weaver,Midwestern State University,,,,,,,,,,,,,,,,,
47,47,FTW,Bob Reiter,Missouri,,,,,,,,,,,,,,,,,
48,48,SYR,Ron Tomsic,Stanford,,,,,,,,,,,,,,,,,
49,49,STL,Joe Fitt,University of Scranton,,,,,,,,,,,,,,,,,
50,50,ROC,Jim McConnell,Niagara University,,,,,,,,,,,,,,,,,
51,51,PHW,Harry Silcox,Temple,,,,,,,,,,,,,,,,,
52,52,BOS,John Moore,UCLA,,,,,,,,,,,,,,,,,
53,53,NYK,Jim Fay,St. Ambrose University,,,,,,,,,,,,,,,,,
54,54,MNL,Don Bragg,UCLA,,,,,,,,,,,,,,,,,
55,55,SYR,Ed Galvin,Loyola New Orleans,,,,,,,,,,,,,,,,,
56,56,FTW,Tom Harrold,Colorado,,,,,,,,,,,,,,,,,
57,57,STL,Bill Reigel,McNeese State University,,,,,,,,,,,,,,,,,
58,58,ROC,Tony Vlastelica,Oregon State,,,,,,,,,,,,,,,,,
59,59,PHW,Al Didriksen,Temple,,,,,,,,,,,,,,,,,
60,60,BOS,Dean Parsons,Washington,,,,,,,,,,,,,,,,,
61,61,NYK,Jack Beck,Truman State University,,,,,,,,,,,,,,,,,
62,62,MNL,Don Boldebuck,Houston,,,,,,,,,,,,,,,,,
63,63,FTW,Don Belcher,LSU,,,,,,,,,,,,,,,,,
64,64,SYR,Cliff Dwyer,NC State,,,,,,,,,,,,,,,,,
65,65,STL,Lynn Cole,Western Kentucky,,,,,,,,,,,,,,,,,
66,66,ROC,Jerry Jung,Kansas State,,,,,,,,,,,,,,,,,
67,67,PHW,Lester Lane,Oklahoma,,,,,,,,,,,,,,,,,
68,68,BOS,Nick Romanoff,University of the Pacific,,,,,,,,,,,,,,,,,
69,69,NYK,Don Payne,Adelphi University,,,,,,,,,,,,,,,,,
70,70,MNL,Bill Warden,North Central College,,,,,,,,,,,,,,,,,
71,71,SYR,Marty Satalino,St. John's,,,,,,,,,,,,,,,,,
72,72,FTW,Tom Mixon,Mercer University,,,,,,,,,,,,,,,,,
73,73,STL,Dick Cable,Wisconsin,,,,,,,,,,,,,,,,,
74,74,ROC,Harry Jorgensen,Wyoming,,,,,,,,,,,,,,,,,
75,75,PHW,Jerry Koch,Saint Louis,,,,,,,,,,,,,,,,,
76,76,BOS,Jim Ahearn,UConn,,,,,,,,,,,,,,,,,
77,77,NYK,Wally McCarvill,Iona College,,,,,,,,,,,,,,,,,
78,78,MNL,Jim Scott,West Texas A&M University,,,,,,,,,,,,,,,,,
79,79,FTW,Charlie Mock,Colorado,,,,,,,,,,,,,,,,,
80,80,SYR,Russ Lawler,Stanford,,,,,,,,,,,,,,,,,
81,81,STL,Ed O'Connor,Manhattan University,,,,,,,,,,,,,,,,,
82,82,ROC,Art Quimby,UConn,,,,,,,,,,,,,,,,,
83,83,BOS,Carl Hartman,Alderson-Broaddus College,,,,,,,,,,,,,,,,,
84,84,NYK,Charles Stickels,Hastings College,,,,,,,,,,,,,,,,,
85,85,MNL,K.C. Jones,San Francisco,9,676,17501,5011,2399,2908,.387,,.647,25.9,7.4,3.5,4.3,38.6,.106,,
86,86,SYR,Stan Glowaski,Seattle University,,,,,,,,,,,,,,,,,
87,87,FTW,Happy Mahfouz,Spring Hill College,,,,,,,,,,,,,,,,,
88,88,STL,Charles Hoxie,Niagara University,,,,,,,,,,,,,,,,,
89,89,ROC,John Prudhoe,Louisville,,,,,,,,,,,,,,,,,
90,90,BOS,Mark Davis,Marietta College,,,,,,,,,,,,,,,,,
91,91,NYK,Mickey Harrington,Southern Miss,,,,,,,,,,,,,,,,,
92,92,FTW,Ray Warren,TCU,,,,,,,,,,,,,,,,,
93,93,STL,Dick Welsh,USC,,,,,,,,,,,,,,,,,
94,94,BOS,Henry Dooley,Wiley College,,,,,,,,,,,,,,,,,
95,95,BOS,Bob Scudellari,Cooper Union,,,,,,,,,,,,,,,,,
