--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1,PHO,Deandre Ayton,Arizona,8,470,14230,7439,4742,708,.599,.230,.741,30.3,15.8,10.1,1.5,43.8,.148,0.6,9.2
2,2,SAC,Marvin Bagley III,Duke,8,349,7675,4106,2255,338,.531,.308,.685,22.0,11.8,6.5,1.0,16.3,.102,-1.2,1.5
3,3,ATL,Luka Dončić,,8,514,18001,15021,4376,4230,.469,.352,.755,35.0,29.2,8.5,8.2,66.6,.178,7.8,44.8
4,4,MEM,Jaren Jackson Jr.,Michigan State,8,455,13093,8449,2530,696,.467,.351,.793,28.8,18.6,5.6,1.5,30.2,.111,0.8,9.2
5,5,DAL,Trae Young,Oklahoma,8,498,17006,12489,1717,4868,.433,.352,.872,34.1,25.1,3.4,9.8,44.7,.126,2.6,19.7
6,6,ORL,Mo Bamba,Texas,8,368,6159,2471,2002,307,.477,.356,.682,16.7,6.7,5.4,0.8,15.7,.122,-0.1,3.0
7,7,CHI,Wendell Carter Jr.,Duke,8,461,12735,5487,3750,919,.510,.316,.740,27.6,11.9,8.1,2.0,33.3,.126,-0.3,5.3
8,8,CLE,Collin Sexton,Alabama,8,475,13771,8708,1299,1728,.472,.389,.841,29.0,18.3,2.7,3.6,19.7,.069,-1.1,3.0
9,9,NYK,Kevin Knox,Kentucky,7,320,5606,2322,893,233,.393,.340,.723,17.5,7.3,2.8,0.7,0.9,.008,-4.4,-3.4
10,10,PHI,Mikal Bridges,Villanova,8,638,21206,9385,2519,1821,.485,.371,.842,33.2,14.7,3.9,2.9,50.0,.113,0.9,15.8
11,11,CHO,Shai Gilgeous-Alexander,Kentucky,8,530,17550,13411,2503,2810,.508,.360,.864,33.1,25.3,4.7,5.3,75.6,.207,6.3,36.9
12,12,LAC,Miles Bridges,Michigan State,7,501,15457,7956,3077,1381,.461,.338,.825,30.9,15.9,6.1,2.8,27.8,.086,0.1,8.2
13,13,LAC,Jerome Robinson,Boston College,4,135,1685,545,214,136,.361,.297,.711,12.5,4.0,1.6,1.0,-0.2,-.004,-4.8,-1.2
14,14,DEN,Michael Porter Jr.,Missouri,7,397,11725,6856,2576,643,.493,.398,.812,29.5,17.3,6.5,1.6,29.4,.120,1.0,8.9
15,15,WAS,Troy Brown Jr.,Oregon,6,356,6778,2196,1288,508,.423,.351,.783,19.0,6.2,3.6,1.4,8.6,.061,-1.8,0.4
16,16,PHO,Zhaire Smith,Texas Tech,2,13,143,48,15,12,.378,.316,.667,11.0,3.7,1.2,0.9,0.0,.011,-6.1,-0.1
