--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
14,14,LAL,Jim King,Tulsa,10,607,11187,4377,1500,1412,.418,,.782,18.4,7.2,2.5,2.3,17.7,.076,,
15,15,STL,Leland Mitchell,Mississippi State,,,,,,,,,,,,,,,,,
16,16,PHI,Hershell West,Grambling State University,,,,,,,,,,,,,,,,,
17,17,LAL,Mel Gibson,Western Carolina University,1,9,53,13,4,6,.300,,.500,5.9,1.4,0.4,0.7,-0.1,-.119,,
18,18,STL,Ken Saylors,Arkansas Tech University,,,,,,,,,,,,,,,,,
19,19,NYK,Bill O'Connor,Canisius,,,,,,,,,,,,,,,,,
20,20,BAL,Tom Bolyard,Indiana,,,,,,,,,,,,,,,,,
21,21,SFW,Steve Gray,Saint Mary's,,,,,,,,,,,,,,,,,
22,22,DET,Mike McCoy,Miami (FL),,,,,,,,,,,,,,,,,
23,23,CIN,Jimmy Rayl,Indiana,,,,,,,,,,,,,,,,,
24,24,STL,Bill Burwell,Illinois,,,,,,,,,,,,,,,,,
25,25,PHI,Jerry Greenspan,Maryland,2,25,329,122,83,11,.388,,.724,13.2,4.9,3.3,0.4,0.4,.060,,
26,26,LAL,Lyle Harger,Houston,,,,,,,,,,,,,,,,,
27,27,BOS,Chuck Kriston,Valparaiso,,,,,,,,,,,,,,,,,
28,28,NYK,Nate Cloud,University of Delaware,,,,,,,,,,,,,,,,,
29,29,BAL,Nolen Ellison,Kansas,,,,,,,,,,,,,,,,,
30,30,SFW,Dave Downey,Illinois,,,,,,,,,,,,,,,,,
31,31,DET,Dave Erickson,Marquette,,,,,,,,,,,,,,,,,
32,32,CIN,Ken Charlton,Colorado,,,,,,,,,,,,,,,,,
33,33,STL,Waite Bellamy,Florida A&M,,,,,,,,,,,,,,,,,
34,34,PHI,Ray Flynn,Providence,,,,,,,,,,,,,,,,,
35,35,LAL,Layton Johns,Auburn,,,,,,,,,,,,,,,,,
36,36,BOS,Connie McGuire,Southeastern Oklahoma State University,,,,,,,,,,,,,,,,,
37,37,NYK,Joe McDermott,Belmont Abbey College,,,,,,,,,,,,,,,,,
38,38,BAL,Ron Glaser,Marquette,,,,,,,,,,,,,,,,,
39,39,SFW,Don Turner,Southwestern College,,,,,,,,,,,,,,,,,
40,40,DET,Bill Small,Illinois,,,,,,,,,,,,,,,,,
41,41,CIN,Mack Herndon,Bradley,,,,,,,,,,,,,,,,,
42,42,STL,Tony Yates,Cincinnati,,,,,,,,,,,,,,,,,
43,43,PHI,Tony Cerkvenik,Arizona State,,,,,,,,,,,,,,,,,
44,44,LAL,Larry Jones,Toledo,2,95,2235,854,241,270,.400,,.815,23.5,9.0,2.5,2.8,2.5,.055,-0.2,0.9
45,45,BOS,Red Stroud,Mississippi State,,,,,,,,,,,,,,,,,
46,46,NYK,Jim Kerwin,Tulane,,,,,,,,,,,,,,,,,
47,47,BAL,Ken Siebel,Wisconsin,,,,,,,,,,,,,,,,,
48,48,SFW,Gene Shields,Santa Clara,,,,,,,,,,,,,,,,,
49,49,DET,Reggie Harding,,3,205,5529,1839,1865,343,.413,,.607,27.0,9.0,9.1,1.7,5.7,.049,,
50,50,CIN,Jim McCormick,West Virginia,,,,,,,,,,,,,,,,,
51,51,STL,Al Santio,Maryland,,,,,,,,,,,,,,,,,
52,52,PHI,Vince Brewer,Iowa State,,,,,,,,,,,,,,,,,
53,53,LAL,Warren Sallade,Westminster College of Pennsylvania,,,,,,,,,,,,,,,,,
54,54,BOS,Vinnie Ernst,Providence,,,,,,,,,,,,,,,,,
55,55,NYK,Bob Woollard,Wake Forest,,,,,,,,,,,,,,,,,
56,56,BAL,Larry Brown,UNC,,,,,,,,,,,,,,,,,
57,57,SFW,Don Clemetson,Stanford,,,,,,,,,,,,,,,,,
58,58,DET,Ira Harge,New Mexico,,,,,,,,,,,,,,,,,
59,59,CIN,Hunter Beckman,Memphis,,,,,,,,,,,,,,,,,
60,60,STL,Ken Rohloff,NC State,1,2,7,0,0,1,.000,,,3.5,0.0,0.0,0.5,0.0,-.131,,
61,61,PHI,Bill Brown,Howard Payne University,,,,,,,,,,,,,,,,,
62,62,LAL,Gordie Martin,USC,,,,,,,,,,,,,,,,,
63,63,BOS,Herb Magee,Philadelphia University,,,,,,,,,,,,,,,,,
64,64,NYK,Freddie Crawford,St. Bonaventure,5,297,5047,2031,746,610,.446,,.595,17.0,6.8,2.5,2.1,6.1,.058,,
65,65,BAL,Rich Froistad,Iowa State,,,,,,,,,,,,,,,,,
66,66,SFW,Harry Dinnel,Pepperdine,,,,,,,,,,,,,,,,,
67,67,DET,Gary Silc,Northern Michigan University,,,,,,,,,,,,,,,,,
68,68,STL,Harold Ray Strother,Texas A&M,,,,,,,,,,,,,,,,,
69,69,NYK,Ray Cronk,Lakeland College,,,,,,,,,,,,,,,,,
70,70,BAL,Ron Jackson,Wisconsin,,,,,,,,,,,,,,,,,
71,71,SFW,Chuck White,Idaho,,,,,,,,,,,,,,,,,
72,72,DET,Ernie Dunston,Seattle University,,,,,,,,,,,,,,,,,
73,73,STL,Frank Davis,Oklahoma Christian University,,,,,,,,,,,,,,,,,
74,74,NYK,Gerald Glur,Furman University,,,,,,,,,,,,,,,,,
75,75,BAL,M. C. Thompson,DePaul,,,,,,,,,,,,,,,,,
76,76,STL,Carl Ritter,SE Missouri State,,,,,,,,,,,,,,,,,
77,77,NYK,Orb Bowling,Tennessee,,,,,,,,,,,,,,,,,
78,78,STL,Marv Straw,Iowa State,,,,,,,,,,,,,,,,,
79,79,NYK,Bob Walters,Baldwin-Wallace College,,,,,,,,,,,,,,,,,
80,80,STL,Hugh Evans,North Carolina A&T,,,,,,,,,,,,,,,,,
81,81,NYK,Jerry Szachara,Cornell,,,,,,,,,,,,,,,,,
82,82,STL,Gary McFarland,Central Missouri State University,,,,,,,,,,,,,,,,,
83,83,NYK,Bill Raftery,La Salle,,,,,,,,,,,,,,,,,
84,84,NYK,Ron Pickett,Eastern Kentucky University,,,,,,,,,,,,,,,,,
