--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
25,25,CIN,Bevo Nordmann,Saint Louis,4,133,1628,571,517,73,.459,,.490,12.2,4.3,3.9,0.5,2.0,.059,,
26,26,DET,Doug Kistler,Duke,1,5,13,8,1,0,.500,,.500,2.6,1.6,0.2,0.0,0.0,.123,,
27,27,LAL,Frank Burgess,Gonzaga,,,,,,,,,,,,,,,,,
28,28,SYR,Chuck Osborne,Western Kentucky,1,4,21,5,9,1,.125,,.750,5.3,1.3,2.3,0.3,-0.1,-.134,,
29,29,PHW,Jack Egan,Saint Joseph's,,,,,,,,,,,,,,,,,
30,30,STL,Tom Chilton,East Tennessee State University,,,,,,,,,,,,,,,,,
31,31,BOS,Bill Depp,Vanderbilt,,,,,,,,,,,,,,,,,
32,32,CHP,Bill Bridges,Kansas,13,926,30878,11012,11054,2553,.442,,.693,33.3,11.9,11.9,2.8,59.9,.093,-2.0,0.0
33,33,NYK,George Blaney,Holy Cross,1,36,363,117,36,45,.380,,.529,10.1,3.3,1.0,1.3,-0.1,-.014,,
34,34,CIN,Lowery Kirk,Memphis,,,,,,,,,,,,,,,,,
35,35,DET,George Finley,Tennessee State,,,,,,,,,,,,,,,,,
36,36,LAL,Charles Henke,Missouri,,,,,,,,,,,,,,,,,
37,37,SYR,Hank Whitney,Iowa State,,,,,,,,,,,,,,,,,
38,38,PHW,John Tidwell,Michigan,,,,,,,,,,,,,,,,,
39,39,STL,Gus Guydon,Drake University,,,,,,,,,,,,,,,,,
40,40,BOS,Carl Cole,Eastern Kentucky University,,,,,,,,,,,,,,,,,
41,41,CHP,Roger Kaiser,Georgia Tech,,,,,,,,,,,,,,,,,
42,42,NYK,Bill Smith,Saint Peter's College,1,9,83,23,16,7,.242,,.875,9.2,2.6,1.8,0.8,-0.2,-.101,,
43,43,CIN,Rossie Johnson,Tennessee State,,,,,,,,,,,,,,,,,
44,44,DET,Danny Doyle,Belmont Abbey College,1,4,25,16,8,3,.500,,.800,6.3,4.0,2.0,0.8,0.1,.216,,
45,45,LAL,Bill Lickert,Kentucky,,,,,,,,,,,,,,,,,
46,46,SYR,Don Jacobsen,South Dakota State,,,,,,,,,,,,,,,,,
47,47,PHW,Bruce Spraggins,Virginia Union University,,,,,,,,,,,,,,,,,
48,48,STL,John Berberich,UCLA,,,,,,,,,,,,,,,,,
49,49,BOS,Bob DiStefano,NC State,,,,,,,,,,,,,,,,,
50,50,CHP,Howie Carl,DePaul,1,31,382,170,39,57,.333,,.706,12.3,5.5,1.3,1.8,-0.5,-.061,,
51,51,NYK,Cleveland Buckner,Jackson State University,2,68,723,411,240,44,.432,,.620,10.6,6.0,3.5,0.6,1.3,.087,,
52,52,CIN,Bob Slobodnik,Duquesne,,,,,,,,,,,,,,,,,
53,53,DET,Lee Patrone,West Virginia,,,,,,,,,,,,,,,,,
54,54,LAL,Bill McClintock,California,,,,,,,,,,,,,,,,,
55,55,SYR,Billy Joe Price,New Mexico State,,,,,,,,,,,,,,,,,
56,56,PHW,Dick Goldberg,Southern Miss,,,,,,,,,,,,,,,,,
57,57,STL,Bob McDonald,Maryland,,,,,,,,,,,,,,,,,
58,58,BOS,Ned Twyman,Duquesne,,,,,,,,,,,,,,,,,
59,59,CHP,Dave Voss,Tulsa,,,,,,,,,,,,,,,,,
60,60,NYK,Donnie Butcher,Pikeville College,5,279,5085,1696,821,585,.397,,.629,18.2,6.1,2.9,2.1,4.5,.042,,
61,61,CIN,Dave Zeller,Miami University,1,61,278,90,27,58,.353,,.750,4.6,1.5,0.4,1.0,-0.1,-.010,,
62,62,DET,Bert Price,Wittenberg University,,,,,,,,,,,,,,,,,
63,63,LAL,Albert Almanza,Texas,,,,,,,,,,,,,,,,,
64,64,SYR,Roger Newman,Kentucky,,,,,,,,,,,,,,,,,
65,65,PHW,Charley McNeil,Maryland,,,,,,,,,,,,,,,,,
66,66,STL,Charles Riley,Winston-Salem State,,,,,,,,,,,,,,,,,
67,67,BOS,Mel Klein,Northern State University,,,,,,,,,,,,,,,,,
68,68,CHP,Ron Heller,Wichita State,,,,,,,,,,,,,,,,,
69,69,NYK,Cedric Price,Kansas State,,,,,,,,,,,,,,,,,
70,70,CIN,Gerry Thelen,Thomas More College,,,,,,,,,,,,,,,,,
71,71,DET,Walter Ward,Hampton,,,,,,,,,,,,,,,,,
72,72,LAL,Bill Ellis,UCLA,,,,,,,,,,,,,,,,,
73,73,SYR,Dave Mills,Seattle University,,,,,,,,,,,,,,,,,
74,74,PHW,Larry Swift,Truman State University,,,,,,,,,,,,,,,,,
75,75,STL,Gene Velloff,Doane University,,,,,,,,,,,,,,,,,
76,76,CHP,John Wessels,Illinois,,,,,,,,,,,,,,,,,
77,77,NYK,Charlie Bowerman,Wabash College,,,,,,,,,,,,,,,,,
78,78,CIN,Larry Kruger,Ohio University,,,,,,,,,,,,,,,,,
79,79,DET,Peter Baltic,Penn State,,,,,,,,,,,,,,,,,
80,80,LAL,Karl Anderson,Oregon State,,,,,,,,,,,,,,,,,
81,81,SYR,Rex Tippitt,Grambling State University,,,,,,,,,,,,,,,,,
82,82,STL,Herbert Gray,North Carolina A&T,,,,,,,,,,,,,,,,,
83,83,CHP,Steve Strange,SMU,,,,,,,,,,,,,,,,,
84,84,NYK,Ron Dibelius,UW-Milwaukee,,,,,,,,,,,,,,,,,
85,85,CIN,Jack Waters,Ole Miss,,,,,,,,,,,,,,,,,
86,86,DET,Wayne Monson,Northern Michigan University,,,,,,,,,,,,,,,,,
87,87,LAL,Fred Williams,Allan Hancock College,,,,,,,,,,,,,,,,,
88,88,SYR,Pete Chudy,Syracuse,,,,,,,,,,,,,,,,,
89,89,PHW,Leo Hill,UCLA,,,,,,,,,,,,,,,,,
90,90,STL,Tom Faszholz,Concordia Seminary,,,,,,,,,,,,,,,,,
91,91,CHP,Larry Comley,Kansas State,1,12,89,25,19,12,.216,,.563,7.4,2.1,1.6,1.0,-0.3,-.167,,
92,92,NYK,Kevin Loughery,St. John's,11,755,22208,11575,2254,2803,.413,,.803,29.4,15.3,3.0,3.7,29.8,.064,,
93,93,CIN,Carl Short,Newberry College,,,,,,,,,,,,,,,,,
94,94,DET,Richard Kraft,State University of New York at Brockport,,,,,,,,,,,,,,,,,
95,95,LAL,Howard Hurt,Duke,,,,,,,,,,,,,,,,,
96,96,SYR,Charles Sammons,LeMoyne College,,,,,,,,,,,,,,,,,
97,97,PHW,Corky Withrow,Georgetown College,,,,,,,,,,,,,,,,,
98,98,STL,Dick Kepley,UNC,,,,,,,,,,,,,,,,,
99,99,NYK,Earl Shultz,California,,,,,,,,,,,,,,,,,
100,100,CIN,George Patterson,Toledo,1,59,559,120,159,51,.331,,.842,9.5,2.0,2.7,0.9,0.1,.007,,
101,101,STL,Jackie Crawford,Centenary (LA),,,,,,,,,,,,,,,,,
102,102,NYK,Ned Jennings,Kentucky,,,,,,,,,,,,,,,,,
103,103,CIN,Clair McRoberts,Monmouth University,,,,,,,,,,,,,,,,,
104,104,STL,Howard Stacey,Louisville,,,,,,,,,,,,,,,,,
105,105,NYK,Bill Engesser,USC,,,,,,,,,,,,,,,,,
106,106,CIN,Carl Bouldin,Cincinnati,,,,,,,,,,,,,,,,,
107,107,NYK,Vince Kempton,Saint Joseph's,,,,,,,,,,,,,,,,,
