--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1,ATL,Zaccharie Risacher,,2,142,3346,1583,525,168,.457,.360,.686,23.6,11.1,3.7,1.2,4.1,.058,-3.1,-0.9
2,2,WAS,Alex Sarr,,2,115,3119,1652,790,291,.433,.316,.685,27.1,14.4,6.9,2.5,1.3,.021,-1.6,0.3
3,3,HOU,Reed Sheppard,Kentucky,2,134,2801,1339,316,352,.414,.383,.804,20.9,10.0,2.4,2.6,6.6,.113,1.6,2.6
4,4,SAS,Stephon Castle,UConn,2,149,4200,2323,659,834,.448,.305,.729,28.2,15.6,4.4,5.6,6.9,.079,-0.7,1.4
5,5,DET,Ron Holland,,2,159,2817,1162,533,177,.450,.246,.782,17.7,7.3,3.4,1.1,4.6,.078,-2.4,-0.3
6,6,CHO,Tidjane Salaün,,2,97,1819,575,429,101,.385,.326,.694,18.8,5.9,4.4,1.0,1.5,.038,-3.8,-0.8
7,7,POR,Donovan Clingan,UConn,2,144,3418,1370,1419,239,.527,.332,.651,23.7,9.5,9.9,1.7,12.6,.177,1.7,3.2
8,8,SAS,Rob Dillingham,Kentucky,2,114,1486,628,181,241,.411,.324,.700,13.0,5.5,1.6,2.1,-1.0,-.032,-6.2,-1.6
9,9,MEM,Zach Edey,Purdue,2,77,1700,760,670,77,.589,.333,.723,22.1,9.9,8.7,1.0,5.6,.159,0.0,0.9
10,10,UTA,Cody Williams,Colorado,2,117,2691,818,311,196,.419,.237,.711,23.0,7.0,2.7,1.7,-1.0,-.018,-6.2,-2.9
11,11,CHI,Matas Buzelis,,2,157,3759,1940,726,237,.460,.353,.795,23.9,12.4,4.6,1.5,4.4,.057,-1.6,0.4
12,12,OKC,Nikola Topić,,1,10,160,52,19,44,.431,.400,.400,16.0,5.2,1.9,4.4,0.0,-.014,-8.4,-0.3
