--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
16,16,NJN,Rex Walters,Kansas,7,335,4602,1547,403,569,.441,.361,.809,13.7,4.6,1.2,1.7,6.3,.066,-2.0,0.0
17,17,CHH,Greg Graham,Indiana,5,207,2530,938,219,201,.407,.290,.775,12.2,4.5,1.1,1.0,1.3,.025,-3.8,-1.2
18,18,UTA,Luther Wright,Seton Hall,1,15,92,19,10,0,.348,.000,.750,6.1,1.3,0.7,0.0,-0.1,-.064,-12.3,-0.2
19,19,BOS,Acie Earl,Iowa,4,193,2512,980,517,61,.403,.000,.667,13.0,5.1,2.7,0.3,0.3,.005,-5.9,-2.5
20,20,CHH,Scott Burrell,UConn,8,383,7592,2647,1332,527,.418,.373,.723,19.8,6.9,3.5,1.4,16.4,.104,0.7,5.2
21,21,POR,James Robinson,Alabama,7,381,6935,2882,660,715,.394,.348,.666,18.2,7.6,1.7,1.9,5.8,.040,-2.0,0.0
22,22,CLE,Chris Mills,Arizona,10,568,17282,6357,2808,1063,.432,.351,.817,30.4,11.2,4.9,1.9,37.7,.105,-0.5,6.8
23,23,SEA,Ervin Johnson,New Orleans,13,845,16989,3473,5148,387,.505,.200,.605,20.1,4.1,6.1,0.5,37.8,.107,-1.4,2.6
24,24,HOU,Sam Cassell,Florida State,15,993,29812,15635,3221,5939,.454,.331,.861,30.0,15.7,3.2,6.0,87.5,.141,1.8,28.8
25,25,CHI,Corie Blount,Cincinnati,11,644,9925,2287,2690,460,.471,.115,.587,15.4,3.6,4.2,0.7,18.2,.088,-2.5,-1.1
26,26,ORL,Geert Hammink,LSU,3,8,27,14,7,2,.400,,.667,3.4,1.8,0.9,0.3,0.1,.089,-3.7,0.0
27,27,PHO,Malcolm Mackey,Georgia Tech,1,22,69,32,24,1,.378,.000,.500,3.1,1.5,1.1,0.0,0.1,.036,-8.7,-0.1
28,28,DAL,Lucious Harris,Cal State Long Beach,12,800,15701,5784,1864,1130,.426,.348,.790,19.6,7.2,2.3,1.4,28.7,.088,-0.9,4.5
29,29,MIN,Sherron Mills,VCU,,,,,,,,,,,,,,,,,
30,30,WSB,Gheorghe Mureșan,,6,307,6729,3020,1957,150,.573,.000,.644,21.9,9.8,6.4,0.5,19.0,.136,-0.3,2.9
31,31,SAC,Evers Burns,Maryland,1,23,143,56,30,9,.400,,.522,6.2,2.4,1.3,0.4,0.1,.020,-5.5,-0.1
32,32,PHI,Alphonso Ford,Mississippi Valley State University,2,11,114,35,20,10,.308,.100,.500,10.4,3.2,1.8,0.9,-0.4,-.153,-8.4,-0.2
33,33,DAL,Eric Riley,Michigan,5,186,1844,574,479,60,.456,.000,.704,9.9,3.1,2.6,0.3,2.5,.066,-3.8,-0.9
34,34,GSW,Darnell Mee,Western Kentucky,2,40,293,76,36,18,.312,.222,.444,7.3,1.9,0.9,0.5,-0.1,-.020,-2.8,-0.1
35,35,MIA,Ed Stokes,Arizona,1,4,17,3,4,1,.333,,.500,4.3,0.8,1.0,0.3,0.0,-.078,-7.6,0.0
36,36,NJN,John Best,Tennessee Technological University,,,,,,,,,,,,,,,,,
37,37,LAL,Nick Van Exel,Cincinnati,13,880,28969,12658,2545,5777,.405,.357,.794,32.9,14.4,2.9,6.6,55.9,.093,0.4,17.7
38,38,WSB,Conrad McRae,Syracuse,,,,,,,,,,,,,,,,,
39,39,IND,Thomas Hill,Duke,,,,,,,,,,,,,,,,,
40,40,ATL,Rich Manning,Washington,2,55,512,182,94,10,.415,.400,.643,9.3,3.3,1.7,0.2,-0.3,-.028,-8.3,-0.8
41,41,CHI,Anthony Reed,Tulane,,,,,,,,,,,,,,,,,
42,42,SEA,Adonis Jordan,Kansas,2,10,97,21,6,22,.296,.250,.500,9.7,2.1,0.6,2.2,0.0,-.015,-2.9,0.0
43,43,DEN,Josh Grant,Utah,1,53,382,157,89,24,.404,.279,.759,7.2,3.0,1.7,0.5,0.5,.060,-2.3,0.0
44,44,SAC,Alex Holcombe,Baylor,,,,,,,,,,,,,,,,,
45,45,UTA,Bryon Russell,Cal State Long Beach,13,841,19805,6663,2914,1085,.431,.369,.750,23.5,7.9,3.5,1.3,47.4,.115,0.4,11.8
46,46,HOU,Richard Petruška,UCLA,1,22,92,53,31,1,.435,.467,.750,4.2,2.4,1.4,0.0,0.0,-.014,-8.2,-0.1
47,47,SAS,Chris Whitney,Clemson,11,579,10052,3738,815,1613,.395,.361,.875,17.4,6.5,1.4,2.8,21.2,.101,-0.2,4.6
48,48,POR,Kevin Thompson,NC State,1,14,58,13,13,3,.429,.000,.500,4.1,0.9,0.9,0.2,0.0,-.016,-8.1,-0.1
49,49,PHO,Mark Buford,Mississippi Valley State University,,,,,,,,,,,,,,,,,
50,50,HOU,Marcelo Nicola,,,,,,,,,,,,,,,,,,
51,51,IND,Spencer Dunkley,University of Delaware,,,,,,,,,,,,,,,,,
52,52,SAC,Mike Peplowski,Michigan State,3,68,705,194,176,26,.556,.000,.531,10.4,2.9,2.6,0.4,1.0,.067,-4.5,-0.4
53,53,LAC,Leonard White,Southern University and A&M College,,,,,,,,,,,,,,,,,
54,54,PHO,Byron Wilson,Utah,,,,,,,,,,,,,,,,,
