--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,10,MNL,Whitey Skoog,Minnesota,6,341,9193,2800,1133,903,.388,,.799,27.0,8.2,3.3,2.6,14.3,.075,,
2,1,BLB,Gene Melchiorre,Bradley,,,,,,,,,,,,,,,,,
3,2,TRI,Mel Hutchins,BYU,7,437,16574,4851,4186,1298,.389,,.673,37.9,11.1,9.6,3.0,27.9,.081,,
4,3,INO,Marcus Freiberger,Oklahoma,,,,,,,,,,,,,,,,,
5,4,FTW,Zeke Sinicola,Niagara University,2,12,48,13,2,3,.250,,.375,4.0,1.1,0.2,0.3,-0.2,-.223,,
6,5,SYR,John McConathy,Northwestern State University,1,11,106,14,20,8,.138,,.429,9.6,1.3,1.8,0.7,-0.5,-.214,,
7,6,NYK,Ed Smith,Harvard University,1,12,127,35,32,10,.286,,.538,10.6,2.9,2.7,0.8,-0.3,-.105,,
8,7,BOS,Ernie Barrett,Kansas State,2,131,2092,641,343,229,.369,,.748,16.0,4.9,2.6,1.7,0.8,.017,,
9,8,ROC,Sam Ranzino,NC State,1,39,234,86,39,25,.333,,.703,6.0,2.2,1.0,0.6,0.2,.038,,
10,9,PHW,Don Sunderlage,Illinois,2,113,2636,874,281,224,.326,,.732,23.3,7.7,2.5,2.0,2.7,.049,,
11,11,BLB,Jack Stone,Kansas State,,,,,,,,,,,,,,,,,
12,12,TRI,Bill Gossett,Colorado State,,,,,,,,,,,,,,,,,
13,13,INO,Scotty Steagall,Millikin University,,,,,,,,,,,,,,,,,
14,14,FTW,Jack Kiley,Syracuse,2,53,504,124,51,65,.227,,.571,9.5,2.3,1.0,1.2,-1.8,-.175,,
15,15,SYR,Don Savage,LeMoyne College,2,17,173,54,31,14,.242,,.686,10.2,3.2,1.8,0.8,-0.1,-.029,,
16,16,NYK,Roland Minson,BYU,,,,,,,,,,,,,,,,,
17,17,BOS,Bill Garrett,Indiana,,,,,,,,,,,,,,,,,
18,18,ROC,Ray Ragelis,Northwestern,1,51,337,68,76,31,.260,,.621,6.6,1.3,1.5,0.6,-0.4,-.059,,
19,19,PHW,Mel Payton,Tulane,2,111,1895,595,396,126,.363,,.746,17.1,5.4,3.6,1.1,2.5,.062,,
20,20,MNL,Lew Hitch,Kansas State,6,414,8364,2075,2183,499,.376,,.674,20.2,5.0,5.3,1.2,15.1,.087,,
21,21,BLB,Bill Mann,Bradley,,,,,,,,,,,,,,,,,
22,22,TRI,Ron Bontemps,Beloit College,,,,,,,,,,,,,,,,,
23,23,INO,Glenn Kammeyer,Central Missouri State University,,,,,,,,,,,,,,,,,
24,24,FTW,Jake Fendley,Northwestern,2,103,1031,287,126,94,.344,,.742,10.0,2.8,1.2,0.9,2.1,.097,,
25,25,SYR,Bato Govedarica,DePaul,1,23,258,75,18,24,.316,,.676,11.2,3.3,0.8,1.0,0.2,.044,,
26,26,NYK,Joe Luchi,Cincinnati,,,,,,,,,,,,,,,,,
27,27,BOS,John Furlong,Pepperdine,,,,,,,,,,,,,,,,,
