--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
28,28,ROC,Fred Diute,St. Bonaventure,1,7,72,11,13,4,.095,,.583,10.3,1.6,1.9,0.6,-0.3,-.204,,
29,29,PHW,Bob Schloss,Georgia,,,,,,,,,,,,,,,,,
30,30,MNL,Bob Payne,Oregon State,,,,,,,,,,,,,,,,,
31,31,BLB,Bill Hagler,California,,,,,,,,,,,,,,,,,
32,32,TRI,Jim Slaughter,South Carolina,1,28,525,147,148,25,.321,,.603,18.8,5.3,5.3,0.9,-0.1,-.010,,
33,33,INO,Bill Tosheff,Indiana,3,203,6339,1859,608,661,.315,,.793,31.2,9.2,3.0,3.3,5.2,.039,,
34,34,FTW,Herb Hargett,Mississippi State,,,,,,,,,,,,,,,,,
35,35,SYR,Paul Horvath,NC State,,,,,,,,,,,,,,,,,
36,36,NYK,Lloyd Sandstrom,University of St. Thomas,,,,,,,,,,,,,,,,,
37,37,BOS,Bob Barnett,University of Evansville,,,,,,,,,,,,,,,,,
38,38,ROC,Elmer Behnke,Bradley,1,4,55,16,17,4,.273,,.571,13.8,4.0,4.3,1.0,-0.1,-.098,,
39,39,PHW,Jud Milhon,Ohio Wesleyan University,,,,,,,,,,,,,,,,,
40,40,MNL,Gale McArthur,Oklahoma State,,,,,,,,,,,,,,,,,
41,41,BLB,Leroy Ishman,American University,,,,,,,,,,,,,,,,,
42,42,TRI,Bob Sakel,University of Evansville,,,,,,,,,,,,,,,,,
43,43,INO,Bob Pierce,Nebraska,,,,,,,,,,,,,,,,,
44,44,FTW,Leo Johnson,Arizona,,,,,,,,,,,,,,,,,
45,45,SYR,Glen Anderson,Colorado State,,,,,,,,,,,,,,,,,
46,46,NYK,Tom Smith,Saint Peter's College,,,,,,,,,,,,,,,,,
47,47,BOS,Rip Gish,Western Kentucky,,,,,,,,,,,,,,,,,
48,48,ROC,Dan Bagley,Notre Dame,,,,,,,,,,,,,,,,,
49,49,PHW,Mike Kearns,Princeton,1,6,25,1,3,5,.000,,.250,4.2,0.2,0.5,0.8,-0.1,-.223,,
50,50,MNL,Leo VanderKuy,Michigan,,,,,,,,,,,,,,,,,
51,51,BLB,Glen Duggins,Utah,,,,,,,,,,,,,,,,,
52,52,TRI,John Rennicke,Drake University,1,6,54,11,9,1,.222,,.333,9.0,1.8,1.5,0.2,-0.2,-.218,,
53,53,INO,Marv Johnson,Wheaton College,,,,,,,,,,,,,,,,,
54,54,FTW,Frank Calsbeek,Iowa,,,,,,,,,,,,,,,,,
55,55,SYR,Bob Wheeler,Idaho,,,,,,,,,,,,,,,,,
56,56,NYK,Al McGuire,St. John's,4,191,2966,757,418,363,.379,,.551,15.5,4.0,2.2,1.9,5.5,.088,,
57,57,BOS,Jim Luisi,St. Francis College,1,31,367,89,25,35,.326,,.659,11.8,2.9,0.8,1.1,0.0,.002,,
58,58,ROC,Jim Ove,Valparaiso,,,,,,,,,,,,,,,,,
59,59,PHW,Dwight Swails,University of Indianapolis,,,,,,,,,,,,,,,,,
60,60,MNL,Deward Dopson,Arkansas Tech University,,,,,,,,,,,,,,,,,
61,61,BLB,Tom Riach,USC,,,,,,,,,,,,,,,,,
62,62,TRI,Bob Ambler,Arkansas,,,,,,,,,,,,,,,,,
63,63,INO,Ted Beach,Illinois,,,,,,,,,,,,,,,,,
64,64,FTW,Jim Ramstead,Stanford,,,,,,,,,,,,,,,,,
65,65,SYR,Roy Reardon,St. Francis College,,,,,,,,,,,,,,,,,
66,66,NYK,Sid Ryen,Denver,,,,,,,,,,,,,,,,,
67,67,BOS,John Azary,Columbia University,,,,,,,,,,,,,,,,,
68,68,ROC,Jack Brown,SMU,,,,,,,,,,,,,,,,,
69,69,PHW,George Dempsey,King's College,5,315,5720,1574,1125,711,.407,,.661,18.2,5.0,3.6,2.3,10.8,.090,,
70,70,MNL,Ed Head,Kansas State,,,,,,,,,,,,,,,,,
71,71,BLB,Bill Harper,Oregon State,,,,,,,,,,,,,,,,,
72,72,TRI,Aaron Preece,Bradley,,,,,,,,,,,,,,,,,
73,73,INO,George Kelley,Vanderbilt,,,,,,,,,,,,,,,,,
74,74,FTW,John Manning,Duquesne,,,,,,,,,,,,,,,,,
75,75,SYR,Tom Jockle,Syracuse,,,,,,,,,,,,,,,,,
76,76,BOS,Hugo Kappler,NC State,,,,,,,,,,,,,,,,,
77,77,ROC,George Davidson,Lafayette College,,,,,,,,,,,,,,,,,
78,78,PHW,Jim Phelan,La Salle,1,4,33,3,5,2,.000,,.500,8.3,0.8,1.3,0.5,-0.1,-.187,,
79,79,BLB,Bob Crowe,San Jose State,,,,,,,,,,,,,,,,,
80,80,TRI,Wayne Tucker,Colorado,,,,,,,,,,,,,,,,,
81,81,SYR,Ray Kirkgasser,Ithaca College,,,,,,,,,,,,,,,,,
82,82,PHW,Hugh Faulkner,Pepperdine,,,,,,,,,,,,,,,,,
83,83,BLB,Dan Torrey,Oregon State,,,,,,,,,,,,,,,,,
84,84,TRI,John DeWitt,Texas A&M,,,,,,,,,,,,,,,,,
85,85,PHW,Paul Gerwin,Cornell,,,,,,,,,,,,,,,,,
86,86,BLB,Clem Pavilonis,DePaul,,,,,,,,,,,,,,,,,
87,87,BLB,John Burke,Springfield College,,,,,,,,,,,,,,,,,
