--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,3,PHW,Paul Arizin,Villanova,10,713,24897,16266,6129,1665,.421,,.810,38.4,22.8,8.6,2.3,108.8,.183,,
2,1,BOS,Chuck Share,Bowling Green,9,596,13023,4928,4986,809,.400,,.693,21.9,8.3,8.4,1.4,42.0,.155,,
3,2,BLB,Don Rehfeldt,Wisconsin,2,98,788,692,494,118,.370,,.758,20.2,7.1,5.0,1.2,3.5,.048,,
4,4,TRI,Bob Cousy,Holy Cross,14,924,30165,16960,4786,6955,.375,,.803,35.3,18.4,5.2,7.5,91.1,.139,,
5,5,WSC,Dick Schnittker,Ohio State,6,364,6744,3030,1372,479,.379,,.825,20.1,8.3,3.8,1.3,22.0,.132,,
6,6,CHS,Larry Foust,La Salle,12,817,21890,11198,8041,1368,.405,,.741,29.2,13.7,9.8,1.7,79.2,.164,,
7,7,NYK,Irwin Dambrot,City College of New York,,,,,,,,,,,,,,,,,
8,8,FTW,George Yardley,Stanford,7,472,15767,9063,4220,815,.422,,.780,33.4,19.2,8.9,1.7,58.5,.178,,
9,9,INO,Bob Lavoy,Western Kentucky,4,264,5433,2156,1634,391,.384,,.707,27.0,8.2,6.2,1.5,15.9,.132,,
10,10,ROC,Joe McNamee,San Francisco,2,118,695,289,238,58,.298,,.620,12.0,2.4,2.0,0.5,-1.3,-.055,,
11,11,MNL,Kevin O'Shea,Notre Dame,3,174,2368,911,402,358,.337,,.680,21.3,5.2,2.3,2.1,3.8,.034,,
12,12,SYR,Don Lofgran,San Francisco,4,209,3422,1265,817,216,.329,,.692,23.1,6.1,3.9,1.0,3.0,.044,,
13,13,BOS,Chuck Cooper,Duquesne,6,409,7964,2725,2431,734,.339,,.743,23.2,6.7,5.9,1.8,11.6,.050,,
14,14,BLB,John Pilch,Wyoming,1,9,41,5,9,2,.100,,.500,4.6,0.6,1.0,0.2,-0.1,-.118,,
15,15,PHW,Ed Dahler,Duquesne,1,14,112,35,22,5,.368,,1.000,8.0,2.5,1.6,0.4,0.1,.036,,
16,16,TRI,Ed Gayda,Washington State,1,15,,56,39,13,.413,,.750,,3.7,2.6,0.9,0.6,,,
17,17,WSC,Bill Sharman,USC,11,711,21793,12665,2793,2101,.426,,.883,32.0,17.8,3.9,3.0,82.8,.178,,
18,18,CHS,Wally Osterkorn,Illinois,4,204,5187,1436,1218,346,.334,,.592,25.4,7.0,6.0,1.7,8.9,.082,,
19,19,NYK,Herb Scherer,Long Island University,2,32,167,115,76,23,.289,,.592,13.9,3.6,2.4,0.7,-0.4,-.092,,
20,20,FTW,Jim Riffey,Tulane,1,35,,150,61,16,.351,,.769,,4.3,1.7,0.5,0.2,,,
21,21,INO,Paul Unruh,Bradley,,,,,,,,,,,,,,,,,
22,22,ROC,George Stanich,UCLA,,,,,,,,,,,,,,,,,
23,23,MNL,Hal Haskins,Hamline University,,,,,,,,,,,,,,,,,
24,24,SYR,Gerry Calabrese,St. John's,2,104,937,492,149,148,.348,,.702,16.2,4.7,1.4,1.4,1.9,.046,,
25,25,BOS,Bob Donham,Ohio State,4,273,4866,1818,1071,706,.480,,.507,23.7,6.7,3.9,2.6,18.0,.132,,
26,26,BLB,Dick Dickey,NC State,1,45,440,127,81,50,.294,,.681,9.8,2.8,1.8,1.1,0.3,.028,,
27,27,PHW,Buddy Cate,Western Kentucky,,,,,,,,,,,,,,,,,
28,28,TRI,Clarence Brannum,Kansas State,,,,,,,,,,,,,,,,,
29,29,WSC,Alan Sawyer,UCLA,1,33,,217,121,25,.370,,.860,,6.6,3.7,0.8,0.9,,,
30,30,CHS,Lou Watson,Indiana,,,,,,,,,,,,,,,,,
31,31,NYK,Stan Weber,Bowling Green,,,,,,,,,,,,,,,,,
32,32,FTW,Art Burris,Tennessee,2,74,514,187,205,54,.260,,.627,12.5,2.5,2.8,0.7,-1.0,-.073,,
33,33,INO,Chuck Mrazovich,Eastern Kentucky University,1,25,,85,40,13,.350,,.604,,3.4,1.6,0.5,0.4,,,
34,34,ROC,Bob Roper,John Carroll University,,,,,,,,,,,,,,,,,
35,35,MNL,Howie Williams,Purdue,,,,,,,,,,,,,,,,,
36,36,SYR,Stan Christie,USC,,,,,,,,,,,,,,,,,
37,37,BOS,Ken Reeves,Louisville,,,,,,,,,,,,,,,,,
38,38,BLB,Jerry Reed,Wyoming,,,,,,,,,,,,,,,,,
39,39,PHW,Paul Senesky,Saint Joseph's,,,,,,,,,,,,,,,,,
40,40,TRI,Paul Hicks,Eastern Kentucky University,,,,,,,,,,,,,,,,,
41,41,WSC,Tommy O'Keefe,Georgetown,1,6,,23,7,10,.357,,.750,,3.8,1.2,1.7,0.1,,,
42,42,CHS,Ken Murray,St. Bonaventure,3,181,2118,1471,599,482,.335,,.747,18.4,8.1,3.3,2.7,3.6,.000,,
43,43,NYK,Joe Ossola,Saint Louis,,,,,,,,,,,,,,,,,
44,44,FTW,Lenny Rzeszewski,Indiana State University,,,,,,,,,,,,,,,,,
45,45,INO,Jim Line,Kentucky,,,,,,,,,,,,,,,,,
46,46,ROC,Chet Giermak,William & Mary,,,,,,,,,,,,,,,,,
47,47,MNL,Bud Grant,Minnesota,2,96,,249,115,90,.318,,.590,,2.6,1.9,0.9,1.1,,,
48,48,SYR,Paul Merchant,Oklahoma,,,,,,,,,,,,,,,,,
49,49,BOS,Jack Shelton,Oklahoma State,,,,,,,,,,,,,,,,,
50,50,BLB,Norm Mager,City College of New York,1,24,,124,47,23,.282,,.786,,5.2,2.0,1.0,0.0,,,
51,51,PHW,Ike Borsavage,Temple,1,24,,64,24,4,.351,,.667,,2.7,1.0,0.2,0.1,,,
52,52,TRI,Cal Christensen,Toledo,5,291,4009,1507,1587,460,.330,,.606,17.9,5.2,5.5,1.6,8.2,.060,,
53,53,WSC,Claude Overton,East Central University,1,15,182,58,25,15,.253,,.667,12.1,3.9,1.7,1.0,-0.4,-.115,,
54,54,CHS,Don Stroot,Missouri,,,,,,,,,,,,,,,,,
55,55,NYK,Dick Barnes,San Diego State,,,,,,,,,,,,,,,,,
56,56,FTW,Leroy Thompson,Kent State University,,,,,,,,,,,,,,,,,
57,57,INO,Sonny Allen,Morehead State University,,,,,,,,,,,,,,,,,
58,58,ROC,Joe Nelson,BYU,,,,,,,,,,,,,,,,,
59,59,MNL,Ed Beach,West Virginia,1,12,,22,25,3,.211,,.667,,1.8,2.1,0.3,-0.3,,,
60,60,SYR,Paul Hickey,Denver,,,,,,,,,,,,,,,,,
61,61,BOS,Mo Mahoney,Brown University,2,8,45,12,9,2,.333,,.800,5.6,1.5,1.1,0.3,0.0,.034,,
62,62,BLB,Rick Harman,Kansas State,,,,,,,,,,,,,,,,,
63,63,PHW,Dick Dallmer,Cincinnati,,,,,,,,,,,,,,,,,
64,64,TRI,Bob Anderson,Loyola (MD),,,,,,,,,,,,,,,,,
65,65,WSC,Warren Cartier,NC State,,,,,,,,,,,,,,,,,
66,66,CHS,Stu Inman,San Jose State,,,,,,,,,,,,,,,,,
67,67,NYK,Don Parsons,Rutgers University,,,,,,,,,,,,,,,,,
68,68,FTW,Bob Metcalf,Valparaiso,,,,,,,,,,,,,,,,,
69,69,INO,Ralph O'Brien,Butler,2,119,2335,848,192,180,.360,,.830,19.6,7.1,1.6,1.5,3.1,.064,,
70,70,ROC,John Givens,Western Kentucky,,,,,,,,,,,,,,,,,
71,71,MNL,Wayne Glasgow,Oklahoma,,,,,,,,,,,,,,,,,
72,72,SYR,Mack Suprunowicz,Michigan,,,,,,,,,,,,,,,,,
73,73,BOS,Dale Barnstable,Kentucky,,,,,,,,,,,,,,,,,
74,74,BLB,E. Francis Comerford,La Salle,,,,,,,,,,,,,,,,,
75,75,PHW,Charles Northrup,Siena College,,,,,,,,,,,,,,,,,
76,76,TRI,Bill Erickson,Illinois,,,,,,,,,,,,,,,,,
77,77,WSC,Jim Cathcart,Arkansas,,,,,,,,,,,,,,,,,
78,78,CHS,Milt Whitehead,Nebraska,,,,,,,,,,,,,,,,,
79,79,NYK,Dan Bagley,Notre Dame,,,,,,,,,,,,,,,,,
