--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,6,BOS,Tom Heinsohn,Holy Cross,9,654,19254,12194,5749,1318,.405,,.790,29.4,18.6,8.8,2.0,60.0,.150,,
2,1,ROC,Si Green,Duquesne,9,504,13132,4636,2152,1655,.387,,.676,26.1,9.2,4.3,3.3,11.1,.041,,
3,2,STL,Bill Russell,San Francisco,13,963,40726,14522,21620,4100,.440,,.561,42.3,15.1,22.5,4.3,163.5,.193,,
4,3,MNL,Jim Paxson,Dayton,2,138,3069,1105,616,225,.323,,.727,22.2,8.0,4.5,1.6,2.8,.044,,
5,4,NYK,Ron Shavlik,NC State,2,8,74,10,23,0,.174,,.400,9.3,1.3,2.9,0.0,-0.3,-.189,,
6,5,SYR,Joe Holup,George Washington,3,192,3526,1347,852,193,.342,,.781,18.4,7.0,4.4,1.0,4.2,.058,,
7,7,FTW,Ron Sobie,DePaul,4,192,3868,1619,791,353,.379,,.808,20.1,8.4,4.1,1.8,7.2,.089,,
8,8,PHW,Hal Lear,Temple,1,3,14,4,1,1,.333,,,4.7,1.3,0.3,0.3,0.0,-.085,,
9,9,ROC,Bob Burrow,Kentucky,2,81,1199,459,357,47,.365,,.578,14.8,5.7,4.4,0.6,1.9,.077,,
10,10,STL,Willie Naulls,UCLA,10,716,20620,11305,6508,1114,.406,,.812,28.8,15.8,9.1,1.6,34.3,.080,,
11,11,MNL,Terry Rand,Marquette,,,,,,,,,,,,,,,,,
12,12,NYK,Gary Bergen,Utah,1,6,40,8,8,1,.273,,1.000,6.7,1.3,1.3,0.2,0.0,-.044,,
13,13,SYR,Paul Judson,Illinois,,,,,,,,,,,,,,,,,
14,14,BOS,K.C. Jones,San Francisco,9,676,17501,5011,2399,2908,.387,,.647,25.9,7.4,3.5,4.3,38.6,.106,,
15,15,FTW,Bob Kessler,Maryland,,,,,,,,,,,,,,,,,
16,16,PHW,Phil Rollins,Louisville,3,177,2742,898,395,458,.385,,.649,15.5,5.1,2.2,2.6,1.9,.033,,
17,17,ROC,Dave Piontek,Xavier,7,413,7623,2955,1770,478,.391,,.652,18.5,7.2,4.3,1.2,7.0,.044,,
18,18,STL,Darrell Floyd,Furman University,,,,,,,,,,,,,,,,,
19,19,MNL,Jerry Bird,Kentucky,1,11,45,25,12,4,.375,,1.000,4.1,2.3,1.1,0.4,0.0,-.043,,
20,20,NYK,Jerry Harper,Alabama,,,,,,,,,,,,,,,,,
21,21,SYR,Forest Able,Western Kentucky,1,1,1,0,1,1,.000,,,1.0,0.0,1.0,1.0,0.0,-2.062,,
22,22,BOS,George Linn,Alabama,,,,,,,,,,,,,,,,,
23,23,FTW,Bill Thieben,Hofstra,2,85,876,337,272,24,.331,,.640,10.3,4.0,3.2,0.3,-0.5,-.026,,
24,24,PHW,Bevo Francis,University of Rio Grande,,,,,,,,,,,,,,,,,
25,25,ROC,Johnny McCarthy,Canisius,6,316,8828,2450,1145,1184,.353,,.622,27.9,7.8,3.6,3.7,4.7,.026,,
26,26,STL,Robin Freeman,Ohio State,,,,,,,,,,,,,,,,,
27,27,MNL,Lloyd Aubrey,Notre Dame,,,,,,,,,,,,,,,,,
28,28,NYK,Ronnie Mayer,Duke,,,,,,,,,,,,,,,,,
29,29,SYR,Swede Halbrook,Oregon State,2,143,2039,786,949,64,.347,,.591,14.3,5.5,6.6,0.4,0.3,.007,,
30,30,BOS,Dan Swartz,Morehead State University,1,39,335,175,88,21,.380,,.847,8.6,4.5,2.3,0.5,1.0,.143,,
31,31,FTW,Charles Slack,Marshall,,,,,,,,,,,,,,,,,
32,32,PHW,Phil Wheeler,Cincinnati,,,,,,,,,,,,,,,,,
33,33,ROC,Bill Uhl,Dayton,,,,,,,,,,,,,,,,,
34,34,STL,Norm Stewart,Missouri,1,5,37,10,5,2,.267,,.333,7.4,2.0,1.0,0.4,-0.1,-.157,,
35,35,MNL,Bill Reigel,McNeese State University,,,,,,,,,,,,,,,,,
36,36,NYK,Joe Sexson,Purdue,,,,,,,,,,,,,,,,,
37,37,SYR,Jim Ray,Toledo,2,8,64,9,5,5,.176,,.600,8.0,1.1,0.6,0.6,-0.2,-.115,,
38,38,BOS,Bill Logan,Iowa,,,,,,,,,,,,,,,,,
39,39,FTW,Joe Liebler,Holy Cross,,,,,,,,,,,,,,,,,
40,40,PHW,Joe Belmont,Duke,,,,,,,,,,,,,,,,,
41,41,ROC,Kevin Thomas,Boston University,,,,,,,,,,,,,,,,,
42,42,STL,Dave Plunkett,Cincinnati,,,,,,,,,,,,,,,,,
43,43,MNL,Phil Jordon,Whitworth,7,442,10792,4833,3028,769,.398,,.694,24.4,10.9,6.9,1.7,9.9,.044,,
44,44,NYK,Pat Dunn,Utah State University,1,28,206,70,31,28,.311,,.824,7.4,2.5,1.1,1.0,-0.1,-.013,,
45,45,SYR,Jim McLaughlin,Saint Louis,,,,,,,,,,,,,,,,,
46,46,BOS,Don Boldebuck,Houston,,,,,,,,,,,,,,,,,
47,47,FTW,Paul Schlimm,John Carroll University,,,,,,,,,,,,,,,,,
48,48,PHW,Mickey Winograd,Duquesne,,,,,,,,,,,,,,,,,
49,49,ROC,Carl Cain,Iowa,,,,,,,,,,,,,,,,,
50,50,STL,Julius McCoy,Michigan State,,,,,,,,,,,,,,,,,
51,51,MNL,John Barber,California State University Los Angeles,1,5,19,7,6,0,.250,,.500,3.8,1.4,1.2,0.0,0.0,-.108,,
52,52,NYK,Jack Adams,Eastern Kentucky University,,,,,,,,,,,,,,,,,
53,53,SYR,Les Roh,Idaho State University,,,,,,,,,,,,,,,,,
54,54,BOS,O'Neal Weaver,Midwestern State University,,,,,,,,,,,,,,,,,
55,55,FTW,Bruce Harris,Tennessee Technological University,,,,,,,,,,,,,,,,,
56,56,PHW,John Fannon,Notre Dame,,,,,,,,,,,,,,,,,
57,57,ROC,Clayton Carter,Oklahoma State,,,,,,,,,,,,,,,,,
58,58,STL,Morris Taft,UCLA,,,,,,,,,,,,,,,,,
59,59,MNL,Sam Jones,NC Central,12,871,24285,15411,4305,2209,.456,,.803,27.9,17.7,4.9,2.5,92.3,.182,,
60,60,NYK,Art Bunte,Utah,,,,,,,,,,,,,,,,,
61,61,SYR,Chester Webb,Georgia Southern University,,,,,,,,,,,,,,,,,
62,62,BOS,Vic Molodet,NC State,,,,,,,,,,,,,,,,,
63,63,PHW,Max Anderson,Oregon,,,,,,,,,,,,,,,,,
64,64,ROC,Dan Mannix,St. Francis College,,,,,,,,,,,,,,,,,
65,65,STL,Jim Reed,Texas Tech,,,,,,,,,,,,,,,,,
66,66,MNL,Jim Springer,Gustavus Adolphus,,,,,,,,,,,,,,,,,
67,67,NYK,Dick Miller,Wisconsin,,,,,,,,,,,,,,,,,
68,68,SYR,Dick Julio,University of Massachusetts Dartmouth,,,,,,,,,,,,,,,,,
69,69,BOS,Jim Houston,Brandeis University,,,,,,,,,,,,,,,,,
70,70,PHW,Ronald Clark,Springfield College,,,,,,,,,,,,,,,,,
71,71,ROC,Jerry Moreman,Louisville,,,,,,,,,,,,,,,,,
72,72,STL,Herschel Pedersen,BYU,,,,,,,,,,,,,,,,,
73,73,MNL,Phil Grawemeyer,Kentucky,,,,,,,,,,,,,,,,,
74,74,NYK,Howie Crittenden,Murray State,,,,,,,,,,,,,,,,,
75,75,SYR,Bob Hopkins,Grambling State University,4,273,5122,2237,1526,189,.394,,.761,18.8,8.2,5.6,0.7,9.5,.089,,
76,76,BOS,Theophilus Lloyd,Maryland,,,,,,,,,,,,,,,,,
77,77,ROC,Gene Carpenter,Texas Tech,,,,,,,,,,,,,,,,,
78,78,STL,Wally Choice,Indiana,,,,,,,,,,,,,,,,,
79,79,MNL,Robert Hodgson,Wichita State,,,,,,,,,,,,,,,,,
80,80,NYK,Dick Miani,Miami (FL),,,,,,,,,,,,,,,,,
81,81,SYR,Willie Bergines,West Virginia,,,,,,,,,,,,,,,,,
82,82,STL,Ed Huse,Wyoming,,,,,,,,,,,,,,,,,
83,83,MNL,Carl Widseth,Tennessee,,,,,,,,,,,,,,,,,
84,84,NYK,Ed Petrie,Seton Hall,,,,,,,,,,,,,,,,,
85,85,SYR,Dick Kenyon,LeMoyne College,,,,,,,,,,,,,,,,,
86,86,STL,Arthur Helms,Houston,,,,,,,,,,,,,,,,,
87,87,MNL,John Patzwald,Gustavus Adolphus,,,,,,,,,,,,,,,,,
88,88,NYK,Toby Roybal,New Mexico,,,,,,,,,,,,,,,,,
89,89,SYR,Milt Graham,Colgate,,,,,,,,,,,,,,,,,
90,90,STL,Junior Morgan,Duke,,,,,,,,,,,,,,,,,
91,91,MNL,Elgin Baylor,Seattle University,14,846,33863,23149,11463,3650,.431,,.780,40.0,27.4,13.5,4.3,104.2,.148,,
92,92,SYR,Chuck Rolles,Cornell,,,,,,,,,,,,,,,,,
