--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
20,20,MNL,Bobby Smith,West Virginia,2,13,137,37,33,14,.236,,.688,10.5,2.8,2.5,1.1,-0.3,-.097,,
21,21,SYR,Jon Cincebox,Syracuse,,,,,,,,,,,,,,,,,
22,22,NYK,Bob Anderegg,Michigan State,1,33,373,133,69,29,.385,,.548,11.3,4.0,2.1,0.9,0.0,.002,,
23,23,STL,Hank Stein,Xavier,,,,,,,,,,,,,,,,,
24,24,BOS,Ralph Crosthwaite,Western Kentucky,,,,,,,,,,,,,,,,,
25,25,CIN,Leo Byrd,Marshall,,,,,,,,,,,,,,,,,
26,26,DET,George Lee,Michigan,7,297,5158,2229,1235,258,.379,,.734,17.4,7.5,4.2,0.9,6.6,.061,,
27,27,PHW,Ron Stevenson,TCU,,,,,,,,,,,,,,,,,
28,28,MNL,Wilson Eison,Purdue,,,,,,,,,,,,,,,,,
29,29,SYR,Paul Neumann,Stanford,6,451,11003,4989,1318,1453,.442,,.799,24.4,11.1,2.9,3.2,28.4,.124,,
30,30,NYK,Johnny Cox,Kentucky,1,73,1685,573,280,142,.421,,.704,23.1,7.8,3.8,1.9,0.5,.015,,
31,31,STL,Lee Harman,Oregon State,,,,,,,,,,,,,,,,,
32,32,BOS,Ed Kazakavich,University of Scranton,,,,,,,,,,,,,,,,,
33,33,CIN,Harry Kirchner,TCU,,,,,,,,,,,,,,,,,
34,34,DET,Tony Windis,Wyoming,1,9,193,36,47,32,.267,,.667,21.4,4.0,5.2,3.6,-0.2,-.057,,
35,35,PHW,Bill Telasky,George Washington,,,,,,,,,,,,,,,,,
36,36,MNL,Bobby Joe Mason,Bradley,,,,,,,,,,,,,,,,,
37,37,SYR,Roger Taylor,Illinois,,,,,,,,,,,,,,,,,
38,38,NYK,Herb Busch,Virginia,,,,,,,,,,,,,,,,,
39,39,STL,Nick Mantis,Northwestern,2,52,755,236,91,92,.367,,.549,14.5,4.5,1.8,1.8,-0.8,-.049,,
40,40,BOS,Roy Lange,William & Mary,,,,,,,,,,,,,,,,,
41,41,CIN,Don Hennon,Pitt,,,,,,,,,,,,,,,,,
42,42,DET,Lou Jordan,Cornell,,,,,,,,,,,,,,,,,
43,43,PHW,Joe Spratt,Saint Joseph's,,,,,,,,,,,,,,,,,
44,44,MNL,Jim Henry,Vanderbilt,,,,,,,,,,,,,,,,,
45,45,SYR,Bob Dalton,California,,,,,,,,,,,,,,,,,
46,46,NYK,Bucky McDonald,George Washington,,,,,,,,,,,,,,,,,
47,47,STL,Mike Moran,Marquette,,,,,,,,,,,,,,,,,
48,48,BOS,Bob Cumings,Boston University,,,,,,,,,,,,,,,,,
49,49,CIN,Dale Moore,Eastern Kentucky University,,,,,,,,,,,,,,,,,
50,50,DET,Doug Smart,Washington,,,,,,,,,,,,,,,,,
51,51,PHW,Joe Ryan,Villanova,,,,,,,,,,,,,,,,,
52,52,MNL,Charley Grote,Georgetown College,,,,,,,,,,,,,,,,,
53,53,SYR,Darnel Haney,Utah State University,,,,,,,,,,,,,,,,,
54,54,NYK,Russ Robinson,Missouri State,,,,,,,,,,,,,,,,,
55,55,STL,Orby Arnold,Memphis,,,,,,,,,,,,,,,,,
56,56,CIN,Don Matuszak,Kansas State,,,,,,,,,,,,,,,,,
57,57,DET,Chuck Curtis,Pacific Lutheran University,,,,,,,,,,,,,,,,,
58,58,PHW,Dave Gunther,Iowa,1,1,5,2,3,3,.500,,,5.0,2.0,3.0,3.0,0.0,.204,,
59,59,MNL,Leon Hill,Texas Tech,,,,,,,,,,,,,,,,,
60,60,NYK,Walt Torrence,UCLA,,,,,,,,,,,,,,,,,
61,61,STL,Willie Merriweather,Purdue,,,,,,,,,,,,,,,,,
62,62,CIN,Joe Billy McDade,Bradley,,,,,,,,,,,,,,,,,
63,63,DET,Doyle Edmiston,Hardin-Simmons University,,,,,,,,,,,,,,,,,
64,64,PHW,Carl Belz,Princeton,,,,,,,,,,,,,,,,,
65,65,MNL,Jim Mudd,University of North Texas,,,,,,,,,,,,,,,,,
66,66,NYK,Jerry Shipp,Southeastern Oklahoma State University,,,,,,,,,,,,,,,,,
67,67,STL,Lou Pucillo,NC State,,,,,,,,,,,,,,,,,
68,68,CIN,Joe Viviano,Xavier,,,,,,,,,,,,,,,,,
69,69,DET,Bruno Boin,Washington,,,,,,,,,,,,,,,,,
70,70,PHW,Tommy Sellari,Lenoir-Rhyne College,,,,,,,,,,,,,,,,,
71,71,MNL,Roger Johnson,Minnesota,,,,,,,,,,,,,,,,,
72,72,NYK,Paul Wilcox,Davis & Elkins College,,,,,,,,,,,,,,,,,
73,73,STL,Ron Loneski,Kansas,,,,,,,,,,,,,,,,,
74,74,CIN,Charlie Brown,Seattle University,,,,,,,,,,,,,,,,,
75,75,DET,M. C. Burton,Michigan,,,,,,,,,,,,,,,,,
76,76,PHW,Phil Warren,Northwestern,,,,,,,,,,,,,,,,,
77,77,MNL,Jack Evens,Lake Superior State University,,,,,,,,,,,,,,,,,
78,78,NYK,Paul Benes,Hope College,,,,,,,,,,,,,,,,,
79,79,STL,John Barnhill,Tennessee State,7,426,10054,3648,1193,1205,.416,,.651,23.6,8.6,2.8,2.8,10.4,.050,,
80,80,CIN,Roger Wendel,Tulsa,,,,,,,,,,,,,,,,,
81,81,MNL,Vern Baggenstoss,St. Cloud State University,,,,,,,,,,,,,,,,,
82,82,NYK,Ed Blair,Western Michigan,,,,,,,,,,,,,,,,,
83,83,MNL,Dwayne Smith,Gustavus Adolphus,,,,,,,,,,,,,,,,,
84,84,NYK,John Nicoll,BYU,,,,,,,,,,,,,,,,,
85,85,NYK,Jack Israel,Missouri State,,,,,,,,,,,,,,,,,
