--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,3,PHW,Wilt Chamberlain,Kansas,14,1045,47859,31419,23924,4643,.540,,.511,45.8,30.1,22.9,4.4,247.3,.248,,
2,7,STL,Bob Ferry,Saint Louis,10,634,12828,5780,3343,906,.433,,.664,20.2,9.1,5.3,1.4,20.2,.076,,
3,1,CIN,Bob Boozer,Kansas State,11,874,25549,12964,7119,1237,.462,,.761,29.2,14.8,8.1,1.4,64.2,.121,,
4,2,DET,Bailey Howell,Mississippi State,12,950,30627,17770,9383,1853,.480,,.762,32.2,18.7,9.9,2.0,114.8,.180,,
5,4,MNL,Tom Hawkins,Notre Dame,10,764,18465,6672,4607,871,.447,,.570,24.2,8.7,6.0,1.1,24.1,.063,,
6,5,SYR,Dick Barnett,Tennessee State,14,971,28937,15358,2812,2729,.456,,.761,29.8,15.8,2.9,2.8,68.7,.114,-3.6,0.0
7,6,NYK,Johnny Green,Michigan State,14,1057,24624,12281,9083,1449,.493,,.553,23.3,11.6,8.6,1.4,58.0,.113,,
8,8,BOS,John Richter,NC State,1,66,808,285,312,27,.340,,.504,12.2,4.3,4.7,0.4,0.4,.026,,
9,9,DET,Tom Robitaille,Rice University,,,,,,,,,,,,,,,,,
10,10,DET,Don Goldstein,Louisville,,,,,,,,,,,,,,,,,
11,11,PHW,Joe Ruklick,Northwestern,3,114,909,398,286,48,.366,,.613,8.0,3.5,2.5,0.4,0.0,-.001,,
12,12,MNL,Rudy LaRusso,Dartmouth College,10,736,24487,11507,6936,1556,.431,,.767,33.3,15.6,9.4,2.1,61.4,.120,,
13,13,SYR,Gene Tormohlen,Tennessee,6,271,3223,1191,1122,257,.411,,.579,11.9,4.4,4.1,0.9,2.3,.034,,
14,14,STL,Alan Seiden,St. John's,,,,,,,,,,,,,,,,,
15,15,STL,Cal Ramsey,NYU,2,13,222,103,73,12,.383,,.568,17.1,7.9,5.6,0.9,0.1,.013,,
16,16,BOS,Gene Guarilia,George Washington,4,129,1082,413,294,36,.376,,.611,8.4,3.2,2.3,0.3,1.2,.055,,
17,17,CIN,Mike Mendenhall,Cincinnati,,,,,,,,,,,,,,,,,
18,18,DET,Gary Alcorn,Fresno State,2,78,844,261,329,24,.293,,.598,10.8,3.3,4.2,0.3,-1.3,-.072,,
19,19,PHW,Jim Hockaday,Memphis,,,,,,,,,,,,,,,,,
