--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1,MIL,Kent Benson,Indiana,11,680,15719,6168,3881,1203,.493,,.757,23.1,9.1,5.7,1.8,33.6,.103,0.2,8.8
2,2,KCK,Otis Birdsong,Houston,12,696,21627,12544,2072,2260,.506,,.655,31.1,18.0,3.0,3.2,48.2,.107,0.6,14.3
3,3,MIL,Marques Johnson,UCLA,11,691,23694,13892,4817,2502,.518,,.739,34.3,20.1,7.0,3.6,79.8,.162,3.3,31.7
4,4,WSB,Greg Ballard,Oregon,11,802,22073,9953,4858,1733,.472,,.787,27.5,12.4,6.1,2.2,54.0,.117,1.2,18.1
5,5,PHO,Walter Davis,UNC,15,1033,28859,19521,3053,3878,.511,,.851,27.9,18.9,3.0,3.8,76.9,.128,1.5,25.3
6,6,LAL,Kenny Carr,NC State,10,674,17167,7813,4999,923,.510,,.684,25.5,11.6,7.4,1.4,33.6,.094,-1.5,2.3
7,7,NJN,Bernard King,Tennessee,14,874,29417,19655,5060,2863,.518,,.730,33.7,22.5,5.8,3.3,75.4,.123,1.7,27.0
8,8,SEA,Jack Sikma,Illinois Wesleyan University,14,1107,36943,17287,10816,3488,.464,,.849,33.4,15.6,9.8,3.2,112.5,.146,2.0,37.0
9,9,DEN,Tom LaGarde,UNC,6,312,6194,2376,1593,456,.462,,.640,19.9,7.6,5.1,1.5,6.5,.050,-3.0,-1.6
10,10,NYK,Ray Williams,Minnesota,10,655,18462,10158,2370,3779,.451,,.802,28.2,15.5,3.6,5.8,37.1,.096,1.6,16.8
11,11,MIL,Ernie Grunfeld,Tennessee,9,693,12916,5124,1815,1419,.477,,.770,18.6,7.4,2.6,2.0,25.0,.093,-0.5,4.9
12,12,BOS,Cedric Maxwell,UNC Charlotte,11,835,23769,10465,5261,1862,.546,,.784,28.5,12.5,6.3,2.2,78.5,.159,1.7,22.1
13,13,CHI,Tate Armstrong,Duke,2,92,975,350,88,105,.454,,.800,10.6,3.8,1.0,1.1,0.3,.017,-3.1,-0.3
14,14,ATL,Tree Rollins,Clemson,18,1156,24028,6249,6750,660,.522,,.700,20.8,5.4,5.8,0.6,63.9,.128,1.1,18.8
15,15,LAL,Brad Davis,Maryland,15,961,22302,7866,1738,4709,.510,,.828,23.2,8.2,1.8,4.9,53.6,.115,0.1,12.1
16,16,GSW,Rickey Green,Michigan,14,946,23271,8870,1819,5221,.469,,.807,24.6,9.4,1.9,5.5,47.2,.097,0.5,15.0
17,17,WSB,Bo Ellis,Marquette,3,168,1984,613,482,113,.431,,.731,11.8,3.6,2.9,0.7,2.5,.060,-2.6,-0.3
18,18,GSW,Wesley Cox,Louisville,2,74,813,342,206,23,.412,,.510,11.0,4.6,2.8,0.3,0.1,.007,-6.0,-0.9
19,19,POR,Rich Laurel,Hofstra,1,10,57,24,10,3,.323,,1.000,5.7,2.4,1.0,0.3,0.0,-.034,-5.1,-0.1
20,20,PHI,Glenn Mosley,Seton Hall,2,32,242,98,69,21,.409,,.578,7.6,3.1,2.2,0.7,0.2,.042,-2.9,-0.1
21,21,DEN,Anthony Roberts,Oral Roberts,5,213,3867,1658,837,265,.412,,.699,18.2,7.8,3.9,1.2,3.3,.041,-4.2,-2.3
22,22,LAL,Norm Nixon,Duquesne,10,768,27250,12065,1991,6386,.483,,.772,35.5,15.7,2.6,8.3,47.6,.084,-0.5,10.2
23,23,CHI,Mike Glenn,Southern Illinois,10,593,9617,4496,710,952,.542,,.855,16.2,7.6,1.2,1.6,25.3,.126,0.3,5.6
24,24,BUF,Larry Johnson,Kentucky,1,4,38,6,5,7,.231,,.000,9.5,1.5,1.3,1.8,-0.1,-.099,-2.9,0.0
25,25,PHI,Wilson Washington,Old Dominion,2,100,1700,731,450,57,.497,,.605,17.0,7.3,4.5,0.6,2.1,.060,-2.4,-0.2
26,26,NYK,Glen Gondrezick,UNLV,6,435,7545,2544,1964,605,.473,,.724,17.3,5.8,4.5,1.4,15.9,.101,0.2,4.2
27,27,MIL,Glen Williams,St. John's,,,,,,,,,,,,,,,,,
28,28,POR,Kim Anderson,Missouri,1,21,224,63,45,15,.312,,.536,10.7,3.0,2.1,0.7,-0.4,-.078,-7.5,-0.4
29,29,IND,Alonzo Bradley,Texas Southern,3,99,1139,440,151,74,.418,,.703,11.5,4.4,1.5,0.7,-0.2,-.007,-4.6,-0.8
30,30,CHI,Steve Sheppard,Maryland,2,106,977,367,178,62,.459,,.633,9.2,3.5,1.7,0.6,0.9,.045,-3.0,-0.2
31,31,KCK,Eddie Owens,UNLV,1,8,63,21,10,5,.429,,.500,7.9,2.6,1.3,0.6,0.0,.027,-3.9,0.0
32,32,NYK,Toby Knight,Notre Dame,4,283,7331,3640,1444,335,.519,,.740,25.9,12.9,5.1,1.2,15.7,.103,-0.9,2.1
33,33,CLE,Eddie Jordan,Rutgers University,7,420,8507,3414,788,1595,.414,,.763,20.3,8.1,1.9,3.8,8.8,.050,-0.3,3.6
34,34,HOU,Larry Moffett,UNLV,1,20,110,16,21,7,.294,,.600,5.5,0.8,1.1,0.4,-0.1,-.042,-4.6,-0.1
35,35,CHI,Mark Landsberger,Arizona State,7,437,7306,2468,2681,236,.481,,.522,16.7,5.6,6.1,0.5,12.2,.080,-3.0,-1.9
36,36,DET,Ben Poquette,Central Michigan University,10,718,15763,4899,3731,872,.483,,.779,22.0,6.8,5.2,1.2,30.4,.093,-0.7,5.3
