--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1,MIN,Anthony Edwards,Georgia,6,442,15400,10854,2319,1826,.453,.369,.802,34.8,24.6,5.2,4.1,31.4,.098,2.1,15.8
2,2,GSW,James Wiseman,Memphis,5,152,2857,1363,838,113,.560,.262,.682,18.8,9.0,5.5,0.7,4.3,.072,-4.0,-1.5
3,3,CHO,LaMelo Ball,,6,303,9392,6304,1726,2224,.418,.365,.847,31.0,20.8,5.7,7.3,19.8,.101,3.3,12.5
4,4,CHI,Patrick Williams,Florida State,6,348,8952,3141,1341,509,.438,.381,.762,25.7,9.0,3.9,1.5,8.3,.044,-2.6,-1.4
5,5,CLE,Isaac Okoro,Auburn,6,397,10441,3292,1103,636,.465,.347,.741,26.3,8.3,2.8,1.6,18.2,.084,-2.3,-0.8
6,6,ATL,Onyeka Okongwu,USC,6,381,9208,4083,2620,625,.573,.356,.756,24.2,10.7,6.9,1.6,30.9,.161,0.6,6.0
7,7,DET,Killian Hayes,,6,239,6047,1885,691,1202,.377,.280,.792,25.3,7.9,2.9,5.0,-0.4,-.004,-4.0,-3.0
8,8,NYK,Obi Toppin,Dayton,6,386,6662,3353,1337,483,.521,.355,.786,17.3,8.7,3.5,1.3,17.7,.128,1.2,5.4
9,9,WAS,Deni Avdija,,6,425,11878,5643,2690,1450,.462,.333,.771,27.9,13.3,6.3,3.4,21.7,.088,0.0,6.0
10,10,PHO,Jalen Smith,Maryland,6,324,5463,2831,1787,287,.501,.342,.752,16.9,8.7,5.5,0.9,14.6,.128,-0.3,2.4
11,11,SAS,Devin Vassell,Florida State,6,370,10446,5212,1413,955,.443,.372,.807,28.2,14.1,3.8,2.6,16.8,.077,-0.3,4.4
12,12,SAC,Tyrese Haliburton,Iowa State,5,333,10998,5842,1218,2947,.477,.392,.855,33.0,17.5,3.7,8.8,37.6,.164,4.8,18.9
13,13,NOP,Kira Lewis Jr.,Alabama,4,131,1745,687,169,233,.397,.294,.848,13.3,5.2,1.3,1.8,1.3,.036,-3.5,-0.6
14,14,BOS,Aaron Nesmith,Vanderbilt,6,333,7511,3191,1133,391,.453,.383,.828,22.6,9.6,3.4,1.2,11.2,.072,-2.1,-0.2
15,15,ORL,Cole Anthony,UNC,6,355,8462,4249,1459,1344,.419,.343,.841,23.8,12.0,4.1,3.8,10.5,.060,-0.8,2.5
16,16,POR,Isaiah Stewart,Washington,6,365,8859,3212,2467,473,.514,.343,.737,24.3,8.8,6.8,1.3,19.5,.106,-1.5,1.2
17,17,MIN,Aleksej Pokusevski,,4,168,3429,1253,778,327,.391,.304,.702,20.4,7.5,4.6,1.9,-0.2,-.002,-3.1,-1.0
18,18,DAL,Josh Green,Arizona,6,349,7323,2190,879,495,.480,.387,.705,21.0,6.3,2.5,1.4,11.1,.073,-2.6,-1.2
19,19,BRK,Saddiq Bey,Villanova,5,364,11050,5374,1932,720,.418,.355,.842,30.4,14.8,5.3,2.0,20.0,.087,-0.5,4.3
20,20,MIA,Precious Achiuwa,Memphis,6,393,8141,3156,2305,414,.494,.299,.596,20.7,8.0,5.9,1.1,14.8,.087,-2.1,-0.3
