--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
26,26,BRK,Ben Saraf,,1,44,916,332,92,145,.396,.211,.830,20.8,7.5,2.1,3.3,-1.1,-.057,-7.3,-1.2
27,27,BRK,Danny Wolf,Michigan,1,57,1187,508,281,127,.405,.322,.771,20.8,8.9,4.9,2.2,0.8,.032,-2.5,-0.2
28,28,BOS,Hugo González,,1,74,1084,289,246,40,.476,.362,.500,14.6,3.9,3.3,0.5,2.2,.099,-1.5,0.1
29,29,PHO,Liam McNeeley,UConn,1,31,368,132,73,24,.400,.400,.821,11.9,4.3,2.4,0.8,0.9,.112,-1.3,0.1
30,30,LAC,Yanic Konan Niederhäuser,Penn State,1,41,424,176,117,12,.640,.200,.758,10.3,4.3,2.9,0.3,1.3,.152,-2.2,0.0
31,31,MIN,Rasheer Fleming,Saint Joseph's,1,55,673,238,124,16,.405,.346,.559,12.2,4.3,2.3,0.3,0.8,.055,-3.8,-0.3
32,32,BOS,Noah Penda,,1,59,757,227,187,70,.404,.323,.688,12.8,3.8,3.2,1.2,1.1,.070,-1.5,0.1
33,33,CHO,Sion James,Duke,1,82,1843,441,287,163,.371,.352,.837,22.5,5.4,3.5,2.0,3.1,.080,-2.0,0.0
34,34,CHO,Ryan Kalkbrenner,Creighton,1,69,1479,521,377,54,.753,.000,.716,21.4,7.6,5.5,0.8,5.7,.185,1.8,1.4
35,35,PHI,Johni Broome,Auburn,1,11,55,10,16,4,.167,.000,.333,5.0,0.9,1.5,0.4,-0.2,-.212,-16.2,-0.2
36,36,BRK,Adou Thiero,Arkansas,1,25,149,47,28,10,.516,.333,.636,6.0,1.9,1.1,0.4,0.2,.071,-4.4,-0.1
37,37,DET,Chaz Lanier,Tennessee,1,34,262,80,23,17,.315,.284,.833,7.7,2.4,0.7,0.5,0.3,.046,-5.1,-0.2
38,38,SAS,Kam Jones,Marquette,1,37,616,162,60,119,.402,.293,.500,16.6,4.4,1.6,3.2,0.0,.002,-6.2,-0.6
39,39,TOR,Alijah Martin,Florida,1,23,146,51,21,12,.320,.190,.789,6.3,2.2,0.9,0.5,0.0,.015,-4.3,-0.1
40,40,WAS,Micah Peavy,Georgetown,1,61,913,262,117,61,.385,.259,.759,15.0,4.3,1.9,1.0,0.4,.020,-5.2,-0.7
41,41,GSW,Koby Brea,Kentucky,1,12,84,45,8,10,.417,.433,1.000,7.0,3.8,0.7,0.8,0.2,.117,0.2,0.0
42,42,SAC,Maxime Raynaud,Stanford,1,74,1964,922,556,100,.571,.324,.786,26.5,12.5,7.5,1.4,3.6,.088,-2.4,-0.2
43,43,UTA,Jamir Watkins,Florida State,1,50,1032,368,194,67,.446,.297,.695,20.6,7.4,3.9,1.3,1.1,.049,-3.3,-0.3
44,44,OKC,Brooks Barnhizer,Northwestern,1,40,348,68,78,22,.380,.292,.700,8.7,1.7,2.0,0.6,0.6,.082,-3.1,-0.1
45,45,CHI,Rocco Zikarsky,,1,5,36,14,14,2,.625,,1.000,7.2,2.8,2.8,0.4,0.2,.237,2.4,0.0
46,46,ORL,Amari Williams,Kentucky,1,22,146,30,40,10,.500,,.714,6.6,1.4,1.8,0.5,0.2,.077,-2.1,0.0
47,47,MIL,Bogoljub Markovic,,,,,,,,,,,,,,,,,,
48,48,MEM,Javon Small,West Virginia,1,41,830,396,128,151,.465,.423,.829,20.2,9.7,3.1,3.7,1.9,.112,1.0,0.6
49,49,CLE,Tyrese Proctor,Duke,1,50,545,272,64,74,.413,.351,.889,10.9,5.4,1.3,1.5,0.7,.066,-2.8,-0.1
50,50,NYK,Kobe Sanders,Nevada,1,68,1351,495,153,109,.466,.408,.826,19.9,7.3,2.3,1.6,1.4,.051,-2.9,-0.3
51,51,LAC,Mohamed Diawara,,1,69,634,246,94,53,.423,.369,.750,9.2,3.6,1.4,0.8,0.9,.072,-1.7,0.0
52,52,PHO,Alex Toohey,,,,,,,,,,,,,,,,,,
53,53,UTA,John Tonje,Wisconsin,1,6,42,15,6,2,.286,.300,1.000,7.0,2.5,1.0,0.3,0.1,.101,-5.1,0.0
54,54,IND,Taelon Peter,Liberty,1,38,492,171,59,40,.380,.328,.625,12.9,4.5,1.6,1.1,0.0,-.001,-4.6,-0.3
55,55,LAL,Lachlan Olbrich,,1,37,344,89,112,42,.468,.105,.375,9.3,2.4,3.0,1.1,0.5,.075,-3.4,-0.1
56,56,MEM,Will Richard,Florida,1,69,1377,441,172,93,.468,.335,.852,20.0,6.4,2.5,1.3,2.5,.089,-1.7,0.1
57,57,ORL,Max Shulga,VCU,1,11,36,7,6,2,.250,.250,1.000,3.3,0.6,0.5,0.2,0.0,-.038,-11.5,-0.1
58,58,CLE,Saliou Niang,,,,,,,,,,,,,,,,,,
59,59,HOU,Jahmai Mashack,Tennessee,1,31,673,192,81,69,.395,.253,.543,21.7,6.2,2.6,2.2,-0.5,-.036,-7.0,-0.8
60,60,NYK,,,,,,,,,,,,,,,,,,,
