--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1,POR,Bill Walton,UCLA,10,468,13250,6215,4923,1590,.521,,.660,28.3,13.3,10.5,3.4,39.3,.142,4.3,21.3
2,2,PHI,Marvin Barnes,Providence,4,171,3718,1569,946,252,.442,,.672,21.7,9.2,5.5,1.5,4.4,.057,-1.7,0.3
3,3,SEA,Tom Burleson,NC State,7,446,9425,4190,2794,601,.445,,.726,21.1,9.4,6.3,1.3,22.9,.117,0.2,5.1
4,4,PHO,John Shumate,Notre Dame,5,318,9201,3920,2388,574,.516,,.720,28.9,12.3,7.5,1.8,24.5,.128,1.0,6.9
5,5,HOU,Bobby Jones,UNC,10,774,20177,8911,4256,1888,.550,,.780,26.1,11.5,5.5,2.4,73.7,.175,4.0,30.6
6,6,KCO,Scott Wedman,Colorado,13,906,25927,11916,4355,1771,.481,,.794,28.6,13.2,4.8,2.0,53.7,.099,-0.4,10.5
7,7,ATL,Tom Henderson,Hawaii,9,650,17690,6088,1494,3136,.433,,.739,27.2,9.4,2.3,4.8,22.1,.060,-1.0,4.4
8,8,CLE,Campy Russell,Michigan,9,566,16781,8953,2696,1684,.459,,.772,29.6,15.8,4.8,3.0,35.8,.103,0.3,9.8
9,9,BUF,Tom McMillen,Maryland,11,729,14770,5914,2913,788,.483,,.806,20.3,8.1,4.0,1.1,27.2,.088,-2.0,-0.1
10,10,ATL,Mike Sojourner,Utah,3,191,4282,1658,1237,172,.480,,.671,22.4,8.7,6.5,0.9,8.2,.092,-1.0,1.1
11,11,GSW,Jamaal Wilkes,UCLA,12,828,27275,14644,5117,2050,.499,,.759,32.9,17.7,6.2,2.5,71.3,.125,0.0,14.1
12,12,LAL,Brian Winters,South Carolina,9,650,19938,10537,1688,2674,.475,,.842,30.7,16.2,2.6,4.1,38.6,.093,-0.5,7.8
