--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
20,20,KCO,Mike D'Antoni,Marshall,3,130,1858,432,186,248,.392,,.736,14.3,3.3,1.4,1.9,0.9,.023,-1.2,0.3
21,21,PHI,Allan Bristow,Virginia Tech,9,648,13277,5122,2613,2098,.460,,.798,20.5,7.9,4.0,3.2,22.7,.082,-0.2,6.2
22,22,PHI,George McGinnis,Indiana,7,528,16194,9090,5177,1985,.448,,.651,30.7,17.2,9.8,3.8,36.2,.107,1.2,13.1
23,23,LAL,Billy Schaeffer,St. John's,,,,,,,,,,,,,,,,,
24,24,CHI,Kevin Stacom,Providence,6,347,4539,1781,511,524,.417,,.768,13.1,5.1,1.5,1.5,3.1,.032,-2.7,-0.8
25,25,KCO,Larry McNeill,Marquette,6,297,5094,2533,1440,225,.466,,.779,17.2,8.5,4.8,0.8,13.4,.127,-0.9,1.5
26,26,CLE,Allan Hornyak,Ohio State,,,,,,,,,,,,,,,,,
27,27,ATL,Tom Ingelsby,Villanova,1,48,398,129,44,37,.382,,.784,8.3,2.7,0.9,0.8,0.1,.014,-3.4,-0.1
28,28,NYK,Pat McFarland,Saint Joseph's,,,,,,,,,,,,,,,,,
29,29,GSW,Derrek Dickey,Cincinnati,5,321,5345,1962,1575,346,.470,,.745,16.7,6.1,4.9,1.1,11.1,.100,-1.3,0.9
30,30,CHI,Wendell Hudson,Alabama,,,,,,,,,,,,,,,,,
31,31,LAL,Jim Chones,Marquette,8,623,19125,7664,5196,1079,.468,,.704,30.7,12.3,8.3,1.7,37.4,.094,-0.9,5.1
32,32,PHI,Caldwell Jones,Albany State University,14,1068,26474,6589,7663,1347,.473,,.753,24.8,6.2,7.2,1.3,44.3,.080,-1.5,3.7
33,33,PHO,Gary Melchionni,Duke,2,137,2780,1074,329,298,.444,,.831,20.3,7.8,2.4,2.2,3.9,.067,-1.3,0.5
34,34,LAL,John Perry,University of Texas Rio Grande Valley,,,,,,,,,,,,,,,,,
35,35,BOS,Phil Hankinson,Penn,2,31,187,122,57,6,.491,,.769,6.0,3.9,1.8,0.2,0.6,.143,-1.8,0.1
36,36,ATL,Ted Manakas,Princeton,1,5,45,12,3,2,.400,,1.000,9.0,2.4,0.6,0.4,0.0,.014,-4.1,0.0
37,37,CLE,Jim O'Brien,Maryland,,,,,,,,,,,,,,,,,
38,38,BUF,Ken Charles,Fordham,5,322,7637,2747,640,806,.441,,.789,23.7,8.5,2.0,2.5,9.8,.061,-1.0,2.0
39,39,CHI,Martin Terry,Arkansas,,,,,,,,,,,,,,,,,
40,40,CLE,Ozie Edwards,Oklahoma City University,,,,,,,,,,,,,,,,,
41,41,CLE,James Lister,Sam Houston State University,,,,,,,,,,,,,,,,,
42,42,PHO,Joe Reaves,Bethel College,,7,38,16,8,1,.545,,.364,5.4,2.3,1.1,0.1,0.0,-.013,-4.3,0.0
43,43,PHO,Steve Mitchell,Kansas State,,,,,,,,,,,,,,,,,
44,44,DET,Bo Lamar,Louisiana,1,71,1165,502,92,177,.406,,.676,16.4,7.1,1.3,2.5,0.5,.021,-2.7,-0.2
45,45,ATL,Leonard Gray,Cal State Long Beach,3,224,6058,2408,1169,490,.469,,.739,27.0,10.8,5.2,2.2,9.9,.079,-1.4,0.9
46,46,GSW,Jim Retseck,Auburn,,,,,,,,,,,,,,,,,
47,47,CHI,Steve Newsome,Houston,,,,,,,,,,,,,,,,,
48,48,CAP,Tom Kozelko,Toledo,3,189,1911,407,346,99,.419,,.745,10.1,2.2,1.8,0.5,2.4,.059,-2.5,-0.3
49,49,NYK,Allie McGuire,Marquette,1,2,10,4,2,1,.500,,,5.0,2.0,1.0,0.5,0.0,.029,-4.5,0.0
50,50,DET,Larry Kenon,Memphis,7,503,15517,8535,3942,1287,.489,,.798,30.8,17.0,7.8,2.6,36.5,.113,0.4,9.5
51,51,HOU,E.C. Coleman,Houston Baptist University,6,357,9310,2553,2151,472,.464,,.694,26.1,7.2,6.0,1.3,12.8,.066,-2.0,0.0
52,52,BOS,Martinez Denmon,Iowa State,,,,,,,,,,,,,,,,,
53,53,PHI,Darryl Minniefield,New Mexico,,,,,,,,,,,,,,,,,
54,54,BUF,Doug Little,Oregon,,,,,,,,,,,,,,,,,
55,55,POR,Bird Averitt,Pepperdine,2,130,2221,1085,161,330,.392,,.713,17.1,8.3,1.2,2.5,-1.8,-.038,-5.5,-2.0
56,56,SEA,June Harris,North Carolina A&T,,,,,,,,,,,,,,,,,
57,57,CLE,Luke Witte,Ohio State,3,118,1098,372,357,60,.402,,.685,9.3,3.2,3.0,0.5,1.2,.051,-3.0,-0.3
58,58,HOU,Lee Colburn,South Dakota State,,,,,,,,,,,,,,,,,
59,59,MIL,Clyde Turner,Minnesota,,,,,,,,,,,,,,,,,
60,60,PHO,Ronnie Robinson,Memphis,,,,,,,,,,,,,,,,,
61,61,DET,Ken Brady,Michigan,,,,,,,,,,,,,,,,,
62,62,ATL,James Brown,Harvard University,,,,,,,,,,,,,,,,,
63,63,GSW,Ron King,Florida State,,,,,,,,,,,,,,,,,
64,64,CHI,Mark Sibley,Northwestern,1,28,124,46,25,13,.357,,.857,4.4,1.6,0.9,0.5,-0.2,-.065,-5.7,-0.2
65,65,CAP,Aron Stewart,Richmond,,,,,,,,,,,,,,,,,
66,66,NYK,George Karl,UNC,2,33,281,85,22,51,.342,,.705,8.5,2.6,0.7,1.5,-0.2,-.038,-5.6,-0.3
67,67,MIL,Harry Rogers,Saint Louis,,,,,,,,,,,,,,,,,
68,68,LAL,Larry Finch,Memphis,,,,,,,,,,,,,,,,,
69,69,BOS,Richie Fuqua,Oral Roberts,,,,,,,,,,,,,,,,,
70,70,PHI,Reggie Royals,Florida State,,,,,,,,,,,,,,,,,
71,71,POR,Fran Costello,Providence,,,,,,,,,,,,,,,,,
72,72,BUF,Randy Knoll,Marshall,,,,,,,,,,,,,,,,,
73,73,SEA,Chuck Iverson,South Dakota,,,,,,,,,,,,,,,,,
74,74,CLE,John Coughran,California,1,24,160,68,19,12,.358,.222,.571,6.7,2.8,0.8,0.5,-0.3,-.086,-6.5,-0.3
75,75,HOU,Gary Rhoades,Colorado State,,,,,,,,,,,,,,,,,
76,76,KCO,M.L. Carr,Guilford College,9,604,14216,5853,2595,1112,.470,,.746,23.5,9.7,4.3,1.8,29.0,.098,0.3,8.4
77,77,PHO,Clinton Harris,Iowa State,,,,,,,,,,,,,,,,,
78,78,DET,Henry Wilmore,Michigan,,,,,,,,,,,,,,,,,
79,79,ATL,Dave Winfield,Minnesota,,,,,,,,,,,,,,,,,
80,80,GSW,Nate Stephens,Cal State Long Beach,,,,,,,,,,,,,,,,,
81,81,CHI,Roy Simpson,Furman University,,,,,,,,,,,,,,,,,
82,82,CAP,Danny Traylor,South Carolina,,,,,,,,,,,,,,,,,
83,83,NYK,Dennis Bell,Drake University,3,63,545,175,119,28,.374,,.535,8.7,2.8,1.9,0.4,0.1,.011,-2.5,-0.1
84,84,LAL,Kresimir Cosic,BYU,,,,,,,,,,,,,,,,,
85,85,MIL,Larry Jackson,Northern Illinois,,,,,,,,,,,,,,,,,
86,86,BOS,Byron Jones,San Francisco,,,,,,,,,,,,,,,,,
87,87,PHI,Sterling Wright,Lincoln University (PA),,,,,,,,,,,,,,,,,
88,88,BUF,Mike Macaluso,Canisius,1,30,112,48,25,3,.432,,.588,3.7,1.6,0.8,0.1,0.0,-.001,-5.5,-0.1
89,89,POR,Neal Jurgensen,Oregon State,,,,,,,,,,,,,,,,,
90,90,SEA,Bill McCoy,University of Northern Iowa,,,,,,,,,,,,,,,,,
91,91,CLE,Willie Calvert,Abilene Christian University,,,,,,,,,,,,,,,,,
92,92,HOU,Tom Peck,University of Wisconsin-Eau Claire,,,,,,,,,,,,,,,,,
93,93,KCO,Mike Quick,San Francisco,,,,,,,,,,,,,,,,,
94,94,PHO,Gene Doyle,Holy Cross,,,,,,,,,,,,,,,,,
95,95,DET,Dennis Johnson,Ferris State University,,,,,,,,,,,,,,,,,
96,96,ATL,John Williamson,New Mexico State,5,288,9149,5802,722,813,.449,,.833,31.8,20.1,2.5,2.8,13.4,.070,-1.4,1.3
97,97,GSW,Bob Lauriski,Utah State University,,,,,,,,,,,,,,,,,
98,98,CHI,Johnny Neumann,Ole Miss,2,83,1153,464,86,168,.406,,.686,13.9,5.6,1.0,2.0,-0.1,-.006,-4.9,-0.8
99,99,CAP,Mike Allocco,Stonehill College,,,,,,,,,,,,,,,,,
100,100,NYK,Lawrence Lilly,Alabama State University,,,,,,,,,,,,,,,,,
101,101,MIL,James Floyd,Shaw,,,,,,,,,,,,,,,,,
102,102,LAL,David Brent,Jacksonville University,,,,,,,,,,,,,,,,,
103,103,BOS,Joe Cafferky,NC State,,,,,,,,,,,,,,,,,
104,104,PHI,James Greene,Kentucky Wesleyan College,,,,,,,,,,,,,,,,,
105,105,POR,Larry Hollyfield,UCLA,,,,,,,,,,,,,,,,,
106,106,BUF,Tim Bassett,Georgia,4,235,5588,1390,1496,285,.388,,.595,23.8,5.9,6.4,1.2,4.1,.036,-2.9,-1.2
107,107,SEA,Jim Andrews,Kentucky,,,,,,,,,,,,,,,,,
108,108,CLE,Larry Farmer,UCLA,,,,,,,,,,,,,,,,,
109,109,HOU,Fred DeVaughn,Westmont College,,,,,,,,,,,,,,,,,
110,110,KCO,Mike Jeffries,Missouri,,,,,,,,,,,,,,,,,
111,111,PHO,Jerry Bisbano,Louisiana,,,,,,,,,,,,,,,,,
112,112,DET,Fred Smiley,Northwood University,,,,,,,,,,,,,,,,,
113,113,ATL,Pete Harris,Stephen F. Austin,,,,,,,,,,,,,,,,,
114,114,GSW,Steve Smith,Loyola Marymount,,,,,,,,,,,,,,,,,
115,115,CHI,Billy Harris,Northern Illinois,,,,,,,,,,,,,,,,,
116,116,CAP,Ronnie Hogue,Georgia,,,,,,,,,,,,,,,,,
117,117,NYK,Mike Moore,Manhattan University,,,,,,,,,,,,,,,,,
118,118,LAL,Nate Hawthorne,Southern Illinois,3,162,1991,882,333,108,.421,,.660,12.3,5.4,2.1,0.7,1.7,.041,-3.4,-0.7
119,119,MIL,Eddie Childress,Austin Peay State University,,,,,,,,,,,,,,,,,
120,120,BOS,Mike Stewart,Santa Clara,,,,,,,,,,,,,,,,,
121,121,PHI,Dave Langston,Drake University,,,,,,,,,,,,,,,,,
122,122,BUF,Carl Jackson,St. Bonaventure,,,,,,,,,,,,,,,,,
123,123,POR,Lindell Reason,Eastern Michigan,,,,,,,,,,,,,,,,,
124,124,SEA,Wardell Jeffries,Oklahoma Baptist University,,,,,,,,,,,,,,,,,
125,125,CLE,John Ritter,Indiana,,,,,,,,,,,,,,,,,
126,126,HOU,John Thomas,Missouri Southern State,,,,,,,,,,,,,,,,,
127,127,KCO,Mike Williams,Kentucky Wesleyan College,,,,,,,,,,,,,,,,,
128,128,PHO,Jim Owens,Arizona State,2,58,533,177,52,64,.418,,.767,9.2,3.1,0.9,1.1,0.4,.038,-2.6,0.0
129,129,DET,Ben Kelso,Central Michigan University,1,46,298,85,31,18,.365,,.682,6.5,1.8,0.7,0.4,0.0,.000,-4.9,-0.2
130,130,ATL,Tim Dominey,Valdosta State University,,,,,,,,,,,,,,,,,
131,131,GSW,Jeff Dawson,Illinois,,,,,,,,,,,,,,,,,
132,132,CHI,B.G. Brosterhous,Texas,,,,,,,,,,,,,,,,,
133,133,CAP,Mark Jellison,Northeastern University,,,,,,,,,,,,,,,,,
134,134,NYK,Steve Rowell,Rhode Island,,,,,,,,,,,,,,,,,
135,135,MIL,Walt McGary,Chattanooga,,,,,,,,,,,,,,,,,
136,136,LAL,Roy McPipe,Montana State University Billings,,,,,,,,,,,,,,,,,
137,137,BOS,Robert White,Sam Houston State University,,,,,,,,,,,,,,,,,
138,138,PHI,Harvey Catchings,Hardin-Simmons University,11,725,13182,2335,3639,608,.435,,.647,18.2,3.2,5.0,0.8,21.2,.077,-0.8,4.1
139,139,POR,Mike Contreras,Arizona State,,,,,,,,,,,,,,,,,
140,140,BUF,Bob Fullarton,Xavier,,,,,,,,,,,,,,,,,
141,141,SEA,Greg Williams,Seattle University,,,,,,,,,,,,,,,,,
142,142,CLE,Les Taylor,Murray State,,,,,,,,,,,,,,,,,
143,143,KCO,James Brown,Dartmouth College,,,,,,,,,,,,,,,,,
144,144,PHO,Sandy Smith,Winston-Salem State,,,,,,,,,,,,,,,,,
145,145,DET,Bill Kilgore,Michigan State,,,,,,,,,,,,,,,,,
146,146,GSW,Everett Fopma,Idaho State University,,,,,,,,,,,,,,,,,
147,147,CHI,Ruben Montanez,Duquesne,,,,,,,,,,,,,,,,,
148,148,CAP,Mike Boylan,Assumption College,,,,,,,,,,,,,,,,,
149,149,NYK,Joe Wise,Bridgewater State College,,,,,,,,,,,,,,,,,
150,150,MIL,Bob Vacca,Quinnipiac University,,,,,,,,,,,,,,,,,
151,151,BOS,Corky Taylor,Minnesota,,,,,,,,,,,,,,,,,
152,152,PHI,Abe Steward,Jacksonville University,,,,,,,,,,,,,,,,,
153,153,BUF,Nick Conner,Illinois,,,,,,,,,,,,,,,,,
154,154,POR,Sam Whitehead,Oregon State,,,,,,,,,,,,,,,,,
155,155,SEA,Bob Bodell,Maryland,,,,,,,,,,,,,,,,,
156,156,CLE,Dean Martin,Baldwin-Wallace College,,,,,,,,,,,,,,,,,
157,157,KCO,Ernie Kusnyer,Kansas State,,,,,,,,,,,,,,,,,
158,158,PHO,Claude White,Elmhurst College,,,,,,,,,,,,,,,,,
159,159,DET,Bob Solomon,Wayne State University,,,,,,,,,,,,,,,,,
160,160,GSW,Fred Lavaroni,Santa Clara,,,,,,,,,,,,,,,,,
161,161,CHI,Russ Hunt,Furman University,,,,,,,,,,,,,,,,,
162,162,CAP,Dicky Kelly,Bay College,,,,,,,,,,,,,,,,,
163,163,NYK,Ed Fields,LIU Post,,,,,,,,,,,,,,,,,
164,164,MIL,Ron Battle,Sam Houston State University,,,,,,,,,,,,,,,,,
165,165,BOS,Steve Turner,Vanderbilt,,,,,,,,,,,,,,,,,
166,166,PHI,Rod Freeman,Vanderbilt,1,35,265,106,54,14,.379,,.683,7.6,3.0,1.5,0.4,0.0,.000,-4.2,-0.2
167,167,POR,Eddie Payne,Wake Forest,,,,,,,,,,,,,,,,,
168,168,BUF,Mike Lee,Syracuse,,,,,,,,,,,,,,,,,
169,169,CLE,Floyd Lewis,Harvard University,,,,,,,,,,,,,,,,,
170,170,PHO,Lynn Greer,Virginia State University,,,,,,,,,,,,,,,,,
171,171,DET,Len Paul,University of Akron,,,,,,,,,,,,,,,,,
172,172,CAP,Dale Adams,St. Mary's College of Maryland,,,,,,,,,,,,,,,,,
173,173,NYK,Charles Edge,LeMoyne-Owen College,,,,,,,,,,,,,,,,,
174,174,BOS,Ed Hastings,Villanova,,,,,,,,,,,,,,,,,
175,175,PHI,Connie Warren,Xavier,,,,,,,,,,,,,,,,,
176,176,BUF,Aaron Covington,Canisius,,,,,,,,,,,,,,,,,
177,177,POR,Rick Holdt,NC State,,,,,,,,,,,,,,,,,
178,178,CLE,Chris McMurray,San Diego State,,,,,,,,,,,,,,,,,
179,179,PHO,Laymon Williamson,Samford University,,,,,,,,,,,,,,,,,
180,180,DET,Clarence Carlisle,Ferris State University,,,,,,,,,,,,,,,,,
181,181,CAP,Mike Battle,George Washington,,,,,,,,,,,,,,,,,
182,182,BOS,Bruce Winkler,Santa Clara,,,,,,,,,,,,,,,,,
183,183,PHI,Jim Crawford,La Salle,,,,,,,,,,,,,,,,,
184,184,BUF,Bob Vartanian,Buffalo,,,,,,,,,,,,,,,,,
185,185,CLE,John Penebacker,Hawaii,,,,,,,,,,,,,,,,,
186,186,PHO,Kalevi Sarkalahti,BYU,,,,,,,,,,,,,,,,,
187,187,CAP,Chet Davis,Morgan State University,,,,,,,,,,,,,,,,,
188,188,BOS,Scott Koelzer,Montana State,,,,,,,,,,,,,,,,,
189,189,PHI,Ernie Johnson,Michigan,,,,,,,,,,,,,,,,,
190,190,BUF,Ron Gilliam,State University of New York at Brockport,,,,,,,,,,,,,,,,,
191,191,CLE,Charles Mitchell,Eastern Kentucky University,,,,,,,,,,,,,,,,,
192,192,CAP,Howard White,Maryland,,,,,,,,,,,,,,,,,
193,193,BOS,Rick Williams,Iowa,,,,,,,,,,,,,,,,,
194,194,PHI,Lionel Harris,Cincinnati,,,,,,,,,,,,,,,,,
195,195,BUF,John Fraley,Georgia,,,,,,,,,,,,,,,,,
196,196,CLE,Reese Stovall,University of Texas Rio Grande Valley,,,,,,,,,,,,,,,,,
197,197,CAP,Shorty Simmons,St. Mary's College of Maryland,,,,,,,,,,,,,,,,,
198,198,BOS,James Gilchrist,Florida Southern College,,,,,,,,,,,,,,,,,
199,199,PHI,Larry Robinson,Tennessee,,,,,,,,,,,,,,,,,
200,200,BUF,John Green,Oregon,,,,,,,,,,,,,,,,,
201,201,CLE,Tom O'Connor,Iowa,,,,,,,,,,,,,,,,,
202,202,BOS,Sam Barber,Bethune-Cookman College,,,,,,,,,,,,,,,,,
203,203,PHI,Tony Prince,St. John's,,,,,,,,,,,,,,,,,
204,204,BUF,Jim Garvin,Boston University,1,6,11,2,5,0,.250,,,1.8,0.3,0.8,0.0,0.0,-.134,-5.0,0.0
205,205,CLE,Phil Elderkin,,,,,,,,,,,,,,,,,,
206,206,BOS,Lamont King,Cal State Long Beach,,,,,,,,,,,,,,,,,
207,207,BUF,Donn Johnston,UNC,,,,,,,,,,,,,,,,,
208,208,BOS,Peter Gavett,University of Maine,,,,,,,,,,,,,,,,,
209,209,BUF,Ron Thorsen,University of British Columbia,,,,,,,,,,,,,,,,,
210,210,BOS,Tom Austin,UMass,,,,,,,,,,,,,,,,,
211,211,BUF,Phil Tollestrup,BYU,,,,,,,,,,,,,,,,,
